;ExtTAZID,P_IX_Total,P_IX_Per,P_IX_Trk,P_IX_HBW,P_IX_HBO,P_IX_NHB,P_IX_HBS,P_IX_HBC,P_IX_Rec,P_IX_LT,P_IX_MD,P_IX_HV,P_IX_LH_MD,P_IX_LH_HV,A_IX_Total,A_IX_Per,A_IX_Trk,A_IX_HBW,A_IX_HBO,A_IX_NHB,A_IX_HBS,A_IX_HBC,A_IX_Rec,A_IX_LT,A_IX_MD,A_IX_HV,A_IX_LH_MD,A_IX_LH_HV,P_XI_Total,P_XI_Per,P_XI_Trk,P_XI_HBW,P_XI_HBO,P_XI_NHB,P_XI_HBS,P_XI_HBC,P_XI_Rec,P_XI_LT,P_XI_MD,P_XI_HV,P_XI_LH_MD,P_XI_LH_HV,A_XI_Total,A_XI_Per,A_XI_Trk,A_XI_HBW,A_XI_HBO,A_XI_NHB,A_XI_HBS,A_XI_HBC,A_XI_Rec,A_XI_LT,A_XI_MD,A_XI_HV,A_XI_LH_MD,A_XI_LH_HV,P_XX_Total,P_XX_Per,P_XX_Trk,P_XX_HBW,P_XX_HBO,P_XX_NHB,P_XX_HBS,P_XX_HBC,P_XX_Rec,P_XX_LT,P_XX_MD,P_XX_HV,P_XX_LH_MD,P_XX_LH_HV,A_XX_Total,A_XX_Per,A_XX_Trk,A_XX_HBW,A_XX_HBO,A_XX_NHB,A_XX_HBS,A_XX_HBC,A_XX_Rec,A_XX_LT,A_XX_MD,A_XX_HV,A_XX_LH_MD,A_XX_LH_HV
   3611.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    370.00,    223.00,    147.00,     37.00,    122.00,     64.00,         0,         0,         0,     68.00,     46.00,     33.00,         0,         0,  11164.00,   7238.00,   3926.00,   4241.00,   1936.00,   1050.00,      7.00,         0,      4.00,   1796.00,   1345.00,    773.00,         0,     12.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1909.00,   1358.00,    551.00,    625.00,    584.00,    126.00,      1.00,         0,     22.00,    238.00,    205.00,     99.00,         0,      9.00,    431.00,    184.00,    247.00,     32.00,     80.00,     72.00,         0,         0,         0,     93.00,    101.00,     52.00,         0,      1.00
   3612.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,  34824.00,  17321.00,  17503.00,   5578.00,   4894.00,   6480.00,      5.00,         0,    364.00,   3430.00,   8620.00,   4678.00,         0,    775.00,  72763.00,  47080.00,  25683.00,  29877.00,  11810.00,   5366.00,     22.00,         0,      5.00,  10438.00,   9478.00,   5250.00,         0,    517.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   5569.00,   2513.00,   3056.00,    434.00,    930.00,    132.00,         0,         0,   1017.00,    106.00,    647.00,    139.00,         0,   2164.00,   6279.00,   3022.00,   3257.00,   1016.00,   1441.00,    201.00,      1.00,         0,    363.00,    238.00,    765.00,    188.00,         0,   2066.00
   3613.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     21.00,     18.00,      3.00,         0,         0,         0,         0,         0,     18.00,      1.00,         0,      2.00,         0,         0,      2.00,      2.00,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    129.00,    129.00,         0,         0,         0,         0,         0,         0,    129.00,         0,         0,         0,         0,         0
   3614.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,  32182.00,  11587.00,  20595.00,   3975.00,   3402.00,   3429.00,      4.00,         0,    777.00,   4078.00,  10021.00,   4849.00,         0,   1647.00,  62522.00,  32850.00,  29672.00,  15837.00,  12865.00,   4120.00,     25.00,         0,      3.00,  10789.00,  11527.00,   6016.00,         0,   1340.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   4236.00,   2023.00,   2213.00,    418.00,   1006.00,     30.00,         0,         0,    569.00,     10.00,    506.00,     92.00,         0,   1605.00,   5169.00,   2196.00,   2973.00,    360.00,    822.00,     93.00,         0,         0,    921.00,     24.00,    509.00,    109.00,         0,   2331.00
   3615.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    980.00,    542.00,    438.00,    134.00,    228.00,    157.00,      1.00,         0,     22.00,    103.00,    212.00,    121.00,         0,      2.00,   4591.00,   1999.00,   2592.00,   1118.00,    566.00,    303.00,         0,         0,     12.00,    834.00,    997.00,    527.00,         0,    234.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      8.00,      4.00,      4.00,      2.00,      1.00,         0,         0,         0,      1.00,         0,      2.00,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3616.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3617.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1043.00,    581.00,    462.00,    164.00,    237.00,    150.00,      8.00,         0,     22.00,    139.00,    144.00,     96.00,         0,     83.00,   2649.00,   1684.00,    965.00,    814.00,    590.00,    280.00,         0,         0,         0,    228.00,    411.00,    250.00,         0,     76.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    233.00,    109.00,    124.00,     42.00,     32.00,     30.00,         0,         0,      5.00,      5.00,      8.00,      5.00,         0,    106.00,    193.00,     69.00,    124.00,     25.00,     23.00,     20.00,      1.00,         0,         0,     11.00,     24.00,      9.00,         0,     80.00
   3618.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   4079.00,   1871.00,   2208.00,    933.00,    525.00,    399.00,      2.00,         0,     12.00,    272.00,   1207.00,    702.00,         0,     27.00,   3151.00,   1225.00,   1926.00,    600.00,    319.00,    305.00,         0,         0,      1.00,    551.00,    851.00,    503.00,         0,     21.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     94.00,     64.00,     30.00,     11.00,      7.00,     10.00,         0,         0,     36.00,         0,     12.00,      1.00,         0,     17.00,    154.00,    118.00,     36.00,     38.00,     34.00,     46.00,         0,         0,         0,         0,     19.00,         0,         0,     17.00
   3619.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3620.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,  13661.00,   6302.00,   7359.00,   2131.00,   1907.00,   1719.00,      2.00,         0,    543.00,   1079.00,   3939.00,   1935.00,         0,    406.00,  24546.00,  14648.00,   9898.00,   9214.00,   3380.00,   2046.00,      5.00,         0,      3.00,   3476.00,   4022.00,   2135.00,         0,    265.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   2017.00,   1498.00,    519.00,    297.00,    688.00,     31.00,         0,         0,    482.00,         0,    216.00,      3.00,         0,    300.00,   2629.00,   1932.00,    697.00,    447.00,   1016.00,     69.00,         0,         0,    400.00,         0,    286.00,     17.00,         0,    394.00
   3621.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3622.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3623.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   5310.00,   3326.00,   1984.00,    651.00,    509.00,    203.00,         0,         0,   1963.00,         0,   1159.00,     22.00,         0,    803.00,   4555.00,   1434.00,   3121.00,    637.00,    444.00,    351.00,         0,         0,      2.00,      1.00,   1881.00,    381.00,         0,    858.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1716.00,    502.00,   1214.00,    162.00,    124.00,     18.00,         0,         0,    198.00,         0,    306.00,      4.00,         0,    904.00,   2561.00,   1485.00,   1076.00,    130.00,    147.00,     17.00,         0,         0,   1191.00,      2.00,    241.00,         0,         0,    833.00
   3624.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     61.00,     36.00,     25.00,         0,         0,         0,         0,         0,     36.00,         0,      2.00,      1.00,         0,     22.00,     92.00,     19.00,     73.00,      6.00,      6.00,      7.00,         0,         0,         0,      1.00,     24.00,     13.00,         0,     35.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     50.00,     14.00,     36.00,      5.00,      7.00,      2.00,         0,         0,         0,      2.00,      6.00,         0,         0,     28.00,     33.00,     12.00,     21.00,         0,      3.00,      1.00,         0,         0,      8.00,         0,      5.00,      1.00,         0,     15.00
   3625.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3626.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    416.00,    231.00,    185.00,     58.00,    103.00,     66.00,      3.00,         0,      1.00,     11.00,     82.00,     46.00,         0,     46.00,   1470.00,    509.00,    961.00,    209.00,    174.00,    125.00,         0,         0,      1.00,    168.00,    470.00,    255.00,         0,     68.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     78.00,     24.00,     54.00,      4.00,     11.00,      6.00,         0,         0,      3.00,         0,      5.00,      4.00,         0,     45.00,     48.00,     17.00,     31.00,      3.00,     12.00,      2.00,         0,         0,         0,         0,      2.00,      2.00,         0,     27.00
   3627.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3628.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,  14845.00,   7836.00,   7009.00,   2615.00,   2071.00,   2028.00,     20.00,         0,   1102.00,    936.00,   1616.00,    914.00,         0,   3543.00,  27484.00,  14682.00,  12802.00,   6319.00,   4588.00,   3762.00,      8.00,         0,      5.00,   2946.00,   4109.00,   2365.00,         0,   3382.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   8830.00,   6188.00,   2642.00,   1130.00,   2673.00,    177.00,         0,         0,   2208.00,     34.00,    635.00,     30.00,         0,   1943.00,   9421.00,   6539.00,   2882.00,   1141.00,   2582.00,    132.00,      5.00,         0,   2679.00,      7.00,    653.00,     11.00,         0,   2211.00
   3629.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1387.00,    804.00,    583.00,    226.00,    369.00,    209.00,         0,         0,         0,    281.00,    177.00,    119.00,         0,      6.00,   3274.00,   2570.00,    704.00,    780.00,   1430.00,    312.00,     48.00,         0,         0,    377.00,    204.00,    117.00,         0,      6.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    110.00,     84.00,     26.00,     30.00,     20.00,     21.00,      6.00,         0,      7.00,      6.00,     11.00,      7.00,         0,      2.00,    122.00,     60.00,     62.00,     30.00,     17.00,     13.00,         0,         0,         0,     27.00,     23.00,     11.00,         0,      1.00
