;ExtTAZID,P_IX_Total,P_IX_Per,P_IX_Trk,P_IX_HBW,P_IX_HBO,P_IX_NHB,P_IX_HBS,P_IX_HBC,P_IX_Rec,P_IX_LT,P_IX_MD,P_IX_HV,P_IX_LH_MD,P_IX_LH_HV,A_IX_Total,A_IX_Per,A_IX_Trk,A_IX_HBW,A_IX_HBO,A_IX_NHB,A_IX_HBS,A_IX_HBC,A_IX_Rec,A_IX_LT,A_IX_MD,A_IX_HV,A_IX_LH_MD,A_IX_LH_HV,P_XI_Total,P_XI_Per,P_XI_Trk,P_XI_HBW,P_XI_HBO,P_XI_NHB,P_XI_HBS,P_XI_HBC,P_XI_Rec,P_XI_LT,P_XI_MD,P_XI_HV,P_XI_LH_MD,P_XI_LH_HV,A_XI_Total,A_XI_Per,A_XI_Trk,A_XI_HBW,A_XI_HBO,A_XI_NHB,A_XI_HBS,A_XI_HBC,A_XI_Rec,A_XI_LT,A_XI_MD,A_XI_HV,A_XI_LH_MD,A_XI_LH_HV,P_XX_Total,P_XX_Per,P_XX_Trk,P_XX_HBW,P_XX_HBO,P_XX_NHB,P_XX_HBS,P_XX_HBC,P_XX_Rec,P_XX_LT,P_XX_MD,P_XX_HV,P_XX_LH_MD,P_XX_LH_HV,A_XX_Total,A_XX_Per,A_XX_Trk,A_XX_HBW,A_XX_HBO,A_XX_NHB,A_XX_HBS,A_XX_HBC,A_XX_Rec,A_XX_LT,A_XX_MD,A_XX_HV,A_XX_LH_MD,A_XX_LH_HV
   3611.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    378.00,    207.00,    171.00,     35.00,    112.00,     60.00,         0,         0,         0,     88.00,     53.00,     29.00,         0,      1.00,  14594.00,   9842.00,   4752.00,   5415.00,   2989.00,   1418.00,     16.00,         0,      4.00,   2157.00,   1651.00,    932.00,         0,     12.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1278.00,    950.00,    328.00,    416.00,    443.00,     61.00,         0,         0,     30.00,    140.00,    120.00,     61.00,         0,      7.00,    288.00,    135.00,    153.00,     25.00,     61.00,     49.00,         0,         0,         0,     57.00,     63.00,     32.00,         0,      1.00
   3612.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,  31423.00,  15484.00,  15939.00,   5146.00,   4436.00,   5554.00,      4.00,         0,    344.00,   3113.00,   7821.00,   4242.00,         0,    763.00,  58599.00,  37393.00,  21206.00,  23647.00,   9245.00,   4484.00,     14.00,         0,      3.00,   8579.00,   7847.00,   4320.00,         0,    460.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   4973.00,   2227.00,   2746.00,    382.00,    827.00,     97.00,         0,         0,    921.00,     69.00,    572.00,    118.00,         0,   1987.00,   5228.00,   2423.00,   2805.00,    769.00,   1191.00,    132.00,         0,         0,    331.00,    143.00,    638.00,    136.00,         0,   1888.00
   3613.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     15.00,     15.00,         0,         0,         0,         0,         0,         0,     15.00,         0,         0,         0,         0,         0,      3.00,      2.00,      1.00,      1.00,      1.00,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    118.00,    118.00,         0,         0,         0,         0,         0,         0,    118.00,         0,         0,         0,         0,         0
   3614.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,  32192.00,  11211.00,  20981.00,   3980.00,   3299.00,   3163.00,      4.00,         0,    765.00,   4060.00,   9761.00,   4752.00,         0,   2408.00,  63062.00,  33219.00,  29843.00,  15381.00,  13644.00,   4156.00,     31.00,         0,      7.00,  10816.00,  11183.00,   5729.00,         0,   2115.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   5027.00,   2076.00,   2951.00,    455.00,   1028.00,     32.00,         0,         0,    561.00,     11.00,    529.00,     84.00,         0,   2327.00,   4221.00,   1637.00,   2584.00,    319.00,    705.00,     58.00,         0,         0,    555.00,     20.00,    439.00,     95.00,         0,   2030.00
   3615.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    779.00,    442.00,    337.00,    107.00,    208.00,    110.00,      1.00,         0,     16.00,     83.00,    166.00,     87.00,         0,      1.00,   4100.00,   1851.00,   2249.00,   1007.00,    524.00,    310.00,      1.00,         0,      9.00,    724.00,    839.00,    471.00,         0,    215.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      3.00,         0,      3.00,         0,         0,         0,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3616.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3617.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    827.00,    448.00,    379.00,    124.00,    190.00,    109.00,      8.00,         0,     17.00,    112.00,    117.00,     75.00,         0,     75.00,   2213.00,   1479.00,    734.00,    694.00,    500.00,    285.00,         0,         0,         0,    202.00,    307.00,    162.00,         0,     63.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    207.00,     92.00,    115.00,     29.00,     29.00,     28.00,         0,         0,      6.00,      5.00,      8.00,      3.00,         0,     99.00,    134.00,     47.00,     87.00,     18.00,     17.00,     11.00,      1.00,         0,         0,      9.00,     11.00,      6.00,         0,     61.00
   3618.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   2808.00,   1294.00,   1514.00,    588.00,    423.00,    274.00,      1.00,         0,      8.00,    157.00,    842.00,    494.00,         0,     21.00,   2137.00,    763.00,   1374.00,    337.00,    220.00,    206.00,         0,         0,         0,    364.00,    638.00,    362.00,         0,     10.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     85.00,     60.00,     25.00,      9.00,     11.00,      3.00,         0,         0,     37.00,         0,     10.00,         0,         0,     15.00,    148.00,    108.00,     40.00,     41.00,     29.00,     38.00,         0,         0,         0,         0,     18.00,      3.00,         0,     19.00
   3619.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3620.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,  12023.00,   5470.00,   6553.00,   1898.00,   1599.00,   1500.00,      1.00,         0,    472.00,   1021.00,   3462.00,   1713.00,         0,    357.00,  22022.00,  13125.00,   8897.00,   7855.00,   3436.00,   1827.00,      5.00,         0,      2.00,   3220.00,   3623.00,   1862.00,         0,    192.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1836.00,   1357.00,    479.00,    272.00,    622.00,     23.00,         0,         0,    440.00,         0,    192.00,      6.00,         0,    281.00,   2447.00,   1767.00,    680.00,    412.00,    918.00,     66.00,         0,         0,    371.00,         0,    269.00,     18.00,         0,    393.00
   3621.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3622.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3623.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   4541.00,   2972.00,   1569.00,    597.00,    434.00,    183.00,         0,         0,   1758.00,         0,   1063.00,     19.00,         0,    487.00,   4198.00,   1354.00,   2844.00,    587.00,    425.00,    342.00,         0,         0,         0,      2.00,   1692.00,    332.00,         0,    818.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1665.00,    501.00,   1164.00,    159.00,    130.00,     21.00,         0,         0,    191.00,         0,    299.00,      4.00,         0,    861.00,   2263.00,   1361.00,    902.00,    126.00,    157.00,     18.00,         0,         0,   1060.00,      3.00,    224.00,         0,         0,    675.00
   3624.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     57.00,     30.00,     27.00,         0,      1.00,         0,         0,         0,     29.00,         0,      4.00,      2.00,         0,     21.00,     89.00,     21.00,     68.00,      8.00,      5.00,      8.00,         0,         0,         0,      2.00,     18.00,     14.00,         0,     34.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     50.00,     18.00,     32.00,      6.00,      9.00,      2.00,         0,         0,      1.00,      3.00,      5.00,         0,         0,     24.00,     30.00,      6.00,     24.00,      1.00,      2.00,         0,         0,         0,      3.00,         0,      9.00,         0,         0,     15.00
   3625.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3626.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    387.00,    203.00,    184.00,     47.00,    105.00,     49.00,      2.00,         0,         0,     13.00,     81.00,     43.00,         0,     47.00,   1387.00,    476.00,    911.00,    190.00,    154.00,    132.00,         0,         0,         0,    152.00,    461.00,    232.00,         0,     66.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     75.00,     25.00,     50.00,      5.00,     15.00,      4.00,         0,         0,      1.00,         0,      5.00,         0,         0,     45.00,     41.00,     15.00,     26.00,      2.00,      9.00,      4.00,         0,         0,         0,         0,      1.00,         0,         0,     25.00
   3627.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3628.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,  13306.00,   7139.00,   6167.00,   2361.00,   1887.00,   1865.00,     21.00,         0,   1005.00,    751.00,   1352.00,    717.00,         0,   3347.00,  24782.00,  13003.00,  11779.00,   5301.00,   4200.00,   3483.00,     15.00,         0,      4.00,   2587.00,   3834.00,   2144.00,         0,   3214.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   7963.00,   5546.00,   2417.00,   1017.00,   2388.00,    156.00,         0,         0,   1985.00,     35.00,    570.00,     35.00,         0,   1777.00,   8582.00,   5894.00,   2688.00,   1023.00,   2334.00,    116.00,      3.00,         0,   2418.00,     11.00,    595.00,     17.00,         0,   2065.00
   3629.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1104.00,    632.00,    472.00,    190.00,    290.00,    152.00,         0,         0,         0,    234.00,    136.00,     94.00,         0,      8.00,   2825.00,   2191.00,    634.00,    675.00,   1203.00,    268.00,     45.00,         0,         0,    323.00,    178.00,    126.00,         0,      7.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    106.00,     77.00,     29.00,     28.00,     24.00,     18.00,      4.00,         0,      3.00,     10.00,     10.00,      9.00,         0,         0,    113.00,     44.00,     69.00,     21.00,     12.00,     11.00,         0,         0,         0,     30.00,     22.00,     15.00,         0,      2.00
