;ExtTAZID,P_IX_Total,P_IX_Per,P_IX_Trk,P_IX_HBW,P_IX_HBO,P_IX_NHB,P_IX_HBS,P_IX_HBC,P_IX_Rec,P_IX_LT,P_IX_MD,P_IX_HV,P_IX_LH_MD,P_IX_LH_HV,A_IX_Total,A_IX_Per,A_IX_Trk,A_IX_HBW,A_IX_HBO,A_IX_NHB,A_IX_HBS,A_IX_HBC,A_IX_Rec,A_IX_LT,A_IX_MD,A_IX_HV,A_IX_LH_MD,A_IX_LH_HV,P_XI_Total,P_XI_Per,P_XI_Trk,P_XI_HBW,P_XI_HBO,P_XI_NHB,P_XI_HBS,P_XI_HBC,P_XI_Rec,P_XI_LT,P_XI_MD,P_XI_HV,P_XI_LH_MD,P_XI_LH_HV,A_XI_Total,A_XI_Per,A_XI_Trk,A_XI_HBW,A_XI_HBO,A_XI_NHB,A_XI_HBS,A_XI_HBC,A_XI_Rec,A_XI_LT,A_XI_MD,A_XI_HV,A_XI_LH_MD,A_XI_LH_HV,P_XX_Total,P_XX_Per,P_XX_Trk,P_XX_HBW,P_XX_HBO,P_XX_NHB,P_XX_HBS,P_XX_HBC,P_XX_Rec,P_XX_LT,P_XX_MD,P_XX_HV,P_XX_LH_MD,P_XX_LH_HV,A_XX_Total,A_XX_Per,A_XX_Trk,A_XX_HBW,A_XX_HBO,A_XX_NHB,A_XX_HBS,A_XX_HBC,A_XX_Rec,A_XX_LT,A_XX_MD,A_XX_HV,A_XX_LH_MD,A_XX_LH_HV
   3611.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3612.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,  20318.00,  10681.00,   9637.00,   3609.00,   3083.00,   3734.00,      4.00,         0,    251.00,   1900.00,   4775.00,   2514.00,         0,    448.00,  41786.00,  26021.00,  15765.00,  15288.00,   7405.00,   3296.00,     29.00,         0,      3.00,   6379.00,   5868.00,   3122.00,         0,    396.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   3307.00,   1472.00,   1835.00,    268.00,    530.00,     40.00,         0,         0,    634.00,     17.00,    395.00,     78.00,         0,   1345.00,   2941.00,   1092.00,   1849.00,    262.00,    549.00,     56.00,         0,         0,    225.00,      6.00,    391.00,     65.00,         0,   1387.00
   3613.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     14.00,     13.00,      1.00,         0,         0,         0,         0,         0,     13.00,      1.00,         0,         0,         0,         0,      3.00,      2.00,      1.00,      1.00,      1.00,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    160.00,    160.00,         0,         0,         0,         0,         0,         0,    160.00,         0,         0,         0,         0,         0
   3614.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,  26403.00,   8923.00,  17480.00,   3224.00,   2608.00,   2479.00,      3.00,         0,    609.00,   3907.00,   7811.00,   3766.00,         0,   1996.00,  60848.00,  33517.00,  27331.00,  13734.00,  15913.00,   3815.00,     51.00,         0,      4.00,  10655.00,   9652.00,   4872.00,         0,   2152.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   3844.00,   1577.00,   2267.00,    343.00,    794.00,     27.00,         0,         0,    413.00,      6.00,    398.00,     58.00,         0,   1805.00,   2418.00,    778.00,   1640.00,    179.00,    385.00,     29.00,         0,         0,    185.00,     17.00,    292.00,     74.00,         0,   1257.00
   3615.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    870.00,    444.00,    426.00,    127.00,    162.00,    139.00,      1.00,         0,     15.00,    112.00,    202.00,    110.00,         0,      2.00,   1365.00,    647.00,    718.00,    270.00,    265.00,    107.00,         0,         0,      5.00,    320.00,    267.00,    129.00,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3616.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3617.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    732.00,    453.00,    279.00,    103.00,    217.00,    101.00,      9.00,         0,     23.00,     60.00,     94.00,     39.00,         0,     86.00,   1772.00,   1122.00,    650.00,    486.00,    374.00,    262.00,         0,         0,         0,    134.00,    281.00,    153.00,         0,     82.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    219.00,     83.00,    136.00,     31.00,     19.00,     29.00,         0,         0,      4.00,      2.00,      8.00,      3.00,         0,    123.00,    158.00,     52.00,    106.00,     22.00,     20.00,     10.00,         0,         0,         0,      4.00,      9.00,      3.00,         0,     90.00
   3618.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1141.00,    520.00,    621.00,    184.00,    216.00,    112.00,         0,         0,      8.00,     48.00,    350.00,    211.00,         0,     12.00,    568.00,    178.00,    390.00,     64.00,     68.00,     46.00,         0,         0,         0,     87.00,    192.00,    109.00,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      6.00,      3.00,      3.00,      1.00,      1.00,      1.00,         0,         0,         0,         0,      3.00,         0,         0,         0,     85.00,     61.00,     24.00,     18.00,     23.00,     20.00,         0,         0,         0,         0,      6.00,      2.00,         0,     16.00
   3619.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3620.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   8819.00,   3733.00,   5086.00,   1371.00,   1078.00,    933.00,      1.00,         0,    350.00,    896.00,   2617.00,   1271.00,         0,    302.00,  13421.00,   7867.00,   5554.00,   3769.00,   2862.00,   1224.00,      9.00,         0,      3.00,   2036.00,   2216.00,   1111.00,         0,    191.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1385.00,    956.00,    429.00,    191.00,    434.00,      6.00,         0,         0,    325.00,         0,    148.00,         0,         0,    281.00,   1919.00,   1276.00,    643.00,    305.00,    662.00,     48.00,         0,         0,    261.00,         0,    219.00,     16.00,         0,    408.00
   3621.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3622.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3623.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   3178.00,   1911.00,   1267.00,    377.00,    312.00,    119.00,         0,         0,   1103.00,         0,    740.00,     21.00,         0,    506.00,   3379.00,   1176.00,   2203.00,    510.00,    360.00,    306.00,         0,         0,         0,      1.00,   1238.00,    255.00,         0,    709.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   1391.00,    467.00,    924.00,    128.00,    152.00,     20.00,         0,         0,    167.00,      1.00,    219.00,      5.00,         0,    699.00,   1537.00,    788.00,    749.00,     98.00,    124.00,     11.00,         0,         0,    555.00,      1.00,    176.00,      1.00,         0,    571.00
   3624.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     45.00,     25.00,     20.00,         0,      2.00,         0,         0,         0,     23.00,         0,      4.00,      2.00,         0,     14.00,     92.00,     21.00,     71.00,      6.00,      6.00,      9.00,         0,         0,         0,      1.00,     26.00,     13.00,         0,     31.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     41.00,     10.00,     31.00,      4.00,      4.00,      2.00,         0,         0,         0,      1.00,      4.00,      1.00,         0,     25.00,     22.00,      7.00,     15.00,         0,      3.00,         0,         0,         0,      4.00,      1.00,      5.00,         0,         0,      9.00
   3625.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3626.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    314.00,    164.00,    150.00,     31.00,     93.00,     38.00,      2.00,         0,         0,     12.00,     62.00,     32.00,         0,     44.00,   1113.00,    403.00,    710.00,    139.00,    160.00,    104.00,         0,         0,         0,    120.00,    335.00,    198.00,         0,     57.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     60.00,     23.00,     37.00,      5.00,     12.00,      4.00,         0,         0,      2.00,         0,      6.00,      2.00,         0,     29.00,     36.00,     13.00,     23.00,      1.00,      9.00,      3.00,         0,         0,         0,         0,      2.00,         0,         0,     21.00
   3627.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3628.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   9103.00,   4852.00,   4251.00,   1524.00,   1292.00,   1207.00,      6.00,         0,    823.00,    375.00,    798.00,    411.00,         0,   2667.00,  15727.00,   7616.00,   8111.00,   2827.00,   2533.00,   2236.00,     16.00,         0,      4.00,   1573.00,   2614.00,   1398.00,         0,   2526.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,   5556.00,   3805.00,   1751.00,    708.00,   1647.00,    104.00,         0,         0,   1346.00,     30.00,    417.00,     31.00,         0,   1273.00,   5906.00,   4124.00,   1782.00,    732.00,   1642.00,     91.00,      2.00,         0,   1657.00,      7.00,    421.00,      7.00,         0,   1347.00
   3629.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    695.00,    364.00,    331.00,    133.00,    179.00,     52.00,         0,         0,         0,    147.00,    106.00,     71.00,         0,      7.00,   1742.00,   1315.00,    427.00,    371.00,    733.00,    174.00,     37.00,         0,         0,    211.00,    121.00,     85.00,         0,     10.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    108.00,     84.00,     24.00,     36.00,     30.00,     14.00,      2.00,         0,      2.00,      6.00,      7.00,      8.00,         0,      3.00,    118.00,     42.00,     76.00,     23.00,     13.00,      6.00,         0,         0,         0,     27.00,     25.00,     19.00,         0,      5.00
