N,MODE,OPERATOR,NAME,LONGNAME,STOP,STOP4,STOP5,STOP6,STOP7,STOP8,STOP9,X,Y,TAZID
23042,4,0,S035,S035,0,0,0,0,0,0,0,416243.0,4505547.0,1379
23124,4,0,S035,S035,1,1,0,0,0,0,0,416642.6666,4505546.041,1380
23168,4,0,S035,S035,0,0,0,0,0,0,0,416933.0,4505542.0,1380
23205,4,0,S035,S035,1,1,0,0,0,0,0,417107.9622,4505540.854,1380
23211,4,0,S035,S035,0,0,0,0,0,0,0,417140.0,4505534.0,1380
23219,4,0,S035,S035,1,1,0,0,0,0,0,417182.0336,4505537.023,1381
23231,4,0,S035,S035,0,0,0,0,0,0,0,417279.0,4505541.0,1381
23256,4,0,S035,S035,1,1,0,0,0,0,0,417450.1568,4505543.317,1366
23303,4,0,S035,S035,0,0,0,0,0,0,0,417846.0,4505540.0,1366
23365,4,0,S035,S035,1,1,0,0,0,0,0,418256.7625,4505530.48,1383
23401,4,0,S035,S035,0,0,0,0,0,0,0,418425.786,4505528.34,1383
23443,4,0,S035,S035,0,0,0,0,0,0,0,418674.0,4505531.0,1367
23506,4,0,S035,S035,0,0,0,0,0,0,0,419063.3683,4505526.201,1384
23470,4,0,S035,S035,0,0,0,0,0,0,0,419059.0892,4505310.108,1383
23429,4,0,S035,S035,0,0,0,0,0,0,0,419061.2287,4505113.27,1384
15069,4,0,S035,S035,1,1,0,0,0,0,0,419002.0,4505156.0,1383
23545,4,0,S035,S035,0,0,0,0,0,0,0,419243.0,4505527.0,1384
23564,4,0,S035,S035,0,0,0,0,0,0,0,419433.55631,4505523.22079,1384
23574,4,0,S035,S035,0,0,0,0,0,0,0,419450.29641,4505523.22079,1384
23603,4,0,S035,S035,0,0,0,0,0,0,0,419604.0,4505517.0,1385
23638,4,0,S035,S035,0,0,0,0,0,0,0,419804.29659,4505516.655,1385
23648,4,0,S035,S035,0,0,0,0,0,0,0,419843.0,4505519.0,1385
23671,4,0,S035,S035,1,1,0,0,0,0,0,419975.0,4505517.0,1369
23704,4,0,S035,S035,0,0,0,0,0,0,0,420135.0,4505519.0,1370
23726,4,0,S035,S035,1,1,0,0,0,0,0,420281.0,4505516.0,1370
23794,4,0,S035,S035,1,1,0,0,0,0,0,420673.0,4505508.0,1370
23855,4,0,S035,S035,1,1,0,0,0,0,0,420973.0,4505530.0,1371
23962,4,0,S035,S035,1,1,0,0,0,0,0,421383.0,4505759.0,1387
24036,4,0,S035,S035,1,1,0,0,0,0,0,421797.0,4505809.0,1371
24101,4,0,S035,S035,0,0,0,0,0,0,0,422261.8676,4505802.26,1469
24142,4,0,S035,S035,1,1,0,0,0,0,0,422535.5673,4505791.642,1479
24011,4,0,S035,S035,1,1,0,0,0,0,0,422529.3938,4504933.538,1479
24084,4,0,S035,S035,1,1,0,0,0,0,0,423010.9199,4504929.422,1480
24127,4,0,S035,S035,0,0,0,0,0,0,0,423016.0,4505229.0,1480
24226,4,0,S035,S035,1,1,0,0,0,0,0,423019.1511,4505814.278,1480
24254,4,0,S035,S035,0,0,0,0,0,0,0,423258.1554,4505820.829,1480
24279,4,0,S035,S035,1,1,0,0,0,0,0,423508.9084,4505828.682,1470
24307,4,0,S035,S035,0,0,0,0,0,0,0,423716.0,4505833.0,1461
24321,4,0,S035,S035,0,0,0,0,0,0,0,423851.0,4505834.0,1471
24342,4,0,S035,S035,0,0,0,0,0,0,0,423984.0,4505839.0,1471
24367,4,0,S035,S035,0,0,0,0,0,0,0,424148.0,4505823.0,1481
24384,4,0,S035,S035,0,0,0,0,0,0,0,424333.0,4505821.0,1473
15086,4,0,S035,S035-,1,1,0,0,0,0,0,424229.0,4505924.0,1473
25381,4,0,S039,S039,1,1,0,0,0,0,0,432736.0,4504314.0,1531
25368,4,0,S039,S039,0,0,0,0,0,0,0,432674.0,4504319.0,1531
25342,4,0,S039,S039,1,1,0,0,0,0,0,432561.0,4504317.0,1679
25288,4,0,S039,S039,1,1,0,0,0,0,0,432247.4549,4504324.424,1530
25102,4,0,S039,S039,1,1,0,0,0,0,0,431135.3187,4504337.884,1676
25028,4,0,S039,S039,0,0,0,0,0,0,0,430687.7723,4504344.614,1676
24978,4,0,S039,S039,1,1,0,0,0,0,0,430331.0811,4504349.661,1529
24914,4,0,S039,S039,0,0,0,0,0,0,0,429913.8197,4504353.026,1528
24870,4,0,S039,S039,1,1,0,0,0,0,0,429529.0,4504356.0,1674
24841,4,0,S039,S039,0,0,0,0,0,0,0,429286.0,4504359.0,1527
24820,4,0,S039,S039,0,0,0,0,0,0,0,429048.0,4504360.0,1671
24785,4,0,S039,S039,0,0,0,0,0,0,0,428792.0,4504357.0,1671
24765,4,0,S039,S039,1,1,0,0,0,0,0,428598.0,4504364.0,1671
24696,4,0,S039,S039,0,0,0,0,0,0,0,428152.0,4504365.0,1546
24647,4,0,S039,S039,1,1,0,0,0,0,0,427831.0,4504371.0,1546
24610,4,0,S039,S039,0,0,0,0,0,0,0,427588.0,4504374.0,1524
24569,4,0,S039,S039,0,0,0,0,0,0,0,427352.7568,4504370.749,1545
24541,4,0,S039,S039,0,0,0,0,0,0,0,427118.0,4504378.0,1523
24517,4,0,S039,S039,1,1,0,0,0,0,0,426866.0,4504380.0,1523
24489,4,0,S039,S039,0,0,0,0,0,0,0,426594.0,4504383.0,1522
24461,4,0,S039,S039,1,1,0,0,0,0,0,426369.0,4504384.0,1540
24439,4,0,S039,S039,0,0,0,0,0,0,0,426144.0,4504391.0,1497
24407,4,0,S039,S039,1,1,0,0,0,0,0,425898.0,4504388.0,1540
24372,4,0,S039,S039,0,0,0,0,0,0,0,425645.0,4504393.0,1496
24338,4,0,S039,S039,1,1,0,0,0,0,0,425405.0,4504393.0,1538
24311,4,0,S039,S039,0,0,0,0,0,0,0,425176.0,4504400.0,1495
24281,4,0,S039,S039,1,1,0,0,0,0,0,424947.0,4504397.0,1495
24256,4,0,S039,S039,1,1,0,0,0,0,0,424702.3298,4504394.731,1535
24228,4,0,S039,S039,1,1,0,0,0,0,0,424461.1949,4504396.307,1493
24210,4,0,S039,S039,0,0,0,0,0,0,0,424325.6549,4504393.155,1492
24190,4,0,S039,S039,0,0,0,0,0,0,0,424232.7058,4504379.33,1534
15080,4,0,S039,S039,1,1,0,0,0,0,0,424237.0,4504457.0,1491
24181,4,0,S039,S039,0,0,0,0,0,0,0,424185.0129,4504372.593,1534
24170,4,0,S039,S039,0,0,0,0,0,0,0,424105.9018,4504361.903,1534
24157,4,0,S039,S039,0,0,0,0,0,0,0,424042.3686,4504358.543,1534
24117,4,0,S039,S039,0,0,0,0,0,0,0,423810.2881,4504364.786,1533
24109,4,0,S039,S039,0,0,0,0,0,0,0,423763.0067,4504367.938,1533
24099,4,0,S039,S039,0,0,0,0,0,0,0,423681.0524,4504374.242,1532
24075,4,0,S039,S039,1,1,0,0,0,0,0,423485.0,4504404.0,1532
24028,4,0,S039,S039,0,0,0,0,0,0,0,423169.0,4504413.0,1489
24005,4,0,S039,S039,1,1,0,0,0,0,0,423006.8043,4504412.913,1532
23912,4,0,S039,S039,0,0,0,0,0,0,0,422455.3129,4504417.029,1488
23779,4,0,S039,S039,0,0,0,0,0,0,0,421858.0,4504266.0,1388
23699,4,0,S039,S039,1,1,0,0,0,0,0,421464.0,4504161.0,1400
23621,4,0,S039,S039,0,0,0,0,0,0,0,421136.0,4504059.0,1576
23536,4,0,S039,S039,0,0,0,0,0,0,0,420835.0,4503911.0,1576
23498,4,0,S039,S039,1,1,0,0,0,0,0,420649.0,4503895.0,1575
23455,4,0,S039,S039,1,1,0,0,0,0,0,420649.0,4503631.0,1575
23399,4,0,S039,S039,0,0,0,0,0,0,0,420651.0,4503299.0,1575
23342,4,0,S039,S039,1,1,0,0,0,0,0,420644.0,4502961.0,1580
23245,4,0,S039,S039,0,0,0,0,0,0,0,420648.0,4502292.0,1581
23180,4,0,S039,S039,0,0,0,0,0,0,0,420269.0,4502292.0,1580
23104,4,0,S039,S039,0,0,0,0,0,0,0,419834.0,4502296.0,1589
23179,4,0,S039,S039,0,0,0,0,0,0,0,419837.0,4502721.0,1579
23251,4,0,S039,S039,0,0,0,0,0,0,0,419843.0,4503127.0,1579
23279,4,0,S039,S039,1,1,0,0,0,0,0,419848.0,4503303.0,1575
23307,4,0,S039,S039,1,1,0,0,0,0,0,419849.0,4503556.0,1575
23359,4,0,S039,S039,1,1,0,0,0,0,0,419854.9972,4503904.431,1575
23445,4,0,S039,S039,1,1,0,0,0,0,0,419859.2763,4504358.013,1399
23503,4,0,S039,S039,1,1,0,0,0,0,0,419864.0751,4504709.213,1399
23483,4,0,S039,S039,0,0,0,0,0,0,0,419737.3895,4504705.879,1398
23448,4,0,S039,S039,0,0,0,0,0,0,0,419521.0,4504716.0,1384
23405,4,0,S039,S039,0,0,0,0,0,0,0,419270.6532,4504715.88,1397
23364,4,0,S039,S039,1,1,0,0,0,0,0,419054.0,4504721.0,1384
23429,4,0,S039,S039,0,0,0,0,0,0,0,419061.2287,4505113.27,1384
15069,4,0,S039,S039-,1,1,0,0,0,0,0,419002.0,4505156.0,1383
25381,4,0,S045,S045,1,1,0,0,0,0,0,432736.0,4504314.0,1531
25312,4,0,S045,S045,0,0,0,0,0,0,0,432741.0,4503971.0,1531
25287,4,0,S045,S045,0,0,0,0,0,0,0,432702.0,4503826.0,1531
25172,4,0,S045,S045,1,1,0,0,0,0,0,432485.0,4503384.0,1554
25044,4,0,S045,S045,1,1,0,0,0,0,0,432241.0,4502884.0,1554
25032,4,0,S045,S045,1,1,0,0,0,0,0,432108.0,4502963.0,1682
25001,4,0,S045,S045,1,1,0,0,0,0,0,431882.3512,4502980.102,1681
24902,4,0,S045,S045,1,1,0,0,0,0,0,431121.8587,4503032.259,1680
24873,4,0,S045,S045,1,1,0,0,0,0,0,430850.9753,4503042.354,1675
24831,4,0,S045,S045,0,0,0,0,0,0,0,430585.1394,4502996.927,1675
24802,4,0,S045,S045,0,0,0,0,0,0,0,430384.9213,4502919.531,1680
24797,4,0,S045,S045,1,1,0,0,0,0,0,430317.6211,4502916.166,1680
24769,4,0,S045,S045,0,0,0,0,0,0,0,430312.726,4502673.53,1686
24720,4,0,S045,S045,0,0,0,0,0,0,0,430300.796,4502310.464,1686
24716,4,0,S045,S045,1,1,0,0,0,0,0,430332.1955,4502264.67,1685
24646,4,0,S045,S045,0,0,0,0,0,0,0,430052.1341,4502141.862,1685
24566,4,0,S045,S045,1,1,0,0,0,0,0,429718.0,4501993.0,1690
24537,4,0,S045,S045,1,1,0,0,0,0,0,429467.0,4501998.0,1690
24498,4,0,S045,S045,1,1,0,0,0,0,0,429062.0,4502004.0,1690
24476,4,0,S045,S045,0,0,0,0,0,0,0,428803.3135,4502018.721,1689
24454,4,0,S045,S045,1,1,0,0,0,0,0,428636.0,4502071.0,1689
24444,4,0,S045,S045,0,0,0,0,0,0,0,428434.4037,4502152.796,1551
24426,4,0,S045,S045,1,1,0,0,0,0,0,428251.4418,4502173.431,1551
24350,4,0,S045,S045,0,0,0,0,0,0,0,427866.2588,4502017.982,1551
24334,4,0,S045,S045,1,1,0,0,0,0,0,427785.0952,4502000.098,1683
24395,4,0,S045,S045,0,0,0,0,0,0,0,427806.0,4502442.0,1551
24463,4,0,S045,S045,1,1,0,0,0,0,0,427814.4158,4502951.991,1551
24434,4,0,S045,S045,0,0,0,0,0,0,0,427569.4381,4502951.991,1549
24406,4,0,S045,S045,0,0,0,0,0,0,0,427327.6371,4502953.999,1549
24379,4,0,S045,S045,1,1,0,0,0,0,0,427163.5795,4502959.304,1543
24341,4,0,S045,S045,1,1,0,0,0,0,0,426850.0,4502959.0,1549
24309,4,0,S045,S045,0,0,0,0,0,0,0,426590.0,4502969.0,1541
24277,4,0,S045,S045,1,1,0,0,0,0,0,426350.0,4502973.0,1625
24253,4,0,S045,S045,1,1,0,0,0,0,0,426079.0,4502969.0,1625
24229,4,0,S045,S045,1,1,0,0,0,0,0,425885.218,4502974.2,1625
24148,4,0,S045,S045,1,1,0,0,0,0,0,425370.3197,4502980.187,1623
24078,4,0,S045,S045,1,1,0,0,0,0,0,424926.5492,4502983.749,1622
24041,4,0,S045,S045,1,1,0,0,0,0,0,424928.0,4502713.0,1622
23942,4,0,S045,S045,1,1,0,0,0,0,0,424920.0,4502164.0,1629
23919,4,0,S045,S045,0,0,0,0,0,0,0,424919.0,4502013.0,1629
23895,4,0,S045,S045,1,1,0,0,0,0,0,424918.2869,4501880.041,1629
23858,4,0,S045,S045,0,0,0,0,0,0,0,424668.3217,4501875.55,1628
23848,4,0,S045,S045,1,1,0,0,0,0,0,424609.9466,4501838.131,1628
23819,4,0,S045,S045,0,0,0,0,0,0,0,424541.0,4501748.0,1628
23775,4,0,S045,S045,1,1,0,0,0,0,0,424491.6996,4501619.598,1634
23720,4,0,S045,S045,0,0,0,0,0,0,0,424429.1148,4501339.837,1634
23677,4,0,S045,S045,0,0,0,0,0,0,0,424340.2425,4501169.109,1634
10016,4,0,S045,S045-,1,1,0,0,0,0,0,424253.3785,4501376.055,1633
10016,4,0,S047,S047,1,1,0,0,0,0,0,424253.3785,4501376.055,1633
23677,4,0,S047,S047,0,0,0,0,0,0,0,424340.2425,4501169.109,1634
23720,4,0,S047,S047,0,0,0,0,0,0,0,424429.1148,4501339.837,1634
23775,4,0,S047,S047,1,1,0,0,0,0,0,424491.6996,4501619.598,1634
23748,4,0,S047,S047,1,1,0,0,0,0,0,424331.5423,4501588.165,1627
23685,4,0,S047,S047,1,1,0,0,0,0,0,424036.6732,4501510.332,1633
23608,4,0,S047,S047,0,0,0,0,0,0,0,423671.4547,4501466.925,1626
23591,4,0,S047,S047,1,1,0,0,0,0,0,423593.6212,4501466.925,1632
23610,4,0,S047,S047,0,0,0,0,0,0,0,423580.15,4501580.681,1626
23613,4,0,S047,S047,0,0,0,0,0,0,0,423506.807,4501664.502,1626
23625,4,0,S047,S047,1,1,0,0,0,0,0,423449.9287,4501763.291,1626
23652,4,0,S047,S047,0,0,0,0,0,0,0,423434.9607,4501933.926,1626
23667,4,0,S047,S047,0,0,0,0,0,0,0,423393.0504,4502074.624,1626
23696,4,0,S047,S047,1,1,0,0,0,0,0,423390.0568,4502221.311,1617
23770,4,0,S047,S047,1,1,0,0,0,0,0,423455.0,4502587.0,1617
23798,4,0,S047,S047,0,0,0,0,0,0,0,423447.0,4502759.0,1617
23842,4,0,S047,S047,0,0,0,0,0,0,0,423479.0,4502950.0,1617
23854,4,0,S047,S047,1,1,0,0,0,0,0,423476.0,4503023.0,1615
23780,4,0,S047,S047,1,1,0,0,0,0,0,423041.3179,4503083.953,1577
23718,4,0,S047,S047,1,1,0,0,0,0,0,422750.7896,4503010.203,1577
23662,4,0,S047,S047,0,0,0,0,0,0,0,422511.0,4502924.0,1577
23551,4,0,S047,S047,1,1,0,0,0,0,0,422029.0,4502770.0,1577
23402,4,0,S047,S047,1,1,0,0,0,0,0,421456.0,4502506.0,1581
23315,4,0,S047,S047,0,0,0,0,0,0,0,421112.0,4502337.0,1590
23297,4,0,S047,S047,1,1,0,0,0,0,0,420964.0,4502299.0,1590
23245,4,0,S047,S047,1,1,0,0,0,0,0,420648.0,4502292.0,1581
23180,4,0,S047,S047,1,1,0,0,0,0,0,420269.0,4502292.0,1580
23104,4,0,S047,S047,1,1,0,0,0,0,0,419834.0,4502296.0,1589
23081,4,0,S047,S047,0,0,0,0,0,0,0,419716.0,4502295.0,1579
23062,4,0,S047,S047,0,0,0,0,0,0,0,419560.0,4502298.0,1579
23026,4,0,S047,S047,1,1,0,0,0,0,0,419416.0,4502302.0,1573
23008,4,0,S047,S047,0,0,0,0,0,0,0,419252.0,4502304.0,1573
22974,4,0,S047,S047,1,1,0,0,0,0,0,419030.0,4502301.0,1587
22922,4,0,S047,S047,1,1,0,0,0,0,0,418695.0,4502313.0,1423
22859,4,0,S047,S047,1,1,0,0,0,0,0,418229.0,4502311.0,1423
22805,4,0,S047,S047,0,0,0,0,0,0,0,417827.0,4502307.0,1585
22739,4,0,S047,S047,1,1,0,0,0,0,0,417421.0,4502316.0,1422
22710,4,0,S047,S047,0,0,0,0,0,0,0,417243.0,4502322.0,1421
22692,4,0,S047,S047,1,1,0,0,0,0,0,417110.0,4502319.0,1421
22680,4,0,S047,S047,0,0,0,0,0,0,0,417039.0,4502312.0,1583
22672,4,0,S047,S047,1,1,0,0,0,0,0,416968.0,4502320.0,1420
22664,4,0,S047,S047,0,0,0,0,0,0,0,416892.0,4502321.0,1420
22628,4,0,S047,S047,1,1,0,0,0,0,0,416611.0,4502316.0,1583
22604,4,0,S047,S047,0,0,0,0,0,0,0,416429.0,4502300.0,1418
22583,4,0,S047,S047,1,1,0,0,0,0,0,416247.0,4502284.0,1560
22536,4,0,S047,S047,0,0,0,0,0,0,0,415695.97775,4502298.77609,1418
22490,4,0,S047,S047,1,1,0,0,0,0,0,415578.0,4502299.0,1418
22466,4,0,S047,S047,0,0,0,0,0,0,0,415379.0,4502302.0,1560
22435,4,0,S047,S047,0,0,0,0,0,0,0,415176.0,4502304.0,1559
22409,4,0,S047,S047,1,1,0,0,0,0,0,414995.9206,4502304.732,1559
22386,4,0,S047,S047,1,1,0,0,0,0,0,414830.5565,4502345.507,1416
22295,4,0,S047,S047,1,1,0,0,0,0,0,414236.0,4502352.0,1416
22234,4,0,S047,S047,0,0,0,0,0,0,0,413795.3317,4502359.099,1416
22193,4,0,S047,S047,1,1,0,0,0,0,0,413385.0,4502358.0,1426
22300,4,0,S047,S047,1,1,0,0,0,0,0,413396.0,4503239.0,1406
22361,4,0,S047,S047,0,0,0,0,0,0,0,413400.0,4503573.0,1406
22421,4,0,S047,S047,1,1,0,0,0,0,0,413399.0,4503971.0,1406
22456,4,0,S047,S047,0,0,0,0,0,0,0,413595.0,4503971.0,1376
22482,4,0,S047,S047,1,1,0,0,0,0,0,413807.3177,4503963.27,1408
22532,4,0,S047,S047,1,1,0,0,0,0,0,414209.0,4503954.0,1408
22586,4,0,S047,S047,0,0,0,0,0,0,0,414620.0,4503949.0,1408
22636,4,0,S047,S047,1,1,0,0,0,0,0,415015.0,4503948.0,1409
22678,4,0,S047,S047,0,0,0,0,0,0,0,415382.3744,4503945.009,1409
22704,4,0,S047,S047,1,1,0,0,0,0,0,415607.0884,4503941.384,1410
22740,4,0,S047,S047,1,1,0,0,0,0,0,415820.4761,4503937.987,1410
22809,4,0,S047,S047,0,0,0,0,0,0,0,416228.2233,4503935.721,1410
22866,4,0,S047,S047,1,1,0,0,0,0,0,416626.9094,4503933.456,1411
22902,4,0,S047,S047,0,0,0,0,0,0,0,416881.5757,4503932.617,1411
22911,4,0,S047,S047,1,1,0,0,0,0,0,417012.1348,4503930.74506,1411
22917,4,0,S047,S047,1,1,0,0,0,0,0,417054.0,4503918.0,1411
22926,4,0,S047,S047,1,1,0,0,0,0,0,417100.33317,4503931.97004,1393
22949,4,0,S047,S047,0,0,0,0,0,0,0,417210.0,4503930.0,1412
22982,4,0,S047,S047,1,1,0,0,0,0,0,417433.3428,4503924.395,1413
23024,4,0,S047,S047,1,1,0,0,0,0,0,417783.9247,4503923.687,1413
23112,4,0,S047,S047,1,1,0,0,0,0,0,418239.6462,4503919.408,1414
23195,4,0,S047,S047,1,1,0,0,0,0,0,418246.0649,4504366.571,1395
23273,4,0,S047,S047,0,0,0,0,0,0,0,418248.2044,4504860.805,1382
23302,4,0,S047,S047,1,1,0,0,0,0,0,418254.623,4505119.689,1396
23349,4,0,S047,S047,0,0,0,0,0,0,0,418577.6932,4505117.549,1383
23429,4,0,S047,S047,0,0,0,0,0,0,0,419061.2287,4505113.27,1384
15069,4,0,S047,S047-,1,1,0,0,0,0,0,419002.0,4505156.0,1383
10016,4,0,S054,S054,1,1,0,0,0,0,0,424253.3785,4501376.055,1633
23677,4,0,S054,S054,0,0,0,0,0,0,0,424340.2425,4501169.109,1634
23720,4,0,S054,S054,0,0,0,0,0,0,0,424429.1148,4501339.837,1634
23775,4,0,S054,S054,0,0,0,0,0,0,0,424491.6996,4501619.598,1634
23748,4,0,S054,S054,0,0,0,0,0,0,0,424331.5423,4501588.165,1627
23685,4,0,S054,S054,1,1,0,0,0,0,0,424036.6732,4501510.332,1633
23608,4,0,S054,S054,0,0,0,0,0,0,0,423671.4547,4501466.925,1626
23591,4,0,S054,S054,1,1,0,0,0,0,0,423593.6212,4501466.925,1632
23568,4,0,S054,S054,0,0,0,0,0,0,0,423577.1565,4501366.639,1632
23550,4,0,S054,S054,0,0,0,0,0,0,0,423512.7942,4501282.819,1632
23459,4,0,S054,S054,0,0,0,0,0,0,0,423211.0,4501083.0,1632
23423,4,0,S054,S054,0,0,0,0,0,0,0,423104.0,4501033.0,1632
23403,4,0,S054,S054,0,0,0,0,0,0,0,423056.0,4500908.0,1631
23361,4,0,S054,S054,1,1,0,0,0,0,0,423044.0,4500721.0,1632
23305,4,0,S054,S054,0,0,0,0,0,0,0,422757.0,4500642.0,1639
23216,4,0,S054,S054,1,1,0,0,0,0,0,422050.0,4500653.0,1631
23152,4,0,S054,S054,0,0,0,0,0,0,0,421714.0,4500640.0,1638
23091,4,0,S054,S054,1,1,0,0,0,0,0,421387.0,4500658.0,1598
23023,4,0,S054,S054,0,0,0,0,0,0,0,421023.0,4500671.0,1598
22971,4,0,S054,S054,1,1,0,0,0,0,0,420638.0,4500673.0,1605
22948,4,0,S054,S054,0,0,0,0,0,0,0,420453.0,4500675.0,1604
22909,4,0,S054,S054,1,1,0,0,0,0,0,420230.0,4500676.0,1604
22854,4,0,S054,S054,1,1,0,0,0,0,0,419824.0,4500681.0,1589
22821,4,0,S054,S054,1,1,0,0,0,0,0,419560.0,4500680.0,1588
22789,4,0,S054,S054,1,1,0,0,0,0,0,419379.0,4500685.0,1587
22774,4,0,S054,S054,0,0,0,0,0,0,0,419225.0,4500685.0,1602
22736,4,0,S054,S054,1,1,0,0,0,0,0,419018.0,4500690.0,1601
22675,4,0,S054,S054,1,1,0,0,0,0,0,418616.0,4500694.0,1597
22626,4,0,S054,S054,1,1,0,0,0,0,0,418215.0,4500697.0,1600
22578,4,0,S054,S054,1,1,0,0,0,0,0,417807.0,4500701.0,1600
22525,4,0,S054,S054,1,1,0,0,0,0,0,417406.0,4500705.0,1600
22499,4,0,S054,S054,0,0,0,0,0,0,0,417243.0,4500703.0,1600
22486,4,0,S054,S054,0,0,0,0,0,0,0,417109.0,4500705.0,1600
22470,4,0,S054,S054,0,0,0,0,0,0,0,416993.0,4500704.0,1599
22451,4,0,S054,S054,0,0,0,0,0,0,0,416817.0,4500700.0,1599
22400,4,0,S054,S054,1,1,0,0,0,0,0,416560.0,4500700.0,1569
22367,4,0,S054,S054,0,0,0,0,0,0,0,416324.6523,4500699.038,1568
22320,4,0,S054,S054,0,0,0,0,0,0,0,416058.0,4500698.0,1568
22274,4,0,S054,S054,0,0,0,0,0,0,0,415749.2342,4500699.038,1568
22227,4,0,S054,S054,0,0,0,0,0,0,0,415358.0,4500697.0,1567
22198,4,0,S054,S054,1,1,0,0,0,0,0,415122.0,4500692.0,1567
22182,4,0,S054,S054,1,1,0,0,0,0,0,414943.0,4500699.0,1565
22165,4,0,S054,S054,0,0,0,0,0,0,0,414819.0,4500701.0,1565
22153,4,0,S054,S054,1,1,0,0,0,0,0,414686.6181,4500737.419,1564
22038,4,0,S054,S054,0,0,0,0,0,0,0,413514.2389,4500745.422,1563
21962,4,0,S054,S054,1,1,0,0,0,0,0,413371.0,4500745.0,1562
21823,4,0,S054,S054,0,0,0,0,0,0,0,413365.7378,4499546.884,1562
21781,4,0,S054,S054,1,1,0,0,0,0,0,413361.1912,4499139.25,1701
21736,4,0,S054,S054-,1,1,0,0,0,0,0,412959.7248,4499143.129,1437
15068,4,0,S062,S062,1,1,0,0,0,0,0,424062.0,4498460.0,1669
23194,4,0,S062,S062,0,0,0,0,0,0,0,424208.0,4498399.0,1669
23159,4,0,S062,S062,0,0,0,0,0,0,0,424020.0,4498385.0,1668
23138,4,0,S062,S062,0,0,0,0,0,0,0,423920.0,4498374.0,1668
23115,4,0,S062,S062,0,0,0,0,0,0,0,423804.0,4498362.0,1668
23006,4,0,S062,S062,0,0,0,0,0,0,0,423248.0,4498298.0,1667
22969,4,0,S062,S062,1,1,0,0,0,0,0,423029.0,4498274.0,1666
22883,4,0,S062,S062,1,1,0,0,0,0,0,422455.0,4498194.0,1666
22762,4,0,S062,S062,0,0,0,0,0,0,0,421731.0,4498125.0,1654
22696,4,0,S062,S062,1,1,0,0,0,0,0,421416.0,4498085.0,1713
22781,4,0,S062,S062,0,0,0,0,0,0,0,421423.6542,4498534.099,1613
22844,4,0,S062,S062,1,1,0,0,0,0,0,421425.0,4498980.0,1613
22756,4,0,S062,S062,0,0,0,0,0,0,0,420824.0,4498992.0,1613
22729,4,0,S062,S062,1,1,0,0,0,0,0,420622.0,4499043.0,1613
22688,4,0,S062,S062,0,0,0,0,0,0,0,420334.0,4499065.0,1607
22621,4,0,S062,S062,1,1,0,0,0,0,0,419809.0,4499073.0,1607
22564,4,0,S062,S062,0,0,0,0,0,0,0,419348.0,4499068.0,1611
22522,4,0,S062,S062,1,1,0,0,0,0,0,419010.0,4499073.0,1611
22459,4,0,S062,S062,1,1,0,0,0,0,0,418500.0,4499081.0,1610
22408,4,0,S062,S062,1,1,0,0,0,0,0,418204.0,4499086.0,1610
22318,4,0,S062,S062,1,1,0,0,0,0,0,417639.0,4499101.0,1600
22292,4,0,S062,S062,0,0,0,0,0,0,0,417471.0,4499094.0,1609
22271,4,0,S062,S062,1,1,0,0,0,0,0,417343.0,4499094.0,1703
22259,4,0,S062,S062,0,0,0,0,0,0,0,417248.0,4499091.0,1703
22231,4,0,S062,S062,1,1,0,0,0,0,0,417022.0,4499097.0,1703
22188,4,0,S062,S062,1,1,0,0,0,0,0,416581.0,4499105.0,1608
22129,4,0,S062,S062,1,1,0,0,0,0,0,416135.0,4499111.0,1702
22083,4,0,S062,S062,0,0,0,0,0,0,0,415768.0,4499123.0,1571
22050,4,0,S062,S062,1,1,0,0,0,0,0,415444.4646,4499116.78,1702
21959,4,0,S062,S062,1,1,0,0,0,0,0,414982.0,4499124.0,1701
21951,4,0,S062,S062,0,0,0,0,0,0,0,414974.0,4499038.0,1701
21938,4,0,S062,S062,0,0,0,0,0,0,0,414934.0,4498965.0,1701
21917,4,0,S062,S062,0,0,0,0,0,0,0,414870.0,4498901.0,1701
21907,4,0,S062,S062,0,0,0,0,0,0,0,414830.0,4498829.0,1701
21891,4,0,S062,S062,1,1,0,0,0,0,0,414820.0,4498728.0,1701
21849,4,0,S062,S062,1,1,0,0,0,0,0,414818.995,4498315.466,1701
21802,4,0,S062,S062,0,0,0,0,0,0,0,414821.1247,4497902.303,1705
21794,4,0,S062,S062,1,1,0,0,0,0,0,414955.2963,4497663.776,1705
21775,4,0,S062,S062,1,1,0,0,0,0,0,414957.0,4497503.0,1719
21741,4,0,S062,S062,0,0,0,0,0,0,0,414633.7105,4497510.437,1719
21704,4,0,S062,S062,1,1,0,0,0,0,0,414333.4218,4497512.566,1719
21659,4,0,S062,S062,1,1,0,0,0,0,0,413894.702,4497516.826,1718
21613,4,0,S062,S062,0,0,0,0,0,0,0,413567.2032,4497514.298,1717
21595,4,0,S062,S062,1,1,0,0,0,0,0,413340.9781,4497521.085,1716
21637,4,0,S062,S062,1,1,0,0,0,0,0,413358.0158,4497819.244,1705
21690,4,0,S062,S062,1,1,0,0,0,0,0,413362.2752,4498334.633,1701
21728,4,0,S062,S062,0,0,0,0,0,0,0,413357.3123,4498716.45,1701
21781,4,0,S062,S062,1,1,0,0,0,0,0,413361.1912,4499139.25,1701
21736,4,0,S062,S062,1,1,0,0,0,0,0,412959.7248,4499143.129,1437
