N,MODE,OPERATOR,NAME,LONGNAME,STOP,STOP4,STOP5,STOP6,STOP7,STOP8,STOP9,X,Y,TAZID
23506,4,0,S248,S248,0,0,0,0,0,0,0,419063.3683,4505526.201,1384
23582,4,0,S248,S248,1,1,0,0,0,0,0,419065.0,4505948.0,1367
23657,4,0,S248,S248,0,0,0,0,0,0,0,419071.9264,4506334.946,1349
23590,4,0,S248,S248,1,1,0,0,0,0,0,418727.4608,4506332.807,1367
23508,4,0,S248,S248,1,1,0,0,0,0,0,418263.7383,4506336.324,1367
23438,4,0,S248,S248,1,1,0,0,0,0,0,417855.0,4506340.0,1366
23369,4,0,S248,S248,1,1,0,0,0,0,0,417458.3512,4506349.408,1347
23348,4,0,S248,S248,1,1,0,0,0,0,0,417345.0,4506346.0,1365
23339,4,0,S248,S248,0,0,0,0,0,0,0,417242.057,4506346.7,1365
23332,4,0,S248,S248,0,0,0,0,0,0,0,417212.0,4506341.0,1364
23326,4,0,S248,S248,0,0,0,0,0,0,0,417167.9856,4506349.254,1364
23299,4,0,S248,S248,1,1,0,0,0,0,0,416976.0,4506353.0,1345
23258,4,0,S248,S248,1,1,0,0,0,0,0,416652.0887,4506353.653,1364
23185,4,0,S248,S248,0,0,0,0,0,0,0,416218.6705,4506360.383,1362
23127,4,0,S248,S248,1,1,0,0,0,0,0,415841.7851,4506363.075,1363
23037,4,0,S248,S248,0,0,0,0,0,0,0,415397.5987,4506367.113,1360
22988,4,0,S248,S248,1,1,0,0,0,0,0,415036.8655,4506369.805,1360
22913,4,0,S248,S248,1,1,0,0,0,0,0,415034.0,4505921.0,1360
22874,4,0,S248,S248,1,1,0,0,0,0,0,415032.0,4505564.0,1360
22824,4,0,S248,S248,0,0,0,0,0,0,0,415032.0097,4505222.656,1378
22750,4,0,S248,S248,1,1,0,0,0,0,0,415017.0,4504778.0,1377
22636,4,0,S248,S248,1,1,0,0,0,0,0,415015.0,4503948.0,1409
22568,4,0,S248,S248,0,0,0,0,0,0,0,415012.0,4503445.0,1409
22483,4,0,S248,S248,1,1,0,0,0,0,0,415004.9817,4502771.376,1418
22409,4,0,S248,S248,1,1,0,0,0,0,0,414995.9206,4502304.732,1559
22381,4,0,S248,S248,0,0,0,0,0,0,0,414959.6764,4502184.674,1559
22328,4,0,S248,S248,1,1,0,0,0,0,0,414735.4155,4502066.88,1559
22304,4,0,S248,S248,0,0,0,0,0,0,0,414669.7229,4501989.861,1558
22241,4,0,S248,S248,0,0,0,0,0,0,0,414669.0,4501528.0,1559
22217,4,0,S248,S248,1,1,0,0,0,0,0,414831.0,4501157.0,1559
22226,4,0,S248,S248,0,0,0,0,0,0,0,414952.0,4501100.0,1559
22205,4,0,S248,S248,0,0,0,0,0,0,0,414956.0,4500931.0,1559
22198,4,0,S248,S248,1,1,0,0,0,0,0,415122.0,4500692.0,1567
22182,4,0,S248,S248,1,1,0,0,0,0,0,414943.0,4500699.0,1565
22171,4,0,S248,S248,0,0,0,0,0,0,0,414940.0,4500613.0,1565
22162,4,0,S248,S248,0,0,0,0,0,0,0,414979.0,4500524.0,1565
22089,4,0,S248,S248,1,1,0,0,0,0,0,414981.0,4499988.0,1570
21959,4,0,S248,S248,1,1,0,0,0,0,0,414982.0,4499124.0,1701
21951,4,0,S248,S248,0,0,0,0,0,0,0,414974.0,4499038.0,1701
21938,4,0,S248,S248,0,0,0,0,0,0,0,414934.0,4498965.0,1701
21917,4,0,S248,S248,0,0,0,0,0,0,0,414870.0,4498901.0,1701
21907,4,0,S248,S248,0,0,0,0,0,0,0,414830.0,4498829.0,1701
21891,4,0,S248,S248,1,1,0,0,0,0,0,414820.0,4498728.0,1701
21849,4,0,S248,S248,1,1,0,0,0,0,0,414818.995,4498315.466,1701
21802,4,0,S248,S248,0,0,0,0,0,0,0,414821.1247,4497902.303,1705
21794,4,0,S248,S248,1,1,0,0,0,0,0,414955.2963,4497663.776,1705
21775,4,0,S248,S248,0,0,0,0,0,0,0,414957.0,4497503.0,1719
21741,4,0,S248,S248,1,1,0,0,0,0,0,414633.7105,4497510.437,1719
21704,4,0,S248,S248,1,1,0,0,0,0,0,414333.4218,4497512.566,1719
21680,4,0,S248,S248,0,0,0,0,0,0,0,414326.0,4497221.0,1719
21654,4,0,S248,S248,0,0,0,0,0,0,0,414239.0,4497084.0,1718
21638,4,0,S248,S248,1,1,0,0,0,0,0,414239.0,4496939.0,1718
21596,4,0,S248,S248,0,0,0,0,0,0,0,414409.0,4496494.0,1719
21573,4,0,S248,S248,0,0,0,0,0,0,0,414409.0,4496318.0,1719
21537,4,0,S248,S248,0,0,0,0,0,0,0,414348.0,4496097.0,1719
21505,4,0,S248,S248,1,1,0,0,0,0,0,414332.0,4495896.0,1735
21491,4,0,S248,S248,0,0,0,0,0,0,0,414323.0,4495678.0,1734
21423,4,0,S248,S248,1,1,0,0,0,0,0,414022.0,4495345.0,1735
21382,4,0,S248,S248,0,0,0,0,0,0,0,413727.0,4495265.0,1734
21315,4,0,S248,S248,0,0,0,0,0,0,0,413703.0,4494822.0,1734
21308,4,0,S248,S248,1,1,0,0,0,0,0,413971.0,4494545.0,1734
21290,4,0,S248,S248,1,1,0,0,0,0,0,414143.0,4494231.0,1749
21205,4,0,S248,S248,1,1,0,0,0,0,0,414132.0588,4493510.781,1758
21253,4,0,S248,S248,1,1,0,0,0,0,0,414575.9383,4493504.979,1749
21298,4,0,S248,S248,0,0,0,0,0,0,0,414937.0,4493494.0,1771
21380,4,0,S248,S248,1,1,0,0,0,0,0,415481.1043,4493490.473,1772
21430,4,0,S248,S248,1,1,0,0,0,0,0,415950.8219,4493480.716,1772
21417,4,0,S248,S248,0,0,0,0,0,0,0,415913.2865,4493380.622,1772
21362,4,0,S248,S248,1,1,0,0,0,0,0,415648.0,4493221.0,1772
21213,4,0,S248,S248,0,0,0,0,0,0,0,414932.0,4492767.0,1771
15024,4,0,S248,S248-,1,1,0,0,0,0,0,415054.0,4492802.0,1773
10019,4,0,S509,S509,1,1,0,0,0,0,0,423276.393,4512777.323,1024
15115,4,0,S509,S509,0,0,0,0,0,0,0,423340.0,4512836.0,1024
25263,4,0,S509,S509,0,0,0,0,0,0,0,423341.0,4513064.0,1024
25286,4,0,S509,S509,1,1,0,0,0,0,0,423462.0,4513063.0,1065
25295,4,0,S509,S509,0,0,0,0,0,0,0,423564.0,4513061.0,1065
25329,4,0,S509,S509,0,0,0,0,0,0,0,423695.0,4513062.0,1066
25346,4,0,S509,S509,1,1,0,0,0,0,0,423826.0,4513062.0,1069
25332,4,0,S509,S509,0,0,0,0,0,0,0,423823.0,4512948.0,1066
15120,4,0,S509,S509,1,1,0,0,0,0,0,423823.0,4512819.0,1068
25281,4,0,S509,S509,0,0,0,0,0,0,0,423826.03881,4512686.53273,1068
25261,4,0,S509,S509,1,1,0,0,0,0,0,423819.0,4512577.0,1119
25243,4,0,S509,S509,0,0,0,0,0,0,0,423689.0,4512576.0,1119
25189,4,0,S509,S509,1,1,0,0,0,0,0,423393.0,4512580.0,1114
25142,4,0,S509,S509,0,0,0,0,0,0,0,423101.0,4512585.0,1114
25100,4,0,S509,S509,1,1,0,0,0,0,0,422880.0,4512588.0,1114
25080,4,0,S509,S509,1,1,0,0,0,0,0,422767.0,4512590.0,1064
25060,4,0,S509,S509,1,1,0,0,0,0,0,422616.0,4512593.0,1064
24967,4,0,S509,S509,1,1,0,0,0,0,0,422609.3915,4511931.056,1112
24911,4,0,S509,S509,1,1,0,0,0,0,0,422603.5941,4511624.077,1111
24884,4,0,S509,S509,1,1,0,0,0,0,0,422600.1038,4511383.251,1184
24844,4,0,S509,S509,1,1,0,0,0,0,0,422597.2792,4511050.867,1183
24793,4,0,S509,S509,0,0,0,0,0,0,0,422597.2792,4510617.879,1223
24764,4,0,S509,S509,0,0,0,0,0,0,0,422592.0,4510353.0,1223
24713,4,0,S509,S509,1,1,0,0,0,0,0,422588.0,4510001.0,1220
24640,4,0,S509,S509,0,0,0,0,0,0,0,422586.0,4509580.0,1222
24574,4,0,S509,S509,1,1,0,0,0,0,0,422580.0,4509174.0,1249
24523,4,0,S509,S509,1,1,0,0,0,0,0,422577.798,4508706.304,1250
24488,4,0,S509,S509,0,0,0,0,0,0,0,422221.8838,4508739.267,1249
24385,4,0,S509,S509,0,0,0,0,0,0,0,421407.0,4508747.0,1217
24294,4,0,S509,S509,1,1,0,0,0,0,0,420706.0,4508753.0,1217
24333,4,0,S509,S509,1,1,0,0,0,0,0,420709.0,4509069.0,1217
24402,4,0,S509,S509,1,1,0,0,0,0,0,420706.0,4509558.0,1216
24317,4,0,S509,S509,1,1,0,0,0,0,0,420100.0,4509561.0,1247
24259,4,0,S509,S509,1,1,0,0,0,0,0,419546.0,4509578.0,1215
24199,4,0,S509,S509,1,1,0,0,0,0,0,419104.0,4509576.0,1215
24120,4,0,S509,S509,1,1,0,0,0,0,0,419100.0,4509096.0,1246
24104,4,0,S509,S509,0,0,0,0,0,0,0,419017.5147,4509059.657,1214
24057,4,0,S509,S509,0,0,0,0,0,0,0,418970.0,4508813.0,1214
24043,4,0,S509,S509,0,0,0,0,0,0,0,418835.0,4508810.0,1214
23987,4,0,S509,S509,1,1,0,0,0,0,0,418243.0,4509036.0,1213
23914,4,0,S509,S509,0,0,0,0,0,0,0,417968.0,4508918.0,1213
23828,4,0,S509,S509,1,1,0,0,0,0,0,417474.90325,4508854.80544,1213
23976,4,0,S509,S509,0,0,0,0,0,0,0,418258.0,4508930.0,1214
23943,4,0,S509,S509,0,0,0,0,0,0,0,418267.0,4508821.0,1328
23937,4,0,S509,S509,1,1,0,0,0,0,0,418269.9937,4508763.794,1328
23876,4,0,S509,S509,1,1,0,0,0,0,0,417873.0,4508768.0,1327
23808,4,0,S509,S509,1,1,0,0,0,0,0,417473.0,4508769.0,1326
23660,4,0,S509,S509,1,1,0,0,0,0,0,417469.4305,4507963.182,1327
23581,4,0,S509,S509,0,0,0,0,0,0,0,417466.1334,4507544.451,1327
23513,4,0,S509,S509,1,1,0,0,0,0,0,417463.0,4507152.0,1347
23437,4,0,S509,S509,1,1,0,0,0,0,0,417458.3512,4506736.11,1346
23369,4,0,S509,S509,1,1,0,0,0,0,0,417458.3512,4506349.408,1347
23304,4,0,S509,S509,0,0,0,0,0,0,0,417454.4359,4505943.411,1366
23256,4,0,S509,S509,1,1,0,0,0,0,0,417450.1568,4505543.317,1366
23303,4,0,S509,S509,0,0,0,0,0,0,0,417846.0,4505540.0,1366
23365,4,0,S509,S509,1,1,0,0,0,0,0,418256.7625,4505530.48,1383
23337,4,0,S509,S509,0,0,0,0,0,0,0,418254.623,4505327.224,1383
23302,4,0,S509,S509,1,1,0,0,0,0,0,418254.623,4505119.689,1396
23349,4,0,S509,S509,0,0,0,0,0,0,0,418577.6932,4505117.549,1383
23429,4,0,S509,S509,0,0,0,0,0,0,0,419061.2287,4505113.27,1384
15069,4,0,S509,S509-,1,1,0,0,0,0,0,419002.0,4505156.0,1383
10019,4,0,S513,S513,1,1,0,0,0,0,0,423276.393,4512777.323,1024
15115,4,0,S513,S513,0,0,0,0,0,0,0,423340.0,4512836.0,1024
25263,4,0,S513,S513,0,0,0,0,0,0,0,423341.0,4513064.0,1024
25286,4,0,S513,S513,1,1,0,0,0,0,0,423462.0,4513063.0,1065
25295,4,0,S513,S513,0,0,0,0,0,0,0,423564.0,4513061.0,1065
25329,4,0,S513,S513,0,0,0,0,0,0,0,423695.0,4513062.0,1066
25346,4,0,S513,S513,1,1,0,0,0,0,0,423826.0,4513062.0,1069
25332,4,0,S513,S513,0,0,0,0,0,0,0,423823.0,4512948.0,1066
15120,4,0,S513,S513,1,1,0,0,0,0,0,423823.0,4512819.0,1068
25281,4,0,S513,S513,0,0,0,0,0,0,0,423826.03881,4512686.53273,1068
25261,4,0,S513,S513,1,1,0,0,0,0,0,423819.0,4512577.0,1119
25243,4,0,S513,S513,0,0,0,0,0,0,0,423689.0,4512576.0,1119
25189,4,0,S513,S513,1,1,0,0,0,0,0,423393.0,4512580.0,1114
25142,4,0,S513,S513,0,0,0,0,0,0,0,423101.0,4512585.0,1114
25100,4,0,S513,S513,1,1,0,0,0,0,0,422880.0,4512588.0,1114
25080,4,0,S513,S513,1,1,0,0,0,0,0,422767.0,4512590.0,1064
25060,4,0,S513,S513,1,1,0,0,0,0,0,422616.0,4512593.0,1064
24967,4,0,S513,S513,1,1,0,0,0,0,0,422609.3915,4511931.056,1112
24911,4,0,S513,S513,1,1,0,0,0,0,0,422603.5941,4511624.077,1111
24884,4,0,S513,S513,1,1,0,0,0,0,0,422600.1038,4511383.251,1184
24844,4,0,S513,S513,1,1,0,0,0,0,0,422597.2792,4511050.867,1183
24793,4,0,S513,S513,0,0,0,0,0,0,0,422597.2792,4510617.879,1223
24764,4,0,S513,S513,0,0,0,0,0,0,0,422592.0,4510353.0,1223
24751,4,0,S513,S513,0,0,0,0,0,0,0,422469.0,4510354.0,1221
24642,4,0,S513,S513,1,1,0,0,0,0,0,421830.5087,4510357.124,1219
24600,4,0,S513,S513,0,0,0,0,0,0,0,421525.0,4510360.0,1219
24514,4,0,S513,S513,1,1,0,0,0,0,0,420875.9315,4510364.105,1218
24503,4,0,S513,S513,1,1,0,0,0,0,0,420720.6164,4510395.517,1218
24484,4,0,S513,S513,0,0,0,0,0,0,0,420500.7321,4510405.987,1176
24445,4,0,S513,S513,1,1,0,0,0,0,0,420226.7492,4510376.321,1216
24408,4,0,S513,S513,0,0,0,0,0,0,0,419916.119,4510381.556,1216
24393,4,0,S513,S513,0,0,0,0,0,0,0,419860.2754,4510381.556,1216
24388,4,0,S513,S513,0,0,0,0,0,0,0,419782.0,4510381.0,1215
24339,4,0,S513,S513,1,1,0,0,0,0,0,419414.0,4510387.0,1175
24302,4,0,S513,S513,1,1,0,0,0,0,0,419112.0,4510384.0,1175
24255,4,0,S513,S513,0,0,0,0,0,0,0,419108.0,4509974.0,1215
24199,4,0,S513,S513,1,1,0,0,0,0,0,419104.0,4509576.0,1215
24120,4,0,S513,S513,1,1,0,0,0,0,0,419100.0,4509096.0,1246
24104,4,0,S513,S513,0,0,0,0,0,0,0,419017.5147,4509059.657,1214
24057,4,0,S513,S513,0,0,0,0,0,0,0,418970.0,4508813.0,1214
24043,4,0,S513,S513,0,0,0,0,0,0,0,418835.0,4508810.0,1214
23987,4,0,S513,S513,1,1,0,0,0,0,0,418243.0,4509036.0,1213
23914,4,0,S513,S513,0,0,0,0,0,0,0,417968.0,4508918.0,1213
23828,4,0,S513,S513,1,1,0,0,0,0,0,417474.90325,4508854.80544,1213
23738,4,0,S513,S513,0,0,0,0,0,0,0,417003.7054,4508848.214,1213
23764,4,0,S513,S513,0,0,0,0,0,0,0,416682.2404,4509329.798,1213
23758,4,0,S513,S513,0,0,0,0,0,0,0,416647.7269,4509345.74,1213
23757,4,0,S513,S513,0,0,0,0,0,0,0,416619.67149,4509338.85701,1212
23747,4,0,S513,S513,0,0,0,0,0,0,0,416593.8476,4509320.456,1212
23631,4,0,S513,S513,1,1,0,0,0,0,0,416395.1018,4508854.103,1212
23463,4,0,S513,S513,0,0,0,0,0,0,0,415468.4536,4508838.397,1212
23387,4,0,S513,S513,1,1,0,0,0,0,0,415064.0267,4508850.177,1212
23338,4,0,S513,S513,1,1,0,0,0,0,0,414734.2028,4508848.214,1211
23215,4,0,S513,S513,0,0,0,0,0,0,0,413833.0767,4508867.846,1211
23190,4,0,S513,S513,1,1,0,0,0,0,0,413452.1414,4509140.485,1211
23160,4,0,S513,S513,0,0,0,0,0,0,0,413452.1414,4508960.316,1211
23108,4,0,S513,S513,0,0,0,0,0,0,0,413447.4001,4508697.964,1324
23069,4,0,S513,S513,0,0,0,0,0,0,0,413447.0,4508477.0,1324
22989,4,0,S513,S513,0,0,0,0,0,0,0,413436.4713,4507988.284,1323
22963,4,0,S513,S513,0,0,0,0,0,0,0,413431.1757,4507841.775,1334
22905,4,0,S513,S513,0,0,0,0,0,0,0,413432.0,4507441.0,1335
22879,4,0,S513,S513,1,1,0,0,0,0,0,413434.847,4507186.226,1342
22995,4,0,S513,S513,0,0,0,0,0,0,0,414115.0068,4507341.626,1335
23092,4,0,S513,S513,0,0,0,0,0,0,0,414731.7979,4507313.856,1342
23128,4,0,S513,S513,0,0,0,0,0,0,0,414892.0,4507316.0,1336
23151,4,0,S513,S513,0,0,0,0,0,0,0,415073.0,4507273.0,1343
23225,4,0,S513,S513,1,1,0,0,0,0,0,415471.0,4507305.0,1336
23266,4,0,S513,S513,0,0,0,0,0,0,0,415905.0,4507133.0,1344
23284,4,0,S513,S513,0,0,0,0,0,0,0,416075.0,4507141.0,1344
23340,4,0,S513,S513,0,0,0,0,0,0,0,416394.0,4507197.0,1344
23370,4,0,S513,S513,1,1,0,0,0,0,0,416494.0,4507316.0,1337
23379,4,0,S513,S513,0,0,0,0,0,0,0,416595.0,4507269.0,1344
23451,4,0,S513,S513,0,0,0,0,0,0,0,417042.8305,4507213.847,1337
23454,4,0,S513,S513,0,0,0,0,0,0,0,417084.0,4507195.0,1345
23464,4,0,S513,S513,0,0,0,0,0,0,0,417120.7332,4507202.353,1346
23482,4,0,S513,S513,1,1,0,0,0,0,0,417263.0,4507180.0,1346
23513,4,0,S513,S513,0,0,0,0,0,0,0,417463.0,4507152.0,1347
23584,4,0,S513,S513,1,1,0,0,0,0,0,417885.0,4507148.0,1347
23637,4,0,S513,S513,0,0,0,0,0,0,0,418066.0,4507230.0,1327
23674,4,0,S513,S513,1,1,0,0,0,0,0,418270.0,4507229.0,1328
23687,4,0,S513,S513,0,0,0,0,0,0,0,418332.0,4507228.0,1328
23705,4,0,S513,S513,0,0,0,0,0,0,0,418428.0,4507264.0,1328
23750,4,0,S513,S513,0,0,0,0,0,0,0,418670.0,4507253.0,1328
23826,4,0,S513,S513,0,0,0,0,0,0,0,419076.2055,4507250.668,1328
23712,4,0,S513,S513,1,1,0,0,0,0,0,419075.0,4506659.0,1349
23657,4,0,S513,S513,1,1,0,0,0,0,0,419071.9264,4506334.946,1349
23582,4,0,S513,S513,1,1,0,0,0,0,0,419065.0,4505948.0,1367
23506,4,0,S513,S513,1,1,0,0,0,0,0,419063.3683,4505526.201,1384
23470,4,0,S513,S513,1,1,0,0,0,0,0,419059.0892,4505310.108,1383
23429,4,0,S513,S513,0,0,0,0,0,0,0,419061.2287,4505113.27,1384
15069,4,0,S513,S513-,1,1,0,0,0,0,0,419002.0,4505156.0,1383
10010,4,0,SF525,SF525,1,1,0,0,0,0,0,423760.0,4490625.0,1973
21973,4,0,SF525,SF525,0,0,0,0,0,0,0,423597.0,4490571.0,1973
21998,4,0,SF525,SF525,0,0,0,0,0,0,0,423548.8505,4490778.493,1973
22027,4,0,SF525,SF525,1,1,0,0,0,0,0,423509.0,4490922.0,1972
22061,4,0,SF525,SF525,0,0,0,0,0,0,0,423440.9083,4491236.884,1973
22081,4,0,SF525,SF525,1,1,0,0,0,0,0,423442.3478,4491384.653,1973
22114,4,0,SF525,SF525,0,0,0,0,0,0,0,423751.8033,4491382.409,1973
22122,4,0,SF525,SF525,0,0,0,0,0,0,0,423801.5757,4491381.433,1973
22132,4,0,SF525,SF525,1,1,0,0,0,0,0,423894.7823,4491380.123,1897
22146,4,0,SF525,SF525,1,1,0,0,0,0,0,424050.7444,4491374.515,1908
22186,4,0,SF525,SF525,1,1,0,0,0,0,0,424050.7444,4491622.657,1897
22192,4,0,SF525,SF525,1,1,0,0,0,0,0,423999.976,4491730.059,1897
22185,4,0,SF525,SF525,1,1,0,0,0,0,0,423919.8909,4491749.39,1897
22189,4,0,SF525,SF525,1,1,0,0,0,0,0,423870.183,4491818.429,1897
22285,4,0,SF525,SF525,1,1,0,0,0,0,0,423890.2793,4492599.297,1887
22362,4,0,SF525,SF525,0,0,0,0,0,0,0,423898.9989,4493077.535,1872
22372,4,0,SF525,SF525,0,0,0,0,0,0,0,423942.5971,4493125.605,1872
22398,4,0,SF525,SF525,0,0,0,0,0,0,0,424107.0,4493149.0,1872
22413,4,0,SF525,SF525,0,0,0,0,0,0,0,424150.0,4493175.0,1872
22424,4,0,SF525,SF525,0,0,0,0,0,0,0,424173.0,4493220.0,1872
22461,4,0,SF525,SF525,1,1,0,0,0,0,0,424177.0,4493414.0,1872
22500,4,0,SF525,SF525,1,1,0,0,0,0,0,424181.1032,4493782.627,1863
22585,4,0,SF525,SF525,1,1,0,0,0,0,0,424181.1032,4494375.136,1821
22651,4,0,SF525,SF525,1,1,0,0,0,0,0,424177.9143,4494920.534,1817
22714,4,0,SF525,SF525,1,1,0,0,0,0,0,424177.9143,4495393.766,1817
22761,4,0,SF525,SF525,1,1,0,0,0,0,0,424451.3897,4495393.766,1817
22784,4,0,SF525,SF525,0,0,0,0,0,0,0,424641.6334,4495384.253,1813
22818,4,0,SF525,SF525,0,0,0,0,0,0,0,424637.0,4495585.0,1812
22848,4,0,SF525,SF525,0,0,0,0,0,0,0,424644.0,4495797.0,1813
22875,4,0,SF525,SF525,0,0,0,0,0,0,0,424647.0,4495952.0,1814
22849,4,0,SF525,SF525,0,0,0,0,0,0,0,424492.0,4495951.0,1812
15062,4,0,SF525,SF525-,1,1,0,0,0,0,0,424468.0,4495877.0,1812
24243,4,0,S551,S551,1,1,0,0,0,0,0,415122.0,4513868.0,978
24217,4,0,S551,S551,0,0,0,0,0,0,0,415102.9267,4513628.353,1011
24245,4,0,S551,S551,0,0,0,0,0,0,0,415471.0,4513536.0,1012
24264,4,0,S551,S551,0,0,0,0,0,0,0,415879.0,4513315.0,1012
24284,4,0,S551,S551,0,0,0,0,0,0,0,416229.0,4513131.0,1012
24343,4,0,S551,S551,0,0,0,0,0,0,0,416810.0,4513025.0,1056
24419,4,0,S551,S551,0,0,0,0,0,0,0,417444.0,4512940.0,1056
24438,4,0,S551,S551,0,0,0,0,0,0,0,417648.0,4512883.0,1056
24464,4,0,S551,S551,0,0,0,0,0,0,0,417952.0,4512817.0,1056
24499,4,0,S551,S551,0,0,0,0,0,0,0,418228.0,4512859.0,1056
24711,4,0,S551,S551,0,0,0,0,0,0,0,419133.5397,4513454.249,1015
24799,4,0,S551,S551,0,0,0,0,0,0,0,419555.0,4513689.0,979
24832,4,0,S551,S551,1,1,0,0,0,0,0,419790.9178,4513804.531,979
24855,4,0,S551,S551,0,0,0,0,0,0,0,419939.6676,4513828.523,984
24905,4,0,S551,S551,0,0,0,0,0,0,0,420350.0,4513821.0,1016
15101,4,0,S551,S551,1,1,0,0,0,0,0,420317.0,4513804.0,1016
24956,4,0,S551,S551,1,1,0,0,0,0,0,420732.9997,4513818.926,1017
25035,4,0,S551,S551,0,0,0,0,0,0,0,421262.0,4513812.0,1017
15105,4,0,S551,S551,1,1,0,0,0,0,0,421101.0,4513789.0,1017
24516,4,0,S551,S551,0,0,0,0,0,0,0,418137.0,4513108.0,1014
24443,4,0,S551,S551,0,0,0,0,0,0,0,417373.0,4513207.0,1014
24396,4,0,S551,S551,0,0,0,0,0,0,0,417099.0,4513154.0,1014
24365,4,0,S551,S551,0,0,0,0,0,0,0,416841.0,4513108.0,1014
24322,4,0,S551,S551,0,0,0,0,0,0,0,416565.0,4513133.0,1013
24289,4,0,S551,S551,0,0,0,0,0,0,0,416200.0,4513205.0,1012
24272,4,0,S551,S551,0,0,0,0,0,0,0,415899.0,4513350.0,1013
24241,4,0,S551,S551,0,0,0,0,0,0,0,415322.0,4513642.0,1012
24308,4,0,S551,S551,1,1,0,0,0,0,0,415134.0,4514422.0,978
24376,4,0,S551,S551,1,1,0,0,0,0,0,415134.0,4514975.0,978
24285,4,0,S551,S551,1,1,0,0,0,0,0,414387.0,4514979.0,978
24173,4,0,S551,S551,1,1,0,0,0,0,0,413510.0,4514988.0,978
24081,4,0,S551,S551,1,1,0,0,0,0,0,413502.0,4514435.0,978
24221,4,0,S551,S551,1,1,0,0,0,0,0,414348.0,4514434.0,978
26001,4,0,SF11,SF11,0,0,0,0,0,0,0,425949.2399,4514415.011,1002
25975,4,0,SF11,SF11,1,1,0,0,0,0,0,425765.0,4514419.0,1000
25948,4,0,SF11,SF11,1,1,0,0,0,0,0,425567.3261,4514416.874,1000
25970,4,0,SF11,SF11,1,1,0,0,0,0,0,425568.4415,4514627.066,1000
26020,4,0,SF11,SF11,1,1,0,0,0,0,0,425577.44,4514921.9,1000
26039,4,0,SF11,SF11,0,0,0,0,0,0,0,425748.0,4514919.0,1000
26063,4,0,SF11,SF11,1,1,0,0,0,0,0,425952.9659,4514919.883,974
26086,4,0,SF11,SF11,1,1,0,0,0,0,0,426208.0,4514911.0,1002
26107,4,0,SF11,SF11,1,1,0,0,0,0,0,426455.9743,4514912.431,974
26129,4,0,SF11,SF11,0,0,0,0,0,0,0,426710.0,4514906.0,1004
26160,4,0,SF11,SF11,0,0,0,0,0,0,0,427087.5293,4514903.116,1005
26164,4,0,SF11,SF11,0,0,0,0,0,0,0,427206.7609,4514860.267,974
26165,4,0,SF11,SF11,0,0,0,0,0,0,0,427262.6507,4514806.24,974
26171,4,0,SF11,SF11,0,0,0,0,0,0,0,427426.5942,4514757.802,974
26174,4,0,SF11,SF11,1,1,0,0,0,0,0,427547.0,4514686.0,1005
26178,4,0,SF11,SF11,0,0,0,0,0,0,0,427611.0306,4514653.474,1005
26181,4,0,SF11,SF11,0,0,0,0,0,0,0,427773.1111,4514638.571,1005
26187,4,0,SF11,SF11,0,0,0,0,0,0,0,427901.6577,4514545.421,1005
26195,4,0,SF11,SF11,1,1,0,0,0,0,0,428086.0942,4514489.531,1006
26177,4,0,SF11,SF11,1,1,0,0,0,0,0,428080.0,4514157.0,1005
26158,4,0,SF11,SF11,1,1,0,0,0,0,0,428078.6422,4513887.784,1006
26144,4,0,SF11,SF11,1,1,0,0,0,0,0,428078.6422,4513761.1,1006
26124,4,0,SF11,SF11,1,1,0,0,0,0,0,428067.4642,4513502.144,1006
26111,4,0,SF11,SF11,0,0,0,0,0,0,0,428062.0,4513370.0,1050
26100,4,0,SF11,SF11,1,1,0,0,0,0,0,428065.6012,4513256.229,1006
26103,4,0,SF11,SF11,0,0,0,0,0,0,0,428102.0,4513241.0,1051
26137,4,0,SF11,SF11,1,1,0,0,0,0,0,428490.0,4513243.0,1051
26146,4,0,SF11,SF11,0,0,0,0,0,0,0,428495.9529,4513358.694,1051
26163,4,0,SF11,SF11,0,0,0,0,0,0,0,428452.0,4513575.0,1051
26166,4,0,SF11,SF11,1,1,0,0,0,0,0,428449.378,4513621.376,1006
26170,4,0,SF11,SF11,0,0,0,0,0,0,0,428501.5418,4513680.992,1006
26192,4,0,SF11,SF11,0,0,0,0,0,0,0,428803.3469,4513680.992,1051
26196,4,0,SF11,SF11,1,1,0,0,0,0,0,428859.2367,4513721.977,1007
26207,4,0,SF11,SF11,1,1,0,0,0,0,0,428933.7565,4513872.88,1006
26212,4,0,SF11,SF11-,1,1,0,0,0,0,0,429052.9881,4513897.099,1006
23163,4,0,SF94,SF94,1,1,0,0,0,0,0,429921.3295,4492516.091,1883
23072,4,0,SF94,SF94,1,1,0,0,0,0,0,429414.3478,4492519.22,1894
22945,4,0,SF94,SF94,1,1,0,0,0,0,0,428587.0,4492530.0,1894
22873,4,0,SF94,SF94,0,0,0,0,0,0,0,428061.0,4492531.0,1893
22833,4,0,SF94,SF94,1,1,0,0,0,0,0,427791.0,4492535.0,1881
22748,4,0,SF94,SF94,1,1,0,0,0,0,0,427244.801,4492547.479,1892
22734,4,0,SF94,SF94,0,0,0,0,0,0,0,427092.9155,4492605.472,1879
22722,4,0,SF94,SF94,1,1,0,0,0,0,0,427054.2538,4492553.002,1879
22670,4,0,SF94,SF94,1,1,0,0,0,0,0,426697.0,4492565.0,1879
