A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,SEGID,geometry
60391,60387,0.12392653390158453,60391_60387,2962,0,2,31,,"LINESTRING (442005.6574 4453519.684, 442146.0472 4453378.026)"
60392,60404,0.16575479358773187,60392_60404,3002,0,1,38,,"LINESTRING (442029.0625 4453562.204, 441869.5938 4453776.046)"
60393,60405,0.16592121547627972,60393_60405,3002,0,4,33,,"LINESTRING (442033.6563 4453565.658, 441875.3125 4453780.667)"
60394,60396,0.04903530573330406,60394_60396,3002,0,1,31,,"LINESTRING (442083.7096 4453576.585, 442090.4627 4453655.21)"
60396,60401,0.05488786379967912,60396_60401,3002,0,1,31,,"LINESTRING (442090.4627 4453655.21, 442144.1406 4453725.363)"
60398,60391,0.14811864018662255,60398_60391,2962,0,2,31,,"LINESTRING (441842.2748 4453693.258, 442005.6574 4453519.684)"
60404,60411,0.140615393980312,60404_60411,2964,0,1,38,,"LINESTRING (441869.5938 4453776.046, 441735.4688 4453958.313)"
60405,60412,0.14028760945517035,60405_60412,2964,0,4,33,,"LINESTRING (441875.3125 4453780.667, 441741.4375 4453962.463)"
60411,60412,0.004517165245531813,60411_60412,2964,0,1,39,,"LINESTRING (441735.4688 4453958.313, 441741.4375 4453962.463)"
60411,60426,0.330921153046569,60411_60426,2964,0,1,38,,"LINESTRING (441735.4688 4453958.313, 441416.9382 4454385.119)"
60412,60411,0.004517165245531813,60412_60411,2964,0,1,39,,"LINESTRING (441741.4375 4453962.463, 441735.4688 4453958.313)"
60412,60428,0.331370472282993,60412_60428,2964,0,4,33,,"LINESTRING (441741.4375 4453962.463, 441422.3304 4454389.741)"
60414,60387,0.4686367540015658,60414_60387,2962,0,4,33,,"LINESTRING (441697.2188 4453984.132, 442146.0472 4453378.026)"
60414,60415,0.004911973283864849,60414_60415,2964,0,1,39,,"LINESTRING (441697.2188 4453984.132, 441704.6875 4453986.722)"
60415,60388,0.4687348553658772,60415_60388,2964,0,1,38,,"LINESTRING (441704.6875 4453986.722, 442153.7501 4453380.593)"
60415,60414,0.004911973283864849,60415_60414,2964,0,1,39,,"LINESTRING (441704.6875 4453986.722, 441697.2188 4453984.132)"
60416,60421,0.13272651733319246,60416_60421,2964,0,3,41,,"LINESTRING (441760.6229 4454005.432, 441626.3582 4454171.561)"
60421,60428,0.18561252948791487,60421_60428,2964,0,3,41,,"LINESTRING (441626.3582 4454171.561, 441422.3304 4454389.741)"
60422,60409,0.18732019521684928,60422_60409,2963,0,2,42,,"LINESTRING (441510.3558 4454207.969, 441672.3129 4453953.707)"
60424,60414,0.3078457264392713,60424_60414,2963,0,4,33,,"LINESTRING (441399.9914 4454380.497, 441697.2188 4453984.132)"
60424,60422,0.1272619477229855,60424_60422,2963,0,2,42,,"LINESTRING (441399.9914 4454380.497, 441510.3558 4454207.969)"
60425,60415,0.30867244588774095,60425_60415,2964,0,1,38,,"LINESTRING (441406.9242 4454384.348, 441704.6875 4453986.722)"
60426,60431,0.2913022647841562,60426_60431,2920,0,1,38,0015_265.6,"LINESTRING (441416.9382 4454385.119, 441128.9752 4454755.058)"
60428,60432,0.28820465810192897,60428_60432,2920,0,4,33,0015_265.6,"LINESTRING (441422.3304 4454389.741, 441140.1569 4454757.853)"
60429,60424,0.2892027590738476,60429_60424,2914,0,5,33,0015_265.6,"LINESTRING (441110.3391 4454744.808, 441399.9914 4454380.497)"
60430,60425,0.29004401476872815,60430_60425,2920,0,1,38,0015_265.6,"LINESTRING (441119.6572 4454752.262, 441406.9242 4454384.348)"
60431,60441,0.2474447358210169,60431_60441,2920,0,1,38,,"LINESTRING (441128.9752 4454755.058, 440908.106 4455086.416)"
60432,60442,0.24717408875696217,60432_60442,2920,0,4,33,,"LINESTRING (441140.1569 4454757.853, 440919.2122 4455088.637)"
60439,60429,0.24683229833649817,60439_60429,2920,0,5,33,,"LINESTRING (440891.0766 4455076.05, 441110.3391 4454744.808)"
60440,60430,0.2447854685823004,60440_60430,2920,0,1,38,,"LINESTRING (440900.7019 4455079.752, 441119.6572 4454752.262)"
60441,60449,0.13649331996423072,60441_60449,2922,0,1,38,,"LINESTRING (440908.106 4455086.416, 440866.2729 4455302.06)"
60442,60450,0.13637850759871173,60442_60450,2922,0,4,33,,"LINESTRING (440919.2122 4455088.637, 440876.4535 4455303.911)"
60447,60439,0.13712770034632307,60447_60439,2922,0,5,33,,"LINESTRING (440849.6136 4455292.805, 440891.0766 4455076.05)"
60448,60440,0.13671737561792902,60448_60440,2922,0,1,38,,"LINESTRING (440857.9433 4455295.582, 440900.7019 4455079.752)"
60449,60456,0.16429373684591597,60449_60456,2922,0,1,38,0015_266.5,"LINESTRING (440866.2729 4455302.06, 440867.1583 4455566.463)"
60450,60457,0.1654389079904938,60450_60457,2922,0,4,33,0015_266.5,"LINESTRING (440876.4535 4455303.911, 440876.9442 4455570.158)"
60454,60447,0.16633348066378154,60454_60447,2919,0,5,33,0015_266.5,"LINESTRING (440845.7334 4455560.464, 440849.6136 4455292.805)"
60455,60448,0.1651243054580396,60455_60448,2922,0,1,38,0015_266.5,"LINESTRING (440856.8744 4455561.321, 440857.9433 4455295.582)"
60456,60462,0.14392343586580914,60456_60462,2922,0,1,38,0015_266.5,"LINESTRING (440867.1583 4455566.463, 440861.8106 4455798.023)"
60457,60461,0.1416395534709808,60457_60461,2922,0,4,33,0015_266.5,"LINESTRING (440876.9442 4455570.158, 440870.8605 4455798.023)"
60458,60455,0.14595586868817675,60458_60455,2919,0,1,38,0015_266.5,"LINESTRING (440850.8754 4455796.137, 440856.8744 4455561.321)"
60460,60454,0.14755290097392262,60460_60454,2919,0,5,33,0015_266.5,"LINESTRING (440839.7345 4455797.851, 440845.7334 4455560.464)"
60461,60470,0.15141451213629456,60461_60470,2923,0,4,33,0015_267.0,"LINESTRING (440870.8605 4455798.023, 440786.6008 4456026.669)"
60462,60469,0.1481296157949098,60462_60469,2919,0,1,38,0015_267.0,"LINESTRING (440861.8106 4455798.023, 440778.8878 4456021.527)"
60467,60460,0.14367713930007178,60467_60460,2919,0,5,33,0015_267.0,"LINESTRING (440761.748 4456015.528, 440839.7345 4455797.851)"
60468,60458,0.14654295686555124,60468_60458,2919,0,1,38,0015_267.0,"LINESTRING (440771.1749 4456018.099, 440850.8754 4455796.137)"
60469,60475,0.20858523064106835,60469_60475,2883,0,1,38,0015_267.0,"LINESTRING (440778.8878 4456021.527, 440560.8096 4456276.725)"
60470,60476,0.20924750685476973,60470_60476,2883,0,4,33,0015_267.0,"LINESTRING (440786.6008 4456026.669, 440571.301 4456285.603)"
60473,60467,0.1979045851522586,60473_60467,2919,0,5,33,0015_267.0,"LINESTRING (440553.5463 4456256.55, 440761.748 4456015.528)"
60474,60468,0.19887060807905982,60474_60468,2883,0,1,38,0015_267.0,"LINESTRING (440563.2307 4456261.392, 440771.1749 4456018.099)"
60475,60478,0.43733378341493007,60475_60478,2883,0,1,38,0015_267.0,"LINESTRING (440560.8096 4456276.725, 440106.2914 4456814.102)"
60476,60481,0.43568460538080434,60476_60481,2883,0,4,33,0015_267.0,"LINESTRING (440571.301 4456285.603, 440114.6674 4456817.691)"
60477,60473,0.45053995567416677,60477_60473,2919,0,5,33,0015_267.0,"LINESTRING (440087.1463 4456811.708, 440553.5463 4456256.55)"
60478,60487,0.16242506907866627,60478_60487,2883,0,1,38,,"LINESTRING (440106.2914 4456814.102, 439936.9688 4457013.246)"
60479,60474,0.4510372113400212,60479_60474,2883,0,1,38,0015_267.0,"LINESTRING (440095.5223 4456816.495, 440563.2307 4456261.392)"
60481,60488,0.16513535279117114,60481_60488,2883,0,4,33,,"LINESTRING (440114.6674 4456817.691, 439942.2188 4457019.902)"
60487,60495,0.1591928053503772,60487_60495,2884,0,1,38,,"LINESTRING (439936.9688 4457013.246, 439773.0313 4457210.123)"
60488,60496,0.15852432654980844,60488_60496,2884,0,4,33,,"LINESTRING (439942.2188 4457019.902, 439778.2813 4457215.377)"
60491,60477,0.2288500330169252,60491_60477,2876,0,5,33,,"LINESTRING (439848.4716 4457092.203, 440087.1463 4456811.708)"
60492,60479,0.22640798267299225,60492_60479,2884,0,1,38,,"LINESTRING (439858.3457 4457093.101, 440095.5223 4456816.495)"
60495,60505,0.2893950510128448,60495_60505,2884,0,1,38,,"LINESTRING (439773.0313 4457210.123, 439505.1018 4457591.073)"
60496,60506,0.287578604432696,60496_60506,2884,0,4,33,,"LINESTRING (439778.2813 4457215.377, 439512.119 4457593.996)"
60498,60491,0.13749501721540414,60498_60491,2876,0,5,33,,"LINESTRING (439708.2188 4457263.353, 439848.4716 4457092.203)"
60499,60492,0.14118834642235353,60499_60492,2884,0,1,38,,"LINESTRING (439713.9063 4457268.504, 439858.3457 4457093.101)"
60502,60498,0.2398684437583895,60502_60498,2884,0,5,33,,"LINESTRING (439491.375 4457582.724, 439708.2188 4457263.353)"
60503,60499,0.24008343032704277,60503_60499,2884,0,1,38,,"LINESTRING (439496.2813 4457587.762, 439713.9063 4457268.504)"
60505,60509,0.4417896140107856,60505_60509,2878,0,1,38,0015_267.9,"LINESTRING (439505.1018 4457591.073, 439120.3827 4458188.984)"
60506,60510,0.4424699663169587,60506_60510,2878,0,4,33,0015_267.9,"LINESTRING (439512.119 4457593.996, 439124.0938 4458191.073)"
60509,60522,0.2659590278765546,60509_60522,2878,0,1,38,,"LINESTRING (439120.3827 4458188.984, 438894.255 4458552.393)"
60510,60517,0.1829880714539737,60510_60517,2890,0,2,42,,"LINESTRING (439124.0938 4458191.073, 439022.1875 4458467.369)"
60510,60525,0.2647392215420458,60510_60525,2878,0,4,33,,"LINESTRING (439124.0938 4458191.073, 438901.4071 4458554.3)"
60513,60502,0.5105765007036656,60513_60502,2878,0,5,33,0015_267.9,"LINESTRING (439051.2188 4458276.582, 439491.375 4457582.724)"
60514,60503,0.509462707789709,60514_60503,2878,0,1,38,0015_267.9,"LINESTRING (439055.5938 4458279.158, 439496.2813 4457587.762)"
60517,60529,0.11225328649698613,60517_60529,2890,0,1,42,,"LINESTRING (439022.1875 4458467.369, 438875.9466 4458573.432)"
60517,60530,0.06677323028963905,60517_60530,2890,0,2,42,,"LINESTRING (439022.1875 4458467.369, 439019.4517 4458574.795)"
60518,60513,0.18017883264368229,60518_60513,2878,0,3,41,,"LINESTRING (438856.555 4458491.496, 439051.2188 4458276.582)"
60522,60525,0.004599383343046749,60522_60525,2878,0,1,39,,"LINESTRING (438894.255 4458552.393, 438901.4071 4458554.3)"
60522,60547,0.2594416976679637,60522_60547,2882,0,1,38,,"LINESTRING (438894.255 4458552.393, 438668.4645 4458903.605)"
60523,60513,0.205248296871778,60523_60513,2878,0,4,33,,"LINESTRING (438869.4612 4458552.393, 439051.2188 4458276.582)"
60523,60524,0.00546299217670117,60523_60524,2878,0,1,39,,"LINESTRING (438869.4612 4458552.393, 438878.0437 4458554.3)"
60524,60514,0.20347197111009854,60524_60514,2878,0,1,38,,"LINESTRING (438878.0437 4458554.3, 439055.5938 4458279.158)"
60524,60523,0.00546299217670117,60524_60523,2878,0,1,39,,"LINESTRING (438878.0437 4458554.3, 438869.4612 4458552.393)"
60525,60522,0.004599383343046749,60525_60522,2878,0,1,39,,"LINESTRING (438901.4071 4458554.3, 438894.255 4458552.393)"
60525,60548,0.26022254199221995,60525_60548,2848,0,4,33,,"LINESTRING (438901.4071 4458554.3, 438674.8219 4458906.495)"
60526,60532,0.07897974135767906,60526_60532,2848,0,1,41,,"LINESTRING (439325.3702 4458556.666, 439202.0601 4458587.494)"
60527,60518,0.04409905785783989,60527_60518,2878,0,3,41,,"LINESTRING (438868.8515 4458561.393, 438856.555 4458491.496)"
60528,60518,0.07706771815287558,60528_60518,2878,0,1,41,,"LINESTRING (438756.5104 4458564.804, 438856.555 4458491.496)"
60529,60527,0.008683180212569076,60529_60527,2882,0,3,41,,"LINESTRING (438875.9466 4458573.432, 438868.8515 4458561.393)"
60529,60539,0.05309002832023406,60529_60539,2848,0,2,41,,"LINESTRING (438875.9466 4458573.432, 438909.375 4458652.061)"
60530,60539,0.08356692825405412,60530_60539,2848,0,2,41,,"LINESTRING (439019.4517 4458574.795, 438909.375 4458652.061)"
60531,60526,0.018898733884490128,60531_60526,2848,0,1,41,,"LINESTRING (439347.7902 4458577.218, 439325.3702 4458556.666)"
60532,60534,0.11916680348660597,60532_60534,2848,0,1,41,0265_000.4,"LINESTRING (439202.0601 4458587.494, 439010.5557 4458597.77)"
60534,60539,0.07134984450211379,60534_60539,2848,0,1,41,,"LINESTRING (439010.5557 4458597.77, 438909.375 4458652.061)"
60535,60531,0.015790170093186184,60535_60531,2848,0,1,41,,"LINESTRING (439340.3169 4458601.506, 439347.7902 4458577.218)"
60536,60535,0.050085175164890056,60536_60535,2848,0,1,41,,"LINESTRING (439259.9785 4458608.045, 439340.3169 4458601.506)"
60539,60548,0.21502712597045523,60539_60548,2848,0,3,41,,"LINESTRING (438909.375 4458652.061, 438674.8219 4458906.495)"
60540,60528,0.05497000982234974,60540_60528,2882,0,1,42,,"LINESTRING (438749.25 4458652.971, 438756.5104 4458564.804)"
60540,60529,0.09295387436587067,60540_60529,2882,0,3,42,,"LINESTRING (438749.25 4458652.971, 438875.9466 4458573.432)"
60547,60557,0.21392002795744286,60547_60557,2882,0,1,38,0015_269.0,"LINESTRING (438668.4645 4458903.605, 438483.0442 4459193.676)"
60548,60558,0.2121735259824915,60548_60558,2848,0,5,34,0015_269.0,"LINESTRING (438674.8219 4458906.495, 438491.7318 4459194.718)"
60550,60523,0.27443929050997873,60550_60523,2882,0,4,33,,"LINESTRING (438635.6875 4458927.118, 438869.4612 4458552.393)"
60550,60540,0.18438446167970182,60550_60540,2882,0,3,42,,"LINESTRING (438635.6875 4458927.118, 438749.25 4458652.971)"
60552,60524,0.27623223936269,60552_60524,2882,0,1,38,,"LINESTRING (438641.5 4458930.695, 438878.0437 4458554.3)"
60555,60550,0.18549202523943858,60555_60550,2882,0,5,34,0015_269.0,"LINESTRING (438475.0515 4459178.733, 438635.6875 4458927.118)"
60556,60552,0.18918282974881281,60556_60552,2882,0,1,38,0015_269.0,"LINESTRING (438477.8316 4459187.421, 438641.5 4458930.695)"
60557,60563,0.1762628690200264,60557_60563,2882,0,1,38,0015_269.0,"LINESTRING (438483.0442 4459193.676, 438360.0467 4459449.29)"
60558,60564,0.17796984833935614,60558_60564,2848,0,5,34,0015_269.0,"LINESTRING (438491.7318 4459194.718, 438369.0962 4459453.549)"
60561,60555,0.1827942108144603,60561_60555,2882,0,5,34,0015_269.0,"LINESTRING (438339.2861 4459439.709, 438475.0515 4459178.733)"
60562,60556,0.17886344149605155,60562_60556,2882,0,1,38,0015_269.0,"LINESTRING (438348.3356 4459444.5, 438477.8316 4459187.421)"
60563,60569,0.25706083492170545,60563_60569,2856,0,1,38,,"LINESTRING (438360.0467 4459449.29, 438330.4887 4459861.931)"
60564,60571,0.2642803721539722,60564_60571,2856,0,5,34,,"LINESTRING (438369.0962 4459453.549, 438338.778 4459877.784)"
60566,60561,0.25007245767740066,60566_60561,2855,0,5,34,,"LINESTRING (438313.8502 4459841.356, 438339.2861 4459439.709)"
60568,60562,0.2595147372120763,60568_60562,2855,0,1,38,,"LINESTRING (438320.7585 4459861.236, 438348.3356 4459444.5)"
60569,60575,0.44179790479488484,60569_60575,2860,0,1,38,0015_269.6,"LINESTRING (438330.4887 4459861.931, 438330.2499 4460572.934)"
60571,60576,0.4323015760187877,60571_60576,2860,0,5,34,0015_269.6,"LINESTRING (438338.778 4459877.784, 438338.2268 4460573.504)"
60572,60568,0.4241736698403292,60572_60568,2860,0,1,38,0015_269.6,"LINESTRING (438321.7033 4460543.875, 438320.7585 4459861.236)"
60573,60566,0.4368810411469821,60573_60566,2860,0,5,34,0015_269.6,"LINESTRING (438312.587 4460544.445, 438313.8502 4459841.356)"
60575,60581,0.24099136619639783,60575_60581,2860,0,1,38,,"LINESTRING (438330.2499 4460572.934, 438330.0625 4460960.771)"
60576,60579,0.21787739785119123,60576_60579,2861,0,2,42,,"LINESTRING (438338.2268 4460573.504, 438388.0779 4460920.581)"
60576,60582,0.24107289682850444,60576_60582,2861,0,5,33,,"LINESTRING (438338.2268 4460573.504, 438337.7813 4460961.472)"
60579,60584,0.059301564622719745,60579_60584,2861,0,1,42,,"LINESTRING (438388.0779 4460920.581, 438325 4460992.2)"
60579,60585,0.04788343056756453,60579_60585,2861,0,2,42,,"LINESTRING (438388.0779 4460920.581, 438414.8465 4460992.843)"
60580,60573,0.2375759484716595,60580_60573,2860,0,2,41,,"LINESTRING (438257.4846 4460922.794, 438312.587 4460544.445)"
60581,60582,0.0048159904508897275,60581_60582,2860,0,1,39,,"LINESTRING (438330.0625 4460960.771, 438337.7813 4460961.472)"
60581,60595,0.2790585525019104,60581_60595,2831,0,1,38,,"LINESTRING (438330.0625 4460960.771, 438328.3963 4461409.868)"
60582,60581,0.0048159904508897275,60582_60581,2860,0,1,39,,"LINESTRING (438337.7813 4460961.472, 438330.0625 4460960.771)"
60582,60596,0.28057949903827517,60582_60596,2832,0,5,33,,"LINESTRING (438337.7813 4460961.472, 438338.6371 4461413.019)"
60583,60580,0.048192753199418036,60583_60580,2860,0,1,41,,"LINESTRING (438221.3317 4460991.411, 438257.4846 4460922.794)"
60584,60580,0.060165831702527525,60584_60580,2860,0,2,41,,"LINESTRING (438325 4460992.2, 438257.4846 4460922.794)"
60584,60588,0.050584860755328,60584_60588,2832,0,2,41,,"LINESTRING (438325 4460992.2, 438387.9063 4461043.873)"
60585,60588,0.035856142829746876,60585_60588,2832,0,2,41,,"LINESTRING (438414.8465 4460992.843, 438387.9063 4461043.873)"
60586,60572,0.29823179941885025,60586_60572,2860,0,1,38,,"LINESTRING (438319.9063 4461023.828, 438321.7033 4460543.875)"
60586,60587,0.006132094455827562,60586_60587,2831,0,1,39,,"LINESTRING (438319.9063 4461023.828, 438310.0938 4461024.879)"
60587,60573,0.29853260911603813,60587_60573,2860,0,5,33,,"LINESTRING (438310.0938 4461024.879, 438312.587 4460544.445)"
60587,60586,0.006132094455827562,60587_60586,2831,0,1,39,,"LINESTRING (438310.0938 4461024.879, 438319.9063 4461023.828)"
60588,60596,0.23141127334600559,60588_60596,2832,0,3,41,,"LINESTRING (438387.9063 4461043.873, 438338.6371 4461413.019)"
60589,60583,0.041954449978736215,60589_60583,2831,0,2,42,,"LINESTRING (438257.5938 4461048.366, 438221.3317 4460991.411)"
60589,60584,0.054518917272261935,60589_60584,2831,0,2,42,,"LINESTRING (438257.5938 4461048.366, 438325 4460992.2)"
60591,60586,0.22205704251684472,60591_60586,2831,0,1,38,,"LINESTRING (438318.375 4461381.19, 438319.9063 4461023.828)"
60592,60587,0.22372159472849762,60592_60587,2831,0,5,33,,"LINESTRING (438308.8608 4461384.921, 438310.0938 4461024.879)"
60592,60589,0.2115384732609481,60592_60589,2831,0,2,42,,"LINESTRING (438308.8608 4461384.921, 438257.5938 4461048.366)"
60595,60603,0.45176172141714765,60595_60603,2831,0,1,38,0015_270.6,"LINESTRING (438328.3963 4461409.868, 438323.6937 4462136.891)"
60596,60604,0.4498148691218284,60596_60604,2832,0,5,34,0015_270.6,"LINESTRING (438338.6371 4461413.019, 438331.7186 4462136.891)"
60600,60591,0.4505747594843295,60600_60591,2831,0,1,38,0015_270.6,"LINESTRING (438313.7135 4462106.303, 438318.375 4461381.19)"
60601,60592,0.4502999034352085,60601_60592,2831,0,5,34,0015_270.6,"LINESTRING (438304.9326 4462109.596, 438308.8608 4461384.921)"
60603,60604,0.0049864540743525506,60603_60604,2835,0,1,39,,"LINESTRING (438323.6937 4462136.891, 438331.7186 4462136.891)"
60603,60611,0.2677116218162364,60603_60611,2835,0,1,38,,"LINESTRING (438323.6937 4462136.891, 438321.8322 4462567.726)"
60604,60606,0.24938350845300417,60604_60606,2836,0,2,42,,"LINESTRING (438331.7186 4462136.891, 438387.2537 4462534.373)"
60604,60610,0.2676719762589615,60604_60610,2836,0,5,33,,"LINESTRING (438331.7186 4462136.891, 438329.0577 4462567.658)"
60605,60601,0.2567798345940317,60605_60601,2835,0,3,41,,"LINESTRING (438241.271 4462517.909, 438304.9326 4462109.596)"
60606,60613,0.06531836483703692,60606_60613,2836,0,2,42,,"LINESTRING (438387.2537 4462534.373, 438437.7439 4462626.573)"
60606,60614,0.07342062276562,60606_60614,2836,0,2,42,,"LINESTRING (438387.2537 4462534.373, 438314.875 4462627.769)"
60608,60601,0.28348764598061565,60608_60601,2835,0,5,33,,"LINESTRING (438303.0202 4462565.82, 438304.9326 4462109.596)"
60608,60609,0.004594555156969702,60608_60609,2835,0,1,39,,"LINESTRING (438303.0202 4462565.82, 438310.4129 4462565.969)"
60609,60600,0.2856312834527364,60609_60600,2835,0,1,38,,"LINESTRING (438310.4129 4462565.969, 438313.7135 4462106.303)"
60609,60608,0.004594555156969702,60609_60608,2835,0,1,39,,"LINESTRING (438310.4129 4462565.969, 438303.0202 4462565.82)"
60610,60611,0.004489927529777219,60610_60611,2835,0,1,39,,"LINESTRING (438329.0577 4462567.658, 438321.8322 4462567.726)"
60610,60621,0.35512049413387825,60610_60621,2812,0,5,33,,"LINESTRING (438329.0577 4462567.658, 438332.373 4463139.158)"
60611,60610,0.004489927529777219,60611_60610,2835,0,1,39,,"LINESTRING (438321.8322 4462567.726, 438329.0577 4462567.658)"
60611,60619,0.3543907230259041,60611_60619,2811,0,1,38,,"LINESTRING (438321.8322 4462567.726, 438321.3968 4463138.061)"
60612,60605,0.07381321480406446,60612_60605,2835,0,1,41,,"LINESTRING (438188.5855 4462624.377, 438241.271 4462517.909)"
60613,60615,0.061477094547790115,60613_60615,2812,0,2,41,,"LINESTRING (438437.7439 4462626.573, 438382.8632 4462708.894)"
60614,60605,0.08216880547928992,60614_60605,2835,0,2,41,,"LINESTRING (438314.875 4462627.769, 438241.271 4462517.909)"
60614,60615,0.06577065595812294,60614_60615,2812,0,2,41,,"LINESTRING (438314.875 4462627.769, 438382.8632 4462708.894)"
60615,60621,0.26918880320355004,60615_60621,2812,0,3,41,,"LINESTRING (438382.8632 4462708.894, 438332.373 4463139.158)"
60616,60612,0.062270190727106184,60616_60612,2811,0,2,42,,"LINESTRING (438236.8805 4462712.186, 438188.5855 4462624.377)"
60616,60614,0.07141563108902102,60616_60614,2811,0,2,42,,"LINESTRING (438236.8805 4462712.186, 438314.875 4462627.769)"
60619,60629,0.21735929886827676,60619_60629,2811,0,1,38,0015_271.6,"LINESTRING (438321.3968 4463138.061, 438310.7188 4463487.703)"
60621,60630,0.21710413679546667,60621_60630,2812,0,5,34,0015_271.6,"LINESTRING (438332.373 4463139.158, 438321.6244 4463488.387)"
60622,60609,0.41017789545658084,60622_60609,2811,0,1,38,,"LINESTRING (438303.2656 4463226.046, 438310.4129 4462565.969)"
60623,60608,0.41174360130418663,60623_60608,2811,0,5,33,,"LINESTRING (438296.8802 4463228.427, 438303.0202 4462565.82)"
60623,60616,0.3229373612264515,60623_60616,2811,0,2,42,,"LINESTRING (438296.8802 4463228.427, 438236.8805 4462712.186)"
60626,60623,0.1583831804702998,60626_60623,2811,0,5,34,0015_271.6,"LINESTRING (438286.4038 4463483.104, 438296.8802 4463228.427)"
60628,60622,0.16140495495097507,60628_60622,2811,0,1,38,0015_271.6,"LINESTRING (438297.8505 4463485.745, 438303.2656 4463226.046)"
60629,60635,0.20989125862330224,60629_60635,2814,0,1,38,0015_271.6,"LINESTRING (438310.7188 4463487.703, 438198.3525 4463806.252)"
60630,60637,0.2142084808595863,60630_60637,2814,0,5,34,0015_271.6,"LINESTRING (438321.6244 4463488.387, 438208.9186 4463814.177)"
60633,60626,0.2072883528787709,60633_60626,2814,0,5,34,0015_271.6,"LINESTRING (438177.2201 4463798.328, 438286.4038 4463483.104)"
60634,60628,0.20919832658537557,60634_60628,2814,0,1,38,0015_271.6,"LINESTRING (438186.9058 4463803.611, 438297.8505 4463485.745)"
60635,60641,0.1833694021541995,60635_60641,2814,0,1,38,,"LINESTRING (438198.3525 4463806.252, 438028.4133 4464047.513)"
60637,60643,0.18464982437224656,60637_60643,2814,0,5,33,,"LINESTRING (438208.9186 4463814.177, 438036.3963 4464056.133)"
60637,60645,0.20269689655984488,60637_60645,2815,0,2,42,,"LINESTRING (438208.9186 4463814.177, 438053.9482 4464101.224)"
60639,60633,0.18260679998592536,60639_60633,2814,0,5,33,,"LINESTRING (438008.1615 4464038.708, 438177.2201 4463798.328)"
60640,60634,0.1847644930067096,60640_60634,2814,0,1,38,,"LINESTRING (438014.3251 4464045.752, 438186.9058 4463803.611)"
60641,60647,0.1544665617972619,60641_60647,2814,0,1,38,,"LINESTRING (438028.4133 4464047.513, 437841.2188 4464211.082)"
60642,60633,0.22127255319872904,60642_60633,2814,0,3,41,,"LINESTRING (437929.6466 4464054.29, 438177.2201 4463798.328)"
60643,60648,0.15487470664323688,60643_60648,2815,0,5,33,,"LINESTRING (438036.3963 4464056.133, 437845.75 4464216.687)"
60645,60649,0.08055107044410435,60645_60649,2815,0,2,42,,"LINESTRING (438053.9482 4464101.224, 438036.9063 4464229.733)"
60646,60642,0.1607672644511898,60646_60642,2814,0,3,41,,"LINESTRING (437696.4596 4464166.382, 437929.6466 4464054.29)"
60647,60648,0.0044785328860127895,60647_60648,2814,0,1,39,,"LINESTRING (437841.2188 4464211.082, 437845.75 4464216.687)"
60647,60658,0.20016267002989763,60647_60658,2797,0,1,38,,"LINESTRING (437841.2188 4464211.082, 437594.9375 4464418.719)"
60648,60647,0.0044785328860127895,60648_60647,2814,0,1,39,,"LINESTRING (437845.75 4464216.687, 437841.2188 4464211.082)"
60648,60659,0.28111744911623754,60648_60659,2776,0,5,33,,"LINESTRING (437845.75 4464216.687, 437501.8661 4464510.663)"
60650,60655,0.03626732472690678,60650_60655,2776,0,1,41,,"LINESTRING (437873.4429 4464230.66, 437861.9962 4464287.893)"
60651,60655,0.061493095795923526,60651_60655,2776,0,2,41,,"LINESTRING (437942.9063 4464230.908, 437861.9962 4464287.893)"
60652,60646,0.042613030139493614,60652_60646,2814,0,3,41,,"LINESTRING (437677.9688 4464232.421, 437696.4596 4464166.382)"
60653,60639,0.1963837062171281,60653_60639,2814,0,5,33,,"LINESTRING (437771.8438 4464248.566, 438008.1615 4464038.708)"
60653,71582,0.005130682919977309,60653_71582,2797,0,1,39,,"LINESTRING (437771.8438 4464248.566, 437778.2779 4464253.741)"
60655,60657,0.030102254021281097,60655_60657,2776,0,3,41,,"LINESTRING (437861.9962 4464287.893, 437822.4069 4464315.814)"
60656,60652,0.037208427443177934,60656_60652,2797,0,2,42,,"LINESTRING (437660.3586 4464289.654, 437677.9688 4464232.421)"
60657,60659,0.23308728932106573,60657_60659,2776,0,3,41,,"LINESTRING (437822.4069 4464315.814, 437501.8661 4464510.663)"
60658,60665,0.3441581931466422,60658_60665,2797,0,1,38,,"LINESTRING (437594.9375 4464418.719, 437175.5482 4464780.495)"
60659,60666,0.26314931785110024,60659_60666,2776,0,5,33,,"LINESTRING (437501.8661 4464510.663, 437181.5339 4464787.677)"
60662,60653,0.2784607043779144,60662_60653,2797,0,5,33,,"LINESTRING (437429.6093 4464537.881, 437771.8438 4464248.566)"
60662,60656,0.21059117124914792,60662_60656,2797,0,2,42,,"LINESTRING (437429.6093 4464537.881, 437660.3586 4464289.654)"
60663,71582,0.27932343868080334,60663_71582,2797,0,1,38,,"LINESTRING (437435.625 4464544.71, 437778.2779 4464253.741)"
60665,60669,0.14373111769075803,60665_60669,2797,0,1,38,,"LINESTRING (437175.5482 4464780.495, 436999.6226 4464930.68)"
60666,60670,0.14055782217164597,60666_60670,2773,0,5,33,,"LINESTRING (437181.5339 4464787.677, 437009.8199 4464934.929)"
