A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,SEGID,geometry
23323,23270,0.2870802566002625,23323_23270,1324,0,3,33,0201_010.8,"LINESTRING (414679 4508826, 414217 4508829)"
23341,23291,0.19870038925195452,23341_23291,1660,0,2,41,,"LINESTRING (425296 4498296, 424980 4498247)"
23355,23291,0.37420570590355334,23355_23291,1660,0,3,34,,"LINESTRING (425575 4498154, 424980 4498247)"
23355,23341,0.19452539718466821,23355_23341,1661,0,2,42,,"LINESTRING (425575 4498154, 425296 4498296)"
23362,23410,0.25205531455254204,23362_23410,1008,0,1,42,,"LINESTRING (409898 4513867, 410287 4513752)"
23362,23497,0.4790820066323983,23362_23497,975,0,2,35,,"LINESTRING (409898 4513867, 410669 4513864)"
23363,23118,0.9208421106006732,23363_23118,1574,0,4,34,0215_015.5,"LINESTRING (419595 4504173, 419474 4502696)"
23366,23531,0.6035000934064205,23366_23531,1398,0,4,34,0215_015.5,"LINESTRING (419619 4504174, 419570 4505144)"
23367,22924,1.7512516152407729,23367_22924,975,0,2,35,0080_104.3,"LINESTRING (409897 4513905, 407079 4513950)"
23410,23497,0.24735630375836082,23410_23497,1009,0,1,41,,"LINESTRING (410287 4513752, 410669 4513864)"
23416,23488,0.2448334746202559,23416_23488,1663,0,3,34,0215_009.2,"LINESTRING (426054 4498057, 426448 4498053)"
23420,23228,0.7538183553143768,23420_23228,1640,0,5,34,0015_299.0,"LINESTRING (423721 4500412, 423599 4499205)"
23421,23355,0.3004599020746904,23421_23355,1661,0,3,34,0215_009.2,"LINESTRING (426053 4498081, 425575 4498154)"
23422,23229,0.7533262287185539,23422_23229,1640,0,1,38,0015_299.0,"LINESTRING (423729 4500407, 423605 4499201)"
23430,23516,0.29831133730941367,23430_23516,1325,0,3,33,0201_010.8,"LINESTRING (415381 4508799, 415861 4508790)"
23431,23502,0.2233383388706506,23431_23502,1640,0,1,38,,"LINESTRING (423742 4500439, 423774 4500797)"
23435,23504,0.22261193204359916,23435_23504,1641,0,4,34,,"LINESTRING (423751 4500440, 423781 4500797)"
23435,23523,0.25024663573961575,23435_23523,1641,0,2,42,,"LINESTRING (423751 4500440, 423839 4500833)"
23441,23323,0.4374905359620006,23441_23323,1211,0,3,33,0201_010.8,"LINESTRING (415383 4508816, 414679 4508826)"
23457,23367,0.24717282729034623,23457_23367,975,0,1,41,,"LINESTRING (410284 4513997, 409897 4513905)"
23488,23544,0.18610502464900355,23488_23544,1794,0,2,31,,"LINESTRING (426448 4498053, 426746 4498023)"
23488,23684,0.6375332727958833,23488_23684,1664,0,3,34,,"LINESTRING (426448 4498053, 427474 4498057)"
23491,23420,0.24951191098013537,23491_23420,1640,0,2,41,,"LINESTRING (423700 4500813, 423721 4500412)"
23497,23675,0.6108549109816693,23497_23675,1009,0,2,35,0080_111.3,"LINESTRING (410669 4513864, 411652 4513852)"
23501,23367,0.48285499625739714,23501_23367,976,0,2,35,,"LINESTRING (410674 4513894, 409897 4513905)"
23501,23457,0.25064438633882746,23501_23457,976,0,1,42,,"LINESTRING (410674 4513894, 410284 4513997)"
23502,23504,0.004349609156548647,23502_23504,1640,0,1,39,,"LINESTRING (423774 4500797, 423781 4500797)"
23502,23587,0.2730790024814643,23502_23587,1632,0,1,38,,"LINESTRING (423774 4500797, 423810 4501235)"
23504,23502,0.004349609156548647,23504_23502,1640,0,1,39,,"LINESTRING (423781 4500797, 423774 4500797)"
23504,23589,0.2730790024814643,23504_23589,1633,0,4,34,,"LINESTRING (423781 4500797, 423817 4501235)"
23509,23421,0.29579691900038896,23509_23421,1663,0,3,34,0215_009.2,"LINESTRING (426529 4498075, 426053 4498081)"
23510,23420,0.27065401561847946,23510_23420,1640,0,5,34,,"LINESTRING (423758 4500846, 423721 4500412)"
23510,23512,0.004393768757295212,23510_23512,1632,0,1,39,,"LINESTRING (423758 4500846, 423765 4500845)"
23512,23422,0.2730790024814643,23512_23422,1640,0,1,38,,"LINESTRING (423765 4500845, 423729 4500407)"
23512,23510,0.004393768757295212,23512_23510,1632,0,1,39,,"LINESTRING (423765 4500845, 423758 4500846)"
23516,23614,0.33434530524594597,23516_23614,1325,0,3,33,0201_010.8,"LINESTRING (415861 4508790, 416399 4508781)"
23523,23589,0.25016562068122294,23523_23589,1633,0,2,41,,"LINESTRING (423839 4500833, 423817 4501235)"
23524,23441,0.29951777306990934,23524_23441,1212,0,3,33,0201_010.8,"LINESTRING (415865 4508811, 415383 4508816)"
23526,23363,0.6036996701060369,23526_23363,1398,0,4,34,0215_015.5,"LINESTRING (419540 4505143, 419595 4504173)"
23531,23565,0.12230156162524541,23531_23565,1385,0,1,42,,"LINESTRING (419570 4505144, 419588 4505340)"
23531,23599,0.2469978122114942,23531_23599,1385,0,4,34,,"LINESTRING (419570 4505144, 419550 4505541)"
23544,23561,0.11744602241562255,23544_23561,1796,0,1,31,,"LINESTRING (426746 4498023, 426928 4497972)"
23544,23588,0.19940193872713763,23544_23588,1796,0,1,42,,"LINESTRING (426746 4498023, 427064.8717 4497986.928)"
23547,23560,0.06915127622967587,23547_23560,1829,0,2,31,,"LINESTRING (427121 4497655, 427129 4497766)"
23552,23509,0.12511830336324084,23552_23509,1663,0,2,31,,"LINESTRING (426730 4498087, 426529 4498075)"
23560,23600,0.10046465397900153,23560_23600,1829,0,2,31,,"LINESTRING (427129 4497766, 427175 4497921)"
23561,23562,0.09321419509910486,23561_23562,1796,0,1,31,,"LINESTRING (426928 4497972, 427038 4497870)"
23562,23547,0.14320451107075366,23562_23547,1796,0,1,31,,"LINESTRING (427038 4497870, 427121 4497655)"
23565,27098,0.09120017140471892,23565_27098,1385,0,1,42,,"LINESTRING (419588 4505340, 419700.27484 4505434.53256)"
23574,23595,0.0975912327626665,23574_23595,1385,0,1,41,,"LINESTRING (419450.29641 4505523.22079, 419601 4505479)"
23579,23491,0.25038314464191813,23579_23491,1632,0,3,42,,"LINESTRING (423789 4501206, 423700 4500813)"
23579,23510,0.22452201341603878,23579_23510,1632,0,5,34,,"LINESTRING (423789 4501206, 423758 4500846)"
23580,23512,0.22581406810408064,23580_23512,1632,0,1,38,,"LINESTRING (423797 4501207, 423765 4500845)"
23587,23844,0.8568955333748176,23587_23844,1626,0,1,38,0015_300.3,"LINESTRING (423810 4501235, 423820 4502614)"
23588,23684,0.2579228720105089,23588_23684,1829,0,1,41,,"LINESTRING (427064.8717 4497986.928, 427474 4498057)"
23589,23846,0.8569002645018543,23589_23846,1626,0,4,34,0015_300.3,"LINESTRING (423817 4501235, 423828 4502614)"
23595,23624,0.07407117486763817,23595_23624,1385,0,1,31,,"LINESTRING (419601 4505479, 419720 4505486)"
23599,23634,0.08159880405099117,23599_23634,1369,0,1,42,,"LINESTRING (419550 4505541, 419596 4505664)"
23599,23692,0.32479016829653007,23599_23692,1369,0,4,34,,"LINESTRING (419550 4505541, 419523 4506063)"
23600,23619,0.0832198825066787,23600_23619,1829,0,2,31,,"LINESTRING (427175 4497921, 427139 4498050)"
23602,23552,0.18337234806814276,23602_23552,1664,0,2,31,,"LINESTRING (427025 4498095, 426730 4498087)"
23614,23632,0.11312738733158942,23614_23632,1325,0,2,41,,"LINESTRING (416399 4508781, 416560 4508696)"
23614,23665,0.17648735979794683,23614_23665,1325,0,3,33,,"LINESTRING (416399 4508781, 416683 4508777)"
23614,23711,0.27775430832939785,23614_23711,1212,0,2,41,,"LINESTRING (416399 4508781, 416832 4508892)"
23615,23552,0.20216144791800222,23615_23552,1664,0,1,41,,"LINESTRING (427052.5357 4498129.674, 426730 4498087)"
23619,23602,0.07615556022648601,23619_23602,1664,0,2,31,,"LINESTRING (427139 4498050, 427025 4498095)"
23620,23524,0.3262419902536601,23620_23524,1325,0,3,33,0201_010.8,"LINESTRING (416390 4508805, 415865 4508811)"
23624,23641,0.047849735439816216,23624_23641,1385,0,1,31,,"LINESTRING (419720 4505486, 419767 4505547)"
23629,23603,0.0578544402003522,23629_23603,1369,0,1,42,,"LINESTRING (419689 4505555, 419604 4505517)"
23630,23638,0.03147915464801417,23630_23638,1385,0,1,42,,"LINESTRING (419764.60408 4505485.17473, 419804.29659 4505516.655)"
23632,23645,0.09134817432687775,23632_23645,1325,0,2,41,,"LINESTRING (416560 4508696, 416696.0108 4508640.205)"
23634,23646,0.041682950355421286,23634_23646,1369,0,1,42,,"LINESTRING (419596 4505664, 419662 4505676)"
23638,23659,0.09355610248181429,23638_23659,1369,0,1,41,,"LINESTRING (419804.29659 4505516.655, 419765 4505662)"
23641,23655,0.06364143129019034,23641_23655,1369,0,1,31,,"LINESTRING (419767 4505547, 419750 4505648)"
23643,23629,0.046436960223528605,23643_23629,1369,0,1,42,,"LINESTRING (419705 4505628, 419689 4505555)"
23646,23643,0.04004360417492395,23646_23643,1369,0,1,42,,"LINESTRING (419662 4505676, 419705 4505628)"
23649,23692,0.1619543402342077,23649_23692,1369,0,2,31,,"LINESTRING (419560 4505805, 419523 4506063)"
23651,23653,0.189618038986837,23651_23653,1325,0,2,41,,"LINESTRING (416728.68759388867 4508645.577784695, 416523 4508871)"
23651,23690,0.09525503359874171,23651_23690,1326,0,2,41,,"LINESTRING (416728.68759388867 4508645.577784695, 416870 4508705)"
23653,23620,0.09225868195590085,23653_23620,1212,0,2,41,,"LINESTRING (416523 4508871, 416390 4508805)"
23655,23649,0.15315167849361336,23655_23649,1369,0,1,31,,"LINESTRING (419750 4505648, 419560 4505805)"
23656,23210,0.13400163664491574,23656_23210,1368,0,2,42,,"LINESTRING (419502 4505902, 419434.49376 4505697.18389)"
23656,23526,0.4722126190195321,23656_23526,1385,0,4,34,,"LINESTRING (419502 4505902, 419540 4505143)"
23659,23649,0.15531086941906302,23659_23649,1369,0,1,41,,"LINESTRING (419765 4505662, 419560 4505805)"
23665,23722,0.20195474285043002,23665_23722,1326,0,3,33,,"LINESTRING (416683 4508777, 417008 4508774)"
23675,23716,0.156646329225128,23675_23716,1009,0,3,35,,"LINESTRING (411652 4513852, 411904 4513845)"
23681,23501,0.5990239442561776,23681_23501,976,0,2,35,0080_111.3,"LINESTRING (411638 4513886, 410674 4513894)"
23682,23620,0.20629574856773586,23682_23620,1212,0,3,33,,"LINESTRING (416722 4508805, 416390 4508805)"
23683,23509,0.5753941737597275,23683_23509,1664,0,3,34,,"LINESTRING (427455 4498072, 426529 4498075)"
23683,23615,0.2526350578248505,23683_23615,1664,0,1,42,,"LINESTRING (427455 4498072, 427052.5357 4498129.674)"
23684,23782,0.3445163020297098,23684_23782,1670,0,3,34,0215_007.7,"LINESTRING (427474 4498057, 428026 4498109)"
23690,23722,0.09587078581746897,23690_23722,1326,0,2,41,,"LINESTRING (416870 4508705, 417008 4508774)"
23692,23944,0.9875319555403164,23692_23944,1350,0,4,34,0215_017.5,"LINESTRING (419523 4506063, 419438 4507650)"
23695,23653,0.10131682707353372,23695_23653,1212,0,2,41,,"LINESTRING (416675.5314 4508928.624, 416523 4508871)"
23695,23690,0.18414633420561632,23695_23690,1213,0,2,41,,"LINESTRING (416675.5314 4508928.624, 416870 4508705)"
23711,23700,0.07891732259001871,23711_23700,1213,0,2,42,,"LINESTRING (416832 4508892, 416711.62420378043 4508932.495529477)"
23716,23829,0.36909749772815215,23716_23829,1010,0,3,35,,"LINESTRING (411904 4513845, 412498 4513843)"
23722,23881,0.5415754451043928,23722_23881,1326,0,3,33,0201_012.8,"LINESTRING (417008 4508774, 417877 4508841)"
23729,23632,0.28649596051270476,23729_23632,1326,0,2,41,,"LINESTRING (417008 4508805, 416560 4508696)"
23729,23682,0.17771260268184474,23729_23682,1213,0,3,33,,"LINESTRING (417008 4508805, 416722 4508805)"
23729,23711,0.12199336736393757,23729_23711,1213,0,2,42,,"LINESTRING (417008 4508805, 416832 4508892)"
23782,23896,0.4182133959335373,23782_23896,1822,0,3,34,0215_007.7,"LINESTRING (428026 4498109, 428699 4498101)"
23792,23683,0.36293753361143793,23792_23683,1670,0,3,34,0215_007.7,"LINESTRING (428036 4498132, 427455 4498072)"
23829,23924,0.39648449991499085,23829_23924,1010,0,3,35,0080_112.5,"LINESTRING (412498 4513843, 413136 4513833)"
23840,23579,0.8829971137318084,23840_23579,1626,0,5,34,0015_300.3,"LINESTRING (423800 4502627, 423789 4501206)"
23843,23580,0.8805070932032844,23843_23580,1626,0,1,38,0015_300.3,"LINESTRING (423807 4502624, 423797 4501207)"
23844,23893,0.22308060111605799,23844_23893,1617,0,1,38,,"LINESTRING (423820 4502614, 423817 4502973)"
23845,23681,0.5723116140104834,23845_23681,976,0,3,35,,"LINESTRING (412559 4513877, 411638 4513886)"
23846,23894,0.223086658773775,23846_23894,1617,0,4,34,,"LINESTRING (423828 4502614, 423824 4502973)"
23846,23916,0.25023791488356895,23846_23916,1618,0,2,42,,"LINESTRING (423828 4502614, 423886.2152 4503012.488)"
23881,23943,0.24265381075181924,23881_23943,1327,0,1,42,0201_012.8,"LINESTRING (417877 4508841, 418267 4508821)"
23881,23964,0.2575483181047889,23881_23964,1327,0,3,33,0201_012.8,"LINESTRING (417877 4508841, 418291 4508861)"
23885,23840,0.24473901766685166,23885_23840,1617,0,3,41,,"LINESTRING (423714.7421 4503011.53, 423800 4502627)"
23886,23729,0.5337345857183834,23886_23729,1213,0,3,33,0201_012.8,"LINESTRING (417865 4508863, 417008 4508805)"
23893,23894,0.004349609156548647,23893_23894,1617,0,1,39,,"LINESTRING (423817 4502973, 423824 4502973)"
23893,23979,0.27074316091111067,23893_23979,1615,0,1,38,,"LINESTRING (423817 4502973, 423792 4503408)"
23894,23893,0.004349609156548647,23894_23893,1617,0,1,39,,"LINESTRING (423824 4502973, 423817 4502973)"
23894,23980,0.26760612837455044,23894_23980,1615,0,4,34,,"LINESTRING (423824 4502973, 423800 4503403)"
23896,23990,0.24583833143357461,23896_23990,1822,0,3,34,0215_007.7,"LINESTRING (428699 4498101, 429076 4498221)"
23899,23792,0.39893339512455217,23899_23792,1670,0,3,34,0215_007.7,"LINESTRING (428678 4498127, 428036 4498132)"
23906,23840,0.26222003108880654,23906_23840,1617,0,5,34,,"LINESTRING (423799 4503049, 423800 4502627)"
23906,23908,0.004393768757295212,23906_23908,1615,0,1,39,,"LINESTRING (423799 4503049, 423806 4503050)"
23908,23843,0.26470551512253676,23908_23843,1617,0,1,38,,"LINESTRING (423806 4503050, 423807 4502624)"
23908,23906,0.004393768757295212,23908_23906,1615,0,1,39,,"LINESTRING (423806 4503050, 423799 4503049)"
23916,23980,0.24849680286095988,23916_23980,1616,0,2,41,,"LINESTRING (423886.2152 4503012.488, 423800 4503403)"
23924,23953,0.2524104472606158,23924_23953,977,0,1,42,,"LINESTRING (413136 4513833, 413489 4513632)"
23924,24045,0.43560400487163026,23924_24045,977,0,3,35,,"LINESTRING (413136 4513833, 413837 4513826)"
23928,23845,0.3436646277609137,23928_23845,977,0,3,35,0080_112.5,"LINESTRING (413112 4513868, 412559 4513877)"
23941,23656,1.0877289046099616,23941_23656,1350,0,4,34,0215_017.5,"LINESTRING (419408 4507650, 419502 4505902)"
23943,24014,0.25206144176927125,23943_24014,1328,0,2,41,0201_013.8,"LINESTRING (418267 4508821, 418672 4508798)"
23944,24037,0.28381501588500335,23944_24037,1330,0,4,34,0215_017.5,"LINESTRING (419438 4507650, 419527 4508098)"
23953,24045,0.24756849823467872,23953_24045,978,0,1,41,,"LINESTRING (413489 4513632, 413837 4513826)"
23959,23899,0.1638787397532963,23959_23899,1670,0,3,34,0215_007.7,"LINESTRING (428932 4498198, 428678 4498127)"
23964,24014,0.23995770696108004,23964_24014,1328,0,3,33,0201_013.8,"LINESTRING (418291 4508861, 418672 4508798)"
23970,23886,0.26429459536747446,23970_23886,1327,0,3,33,0201_012.8,"LINESTRING (418290 4508880, 417865 4508863)"
23972,23885,0.2490222648279957,23972_23885,1615,0,2,42,,"LINESTRING (423766 4503409, 423714.7421 4503011.53)"
23972,23906,0.22463204542174503,23972_23906,1615,0,5,34,,"LINESTRING (423766 4503409, 423799 4503049)"
23976,23886,0.24772284901798775,23976_23886,1213,0,1,41,0201_012.8,"LINESTRING (418258 4508930, 417865 4508863)"
23977,23908,0.22637931498538502,23977_23908,1615,0,1,38,,"LINESTRING (423775 4503413, 423806 4503050)"
23979,24073,0.4571445600263483,23979_24073,1615,0,1,38,0015_301.7,"LINESTRING (423792 4503408, 423742 4504142)"
23980,24077,0.4602442887153094,23980_24077,1533,0,4,34,0015_301.7,"LINESTRING (423800 4503403, 423750 4504142)"
23990,24048,0.24673505682635857,23990_24048,1823,0,2,42,,"LINESTRING (429076 4498221, 429473 4498213)"
23990,24125,0.463539480351829,23990_24125,1823,0,3,34,,"LINESTRING (429076 4498221, 429785 4498453)"
24004,24059,0.19188750710852573,24004_24059,1824,0,1,31,,"LINESTRING (429469 4497946, 429550 4498244)"
24010,23970,0.2194281725859619,24010_23970,1328,0,3,33,0201_013.8,"LINESTRING (418638 4508820, 418290 4508880)"
24010,23976,0.245815557245237,24010_23976,1214,0,2,42,0201_013.8,"LINESTRING (418638 4508820, 418258 4508930)"
24012,23928,0.2468813272195057,24012_23928,977,0,1,41,,"LINESTRING (413496 4513970, 413112 4513868)"
24014,24083,0.3240457332240249,24014_24083,1328,0,3,33,0201_013.8,"LINESTRING (418672 4508798, 419191 4508747)"
24017,23959,0.17590885485200639,24017_23959,1670,0,2,31,,"LINESTRING (429192 4498310, 428932 4498198)"
24030,26231,0.12352134375293301,24030_26231,890,0,1,38,,"LINESTRING (422801.05938 4520980.5813, 422792 4520782)"
24037,24132,0.3337460010416194,24037_24132,1330,0,4,34,,"LINESTRING (419527 4508098, 419669 4508616)"
24037,27114,0.10865586372456615,24037_27114,1330,0,1,31,,"LINESTRING (419527 4508098, 419603.09662 4508255.43825)"
24038,23941,0.3028457507659032,24038_23941,1329,0,4,34,0215_017.5,"LINESTRING (419498 4508129, 419408 4507650)"
24045,24122,0.33367715958094624,24045_24122,978,0,3,34,0080_113.3,"LINESTRING (413837 4513826, 414374 4513826)"
24048,24125,0.24459049498835636,24048_24125,1824,0,2,41,,"LINESTRING (429473 4498213, 429785 4498453)"
24052,23928,0.4828322063391106,24052_23928,978,0,3,35,,"LINESTRING (413889 4513860, 413112 4513868)"
24052,24012,0.2535847946193103,24052_24012,978,0,1,42,,"LINESTRING (413889 4513860, 413496 4513970)"
24059,24063,0.10850029185996424,24059_24063,1824,0,1,31,,"LINESTRING (429550 4498244, 429447 4498385)"
24063,24017,0.1651612941951609,24063_24017,1670,0,1,41,,"LINESTRING (429447 4498385, 429192 4498310)"
24070,23972,0.46132354091202304,24070_23972,1615,0,5,34,0015_301.7,"LINESTRING (423720 4504150, 423766 4503409)"
24072,23977,0.45950209279764914,24072_23977,1615,0,1,38,0015_301.7,"LINESTRING (423728 4504151, 423775 4503413)"
24073,24141,0.2958210660872602,24073_24141,1490,0,1,38,,"LINESTRING (423742 4504142, 423710 4504617)"
24077,24146,0.29520110157504825,24077_24146,1490,0,4,34,,"LINESTRING (423750 4504142, 423718 4504616)"
24079,24678,0.07351327204379086,24079_24678,1329,0,1,31,,"LINESTRING (419514 4508406, 419508.01487 4508287.84364)"
24080,24017,0.1941081307857948,24080_24017,1670,0,1,41,,"LINESTRING (429456 4498477, 429192 4498310)"
24083,24100,0.14090919843474428,24083_24100,1329,0,1,31,,"LINESTRING (419191 4508747, 419400 4508659)"
24083,24135,0.24881303792755072,24083_24135,1329,0,3,33,,"LINESTRING (419191 4508747, 419589 4508703)"
24087,24010,0.3419266868640076,24087_24010,1214,0,3,33,0201_013.8,"LINESTRING (419186 4508770, 418638 4508820)"
24095,24176,0.2167549044642419,24095_24176,1330,0,1,31,,"LINESTRING (419658 4508387, 419958 4508565)"
24096,24103,0.04966319411109669,24096_24103,1329,0,1,30,,"LINESTRING (419502 4508544, 419460 4508612)"
24100,24079,0.17242953492649643,24100_24079,1329,0,1,31,,"LINESTRING (419400 4508659, 419514 4508406)"
24103,24115,0.0481353359932999,24103_24115,1329,0,1,30,,"LINESTRING (419460 4508612, 419475 4508688)"
24106,24096,0.04385412650799431,24106_24096,1329,0,1,30,,"LINESTRING (419572 4508535, 419502 4508544)"
24115,24135,0.07144705741510235,24115_24135,1329,0,1,30,,"LINESTRING (419475 4508688, 419589 4508703)"
24116,24132,0.07214616464870717,24116_24132,1330,0,1,30,,"LINESTRING (419674 4508500, 419669 4508616)"
24122,24202,0.36787470137463585,24122_24202,978,0,3,34,0080_113.3,"LINESTRING (414374 4513826, 414959 4513735)"
24123,24116,0.047158874969888964,24123_24116,1330,0,1,30,,"LINESTRING (419746 4508476, 419674 4508500)"
24124,24052,0.3032305321368315,24124_24052,978,0,3,34,0080_113.3,"LINESTRING (414377 4513859, 413889 4513860)"
24125,24178,0.15773079078116048,24125_24178,1824,0,3,34,0215_006.3,"LINESTRING (429785 4498453, 430035 4498497)"
24126,24087,0.14801197714139136,24126_24087,1246,0,1,31,,"LINESTRING (419418 4508824, 419186 4508770)"
24129,24038,0.3222505150760067,24129_24038,1330,0,4,34,,"LINESTRING (419632 4508630, 419498 4508129)"
24129,24106,0.06981807776555679,24129_24106,1329,0,1,30,,"LINESTRING (419632 4508630, 419572 4508535)"
24131,24150,0.05311192326384258,24131_24150,1246,0,1,30,,"LINESTRING (419496 4508774, 419505 4508859)"
24132,24172,0.10670437269281846,24132_24172,1330,0,4,34,,"LINESTRING (419669 4508616, 419709 4508783)"
24135,24161,0.11357701017822355,24135_24161,1330,0,3,33,,"LINESTRING (419589 4508703, 419768 4508666)"
24138,24070,0.2970610127654465,24138_24070,1489,0,5,34,,"LINESTRING (423688 4504627, 423720 4504150)"
24140,24072,0.2964000060090004,24140_24072,1489,0,1,38,,"LINESTRING (423697 4504627, 423728 4504151)"
24141,24191,0.19178586723859894,24141_24191,1490,0,1,38,0015_302.5,"LINESTRING (423710 4504617, 423690 4504925)"
24145,24087,0.2705220266743644,24145_24087,1329,0,3,33,,"LINESTRING (419618 4508716, 419186 4508770)"
24145,24131,0.08393823450988994,24145_24131,1246,0,1,30,,"LINESTRING (419618 4508716, 419496 4508774)"
24146,24192,0.19116580464241698,24146_24192,1490,0,4,34,0015_302.5,"LINESTRING (423718 4504616, 423698 4504923)"
24147,23959,0.5948030274571456,24147_23959,1670,0,3,34,,"LINESTRING (429842 4498495, 428932 4498198)"
24147,24071,0.24324976861400802,24147_24071,1698,0,2,42,,"LINESTRING (429842 4498495, 429459 4498414)"
24150,24174,0.06642006619639267,24150_24174,1246,0,1,30,,"LINESTRING (419505 4508859, 419600 4508908)"
24153,24123,0.06698444213930768,24153_24123,1330,0,1,30,,"LINESTRING (419832 4508541, 419746 4508476)"
24161,24166,0.04980681379286353,24161_24166,1330,0,1,30,,"LINESTRING (419768 4508666, 419835 4508622)"
24161,24212,0.22837117685884137,24161_24212,1330,0,3,33,,"LINESTRING (419768 4508666, 420128 4508592)"
24163,24129,0.09150227826788504,24163_24129,1329,0,4,34,,"LINESTRING (419671 4508772, 419632 4508630)"
24166,24153,0.05036570054596156,24166_24153,1330,0,1,30,,"LINESTRING (419835 4508622, 419832 4508541)"
24169,24145,0.10054148826347548,24169_24145,1330,0,3,33,,"LINESTRING (419777 4508686, 419618 4508716)"
24172,24196,0.0642452534607371,24172_24196,1247,0,1,30,,"LINESTRING (419709 4508783, 419778 4508860)"
24172,24250,0.2908409420695436,24172_24250,1247,0,4,34,,"LINESTRING (419709 4508783, 419790 4509244)"
24174,24179,0.03812211627170882,24174_24179,1246,0,1,30,,"LINESTRING (419600 4508908, 419658 4508888)"
24176,24212,0.10695736404131852,24176_24212,1330,0,1,31,,"LINESTRING (419958 4508565, 420128 4508592)"
24178,24324,0.7463268596364756,24178_24324,1825,0,3,34,0215_006.3,"LINESTRING (430035 4498497, 431236 4498482)"
24179,24163,0.07253046298438337,24179_24163,1246,0,1,30,,"LINESTRING (419658 4508888, 419671 4508772)"
24180,24169,0.04780937293964319,24180_24169,1247,0,1,30,,"LINESTRING (419853 4508698, 419777 4508686)"
24183,24147,0.1289419547562808,24183_24147,1698,0,3,34,0215_006.3,"LINESTRING (430048 4498520, 429842 4498495)"
24187,24138,0.18802558306913497,24187_24138,1489,0,5,34,0015_302.5,"LINESTRING (423669 4504929, 423688 4504627)"
24188,24140,0.1875321037345856,24188_24140,1489,0,1,38,0015_302.5,"LINESTRING (423675 4504928, 423697 4504627)"
24191,24271,0.32461893883084986,24191_24271,1480,0,1,38,0015_302.5,"LINESTRING (423690 4504925, 423816 4505432)"
24192,24273,0.3265779284043687,24192_24273,1481,0,4,34,0015_302.5,"LINESTRING (423698 4504923, 423825 4505433)"
24196,24201,0.0417985759599392,24196_24201,1247,0,1,30,,"LINESTRING (419778 4508860, 419844 4508847)"
24197,24180,0.048339444340603534,24197_24180,1247,0,1,30,,"LINESTRING (419877 4508772, 419853 4508698)"
24201,24197,0.05091466172622689,24201_24197,1247,0,1,30,,"LINESTRING (419844 4508847, 419877 4508772)"
24202,24245,0.3413282510595222,24202_24245,1012,0,3,34,,"LINESTRING (414959 4513735, 415471 4513536)"
24205,24169,0.1952514902348205,24205_24169,1330,0,3,33,,"LINESTRING (420084 4508619, 419777 4508686)"
24207,24215,0.21597060708548055,24207_24215,1247,0,1,31,,"LINESTRING (420057 4508649, 419823 4508906)"
24212,24230,0.1238263507483182,24212_24230,1330,0,3,33,0201_014.7,"LINESTRING (420128 4508592, 420324 4508556)"
24213,24124,0.3707179736550586,24213_24124,978,0,3,34,0080_113.3,"LINESTRING (414965 4513758, 414377 4513859)"
24215,24250,0.21102260924096897,24215_24250,1247,0,1,31,,"LINESTRING (419823 4508906, 419790 4509244)"
24216,24126,0.2156091767003875,24216_24126,1246,0,1,31,,"LINESTRING (419683 4509048, 419418 4508824)"
24217,24245,0.23580013109454398,24217_24245,1012,0,2,42,,"LINESTRING (415102.9267 4513628.353, 415471 4513536)"
24230,24263,0.2405571341118299,24230_24263,1330,0,2,42,,"LINESTRING (420324 4508556, 420704 4508482)"
24230,24265,0.2131453408367557,24230_24265,1330,0,3,33,,"LINESTRING (420324 4508556, 420667 4508552)"
24235,24205,0.14536669556959017,24235_24205,1247,0,3,33,0201_014.7,"LINESTRING (420315 4508582, 420084 4508619)"
24241,24213,0.23324664003944318,24241_24213,1011,0,3,34,,"LINESTRING (415322 4513642, 414965 4513758)"
24241,24243,0.18752283859417956,24241_24243,978,0,2,41,,"LINESTRING (415322 4513642, 415122 4513868)"
24243,24217,0.14938099819663636,24243_24217,978,0,2,31,,"LINESTRING (415122 4513868, 415102.9267 4513628.353)"
24245,24264,0.2883229759867462,24245_24264,1012,0,3,34,0080_114.3,"LINESTRING (415471 4513536, 415879 4513315)"
24250,24337,0.4249776158532193,24250_24337,1216,0,4,34,0215_019.5,"LINESTRING (419790 4509244, 419872 4509923)"
24252,24163,0.3188471739294734,24252_24163,1246,0,4,34,,"LINESTRING (419762 4509277, 419671 4508772)"
24252,24216,0.15052361773652567,24252_24216,1246,0,1,31,,"LINESTRING (419762 4509277, 419683 4509048)"
24261,24207,0.2979545445540888,24261_24207,1247,0,1,31,0201_014.7,"LINESTRING (420534 4508600, 420057 4508649)"
24261,24235,0.13653950124073214,24261_24235,1247,0,1,41,,"LINESTRING (420534 4508600, 420315 4508582)"
24262,24303,0.16159992391574807,24262_24303,1056,0,2,31,,"LINESTRING (416720 4512451, 416810 4512695)"
24263,24314,0.24149345837745897,24263_24314,1331,0,2,41,,"LINESTRING (420704 4508482, 421087 4508548)"
24264,24284,0.24570244035535288,24264_24284,1012,0,2,31,,"LINESTRING (415879 4513315, 416229 4513131)"
24264,24288,0.24520221655413735,24264_24288,1012,0,3,34,,"LINESTRING (415879 4513315, 416237 4513149)"
