N,X,Y,TAZID,HOT_ZONEID,geometry
70,416157.0,4594497.0,0,0,POINT (416157 4594497)
71,416626.0,4594651.0,0,0,POINT (416626 4594651)
72,416251.0,4595226.0,0,0,POINT (416251 4595226)
73,417040.0,4594141.0,0,0,POINT (417040 4594141)
74,412499.0,4593754.0,0,0,POINT (412499 4593754)
75,413777.6195,4593642.009,0,0,POINT (413777.6195 4593642.009)
76,413700.0,4594125.0,0,0,POINT (413700 4594125)
77,414299.0342,4594030.861,0,0,POINT (414299.0342 4594030.861)
78,414620.0,4593694.0,0,0,POINT (414620 4593694)
79,414980.0,4594131.0,0,0,POINT (414980 4594131)
80,415034.0,4593602.0,0,0,POINT (415034 4593602)
81,416453.0,4593986.0,0,0,POINT (416453 4593986)
82,415554.0,4593842.0,0,0,POINT (415554 4593842)
83,413842.0,4593143.0,0,0,POINT (413842 4593143)
84,414636.0,4593168.0,0,0,POINT (414636 4593168)
85,415426.0,4593082.0,0,0,POINT (415426 4593082)
86,411629.0,4592277.0,0,0,POINT (411629 4592277)
87,412582.0,4592973.0,0,0,POINT (412582 4592973)
88,412995.4974,4592188.234,0,0,POINT (412995.4974 4592188.234)
89,413778.0,4591854.0,0,0,POINT (413778 4591854)
90,414378.572,4592599.18,0,0,POINT (414378.572 4592599.18)
91,414770.0,4591830.0,0,0,POINT (414770 4591830)
92,415223.0,4592634.0,0,0,POINT (415223 4592634)
93,412146.0,4591378.0,0,0,POINT (412146 4591378)
94,412672.0,4591221.0,0,0,POINT (412672 4591221)
95,413361.0,4591038.0,0,0,POINT (413361 4591038)
96,414480.0,4591310.0,0,0,POINT (414480 4591310)
97,409390.0,4590129.0,0,0,POINT (409390 4590129)
98,411138.0,4589410.0,0,0,POINT (411138 4589410)
99,411992.0,4590408.0,0,0,POINT (411992 4590408)
100,412526.0,4590153.0,0,0,POINT (412526 4590153)
101,413768.0,4590373.0,0,0,POINT (413768 4590373)
102,411952.0,4589313.0,0,0,POINT (411952 4589313)
103,412434.0,4589365.0,0,0,POINT (412434 4589365)
104,413027.0,4589940.0,0,0,POINT (413027 4589940)
105,413048.0,4588988.0,0,0,POINT (413048 4588988)
106,413598.0,4588889.0,0,0,POINT (413598 4588889)
107,411933.0,4588423.0,0,0,POINT (411933 4588423)
108,413066.0,4588347.0,0,0,POINT (413066 4588347)
109,410960.0,4588080.0,0,0,POINT (410960 4588080)
110,412448.0,4588415.0,0,0,POINT (412448 4588415)
111,411915.0,4587585.0,0,0,POINT (411915 4587585)
112,412469.0,4587488.0,0,0,POINT (412469 4587488)
113,413277.0,4587856.0,0,0,POINT (413277 4587856)
114,413692.0,4587334.0,0,0,POINT (413692 4587334)
115,412069.0,4586391.0,0,0,POINT (412069 4586391)
116,412516.0,4586538.0,0,0,POINT (412516 4586538)
117,413148.0,4586536.0,0,0,POINT (413148 4586536)
118,413646.0,4586386.0,0,0,POINT (413646 4586386)
119,411885.0,4585699.0,0,0,POINT (411885 4585699)
120,412565.0,4585668.0,0,0,POINT (412565 4585668)
121,413209.0,4585666.0,0,0,POINT (413209 4585666)
122,413745.0,4585632.0,0,0,POINT (413745 4585632)
123,412246.0,4584236.0,0,0,POINT (412246 4584236)
124,412609.0,4584800.0,0,0,POINT (412609 4584800)
125,413192.0,4584776.0,0,0,POINT (413192 4584776)
126,413707.0,4584622.0,0,0,POINT (413707 4584622)
127,412699.0,4584041.0,0,0,POINT (412699 4584041)
128,413176.9106,4584006.269,0,0,POINT (413176.9106 4584006.269)
129,413144.0,4582953.0,0,0,POINT (413144 4582953)
130,413864.0,4583799.0,0,0,POINT (413864 4583799)
131,413786.5338,4583187.349,0,0,POINT (413786.5338 4583187.349)
132,414005.0,4581534.0,0,0,POINT (414005 4581534)
133,413231.0,4581282.0,0,0,POINT (413231 4581282)
134,411291.0,4579368.0,0,0,POINT (411291 4579368)
135,412531.0,4580763.0,0,0,POINT (412531 4580763)
136,414267.1994,4580257.381,0,0,POINT (414267.1994 4580257.381)
137,412464.0,4579253.0,0,0,POINT (412464 4579253)
138,413070.0,4579319.0,0,0,POINT (413070 4579319)
139,413592.0,4578358.0,0,0,POINT (413592 4578358)
140,410420.0,4577479.0,0,0,POINT (410420 4577479)
141,412321.0,4577786.0,0,0,POINT (412321 4577786)
142,411817.0,4577154.0,0,0,POINT (411817 4577154)
143,413225.0,4578243.0,0,0,POINT (413225 4578243)
144,408792.0,4581059.0,0,0,POINT (408792 4581059)
145,415360.0,4600848.0,0,0,POINT (415360 4600848)
146,417667.0078,4598423.602,0,0,POINT (417667.0078 4598423.602)
147,422711.9068,4597901.775,0,0,POINT (422711.9068 4597901.775)
148,419954.0336,4596559.318,0,0,POINT (419954.0336 4596559.318)
149,418571.9219,4596134.666,0,0,POINT (418571.9219 4596134.666)
150,422726.4987,4594852.063,0,0,POINT (422726.4987 4594852.063)
151,421180.0,4590111.0,0,0,POINT (421180 4590111)
152,416553.0,4584668.0,0,0,POINT (416553 4584668)
153,415598.0,4578959.0,0,0,POINT (415598 4578959)
154,397282.0177,4562895.048,0,0,POINT (397282.0177 4562895.048)
155,405178.0,4573206.0,0,0,POINT (405178 4573206)
156,401807.0,4573071.0,0,0,POINT (401807 4573071)
157,405145.0,4570485.0,0,0,POINT (405145 4570485)
158,406724.1785,4571398.238,0,0,POINT (406724.1785 4571398.238)
159,398851.0,4570362.0,0,0,POINT (398851 4570362)
160,402758.0,4570207.0,0,0,POINT (402758 4570207)
161,408925.0,4569804.0,0,0,POINT (408925 4569804)
162,406660.0,4568783.0,0,0,POINT (406660 4568783)
163,408246.0,4569551.0,0,0,POINT (408246 4569551)
164,409968.7309,4569554.15,0,0,POINT (409968.7309 4569554.15)
165,398201.0,4567430.0,0,0,POINT (398201 4567430)
166,405367.8041,4568092.69,0,0,POINT (405367.8041 4568092.69)
167,407922.0,4568516.0,0,0,POINT (407922 4568516)
168,408892.0,4568448.0,0,0,POINT (408892 4568448)
169,410013.0,4568479.0,0,0,POINT (410013 4568479)
170,401910.0,4567791.0,0,0,POINT (401910 4567791)
171,403523.0,4567773.0,0,0,POINT (403523 4567773)
172,409813.0,4567211.0,0,0,POINT (409813 4567211)
173,411090.8416,4567309.928,0,0,POINT (411090.8416 4567309.928)
174,407578.0,4567217.0,0,0,POINT (407578 4567217)
175,408876.0,4567211.0,0,0,POINT (408876 4567211)
176,412021.5845,4566901.097,0,0,POINT (412021.5845 4566901.097)
177,401883.0,4566361.0,0,0,POINT (401883 4566361)
178,403501.0,4566339.0,0,0,POINT (403501 4566339)
179,405171.0,4566353.0,0,0,POINT (405171 4566353)
180,406801.0,4566208.0,0,0,POINT (406801 4566208)
181,407968.0686,4565952.957,0,0,POINT (407968.0686 4565952.957)
182,408829.0,4565979.0,0,0,POINT (408829 4565979)
183,406637.0,4565114.0,0,0,POINT (406637 4565114)
184,410004.0,4565917.0,0,0,POINT (410004 4565917)
185,411407.0,4565959.0,0,0,POINT (411407 4565959)
186,412478.0,4566060.0,0,0,POINT (412478 4566060)
187,401999.0,4564679.0,0,0,POINT (401999 4564679)
188,404185.0,4564184.0,0,0,POINT (404185 4564184)
189,408001.0,4564573.0,0,0,POINT (408001 4564573)
190,408809.0,4564559.0,0,0,POINT (408809 4564559)
191,409999.5168,4564947.073,0,0,POINT (409999.5168 4564947.073)
192,406099.0,4563150.0,0,0,POINT (406099 4563150)
193,409991.0,4564153.0,0,0,POINT (409991 4564153)
194,402982.0,4561990.0,0,0,POINT (402982 4561990)
195,407973.0,4562935.0,0,0,POINT (407973 4562935)
196,408781.0,4562913.0,0,0,POINT (408781 4562913)
197,409981.0,4563269.0,0,0,POINT (409981 4563269)
198,410001.0,4562562.0,0,0,POINT (410001 4562562)
199,407751.0,4575282.0,0,0,POINT (407751 4575282)
200,409422.1641,4575821.151,0,0,POINT (409422.1641 4575821.151)
201,410580.0,4575780.0,0,0,POINT (410580 4575780)
202,411323.0,4575440.0,0,0,POINT (411323 4575440)
203,408702.0,4573738.0,0,0,POINT (408702 4573738)
204,410113.0,4574014.0,0,0,POINT (410113 4574014)
205,411331.0,4574590.0,0,0,POINT (411331 4574590)
206,411964.0,4574286.0,0,0,POINT (411964 4574286)
207,406884.0,4573703.0,0,0,POINT (406884 4573703)
208,410581.0,4573555.0,0,0,POINT (410581 4573555)
209,411714.0,4573570.0,0,0,POINT (411714 4573570)
210,406853.0,4572709.0,0,0,POINT (406853 4572709)
211,408274.2243,4572836.508,0,0,POINT (408274.2243 4572836.508)
212,408893.0,4572790.0,0,0,POINT (408893 4572790)
213,409966.0,4572786.0,0,0,POINT (409966 4572786)
214,411646.4029,4572637.658,0,0,POINT (411646.4029 4572637.658)
215,408092.0,4571707.0,0,0,POINT (408092 4571707)
216,408801.0,4572195.0,0,0,POINT (408801 4572195)
217,409859.0,4572168.0,0,0,POINT (409859 4572168)
218,411701.8695,4572145.392,0,0,POINT (411701.8695 4572145.392)
219,408766.0,4571472.0,0,0,POINT (408766 4571472)
220,409587.2057,4571562.993,0,0,POINT (409587.2057 4571562.993)
221,411575.0,4571400.0,0,0,POINT (411575 4571400)
222,407883.0,4570310.0,0,0,POINT (407883 4570310)
223,408995.0,4570823.0,0,0,POINT (408995 4570823)
224,412828.0,4575753.0,0,0,POINT (412828 4575753)
225,413529.6581,4575458.727,0,0,POINT (413529.6581 4575458.727)
226,413073.2595,4574195.816,0,0,POINT (413073.2595 4574195.816)
227,413542.1621,4574158.303,0,0,POINT (413542.1621 4574158.303)
228,412943.0,4572820.0,0,0,POINT (412943 4572820)
229,413746.0,4572794.0,0,0,POINT (413746 4572794)
230,414446.0,4572726.0,0,0,POINT (414446 4572726)
231,415480.2929,4572539.026,0,0,POINT (415480.2929 4572539.026)
232,412948.2188,4572076.376,0,0,POINT (412948.2188 4572076.376)
233,413764.0,4571889.0,0,0,POINT (413764 4571889)
234,414788.0,4571649.0,0,0,POINT (414788 4571649)
235,413227.0,4570831.0,0,0,POINT (413227 4570831)
236,414881.7931,4570636.89,0,0,POINT (414881.7931 4570636.89)
237,414484.0,4570086.0,0,0,POINT (414484 4570086)
238,413441.0,4570149.0,0,0,POINT (413441 4570149)
239,416743.2038,4577665.695,0,0,POINT (416743.2038 4577665.695)
240,417709.0,4577634.0,0,0,POINT (417709 4577634)
241,414996.0,4576869.0,0,0,POINT (414996 4576869)
242,416486.8704,4576921.703,0,0,POINT (416486.8704 4576921.703)
243,417785.0,4576920.0,0,0,POINT (417785 4576920)
244,413936.0403,4575771.328,0,0,POINT (413936.0403 4575771.328)
245,415055.1545,4575214.897,0,0,POINT (415055.1545 4575214.897)
246,415260.0,4575922.0,0,0,POINT (415260 4575922)
247,416183.0,4575847.0,0,0,POINT (416183 4575847)
248,417115.0,4576111.0,0,0,POINT (417115 4576111)
249,417843.0,4575893.0,0,0,POINT (417843 4575893)
250,416895.0,4575212.0,0,0,POINT (416895 4575212)
251,417574.7244,4575064.848,0,0,POINT (417574.7244 4575064.848)
252,414588.0,4574089.0,0,0,POINT (414588 4574089)
253,415736.6263,4574302.1,0,0,POINT (415736.6263 4574302.1)
254,416472.0,4574117.0,0,0,POINT (416472 4574117)
255,417399.6675,4573589.368,0,0,POINT (417399.6675 4573589.368)
256,417555.0,4574343.0,0,0,POINT (417555 4574343)
257,415974.2036,4572614.051,0,0,POINT (415974.2036 4572614.051)
258,416469.0,4573151.0,0,0,POINT (416469 4573151)
259,417293.3829,4573095.458,0,0,POINT (417293.3829 4573095.458)
260,419081.0,4576585.0,0,0,POINT (419081 4576585)
261,420166.4328,4576494.104,0,0,POINT (420166.4328 4576494.104)
262,421292.1834,4575294.012,0,0,POINT (421292.1834 4575294.012)
263,418613.0,4575539.0,0,0,POINT (418613 4575539)
264,419451.0,4575290.0,0,0,POINT (419451 4575290)
265,420335.0,4574989.0,0,0,POINT (420335 4574989)
266,418562.0,4574356.0,0,0,POINT (418562 4574356)
267,418480.0,4574743.0,0,0,POINT (418480 4574743)
268,420929.0,4574680.0,0,0,POINT (420929 4574680)
269,418399.0,4573868.0,0,0,POINT (418399 4573868)
270,418348.0,4573360.0,0,0,POINT (418348 4573360)
271,419439.0,4573511.0,0,0,POINT (419439 4573511)
272,419497.3547,4574139.94,0,0,POINT (419497.3547 4574139.94)
273,420284.0,4574042.0,0,0,POINT (420284 4574042)
274,421176.0399,4573884.827,0,0,POINT (421176.0399 4573884.827)
275,421901.83707,4573830.51808,0,0,POINT (421901.83707 4573830.51808)
276,418439.0,4572450.0,0,0,POINT (418439 4572450)
277,418450.0,4573065.0,0,0,POINT (418450 4573065)
278,419319.0,4572623.0,0,0,POINT (419319 4572623)
279,420047.0,4572543.0,0,0,POINT (420047 4572543)
280,420302.0,4573390.0,0,0,POINT (420302 4573390)
281,420862.0192,4572702.151,0,0,POINT (420862.0192 4572702.151)
282,418390.6357,4571229.925,0,0,POINT (418390.6357 4571229.925)
283,419262.0,4571683.0,0,0,POINT (419262 4571683)
284,420107.0,4571624.0,0,0,POINT (420107 4571624)
285,420947.6612,4571356.349,0,0,POINT (420947.6612 4571356.349)
286,419274.0,4571077.0,0,0,POINT (419274 4571077)
287,420193.196,4571054.562,0,0,POINT (420193.196 4571054.562)
288,417262.1227,4572489.01,0,0,POINT (417262.1227 4572489.01)
289,416714.0426,4571151.33,0,0,POINT (416714.0426 4571151.33)
290,416093.0,4571209.0,0,0,POINT (416093 4571209)
291,417095.0,4571578.0,0,0,POINT (417095 4571578)
292,417468.0,4569580.0,0,0,POINT (417468 4569580)
293,418292.0,4570372.0,0,0,POINT (418292 4570372)
294,418482.0899,4569414.97,0,0,POINT (418482.0899 4569414.97)
295,410292.0,4571024.0,0,0,POINT (410292 4571024)
296,409902.0,4570431.0,0,0,POINT (409902 4570431)
297,411529.0,4569262.0,0,0,POINT (411529 4569262)
298,411571.0,4570423.0,0,0,POINT (411571 4570423)
299,412741.0,4569787.0,0,0,POINT (412741 4569787)
300,414610.0,4569349.0,0,0,POINT (414610 4569349)
301,415326.0,4569350.0,0,0,POINT (415326 4569350)
302,412839.0,4568775.0,0,0,POINT (412839 4568775)
303,413799.0,4568554.0,0,0,POINT (413799 4568554)
304,414805.0,4568523.0,0,0,POINT (414805 4568523)
305,411829.0,4567859.0,0,0,POINT (411829 4567859)
306,412962.0,4567435.0,0,0,POINT (412962 4567435)
307,413733.1136,4567338.841,0,0,POINT (413733.1136 4567338.841)
308,414514.2708,4566979.472,0,0,POINT (414514.2708 4566979.472)
309,414987.4998,4567522.066,0,0,POINT (414987.4998 4567522.066)
310,414562.0,4566012.0,0,0,POINT (414562 4566012)
311,415791.0,4565897.0,0,0,POINT (415791 4565897)
312,416100.9437,4570319.77,0,0,POINT (416100.9437 4570319.77)
313,419202.1956,4570434.677,0,0,POINT (419202.1956 4570434.677)
314,420159.0,4570413.0,0,0,POINT (420159 4570413)
315,416280.0,4569315.0,0,0,POINT (416280 4569315)
316,419185.0,4569362.0,0,0,POINT (419185 4569362)
317,419888.0,4569399.0,0,0,POINT (419888 4569399)
318,420624.0,4569292.0,0,0,POINT (420624 4569292)
319,416544.9119,4568501.615,0,0,POINT (416544.9119 4568501.615)
320,420289.5686,4568562.663,0,0,POINT (420289.5686 4568562.663)
321,417594.0,4568429.0,0,0,POINT (417594 4568429)
322,418344.0,4568350.0,0,0,POINT (418344 4568350)
323,418647.0,4568539.0,0,0,POINT (418647 4568539)
324,419275.0,4568401.0,0,0,POINT (419275 4568401)
325,420872.4682,4567803.424,0,0,POINT (420872.4682 4567803.424)
326,416002.2841,4567204.946,0,0,POINT (416002.2841 4567204.946)
327,417591.0,4567599.0,0,0,POINT (417591 4567599)
328,418415.0,4567577.0,0,0,POINT (418415 4567577)
329,419364.0,4567637.0,0,0,POINT (419364 4567637)
330,420289.0,4567571.0,0,0,POINT (420289 4567571)
331,420838.18,4566960.913,0,0,POINT (420838.18 4566960.913)
332,421285.0,4567406.0,0,0,POINT (421285 4567406)
333,417564.0,4566824.0,0,0,POINT (417564 4566824)
334,418393.9202,4566691.506,0,0,POINT (418393.9202 4566691.506)
335,419092.0,4566758.0,0,0,POINT (419092 4566758)
336,419706.0,4566637.0,0,0,POINT (419706 4566637)
337,420367.9417,4566911.93,0,0,POINT (420367.9417 4566911.93)
338,421557.0,4566284.0,0,0,POINT (421557 4566284)
339,416739.0,4565895.0,0,0,POINT (416739 4565895)
340,417542.4359,4565902.999,0,0,POINT (417542.4359 4565902.999)
341,418129.0,4565919.0,0,0,POINT (418129 4565919)
342,418395.6837,4565861.006,0,0,POINT (418395.6837 4565861.006)
343,418593.9471,4565812.253,0,0,POINT (418593.9471 4565812.253)
344,418955.0,4565991.0,0,0,POINT (418955 4565991)
345,419353.0,4565914.0,0,0,POINT (419353 4565914)
346,419892.0,4565978.0,0,0,POINT (419892 4565978)
347,420451.2131,4565780.419,0,0,POINT (420451.2131 4565780.419)
348,421145.7943,4565274.913,0,0,POINT (421145.7943 4565274.913)
349,420972.0,4566076.0,0,0,POINT (420972 4566076)
350,421078.0,4565681.0,0,0,POINT (421078 4565681)
351,416675.0,4565066.0,0,0,POINT (416675 4565066)
352,417536.0,4565292.0,0,0,POINT (417536 4565292)
353,417809.214,4564971.616,0,0,POINT (417809.214 4564971.616)
354,418107.0,4565051.0,0,0,POINT (418107 4565051)
355,418109.0,4565362.0,0,0,POINT (418109 4565362)
356,418369.6819,4565048.451,0,0,POINT (418369.6819 4565048.451)
357,418372.9322,4565331.22,0,0,POINT (418372.9322 4565331.22)
358,418573.0,4565007.0,0,0,POINT (418573 4565007)
359,418577.0,4565316.0,0,0,POINT (418577 4565316)
360,419159.0,4565135.0,0,0,POINT (419159 4565135)
361,420133.0,4565061.0,0,0,POINT (420133 4565061)
362,420923.4907,4564697.598,0,0,POINT (420923.4907 4564697.598)
363,421760.0,4564612.0,0,0,POINT (421760 4564612)
364,414687.4425,4563848.34,0,0,POINT (414687.4425 4563848.34)
365,415935.0,4564149.0,0,0,POINT (415935 4564149)
366,416880.0,4564419.0,0,0,POINT (416880 4564419)
367,417392.0,4564451.0,0,0,POINT (417392 4564451)
368,417823.0,4564455.0,0,0,POINT (417823 4564455)
369,418088.0,4564184.0,0,0,POINT (418088 4564184)
370,418091.4437,4564596.761,0,0,POINT (418091.4437 4564596.761)
371,418308.1971,4564182.862,0,0,POINT (418308.1971 4564182.862)
372,418303.2652,4564574.167,0,0,POINT (418303.2652 4564574.167)
373,418553.5856,4564170.592,0,0,POINT (418553.5856 4564170.592)
374,418546.1537,4564557.221,0,0,POINT (418546.1537 4564557.221)
375,418784.0,4564171.0,0,0,POINT (418784 4564171)
376,418789.0423,4564599.586,0,0,POINT (418789.0423 4564599.586)
377,419222.0,4564155.0,0,0,POINT (419222 4564155)
378,419223.0,4564613.0,0,0,POINT (419223 4564613)
379,420071.0,4564131.0,0,0,POINT (420071 4564131)
380,420088.0,4564594.0,0,0,POINT (420088 4564594)
381,420992.0,4564104.0,0,0,POINT (420992 4564104)
382,421800.0,4564083.0,0,0,POINT (421800 4564083)
383,414411.3038,4563169.694,0,0,POINT (414411.3038 4563169.694)
384,415160.0,4563343.0,0,0,POINT (415160 4563343)
385,415361.4082,4562851.432,0,0,POINT (415361.4082 4562851.432)
386,415823.0,4563175.0,0,0,POINT (415823 4563175)
387,416620.4134,4563534.759,0,0,POINT (416620.4134 4563534.759)
388,417332.0,4563080.0,0,0,POINT (417332 4563080)
389,418050.0,4563256.0,0,0,POINT (418050 4563256)
390,418070.1702,4563728.893,0,0,POINT (418070.1702 4563728.893)
391,418286.0,4563252.0,0,0,POINT (418286 4563252)
392,418300.8354,4563721.531,0,0,POINT (418300.8354 4563721.531)
393,418515.0,4563247.0,0,0,POINT (418515 4563247)
394,418533.9545,4563706.808,0,0,POINT (418533.9545 4563706.808)
395,418750.0,4563240.0,0,0,POINT (418750 4563240)
396,418758.0,4563711.0,0,0,POINT (418758 4563711)
397,419198.0,4563223.0,0,0,POINT (419198 4563223)
398,419214.0,4563692.0,0,0,POINT (419214 4563692)
399,420042.0,4563205.0,0,0,POINT (420042 4563205)
400,420055.0,4563670.0,0,0,POINT (420055 4563670)
401,420969.0,4563173.0,0,0,POINT (420969 4563173)
402,420982.0,4563635.0,0,0,POINT (420982 4563635)
403,421765.0,4563014.0,0,0,POINT (421765 4563014)
404,421763.0,4563622.0,0,0,POINT (421763 4563622)
405,414865.2946,4561962.172,0,0,POINT (414865.2946 4561962.172)
406,414476.8282,4562182.147,0,0,POINT (414476.8282 4562182.147)
407,414437.0,4562502.0,0,0,POINT (414437 4562502)
408,416296.0,4562300.0,0,0,POINT (416296 4562300)
409,417738.0,4562924.0,0,0,POINT (417738 4562924)
410,418188.9383,4562426.861,0,0,POINT (418188.9383 4562426.861)
411,418187.9567,4562791.509,0,0,POINT (418187.9567 4562791.509)
412,418679.7153,4562434.714,0,0,POINT (418679.7153 4562434.714)
413,418504.0,4562781.0,0,0,POINT (418504 4562781)
414,418740.0808,4562774.332,0,0,POINT (418740.0808 4562774.332)
415,419211.0,4562284.0,0,0,POINT (419211 4562284)
416,419196.0,4562759.0,0,0,POINT (419196 4562759)
417,420127.0,4562311.0,0,0,POINT (420127 4562311)
418,420027.0,4562737.0,0,0,POINT (420027 4562737)
419,420789.0,4562261.0,0,0,POINT (420789 4562261)
420,420965.0,4562828.0,0,0,POINT (420965 4562828)
421,421652.0,4562163.0,0,0,POINT (421652 4562163)
422,415285.0,4561080.0,0,0,POINT (415285 4561080)
423,417711.903,4561979.273,0,0,POINT (417711.903 4561979.273)
424,417670.0,4561503.0,0,0,POINT (417670 4561503)
425,418197.7142,4561488.148,0,0,POINT (418197.7142 4561488.148)
426,418208.0865,4561999.849,0,0,POINT (418208.0865 4561999.849)
427,418481.2239,4561495.063,0,0,POINT (418481.2239 4561495.063)
428,418490.0,4562125.0,0,0,POINT (418490 4562125)
429,418722.0,4561966.0,0,0,POINT (418722 4561966)
430,419034.4136,4561661.02,0,0,POINT (419034.4136 4561661.02)
431,419502.0,4561612.0,0,0,POINT (419502 4561612)
432,420099.0,4561658.0,0,0,POINT (420099 4561658)
433,420836.0,4561573.0,0,0,POINT (420836 4561573)
434,417385.0,4560925.0,0,0,POINT (417385 4560925)
435,418705.0,4561393.0,0,0,POINT (418705 4561393)
436,419909.1448,4560803.576,0,0,POINT (419909.1448 4560803.576)
437,420846.1098,4560475.119,0,0,POINT (420846.1098 4560475.119)
438,421679.0,4560083.0,0,0,POINT (421679 4560083)
439,420229.0,4560256.0,0,0,POINT (420229 4560256)
440,420121.8652,4559573.34,0,0,POINT (420121.8652 4559573.34)
441,421149.6194,4559326.313,0,0,POINT (421149.6194 4559326.313)
442,420126.1127,4558826.153,0,0,POINT (420126.1127 4558826.153)
443,420871.0,4558409.0,0,0,POINT (420871 4558409)
444,421533.8836,4558353.454,0,0,POINT (421533.8836 4558353.454)
445,422242.0,4558363.0,0,0,POINT (422242 4558363)
446,421786.0,4557374.0,0,0,POINT (421786 4557374)
447,413239.379,4565631.112,0,0,POINT (413239.379 4565631.112)
448,414585.0,4565157.0,0,0,POINT (414585 4565157)
449,411653.0,4564931.0,0,0,POINT (411653 4564931)
450,413462.6737,4565035.255,0,0,POINT (413462.6737 4565035.255)
451,415494.0,4565100.0,0,0,POINT (415494 4565100)
452,411619.0,4564039.0,0,0,POINT (411619 4564039)
453,413228.0,4564055.0,0,0,POINT (413228 4564055)
454,414629.0,4564338.0,0,0,POINT (414629 4564338)
455,415502.0,4564363.0,0,0,POINT (415502 4564363)
456,411670.0,4563289.0,0,0,POINT (411670 4563289)
457,413239.0,4563289.0,0,0,POINT (413239 4563289)
458,411606.0,4562523.0,0,0,POINT (411606 4562523)
