N,STOP,X,Y,TAZID,geometry
67421,1,439380.5328,4458629.972,2848,"POLYGON ((440024.2704 4458629.972, 440021.1706275046 4458566.874681326, 440011.9011625221 4458504.385024322, 439996.55127506744 4458443.104838547, 439975.2687929479 4458383.62428569, 439948.25867810054 4458326.516195988, 439915.7810526966 4458272.330551565, 439878.1486940226 4458221.589189797, 439835.72402226477 4458174.780777736, 439788.91561020364 4458132.356105978, 439738.1742484355 4458094.723747304, 439683.9886040122 4458062.246121899, 439626.88051431044 4458035.2360070525, 439567.3999614525 4458013.953524932, 439506.11977567786 4457998.603637478, 439443.6301186746 4457989.334172496, 439380.5328 4457986.2344, 439317.4354813254 4457989.334172496, 439254.9458243221 4457998.603637478, 439193.66563854745 4458013.953524932, 439134.18508568953 4458035.2360070525, 439077.0769959878 4458062.246121899, 439022.8913515645 4458094.723747304, 438972.14998979634 4458132.356105978, 438925.3415777352 4458174.780777736, 438882.91690597736 4458221.589189797, 438845.2845473034 4458272.330551565, 438812.80692189944 4458326.516195988, 438785.79680705204 4458383.62428569, 438764.51432493253 4458443.104838547, 438749.1644374779 4458504.385024322, 438739.8949724954 4458566.874681326, 438736.7952 4458629.972, 438739.8949724954 4458693.0693186745, 438749.1644374779 4458755.558975678, 438764.51432493253 4458816.839161453, 438785.79680705204 4458876.319714311, 438812.80692189944 4458933.427804012, 438845.2845473034 4458987.613448435, 438882.91690597736 4459038.354810203, 438925.3415777352 4459085.1632222645, 438972.14998979634 4459127.587894022, 439022.8913515645 4459165.220252696, 439077.0769959878 4459197.697878101, 439134.18508568953 4459224.707992948, 439193.66563854745 4459245.990475068, 439254.9458243221 4459261.340362522, 439317.4354813254 4459270.6098275045, 439380.5328 4459273.7096, 439443.6301186746 4459270.6098275045, 439506.11977567786 4459261.340362522, 439567.3999614525 4459245.990475068, 439626.88051431044 4459224.707992948, 439683.9886040122 4459197.697878101, 439738.1742484355 4459165.220252696, 439788.91561020364 4459127.587894022, 439835.72402226477 4459085.1632222645, 439878.1486940226 4459038.354810203, 439915.7810526966 4458987.613448435, 439948.25867810054 4458933.427804012, 439975.2687929479 4458876.319714311, 439996.55127506744 4458816.839161453, 440011.9011625221 4458755.558975678, 440021.1706275046 4458693.0693186745, 440024.2704 4458629.972))"
50029,1,438356.2813,4459074.432,2882,"POLYGON ((439000.01889999997 4459074.432, 438996.9191275046 4459011.334681326, 438987.6496625221 4458948.845024322, 438972.2997750674 4458887.564838547, 438951.0172929479 4458828.0842856895, 438924.0071781005 4458770.976195988, 438891.52955269656 4458716.790551565, 438853.8971940226 4458666.049189797, 438811.47252226475 4458619.240777736, 438764.6641102036 4458576.816105978, 438713.92274843546 4458539.183747304, 438659.73710401217 4458506.706121899, 438602.6290143104 4458479.696007052, 438543.1484614525 4458458.413524932, 438481.86827567784 4458443.063637478, 438419.3786186746 4458433.794172496, 438356.2813 4458430.6944, 438293.18398132536 4458433.794172496, 438230.6943243221 4458443.063637478, 438169.41413854744 4458458.413524932, 438109.9335856895 4458479.696007052, 438052.8254959878 4458506.706121899, 437998.6398515645 4458539.183747304, 437947.8984897963 4458576.816105978, 437901.0900777352 4458619.240777736, 437858.66540597734 4458666.049189797, 437821.0330473034 4458716.790551565, 437788.5554218994 4458770.976195988, 437761.54530705203 4458828.0842856895, 437740.2628249325 4458887.564838547, 437724.9129374779 4458948.845024322, 437715.6434724954 4459011.334681326, 437712.5437 4459074.432, 437715.6434724954 4459137.5293186745, 437724.9129374779 4459200.018975678, 437740.2628249325 4459261.299161453, 437761.54530705203 4459320.779714311, 437788.5554218994 4459377.887804012, 437821.0330473034 4459432.073448435, 437858.66540597734 4459482.814810203, 437901.0900777352 4459529.623222264, 437947.8984897963 4459572.047894022, 437998.6398515645 4459609.680252696, 438052.8254959878 4459642.157878101, 438109.9335856895 4459669.167992948, 438169.41413854744 4459690.450475068, 438230.6943243221 4459705.800362522, 438293.18398132536 4459715.069827504, 438356.2813 4459718.1696, 438419.3786186746 4459715.069827504, 438481.86827567784 4459705.800362522, 438543.1484614525 4459690.450475068, 438602.6290143104 4459669.167992948, 438659.73710401217 4459642.157878101, 438713.92274843546 4459609.680252696, 438764.6641102036 4459572.047894022, 438811.47252226475 4459529.623222264, 438853.8971940226 4459482.814810203, 438891.52955269656 4459432.073448435, 438924.0071781005 4459377.887804012, 438951.0172929479 4459320.779714311, 438972.2997750674 4459261.299161453, 438987.6496625221 4459200.018975678, 438996.9191275046 4459137.5293186745, 439000.01889999997 4459074.432))"
20869,1,396180.5806,4508543.74,906,"POLYGON ((396824.3182 4508543.74, 396821.2184275046 4508480.642681326, 396811.9489625221 4508418.153024322, 396796.59907506744 4508356.872838547, 396775.31659294793 4508297.39228569, 396748.30647810054 4508240.284195988, 396715.8288526966 4508186.098551565, 396678.1964940226 4508135.357189797, 396635.77182226477 4508088.548777736, 396588.96341020364 4508046.124105978, 396538.2220484355 4508008.491747304, 396484.0364040122 4507976.014121899, 396426.92831431044 4507949.004007053, 396367.4477614525 4507927.721524932, 396306.16757567786 4507912.3716374785, 396243.6779186746 4507903.102172496, 396180.5806 4507900.002400001, 396117.4832813254 4507903.102172496, 396054.9936243221 4507912.3716374785, 395993.71343854745 4507927.721524932, 395934.23288568953 4507949.004007053, 395877.1247959878 4507976.014121899, 395822.9391515645 4508008.491747304, 395772.19778979634 4508046.124105978, 395725.3893777352 4508088.548777736, 395682.96470597736 4508135.357189797, 395645.3323473034 4508186.098551565, 395612.85472189944 4508240.284195988, 395585.84460705204 4508297.39228569, 395564.56212493253 4508356.872838547, 395549.2122374779 4508418.153024322, 395539.9427724954 4508480.642681326, 395536.843 4508543.74, 395539.9427724954 4508606.837318675, 395549.2122374779 4508669.326975678, 395564.56212493253 4508730.607161453, 395585.84460705204 4508790.087714311, 395612.85472189944 4508847.195804012, 395645.3323473034 4508901.381448436, 395682.96470597736 4508952.122810204, 395725.3893777352 4508998.931222265, 395772.19778979634 4509041.355894023, 395822.9391515645 4509078.988252697, 395877.1247959878 4509111.465878101, 395934.23288568953 4509138.475992948, 395993.71343854745 4509159.758475068, 396054.9936243221 4509175.108362522, 396117.4832813254 4509184.377827505, 396180.5806 4509187.4776, 396243.6779186746 4509184.377827505, 396306.16757567786 4509175.108362522, 396367.4477614525 4509159.758475068, 396426.92831431044 4509138.475992948, 396484.0364040122 4509111.465878101, 396538.2220484355 4509078.988252697, 396588.96341020364 4509041.355894023, 396635.77182226477 4508998.931222265, 396678.1964940226 4508952.122810204, 396715.8288526966 4508901.381448436, 396748.30647810054 4508847.195804012, 396775.31659294793 4508790.087714311, 396796.59907506744 4508730.607161453, 396811.9489625221 4508669.326975678, 396821.2184275046 4508606.837318675, 396824.3182 4508543.74))"
25219,1,424059.0,4512091.0,1125,"POLYGON ((424702.7376 4512091, 424699.6378275046 4512027.902681326, 424690.3683625221 4511965.413024322, 424675.01847506745 4511904.132838547, 424653.73599294794 4511844.6522856895, 424626.72587810055 4511787.544195988, 424594.2482526966 4511733.358551565, 424556.61589402263 4511682.617189797, 424514.1912222648 4511635.808777736, 424467.38281020365 4511593.384105978, 424416.6414484355 4511555.751747304, 424362.4558040122 4511523.274121899, 424305.34771431045 4511496.264007052, 424245.86716145254 4511474.981524932, 424184.58697567787 4511459.631637478, 424122.0973186746 4511450.362172496, 424059 4511447.2624, 423995.9026813254 4511450.362172496, 423933.41302432213 4511459.631637478, 423872.13283854746 4511474.981524932, 423812.65228568955 4511496.264007052, 423755.5441959878 4511523.274121899, 423701.3585515645 4511555.751747304, 423650.61718979635 4511593.384105978, 423603.8087777352 4511635.808777736, 423561.38410597737 4511682.617189797, 423523.7517473034 4511733.358551565, 423491.27412189945 4511787.544195988, 423464.26400705206 4511844.6522856895, 423442.98152493255 4511904.132838547, 423427.6316374779 4511965.413024322, 423418.3621724954 4512027.902681326, 423415.2624 4512091, 423418.3621724954 4512154.097318674, 423427.6316374779 4512216.586975678, 423442.98152493255 4512277.867161453, 423464.26400705206 4512337.3477143105, 423491.27412189945 4512394.455804012, 423523.7517473034 4512448.641448435, 423561.38410597737 4512499.382810203, 423603.8087777352 4512546.191222264, 423650.61718979635 4512588.615894022, 423701.3585515645 4512626.248252696, 423755.5441959878 4512658.725878101, 423812.65228568955 4512685.735992948, 423872.13283854746 4512707.018475068, 423933.41302432213 4512722.368362522, 423995.9026813254 4512731.637827504, 424059 4512734.7376, 424122.0973186746 4512731.637827504, 424184.58697567787 4512722.368362522, 424245.86716145254 4512707.018475068, 424305.34771431045 4512685.735992948, 424362.4558040122 4512658.725878101, 424416.6414484355 4512626.248252696, 424467.38281020365 4512588.615894022, 424514.1912222648 4512546.191222264, 424556.61589402263 4512499.382810203, 424594.2482526966 4512448.641448435, 424626.72587810055 4512394.455804012, 424653.73599294794 4512337.3477143105, 424675.01847506745 4512277.867161453, 424690.3683625221 4512216.586975678, 424699.6378275046 4512154.097318674, 424702.7376 4512091))"
25297,1,424541.0,4512091.0,1134,"POLYGON ((425184.7376 4512091, 425181.6378275046 4512027.902681326, 425172.3683625221 4511965.413024322, 425157.01847506745 4511904.132838547, 425135.73599294794 4511844.6522856895, 425108.72587810055 4511787.544195988, 425076.2482526966 4511733.358551565, 425038.61589402263 4511682.617189797, 424996.1912222648 4511635.808777736, 424949.38281020365 4511593.384105978, 424898.6414484355 4511555.751747304, 424844.4558040122 4511523.274121899, 424787.34771431045 4511496.264007052, 424727.86716145254 4511474.981524932, 424666.58697567787 4511459.631637478, 424604.0973186746 4511450.362172496, 424541 4511447.2624, 424477.9026813254 4511450.362172496, 424415.41302432213 4511459.631637478, 424354.13283854746 4511474.981524932, 424294.65228568955 4511496.264007052, 424237.5441959878 4511523.274121899, 424183.3585515645 4511555.751747304, 424132.61718979635 4511593.384105978, 424085.8087777352 4511635.808777736, 424043.38410597737 4511682.617189797, 424005.7517473034 4511733.358551565, 423973.27412189945 4511787.544195988, 423946.26400705206 4511844.6522856895, 423924.98152493255 4511904.132838547, 423909.6316374779 4511965.413024322, 423900.3621724954 4512027.902681326, 423897.2624 4512091, 423900.3621724954 4512154.097318674, 423909.6316374779 4512216.586975678, 423924.98152493255 4512277.867161453, 423946.26400705206 4512337.3477143105, 423973.27412189945 4512394.455804012, 424005.7517473034 4512448.641448435, 424043.38410597737 4512499.382810203, 424085.8087777352 4512546.191222264, 424132.61718979635 4512588.615894022, 424183.3585515645 4512626.248252696, 424237.5441959878 4512658.725878101, 424294.65228568955 4512685.735992948, 424354.13283854746 4512707.018475068, 424415.41302432213 4512722.368362522, 424477.9026813254 4512731.637827504, 424541 4512734.7376, 424604.0973186746 4512731.637827504, 424666.58697567787 4512722.368362522, 424727.86716145254 4512707.018475068, 424787.34771431045 4512685.735992948, 424844.4558040122 4512658.725878101, 424898.6414484355 4512626.248252696, 424949.38281020365 4512588.615894022, 424996.1912222648 4512546.191222264, 425038.61589402263 4512499.382810203, 425076.2482526966 4512448.641448435, 425108.72587810055 4512394.455804012, 425135.73599294794 4512337.3477143105, 425157.01847506745 4512277.867161453, 425172.3683625221 4512216.586975678, 425181.6378275046 4512154.097318674, 425184.7376 4512091))"
25339,1,424778.0,4512091.0,1134,"POLYGON ((425421.7376 4512091, 425418.6378275046 4512027.902681326, 425409.3683625221 4511965.413024322, 425394.01847506745 4511904.132838547, 425372.73599294794 4511844.6522856895, 425345.72587810055 4511787.544195988, 425313.2482526966 4511733.358551565, 425275.61589402263 4511682.617189797, 425233.1912222648 4511635.808777736, 425186.38281020365 4511593.384105978, 425135.6414484355 4511555.751747304, 425081.4558040122 4511523.274121899, 425024.34771431045 4511496.264007052, 424964.86716145254 4511474.981524932, 424903.58697567787 4511459.631637478, 424841.0973186746 4511450.362172496, 424778 4511447.2624, 424714.9026813254 4511450.362172496, 424652.41302432213 4511459.631637478, 424591.13283854746 4511474.981524932, 424531.65228568955 4511496.264007052, 424474.5441959878 4511523.274121899, 424420.3585515645 4511555.751747304, 424369.61718979635 4511593.384105978, 424322.8087777352 4511635.808777736, 424280.38410597737 4511682.617189797, 424242.7517473034 4511733.358551565, 424210.27412189945 4511787.544195988, 424183.26400705206 4511844.6522856895, 424161.98152493255 4511904.132838547, 424146.6316374779 4511965.413024322, 424137.3621724954 4512027.902681326, 424134.2624 4512091, 424137.3621724954 4512154.097318674, 424146.6316374779 4512216.586975678, 424161.98152493255 4512277.867161453, 424183.26400705206 4512337.3477143105, 424210.27412189945 4512394.455804012, 424242.7517473034 4512448.641448435, 424280.38410597737 4512499.382810203, 424322.8087777352 4512546.191222264, 424369.61718979635 4512588.615894022, 424420.3585515645 4512626.248252696, 424474.5441959878 4512658.725878101, 424531.65228568955 4512685.735992948, 424591.13283854746 4512707.018475068, 424652.41302432213 4512722.368362522, 424714.9026813254 4512731.637827504, 424778 4512734.7376, 424841.0973186746 4512731.637827504, 424903.58697567787 4512722.368362522, 424964.86716145254 4512707.018475068, 425024.34771431045 4512685.735992948, 425081.4558040122 4512658.725878101, 425135.6414484355 4512626.248252696, 425186.38281020365 4512588.615894022, 425233.1912222648 4512546.191222264, 425275.61589402263 4512499.382810203, 425313.2482526966 4512448.641448435, 425345.72587810055 4512394.455804012, 425372.73599294794 4512337.3477143105, 425394.01847506745 4512277.867161453, 425409.3683625221 4512216.586975678, 425418.6378275046 4512154.097318674, 425421.7376 4512091))"
25391,1,425026.0,4512089.0,1142,"POLYGON ((425669.7376 4512089, 425666.6378275046 4512025.902681326, 425657.3683625221 4511963.413024322, 425642.01847506745 4511902.132838547, 425620.73599294794 4511842.6522856895, 425593.72587810055 4511785.544195988, 425561.2482526966 4511731.358551565, 425523.61589402263 4511680.617189797, 425481.1912222648 4511633.808777736, 425434.38281020365 4511591.384105978, 425383.6414484355 4511553.751747304, 425329.4558040122 4511521.274121899, 425272.34771431045 4511494.264007052, 425212.86716145254 4511472.981524932, 425151.58697567787 4511457.631637478, 425089.0973186746 4511448.362172496, 425026 4511445.2624, 424962.9026813254 4511448.362172496, 424900.41302432213 4511457.631637478, 424839.13283854746 4511472.981524932, 424779.65228568955 4511494.264007052, 424722.5441959878 4511521.274121899, 424668.3585515645 4511553.751747304, 424617.61718979635 4511591.384105978, 424570.8087777352 4511633.808777736, 424528.38410597737 4511680.617189797, 424490.7517473034 4511731.358551565, 424458.27412189945 4511785.544195988, 424431.26400705206 4511842.6522856895, 424409.98152493255 4511902.132838547, 424394.6316374779 4511963.413024322, 424385.3621724954 4512025.902681326, 424382.2624 4512089, 424385.3621724954 4512152.097318674, 424394.6316374779 4512214.586975678, 424409.98152493255 4512275.867161453, 424431.26400705206 4512335.3477143105, 424458.27412189945 4512392.455804012, 424490.7517473034 4512446.641448435, 424528.38410597737 4512497.382810203, 424570.8087777352 4512544.191222264, 424617.61718979635 4512586.615894022, 424668.3585515645 4512624.248252696, 424722.5441959878 4512656.725878101, 424779.65228568955 4512683.735992948, 424839.13283854746 4512705.018475068, 424900.41302432213 4512720.368362522, 424962.9026813254 4512729.637827504, 425026 4512732.7376, 425089.0973186746 4512729.637827504, 425151.58697567787 4512720.368362522, 425212.86716145254 4512705.018475068, 425272.34771431045 4512683.735992948, 425329.4558040122 4512656.725878101, 425383.6414484355 4512624.248252696, 425434.38281020365 4512586.615894022, 425481.1912222648 4512544.191222264, 425523.61589402263 4512497.382810203, 425561.2482526966 4512446.641448435, 425593.72587810055 4512392.455804012, 425620.73599294794 4512335.3477143105, 425642.01847506745 4512275.867161453, 425657.3683625221 4512214.586975678, 425666.6378275046 4512152.097318674, 425669.7376 4512089))"
25439,1,425028.0,4512325.0,1142,"POLYGON ((425671.7376 4512325, 425668.6378275046 4512261.902681326, 425659.3683625221 4512199.413024322, 425644.01847506745 4512138.132838547, 425622.73599294794 4512078.6522856895, 425595.72587810055 4512021.544195988, 425563.2482526966 4511967.358551565, 425525.61589402263 4511916.617189797, 425483.1912222648 4511869.808777736, 425436.38281020365 4511827.384105978, 425385.6414484355 4511789.751747304, 425331.4558040122 4511757.274121899, 425274.34771431045 4511730.264007052, 425214.86716145254 4511708.981524932, 425153.58697567787 4511693.631637478, 425091.0973186746 4511684.362172496, 425028 4511681.2624, 424964.9026813254 4511684.362172496, 424902.41302432213 4511693.631637478, 424841.13283854746 4511708.981524932, 424781.65228568955 4511730.264007052, 424724.5441959878 4511757.274121899, 424670.3585515645 4511789.751747304, 424619.61718979635 4511827.384105978, 424572.8087777352 4511869.808777736, 424530.38410597737 4511916.617189797, 424492.7517473034 4511967.358551565, 424460.27412189945 4512021.544195988, 424433.26400705206 4512078.6522856895, 424411.98152493255 4512138.132838547, 424396.6316374779 4512199.413024322, 424387.3621724954 4512261.902681326, 424384.2624 4512325, 424387.3621724954 4512388.097318674, 424396.6316374779 4512450.586975678, 424411.98152493255 4512511.867161453, 424433.26400705206 4512571.3477143105, 424460.27412189945 4512628.455804012, 424492.7517473034 4512682.641448435, 424530.38410597737 4512733.382810203, 424572.8087777352 4512780.191222264, 424619.61718979635 4512822.615894022, 424670.3585515645 4512860.248252696, 424724.5441959878 4512892.725878101, 424781.65228568955 4512919.735992948, 424841.13283854746 4512941.018475068, 424902.41302432213 4512956.368362522, 424964.9026813254 4512965.637827504, 425028 4512968.7376, 425091.0973186746 4512965.637827504, 425153.58697567787 4512956.368362522, 425214.86716145254 4512941.018475068, 425274.34771431045 4512919.735992948, 425331.4558040122 4512892.725878101, 425385.6414484355 4512860.248252696, 425436.38281020365 4512822.615894022, 425483.1912222648 4512780.191222264, 425525.61589402263 4512733.382810203, 425563.2482526966 4512682.641448435, 425595.72587810055 4512628.455804012, 425622.73599294794 4512571.3477143105, 425644.01847506745 4512511.867161453, 425659.3683625221 4512450.586975678, 425668.6378275046 4512388.097318674, 425671.7376 4512325))"
25490,1,425031.0,4512570.0,1082,"POLYGON ((425674.7376 4512570, 425671.6378275046 4512506.902681326, 425662.3683625221 4512444.413024322, 425647.01847506745 4512383.132838547, 425625.73599294794 4512323.6522856895, 425598.72587810055 4512266.544195988, 425566.2482526966 4512212.358551565, 425528.61589402263 4512161.617189797, 425486.1912222648 4512114.808777736, 425439.38281020365 4512072.384105978, 425388.6414484355 4512034.751747304, 425334.4558040122 4512002.274121899, 425277.34771431045 4511975.264007052, 425217.86716145254 4511953.981524932, 425156.58697567787 4511938.631637478, 425094.0973186746 4511929.362172496, 425031 4511926.2624, 424967.9026813254 4511929.362172496, 424905.41302432213 4511938.631637478, 424844.13283854746 4511953.981524932, 424784.65228568955 4511975.264007052, 424727.5441959878 4512002.274121899, 424673.3585515645 4512034.751747304, 424622.61718979635 4512072.384105978, 424575.8087777352 4512114.808777736, 424533.38410597737 4512161.617189797, 424495.7517473034 4512212.358551565, 424463.27412189945 4512266.544195988, 424436.26400705206 4512323.6522856895, 424414.98152493255 4512383.132838547, 424399.6316374779 4512444.413024322, 424390.3621724954 4512506.902681326, 424387.2624 4512570, 424390.3621724954 4512633.097318674, 424399.6316374779 4512695.586975678, 424414.98152493255 4512756.867161453, 424436.26400705206 4512816.3477143105, 424463.27412189945 4512873.455804012, 424495.7517473034 4512927.641448435, 424533.38410597737 4512978.382810203, 424575.8087777352 4513025.191222264, 424622.61718979635 4513067.615894022, 424673.3585515645 4513105.248252696, 424727.5441959878 4513137.725878101, 424784.65228568955 4513164.735992948, 424844.13283854746 4513186.018475068, 424905.41302432213 4513201.368362522, 424967.9026813254 4513210.637827504, 425031 4513213.7376, 425094.0973186746 4513210.637827504, 425156.58697567787 4513201.368362522, 425217.86716145254 4513186.018475068, 425277.34771431045 4513164.735992948, 425334.4558040122 4513137.725878101, 425388.6414484355 4513105.248252696, 425439.38281020365 4513067.615894022, 425486.1912222648 4513025.191222264, 425528.61589402263 4512978.382810203, 425566.2482526966 4512927.641448435, 425598.72587810055 4512873.455804012, 425625.73599294794 4512816.3477143105, 425647.01847506745 4512756.867161453, 425662.3683625221 4512695.586975678, 425671.6378275046 4512633.097318674, 425674.7376 4512570))"
25540,1,425034.0,4512807.0,1082,"POLYGON ((425677.7376 4512807, 425674.6378275046 4512743.902681326, 425665.3683625221 4512681.413024322, 425650.01847506745 4512620.132838547, 425628.73599294794 4512560.6522856895, 425601.72587810055 4512503.544195988, 425569.2482526966 4512449.358551565, 425531.61589402263 4512398.617189797, 425489.1912222648 4512351.808777736, 425442.38281020365 4512309.384105978, 425391.6414484355 4512271.751747304, 425337.4558040122 4512239.274121899, 425280.34771431045 4512212.264007052, 425220.86716145254 4512190.981524932, 425159.58697567787 4512175.631637478, 425097.0973186746 4512166.362172496, 425034 4512163.2624, 424970.9026813254 4512166.362172496, 424908.41302432213 4512175.631637478, 424847.13283854746 4512190.981524932, 424787.65228568955 4512212.264007052, 424730.5441959878 4512239.274121899, 424676.3585515645 4512271.751747304, 424625.61718979635 4512309.384105978, 424578.8087777352 4512351.808777736, 424536.38410597737 4512398.617189797, 424498.7517473034 4512449.358551565, 424466.27412189945 4512503.544195988, 424439.26400705206 4512560.6522856895, 424417.98152493255 4512620.132838547, 424402.6316374779 4512681.413024322, 424393.3621724954 4512743.902681326, 424390.2624 4512807, 424393.3621724954 4512870.097318674, 424402.6316374779 4512932.586975678, 424417.98152493255 4512993.867161453, 424439.26400705206 4513053.3477143105, 424466.27412189945 4513110.455804012, 424498.7517473034 4513164.641448435, 424536.38410597737 4513215.382810203, 424578.8087777352 4513262.191222264, 424625.61718979635 4513304.615894022, 424676.3585515645 4513342.248252696, 424730.5441959878 4513374.725878101, 424787.65228568955 4513401.735992948, 424847.13283854746 4513423.018475068, 424908.41302432213 4513438.368362522, 424970.9026813254 4513447.637827504, 425034 4513450.7376, 425097.0973186746 4513447.637827504, 425159.58697567787 4513438.368362522, 425220.86716145254 4513423.018475068, 425280.34771431045 4513401.735992948, 425337.4558040122 4513374.725878101, 425391.6414484355 4513342.248252696, 425442.38281020365 4513304.615894022, 425489.1912222648 4513262.191222264, 425531.61589402263 4513215.382810203, 425569.2482526966 4513164.641448435, 425601.72587810055 4513110.455804012, 425628.73599294794 4513053.3477143105, 425650.01847506745 4512993.867161453, 425665.3683625221 4512932.586975678, 425674.6378275046 4512870.097318674, 425677.7376 4512807))"
25586,1,425036.0,4513044.0,1083,"POLYGON ((425679.7376 4513044, 425676.6378275046 4512980.902681326, 425667.3683625221 4512918.413024322, 425652.01847506745 4512857.132838547, 425630.73599294794 4512797.6522856895, 425603.72587810055 4512740.544195988, 425571.2482526966 4512686.358551565, 425533.61589402263 4512635.617189797, 425491.1912222648 4512588.808777736, 425444.38281020365 4512546.384105978, 425393.6414484355 4512508.751747304, 425339.4558040122 4512476.274121899, 425282.34771431045 4512449.264007052, 425222.86716145254 4512427.981524932, 425161.58697567787 4512412.631637478, 425099.0973186746 4512403.362172496, 425036 4512400.2624, 424972.9026813254 4512403.362172496, 424910.41302432213 4512412.631637478, 424849.13283854746 4512427.981524932, 424789.65228568955 4512449.264007052, 424732.5441959878 4512476.274121899, 424678.3585515645 4512508.751747304, 424627.61718979635 4512546.384105978, 424580.8087777352 4512588.808777736, 424538.38410597737 4512635.617189797, 424500.7517473034 4512686.358551565, 424468.27412189945 4512740.544195988, 424441.26400705206 4512797.6522856895, 424419.98152493255 4512857.132838547, 424404.6316374779 4512918.413024322, 424395.3621724954 4512980.902681326, 424392.2624 4513044, 424395.3621724954 4513107.097318674, 424404.6316374779 4513169.586975678, 424419.98152493255 4513230.867161453, 424441.26400705206 4513290.3477143105, 424468.27412189945 4513347.455804012, 424500.7517473034 4513401.641448435, 424538.38410597737 4513452.382810203, 424580.8087777352 4513499.191222264, 424627.61718979635 4513541.615894022, 424678.3585515645 4513579.248252696, 424732.5441959878 4513611.725878101, 424789.65228568955 4513638.735992948, 424849.13283854746 4513660.018475068, 424910.41302432213 4513675.368362522, 424972.9026813254 4513684.637827504, 425036 4513687.7376, 425099.0973186746 4513684.637827504, 425161.58697567787 4513675.368362522, 425222.86716145254 4513660.018475068, 425282.34771431045 4513638.735992948, 425339.4558040122 4513611.725878101, 425393.6414484355 4513579.248252696, 425444.38281020365 4513541.615894022, 425491.1912222648 4513499.191222264, 425533.61589402263 4513452.382810203, 425571.2482526966 4513401.641448435, 425603.72587810055 4513347.455804012, 425630.73599294794 4513290.3477143105, 425652.01847506745 4513230.867161453, 425667.3683625221 4513169.586975678, 425676.6378275046 4513107.097318674, 425679.7376 4513044))"
25635,1,425039.0,4513292.0,1037,"POLYGON ((425682.7376 4513292, 425679.6378275046 4513228.902681326, 425670.3683625221 4513166.413024322, 425655.01847506745 4513105.132838547, 425633.73599294794 4513045.6522856895, 425606.72587810055 4512988.544195988, 425574.2482526966 4512934.358551565, 425536.61589402263 4512883.617189797, 425494.1912222648 4512836.808777736, 425447.38281020365 4512794.384105978, 425396.6414484355 4512756.751747304, 425342.4558040122 4512724.274121899, 425285.34771431045 4512697.264007052, 425225.86716145254 4512675.981524932, 425164.58697567787 4512660.631637478, 425102.0973186746 4512651.362172496, 425039 4512648.2624, 424975.9026813254 4512651.362172496, 424913.41302432213 4512660.631637478, 424852.13283854746 4512675.981524932, 424792.65228568955 4512697.264007052, 424735.5441959878 4512724.274121899, 424681.3585515645 4512756.751747304, 424630.61718979635 4512794.384105978, 424583.8087777352 4512836.808777736, 424541.38410597737 4512883.617189797, 424503.7517473034 4512934.358551565, 424471.27412189945 4512988.544195988, 424444.26400705206 4513045.6522856895, 424422.98152493255 4513105.132838547, 424407.6316374779 4513166.413024322, 424398.3621724954 4513228.902681326, 424395.2624 4513292, 424398.3621724954 4513355.097318674, 424407.6316374779 4513417.586975678, 424422.98152493255 4513478.867161453, 424444.26400705206 4513538.3477143105, 424471.27412189945 4513595.455804012, 424503.7517473034 4513649.641448435, 424541.38410597737 4513700.382810203, 424583.8087777352 4513747.191222264, 424630.61718979635 4513789.615894022, 424681.3585515645 4513827.248252696, 424735.5441959878 4513859.725878101, 424792.65228568955 4513886.735992948, 424852.13283854746 4513908.018475068, 424913.41302432213 4513923.368362522, 424975.9026813254 4513932.637827504, 425039 4513935.7376, 425102.0973186746 4513932.637827504, 425164.58697567787 4513923.368362522, 425225.86716145254 4513908.018475068, 425285.34771431045 4513886.735992948, 425342.4558040122 4513859.725878101, 425396.6414484355 4513827.248252696, 425447.38281020365 4513789.615894022, 425494.1912222648 4513747.191222264, 425536.61589402263 4513700.382810203, 425574.2482526966 4513649.641448435, 425606.72587810055 4513595.455804012, 425633.73599294794 4513538.3477143105, 425655.01847506745 4513478.867161453, 425670.3683625221 4513417.586975678, 425679.6378275046 4513355.097318674, 425682.7376 4513292))"
