A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,SEGID,geometry,index_right,OBJECTID,Name,EL_Zone,Shape_Leng,Shape_Area
24689,24626,0.26284360551900987,24689_24626,1453,315.0,3,31,0080_122.4,POINT (424381.49999999994 4507895),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24692,24712,0.05471256634068629,24692_24712,1253,,1,41,,POINT (423830.5 4508712),,,,,,
24693,24708,0.0373341093511621,24693_24708,1253,150.0,2,42,,POINT (423742.5 4508794.5),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24695,24634,0.23069336310098013,24695_24634,1252,250.0,2,31,,POINT (423569 4508752.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24698,24653,0.181467437012515,24698_24653,1252,250.0,4,34,,POINT (423598.5 4508777),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24699,24679,0.0387499517259718,24699_24679,1253,150.0,2,42,,POINT (423789.5 4508697),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24700,24656,0.1795863959851915,24700_24656,1252,250.0,1,38,,POINT (423607.5 4508778.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24701,24740,0.1790111947831465,24701_24740,1456,310.0,2,42,,POINT (424835.34990000003 4507828.658),2.0,10.0,I80,310.0,20747.947014,2034888.99837
24703,24668,0.09326595718653337,24703_24668,1057,,1,30,,POINT (419547 4512911.5),,,,,,
24704,24734,0.12934855239061016,24704_24734,1058,375.0,1,31,,POINT (419820.99999999994 4512831.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
24704,24748,0.12242935271526877,24704_24748,1058,375.0,1,31,,POINT (419864.5 4512821),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
24706,24739,0.14358551265725114,24706_24739,1252,150.0,1,38,,POINT (423623 4509060.5),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24708,24710,0.026223107417959152,24708_24710,1253,150.0,2,42,,POINT (423788 4508791.5),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24709,24745,0.14296435032956997,24709_24745,1253,150.0,4,34,,POINT (423631 4509060),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24710,24699,0.032602830035529856,24710_24699,1253,150.0,2,42,,POINT (423801.49999999994 4508753),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24711,24516,0.6555349095204656,24711_24516,965,320.0,2,31,0080_115.3,POINT (418635.26985000004 4513281.1245),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24712,24735,0.18612680727192712,24712_24735,1253,150.0,1,41,,POINT (423775 4508894.5),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24715,24760,0.19129603312830507,24715_24760,1057,305.0,2,31,,POINT (419632.5 4513123.5),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24718,24644,0.18852596287641601,24718_24644,1252,250.0,1,42,,POINT (423470.5 4508927),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24718,24671,0.11751996794057698,24718_24671,1252,250.0,1,31,,POINT (423543.5 4508963.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24719,24686,0.07302121140553315,24719_24686,1015,320.0,2,31,,POINT (419315.49999999994 4513228.5),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24732,24719,0.09678266853461687,24732_24719,1015,320.0,1,31,,POINT (419450 4513217),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24733,24761,0.0875452222874307,24733_24761,1058,305.0,1,31,,POINT (419816.5 4513013.5),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24734,24743,0.09442003578475844,24734_24743,1058,305.0,1,31,,POINT (419771.5 4513000.5),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24735,24783,0.26605276636124053,24735_24783,1253,150.0,1,31,,POINT (423692 4509245.5),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24737,24698,0.16777063889544783,24737_24698,1252,250.0,4,34,,POINT (423596 4509058),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24739,24866,0.6427349353011831,24739_24866,1226,150.0,1,38,0015_305.2,POINT (423634 4509693),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24740,24795,0.24539503357267792,24740_24795,1457,310.0,2,41,,POINT (425176 4507831.5),2.0,10.0,I80,310.0,20747.947014,2034888.99837
24741,24732,0.0829782743875096,24741_24732,1015,320.0,1,31,,POINT (419587.5 4513174),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24742,24700,0.1677717895817548,24742_24700,1252,250.0,1,38,,POINT (423605.5 4509058),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24743,24741,0.07294185487630551,24743_24741,1057,305.0,1,31,,POINT (419691 4513107),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24745,24867,0.6427184152740095,24745_24867,1226,150.0,4,34,0015_305.2,POINT (423641.5 4509692),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24748,24776,0.11275818056201287,24748_24776,1058,305.0,1,31,,POINT (419942.5 4512992.5),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24748,24794,0.1830520210113977,24748_24794,1058,,1,31,,POINT (420021 4512993.5),,,,,,
24749,24783,0.19388422581437254,24749_24783,1253,150.0,2,31,,POINT (423668 4509302),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24752,24805,0.263603423321639,24752_24805,1016,320.0,3,34,,POINT (419814 4513268.5),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24753,24687,0.23674627444024898,24753_24687,1455,315.0,3,33,,POINT (424797.5 4507872),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24753,24689,0.2458579626613512,24753_24689,1455,315.0,2,31,,POINT (424790.49999999994 4507882.5),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24755,24665,0.3045423788912632,24755_24665,1058,350.0,3,34,,POINT (419733.50000000006 4512873.5),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
24755,24703,0.14476384574041648,24755_24703,1057,305.0,1,30,,POINT (419685.5 4513021),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24756,24689,0.24118949166479428,24756_24689,1455,315.0,1,41,,POINT (424787.00000000006 4507899.5),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24760,24781,0.1038269033228798,24760_24781,1058,305.0,1,31,,POINT (419867.99999999994 4513151),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24760,24784,0.1648781850742553,24760_24784,1058,305.0,1,31,,POINT (419917 4513114),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24761,24805,0.24802192219939712,24761_24805,1016,320.0,1,31,,POINT (419852.49999999994 4513276.5),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24772,24674,0.2655123595137281,24772_24674,1058,375.0,1,31,,POINT (419805.50000000006 4512923),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
24773,24719,0.20348130871551703,24773_24719,1015,320.0,1,31,,POINT (419518.5 4513311),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24776,24825,0.18196993687066812,24776_24825,1058,305.0,1,31,,POINT (420123.5 4513126.5),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24781,24825,0.19223027044373617,24781_24825,1058,305.0,3,34,,POINT (420104.5 4513174.5),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24782,24695,0.38404052454188187,24782_24695,1252,250.0,2,31,,POINT (423572 4509247),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24782,24718,0.3097186265335977,24782_24718,1252,250.0,2,31,,POINT (423557.5 4509307),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24783,24827,0.22756583540122022,24783_24827,1226,150.0,2,31,0015_305.2,POINT (423672.5 4509641),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24784,24794,0.06154100177643384,24784_24794,1058,305.0,1,31,,POINT (420096.5 4513083),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24786,24612,0.6908929985681868,24786_24612,1015,320.0,3,34,,POINT (419388.5 4513174),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24794,24836,0.22260499422870367,24794_24836,1058,305.0,2,31,,POINT (420322 4513100.5),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24795,24868,0.41197434183924786,24795_24868,1459,310.0,4,33,0080_123.2,POINT (425704.5 4507843.5),2.0,10.0,I80,310.0,20747.947014,2034888.99837
24798,24753,0.23674627444024898,24798_24753,1458,315.0,4,33,,POINT (425178.5 4507870),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24798,24756,0.2421281544575054,24798_24756,1458,315.0,2,42,,POINT (425175 4507887),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24805,24837,0.16089834809579145,24805_24837,1016,375.0,3,34,,POINT (419880.5 4513603.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
24807,24737,0.35107614609408777,24807_24737,1252,250.0,4,34,0015_305.2,POINT (423595.5 4509475.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24809,24772,0.14646086253059293,24809_24772,1058,305.0,1,31,,POINT (420019.5 4513176),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24809,24786,0.10160346809789567,24809_24786,1016,320.0,1,31,,POINT (420020.99999999994 4513238.5),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24811,24742,0.3510805451586574,24811_24742,1252,250.0,1,38,0015_305.2,POINT (423606.5 4509475.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24812,24772,0.15510439349928765,24812_24772,1058,305.0,1,31,,POINT (420039 4513165),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24815,24676,0.5052375569868838,24815_24676,1694,365.0,3,34,0215_003.7,POINT (431784.5 4501126.5),31.0,294.0,I215,365.0,36236.1233231,3474620.30826
24818,24823,0.0983144418940509,24818_24823,1016,375.0,1,31,,POINT (419993.5 4513424.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
24821,24938,0.6081855285209352,24821_24938,1687,360.0,3,34,0215_003.7,POINT (431919.5 4502007),32.0,299.0,I215,360.0,33912.1833648,3331432.2211
24823,24837,0.153844661825841,24823_24837,1016,375.0,1,31,,POINT (419924 4513609),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
24825,24881,0.29148144044364865,24825_24881,1058,305.0,3,34,,POINT (420493 4513198),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24827,24851,0.14666502781942342,24827_24851,1226,150.0,2,31,,POINT (423681 4509942),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24827,24867,0.2396928720016646,24827_24867,1226,150.0,1,31,,POINT (423667 4510016.5),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24830,24755,0.3564757498156355,24830_24755,1015,350.0,3,34,,POINT (419810 4513398.5),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
24830,24773,0.22190054765237396,24830_24773,1015,350.0,1,31,,POINT (419766.5 4513533.5),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
24834,24812,0.1351596402017774,24834_24812,1016,320.0,1,31,,POINT (420246.5 4513248.5),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24834,24818,0.20533995184033632,24834_24818,1016,320.0,1,31,,POINT (420198.5 4513309),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24836,24869,0.14865045041404415,24836_24869,1058,305.0,2,42,,POINT (420618.39905 4513135.177),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24837,24865,0.13004664862294166,24837_24865,984,375.0,3,34,0215_022.3,POINT (419908.5 4513835.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
24843,24809,0.15642063614964727,24843_24809,1016,320.0,1,31,,POINT (420223.5 4513281.5),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24843,24818,0.19400367395743,24843_24818,1016,320.0,1,31,,POINT (420195 4513331),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24846,24782,0.3190844294561076,24846_24782,1225,250.0,4,31,0015_305.2,POINT (423579.5 4509812.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24851,24906,0.2526474344822011,24851_24906,1226,150.0,2,42,,POINT (423694 4510263),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24851,24932,0.37495224502815955,24851_24932,1226,150.0,2,31,,POINT (423710.5431 4510360.453),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24856,24843,0.08651374196712695,24856_24843,1016,320.0,1,31,,POINT (420417.5 4513296),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24860,24786,0.3940096056067237,24860_24786,1016,320.0,3,34,,POINT (420260 4513219.5),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24860,24834,0.1392831626279974,24860_24834,1016,320.0,1,31,,POINT (420466 4513240.5),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24863,24830,0.1654264148372104,24863_24830,1015,350.0,3,34,0215_022.3,POINT (419875.5 4513812),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
24865,24995,0.595348046375376,24865_24995,984,375.0,3,34,0215_022.3,POINT (419921.5 4514419),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
24866,24920,0.2615558543219217,24866_24920,1225,150.0,1,38,,POINT (423662 4510420),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24867,24921,0.26221782241484104,24867_24921,1226,150.0,4,34,,POINT (423669.5 4510419.5),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24868,24900,0.1501229330388998,24868_24900,1282,310.0,4,33,0080_123.2,POINT (426156.5 4507850.5),2.0,10.0,I80,310.0,20747.947014,2034888.99837
24868,24912,0.23615107153808093,24868_24912,1282,310.0,2,42,0080_123.2,POINT (426226 4507839),2.0,10.0,I80,310.0,20747.947014,2034888.99837
24869,24917,0.25306875977881255,24869_24917,1060,305.0,1,41,0080_117.7,POINT (420941.39905000007 4513146.177),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24874,24798,0.4119930854965839,24874_24798,1459,315.0,4,33,0080_123.2,POINT (425700.5 4507865.5),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24881,24917,0.26276059674432856,24881_24917,1060,305.0,3,34,0080_117.7,POINT (420936 4513182),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24882,24860,0.09519990031198695,24882_24860,1058,320.0,3,34,,POINT (420653.5 4513229),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24889,24846,0.24853464455380792,24889_24846,1225,250.0,2,41,,POINT (423586.71680000005 4510268.9425),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24892,24856,0.15997180464072003,24892_24856,1016,320.0,1,41,,POINT (420614 4513313),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24893,24874,0.11260741594053453,24893_24874,1282,315.0,4,33,0080_123.2,POINT (426122.5 4507866.5),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24900,24985,0.32835066359456155,24900_24985,1284,310.0,4,33,0080_124.1,POINT (426537 4507906),2.0,10.0,I80,310.0,20747.947014,2034888.99837
24906,24929,0.11808698012774702,24906_24929,1188,150.0,2,41,,POINT (423707 4510561),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24908,24846,0.3207878503514511,24908_24846,1225,250.0,4,31,,POINT (423609 4510326.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24912,24985,0.24765426054630635,24912_24985,1284,310.0,2,41,0080_124.1,POINT (426606.49999999994 4507894.5),2.0,10.0,I80,310.0,20747.947014,2034888.99837
24915,24807,0.5383369130970315,24915_24807,1225,250.0,4,34,,POINT (423627 4510190),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24915,24916,0.005009667160636379,24915_24916,1187,250.0,1,39,,POINT (423663 4510622.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24916,24811,0.5387362545305148,24916_24811,1225,250.0,1,38,,POINT (423637.5 4510190.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24916,24915,0.005009667160636379,24916_24915,1187,250.0,1,39,,POINT (423663 4510622.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24917,25067,0.6793116058708529,24917_25067,1062,305.0,3,34,0080_117.7,POINT (421687.5 4513083),52.0,332.0,I80,305.0,26462.5513742,2606238.00821
24918,24882,0.23646478079087987,24918_24882,1060,320.0,3,34,0080_117.7,POINT (420919.00000000006 4513211),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24918,24892,0.2451974926025855,24918_24892,1017,320.0,1,42,0080_117.7,POINT (420924.49999999994 4513261.5),53.0,333.0,I80,320.0,24576.4017633,2416817.04448
24920,24921,0.004970981893198455,24920_24921,1187,150.0,1,39,,POINT (423680 4510630),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24920,24947,0.13355322527155888,24920_24947,1187,150.0,1,38,,POINT (423666.00000000006 4510737),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24921,24920,0.004970981893198455,24921_24920,1187,150.0,1,39,,POINT (423680 4510630),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24921,24948,0.13479062833664732,24921_24948,1188,150.0,4,34,,POINT (423674 4510738),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24929,24948,0.12132690537590962,24929_24948,1188,150.0,2,41,,POINT (423686.50000000006 4510751),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24931,24874,0.2490030589005092,24931_24874,1283,315.0,1,41,0080_123.2,POINT (426225.49999999994 4507914),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24932,24953,0.1284937466263114,24932_24953,1188,150.0,2,31,,POINT (423710.4564 4510760.541),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24934,24908,0.1399192884039543,24934_24908,1187,250.0,2,31,,POINT (423615.5 4510696),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24935,24815,0.6091487791884055,24935_24815,1687,365.0,3,34,0215_003.7,POINT (431890.5 4502014.5),31.0,294.0,I215,365.0,36236.1233231,3474620.30826
24937,24889,0.23876662249049552,24937_24889,1187,250.0,2,42,,POINT (423577.2168 4510660.9425),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24937,24908,0.1706072742087101,24937_24908,1187,250.0,2,31,,POINT (423599.5 4510718.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24938,25131,0.5493950603528884,24938_25131,1555,360.0,3,33,,POINT (432154.5 4502882),32.0,299.0,I215,360.0,33912.1833648,3331432.2211
24940,24915,0.12033633466175912,24940_24915,1187,250.0,4,34,,POINT (423643 4510717.5),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24942,24916,0.12197912421431777,24942_24916,1187,250.0,1,38,,POINT (423652.00000000006 4510720),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24947,24957,0.08371023180549653,24947_24957,1187,150.0,1,38,0015_305.9,POINT (423623.5 4510903),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24948,24962,0.08589565078435325,24948_24962,1187,150.0,4,34,0015_305.9,POINT (423631.5 4510907),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24950,24937,0.14533880416181708,24950_24937,1187,250.0,2,31,0015_305.9,POINT (423520.5 4510958),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24950,24940,0.18376671914473108,24950_24940,1187,250.0,4,34,0015_305.9,POINT (423548 4510938),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24951,24942,0.18544515121773986,24951_24942,1187,250.0,1,38,0015_305.9,POINT (423555.5 4510942),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24952,24935,0.05698364058861583,24952_24935,1681,365.0,3,33,,POINT (431935.5 4502545.5),31.0,294.0,I215,365.0,36236.1233231,3474620.30826
24953,24965,0.05082546359112359,24953_24965,1188,150.0,2,31,0015_305.9,POINT (423666.9185 4510897.853),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24957,24970,0.376910586198414,24957_24970,1187,150.0,1,38,0015_306.3,POINT (423391 4511190),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24962,24973,0.37468982113193217,24962_24973,1186,150.0,4,34,0015_306.3,POINT (423400 4511194.5),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24963,24950,0.29836504588472235,24963_24950,1187,250.0,4,34,0015_306.3,POINT (423309 4511242),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24964,24951,0.2972377257590436,24964_24951,1187,250.0,1,38,0015_306.3,POINT (423316.5 4511247),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24965,25002,0.12715688151872045,24965_25002,1188,150.0,2,31,,POINT (423714.5052 4511015.765000001),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24966,24934,0.09631454399439772,24966_24934,1187,150.0,2,31,0015_305.9,POINT (423617.458 4510884.324),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24970,24996,0.19864986100380222,24970_24996,1115,150.0,1,38,0015_306.3,POINT (423150 4511572.5),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24973,25000,0.19909251803202027,24973_25000,1115,150.0,4,34,0015_306.3,POINT (423160.5 4511576),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
24983,24963,0.13022169980170492,24983_24963,1184,250.0,4,34,0015_306.3,POINT (423125 4511523),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24984,24964,0.12765996640310204,24984_24964,1184,250.0,1,38,0015_306.3,POINT (423135.49999999994 4511527),22.0,34.0,I15,250.0,37214.602103,3679606.41475
24985,25023,0.15174222479838037,24985_25023,1286,310.0,4,33,0080_124.1,POINT (426919.00000000006 4507958),2.0,10.0,I80,310.0,20747.947014,2034888.99837
24990,24893,0.37521550384194663,24990_24893,1284,315.0,4,33,0080_124.1,POINT (426510.5 4507922.5),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24990,24931,0.24176510464824133,24990_24931,1285,315.0,2,42,0080_124.1,POINT (426613.5 4507970),4.0,12.0,I80,315.0,20482.1483715,2008263.27242
24992,24863,0.5954466155438654,24992_24863,984,350.0,3,34,0215_022.3,POINT (419892.5 4514424),57.0,341.0,I215,350.0,24601.7045499,2376717.18395
24995,25071,0.24994481791898773,24995_25071,980,375.0,1,42,,POINT (419954.5 4515097.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
24995,25129,0.4964772054270588,24995_25129,960,375.0,3,34,,POINT (419929.5 4515297.5),56.0,340.0,I215,375.0,25879.2644328,2505093.61422
24996,25014,0.09542675031735934,24996_25014,1112,150.0,1,38,0015_307.2,POINT (423095 4511802.5),17.0,29.0,I15,150.0,36544.1206963,3613050.61868
