N,MODE,OPERATOR,NAME,LONGNAME,STOP,STOP4,STOP5,STOP6,STOP7,STOP8,STOP9,X,Y,TAZID,geometry
27141,6,0,S472X,S472X,0,0,0,0,0,0,0,422621.0,4538939.0,775,POINT (422621 4538939)
27159,6,0,S472X,S472X,0,0,0,0,0,0,0,423491.0,4538206.0,775,POINT (423491 4538206)
27168,6,0,S472X,S472X,0,0,0,0,0,0,0,423680.0,4538054.0,775,POINT (423680 4538054)
27189,6,0,S472X,S472X,0,0,0,0,0,0,0,424046.0,4537802.0,780,POINT (424046 4537802)
27187,6,0,S472X,S472X,0,0,0,0,0,0,0,424317.0,4537521.0,780,POINT (424317 4537521)
27160,6,0,S472X,S472X,0,0,0,0,0,0,0,424427.0,4537273.0,780,POINT (424427 4537273)
27090,6,0,S472X,S472X,0,0,0,0,0,0,0,424597.0,4536673.0,787,POINT (424597 4536673)
27033,6,0,S472X,S472X,0,0,0,0,0,0,0,424749.0,4536167.0,787,POINT (424749 4536167)
26996,6,0,S472X,S472X,0,0,0,0,0,0,0,424968.0,4535630.0,789,POINT (424968 4535630)
26982,6,0,S472X,S472X,0,0,0,0,0,0,0,424997.0,4535402.0,789,POINT (424997 4535402)
26843,6,0,S472X,S472X,0,0,0,0,0,0,0,424977.6434,4534161.398,793,POINT (424977.6434 4534161.398)
26802,6,0,S472X,S472X,0,0,0,0,0,0,0,424972.0,4533555.0,795,POINT (424972 4533555)
26697,6,0,S472X,S472X,0,0,0,0,0,0,0,424954.0,4530832.0,802,POINT (424954 4530832)
26670,6,0,S472X,S472X,0,0,0,0,0,0,0,424918.0,4530429.0,802,POINT (424918 4530429)
26655,6,0,S472X,S472X,0,0,0,0,0,0,0,424944.0,4530031.0,807,POINT (424944 4530031)
26606,6,0,S472X,S472X,0,0,0,0,0,0,0,424912.0,4528504.0,825,POINT (424912 4528504)
26578,6,0,S472X,S472X,0,0,0,0,0,0,0,424777.0,4528090.0,825,POINT (424777 4528090)
26557,6,0,S472X,S472X,0,0,0,0,0,0,0,424554.0,4527530.0,825,POINT (424554 4527530)
26546,6,0,S472X,S472X,0,0,0,0,0,0,0,424501.0,4527235.0,823,POINT (424501 4527235)
26533,6,0,S472X,S472X,0,0,0,0,0,0,0,424470.0,4526956.0,823,POINT (424470 4526956)
26524,6,0,S472X,S472X,0,0,0,0,0,0,0,424464.0,4526688.0,823,POINT (424464 4526688)
26506,6,0,S472X,S472X,0,0,0,0,0,0,0,424453.0,4526330.0,823,POINT (424453 4526330)
26485,6,0,S472X,S472X,0,0,0,0,0,0,0,424439.0,4525892.0,864,POINT (424439 4525892)
26438,6,0,S472X,S472X,0,0,0,0,0,0,0,424393.0,4524873.0,871,POINT (424393 4524873)
26415,6,0,S472X,S472X,0,0,0,0,0,0,0,424320.0,4524480.0,871,POINT (424320 4524480)
26397,6,0,S472X,S472X,0,0,0,0,0,0,0,424174.0,4524140.0,871,POINT (424174 4524140)
26377,6,0,S472X,S472X,0,0,0,0,0,0,0,424018.0,4523839.0,871,POINT (424018 4523839)
26357,6,0,S472X,S472X,0,0,0,0,0,0,0,423746.0,4523462.0,879,POINT (423746 4523462)
26300,6,0,S472X,S472X,0,0,0,0,0,0,0,422979.0,4522345.0,879,POINT (422979 4522345)
26286,6,0,S472X,S472X,0,0,0,0,0,0,0,422864.0,4521992.0,882,POINT (422864 4521992)
26271,6,0,S472X,S472X,0,0,0,0,0,0,0,422824.0,4521837.0,882,POINT (422824 4521837)
26239,6,0,S472X,S472X,0,0,0,0,0,0,0,422797.0,4521131.0,890,POINT (422797 4521131)
23080,6,0,S472X,S472X,0,0,0,0,0,0,0,422791.78463,4520971.96903,890,POINT (422791.78463 4520971.96903)
26230,6,0,S472X,S472X,0,0,0,0,0,0,0,422784.0,4520781.0,893,POINT (422784 4520781)
26214,6,0,S472X,S472X,0,0,0,0,0,0,0,422762.46296,4520277.31321,893,POINT (422762.46296 4520277.31321)
26201,6,0,S472X,S472X,0,0,0,0,0,0,0,422744.0,4519941.0,893,POINT (422744 4519941)
26142,6,0,S472X,S472X,0,0,0,0,0,0,0,422696.0,4519098.0,945,POINT (422696 4519098)
26118,6,0,S472X,S472X,0,0,0,0,0,0,0,422574.0,4518906.0,945,POINT (422574 4518906)
26066,6,0,S472X,S472X,0,0,0,0,0,0,0,422274.0,4518628.0,945,POINT (422274 4518628)
26038,6,0,S472X,S472X,0,0,0,0,0,0,0,422163.0,4518475.0,945,POINT (422163 4518475)
25988,6,0,S472X,S472X,0,0,0,0,0,0,0,422052.0,4518212.0,945,POINT (422052 4518212)
25963,6,0,S472X,S472X,0,0,0,0,0,0,0,422046.0,4518037.0,945,POINT (422046 4518037)
25939,6,0,S472X,S472X,0,0,0,0,0,0,0,422076.0,4517800.0,945,POINT (422076 4517800)
25765,6,0,S472X,S472X,0,0,0,0,0,0,0,422523.75345,4516610.56811,962,POINT (422523.75345 4516610.56811)
25728,6,0,S472X,S472X,0,0,0,0,0,0,0,422650.0,4516198.0,962,POINT (422650 4516198)
25680,6,0,S472X,S472X,0,0,0,0,0,0,0,422769.0,4515816.0,970,POINT (422769 4515816)
25642,6,0,S472X,S472X,0,0,0,0,0,0,0,422983.0,4515386.0,970,POINT (422983 4515386)
25590,6,0,S472X,S472X,0,0,0,0,0,0,0,423095.0,4515000.0,970,POINT (423095 4515000)
25622,6,0,S472X,S472X,0,0,0,0,0,0,0,423214.0,4515006.0,963,POINT (423214 4515006)
25648,6,0,S472X,S472X,0,0,0,0,0,0,0,423401.0,4514996.0,991,POINT (423401 4514996)
25726,6,0,S472X,S472X,0,0,0,0,0,0,0,423845.8604,4514992.439,994,POINT (423845.8604 4514992.439)
25747,6,0,S472X,S472X,0,0,0,0,0,0,0,423973.7792,4514991.22,994,POINT (423973.7792 4514991.22)
25772,6,0,S472X,S472X,0,0,0,0,0,0,0,424084.0,4514991.0,972,POINT (424084 4514991)
25681,6,0,S472X,S472X,0,0,0,0,0,0,0,424080.0,4514507.0,994,POINT (424080 4514507)
25639,6,0,S472X,S472X,0,0,0,0,0,0,0,424081.0,4514260.0,995,POINT (424081 4514260)
25594,6,0,S472X,S472X,0,0,0,0,0,0,0,424075.0,4514026.0,994,POINT (424075 4514026)
25545,6,0,S472X,S472X,0,0,0,0,0,0,0,424076.0,4513786.0,1031,POINT (424076 4513786)
25570,6,0,S472X,S472X,1,0,0,1,0,0,0,424187.0,4513783.0,1031,POINT (424187 4513783)
25592,6,0,S472X,S472X,0,0,0,0,0,0,0,424316.0,4513783.0,1033,POINT (424316 4513783)
25616,6,0,S472X,S472X,1,0,0,1,0,0,0,424425.0,4513785.0,995,POINT (424425 4513785)
25636,6,0,S472X,S472X,0,0,0,0,0,0,0,424557.0,4513779.0,1035,POINT (424557 4513779)
25657,6,0,S472X,S472X,0,0,0,0,0,0,0,424673.0,4513775.0,1035,POINT (424673 4513775)
25678,6,0,S472X,S472X,1,0,0,1,0,0,0,424797.0,4513777.0,1035,POINT (424797 4513777)
25698,6,0,S472X,S472X,0,0,0,0,0,0,0,424904.0,4513774.0,1035,POINT (424904 4513774)
25720,6,0,S472X,S472X,0,0,0,0,0,0,0,425043.0,4513776.0,998,POINT (425043 4513776)
25704,6,0,S472X,S472X,1,0,0,1,0,0,0,425042.0,4513653.0,1038,POINT (425042 4513653)
25677,6,0,S472X,S472X,0,0,0,0,0,0,0,425041.0,4513532.0,1037,POINT (425041 4513532)
25658,6,0,S472X,S472X,1,0,0,1,0,0,0,425040.0,4513408.0,1037,POINT (425040 4513408)
25635,6,0,S472X,S472X,0,0,0,0,0,0,0,425039.0,4513292.0,1037,POINT (425039 4513292)
25618,6,0,S472X,S472X,1,0,0,1,0,0,0,425040.0,4513176.0,1084,POINT (425040 4513176)
25586,6,0,S472X,S472X,0,0,0,0,0,0,0,425036.0,4513044.0,1083,POINT (425036 4513044)
25568,6,0,S472X,S472X,1,0,0,1,0,0,0,425036.0,4512931.0,1083,POINT (425036 4512931)
25540,6,0,S472X,S472X,0,0,0,0,0,0,0,425034.0,4512807.0,1082,POINT (425034 4512807)
25510,6,0,S472X,S472X,1,0,0,1,0,0,0,425031.0,4512685.0,1082,POINT (425031 4512685)
25490,6,0,S472X,S472X,1,0,0,1,0,0,0,425031.0,4512570.0,1082,POINT (425031 4512570)
25461,6,0,S472X,S472X,0,0,0,0,0,0,0,425030.0,4512437.0,1143,POINT (425030 4512437)
10046,6,0,S473X,S473X,1,0,0,1,0,0,0,417871.0,4564006.0,368,POINT (417871 4564006)
28812,6,0,S473X,S473X,0,0,0,0,0,0,0,417958.7039,4564037.554,369,POINT (417958.7039 4564037.554)
28808,6,0,S473X,S473X,0,0,0,0,0,0,0,417957.5414,4563967.26633,369,POINT (417957.5414 4563967.26633)
28806,6,0,S473X,S473X,0,0,0,0,0,0,0,417957.1341,4563942.192,390,POINT (417957.1341 4563942.192)
28796,6,0,S473X,S473X,0,0,0,0,0,0,0,417953.0619,4563825.935,390,POINT (417953.0619 4563825.935)
28790,6,0,S473X,S473X,0,0,0,0,0,0,0,417950.0,4563732.0,390,POINT (417950 4563732)
28772,6,0,S473X,S473X,1,0,0,1,0,0,0,417941.0,4563489.0,389,POINT (417941 4563489)
28777,6,0,S473X,S473X,0,0,0,0,0,0,0,418057.0,4563491.0,389,POINT (418057 4563491)
28788,6,0,S473X,S473X,0,0,0,0,0,0,0,418173.0,4563488.0,389,POINT (418173 4563488)
28795,6,0,S473X,S473X,1,0,0,1,0,0,0,418295.0,4563482.0,391,POINT (418295 4563482)
28805,6,0,S473X,S473X,0,0,0,0,0,0,0,418407.0,4563481.0,391,POINT (418407 4563481)
28813,6,0,S473X,S473X,0,0,0,0,0,0,0,418525.0,4563479.0,394,POINT (418525 4563479)
28823,6,0,S473X,S473X,1,0,0,1,0,0,0,418642.0,4563473.0,393,POINT (418642 4563473)
28835,6,0,S473X,S473X,0,0,0,0,0,0,0,418754.0,4563473.0,396,POINT (418754 4563473)
28845,6,0,S473X,S473X,0,0,0,0,0,0,0,418882.0,4563469.0,396,POINT (418882 4563469)
28871,6,0,S473X,S473X,1,0,0,1,0,0,0,419203.0,4563462.0,398,POINT (419203 4563462)
28899,6,0,S473X,S473X,0,0,0,0,0,0,0,419584.9198,4563448.305,400,POINT (419584.9198 4563448.305)
28933,6,0,S473X,S473X,0,0,0,0,0,0,0,420052.0,4563439.0,400,POINT (420052 4563439)
28963,6,0,S473X,S473X,1,0,0,1,0,0,0,420512.0,4563424.0,402,POINT (420512 4563424)
28951,6,0,S473X,S473X,0,0,0,0,0,0,0,420506.0,4563181.0,401,POINT (420506 4563181)
28932,6,0,S473X,S473X,0,0,0,0,0,0,0,420500.0,4562957.0,401,POINT (420500 4562957)
28927,6,0,S473X,S473X,1,0,0,1,0,0,0,420497.0,4562849.0,420,POINT (420497 4562849)
28918,6,0,S473X,S473X,0,0,0,0,0,0,0,420495.0,4562728.0,420,POINT (420495 4562728)
28894,6,0,S473X,S473X,0,0,0,0,0,0,0,420489.0,4562490.0,419,POINT (420489 4562490)
28877,6,0,S473X,S473X,0,0,0,0,0,0,0,420482.0,4562261.0,419,POINT (420482 4562261)
28841,6,0,S473X,S473X,0,0,0,0,0,0,0,420470.0,4561804.0,433,POINT (420470 4561804)
28779,6,0,S473X,S473X,1,0,0,1,0,0,0,420450.0,4561117.0,437,POINT (420450 4561117)
28727,6,0,S473X,S473X,0,0,0,0,0,0,0,420438.0,4560596.0,437,POINT (420438 4560596)
28678,6,0,S473X,S473X,1,0,0,1,0,0,0,420412.0,4559877.0,441,POINT (420412 4559877)
28651,6,0,S473X,S473X,0,0,0,0,0,0,0,420398.0,4559493.0,440,POINT (420398 4559493)
28631,6,0,S473X,S473X,0,0,0,0,0,0,0,420385.0,4559134.0,442,POINT (420385 4559134)
28619,6,0,S473X,S473X,0,0,0,0,0,0,0,420382.0,4558985.0,442,POINT (420382 4558985)
28595,6,0,S473X,S473X,0,0,0,0,0,0,0,420378.9988,4558737.925,443,POINT (420378.9988 4558737.925)
28579,6,0,S473X,S473X,0,0,0,0,0,0,0,420370.0,4558547.0,442,POINT (420370 4558547)
28566,6,0,S473X,S473X,0,0,0,0,0,0,0,420417.0,4558384.0,443,POINT (420417 4558384)
28548,6,0,S473X,S473X,0,0,0,0,0,0,0,420734.8581,4557859.4,443,POINT (420734.8581 4557859.4)
28535,6,0,S473X,S473X,0,0,0,0,0,0,0,420939.0,4557511.0,443,POINT (420939 4557511)
28519,6,0,S473X,S473X,1,0,0,1,0,0,0,421126.0,4557117.0,570,POINT (421126 4557117)
28456,6,0,S473X,S473X,0,0,0,0,0,0,0,421154.0,4556534.0,570,POINT (421154 4556534)
28430,6,0,S473X,S473X,0,0,0,0,0,0,0,421151.0,4556354.0,572,POINT (421151 4556354)
28431,6,0,S473X,S473X,0,0,0,0,0,0,0,421252.0,4556258.0,572,POINT (421252 4556258)
28427,6,0,S473X,S473X,0,0,0,0,0,0,0,421446.9608,4556041.324,572,POINT (421446.9608 4556041.324)
28424,6,0,S473X,S473X,0,0,0,0,0,0,0,421811.0,4555651.0,572,POINT (421811 4555651)
28506,6,0,S473X,S473X,0,0,0,0,0,0,0,422772.0,4555357.0,572,POINT (422772 4555357)
28505,6,0,S473X,S473X,0,0,0,0,0,0,0,422864.5174,4555261.541,572,POINT (422864.5174 4555261.541)
28485,6,0,S473X,S473X,0,0,0,0,0,0,0,423091.0,4554810.0,575,POINT (423091 4554810)
28475,6,0,S473X,S473X,0,0,0,0,0,0,0,423143.0,4554697.0,575,POINT (423143 4554697)
28460,6,0,S473X,S473X,0,0,0,0,0,0,0,423229.0,4554516.0,575,POINT (423229 4554516)
28450,6,0,S473X,S473X,0,0,0,0,0,0,0,423322.0,4554335.0,575,POINT (423322 4554335)
28443,6,0,S473X,S473X,0,0,0,0,0,0,0,423399.0,4554175.0,575,POINT (423399 4554175)
28418,6,0,S473X,S473X,0,0,0,0,0,0,0,423601.0,4553768.0,639,POINT (423601 4553768)
28394,6,0,S473X,S473X,1,0,0,1,0,0,0,423694.0,4553367.0,639,POINT (423694 4553367)
28380,6,0,S473X,S473X,0,0,0,0,0,0,0,423767.0,4552976.0,642,POINT (423767 4552976)
28308,6,0,S473X,S473X,0,0,0,0,0,0,0,423639.23518,4551500.97457,692,POINT (423639.2351751191 4551500.974567802)
28258,6,0,S473X,S473X,0,0,0,0,0,0,0,423558.51335,4550712.78362,698,POINT (423558.5133516193 4550712.783619772)
28169,6,0,S473X,S473X,0,0,0,0,0,0,0,423519.0,4549708.0,698,POINT (423519 4549708)
28142,6,0,S473X,S473X,1,0,0,1,0,0,0,423468.0608,4549378.921,707,POINT (423468.0608 4549378.921)
28118,6,0,S473X,S473X,0,0,0,0,0,0,0,423497.1916,4549074.504,707,POINT (423497.1916 4549074.504)
28061,6,0,S473X,S473X,0,0,0,0,0,0,0,423464.4087,4548003.09201,714,POINT (423464.40870424715 4548003.0920089735)
28038,6,0,S473X,S473X,0,0,0,0,0,0,0,423453.67185,4547720.36386,724,POINT (423453.6718549979 4547720.363859511)
28023,6,0,S473X,S473X,0,0,0,0,0,0,0,423454.33791,4547534.53378,724,POINT (423454.3379126437 4547534.5337763475)
27985,6,0,S473X,S473X,0,0,0,0,0,0,0,423457.24266,4546868.6519,724,POINT (423457.2426640432 4546868.65189581)
27955,6,0,S473X,S473X,0,0,0,0,0,0,0,423421.97399,4546485.90002,730,POINT (423421.9739866208 4546485.900019522)
27935,6,0,S473X,S473X,0,0,0,0,0,0,0,423449.98537,4546144.45862,730,POINT (423449.9853669743 4546144.458624443)
27910,6,0,S473X,S473X,0,0,0,0,0,0,0,423474.5889,4545706.245,730,POINT (423474.5889 4545706.245)
27875,6,0,S473X,S473X,0,0,0,0,0,0,0,423481.89455,4545038.27361,748,POINT (423481.89455017954 4545038.273606714)
27824,6,0,S473X,S473X,0,0,0,0,0,0,0,423486.8582,4544168.21654,748,POINT (423486.85820090026 4544168.2165447045)
27797,6,0,S473X,S473X,1,0,0,1,0,0,0,423464.16723,4543788.14272,748,POINT (423464.1672261777 4543788.142718104)
27751,6,0,S473X,S473X,0,0,0,0,0,0,0,423515.22192,4543390.87339,768,POINT (423515.2219193037 4543390.873387209)
27675,6,0,S473X,S473X,0,0,0,0,0,0,0,423587.737,4542539.853,768,POINT (423587.737 4542539.853)
27618,6,0,S473X,S473X,0,0,0,0,0,0,0,423617.15403,4542048.02859,769,POINT (423617.1540323152 4542048.028594071)
27526,6,0,S473X,S473X,0,0,0,0,0,0,0,423583.47212,4541338.04927,769,POINT (423583.4721167111 4541338.049267789)
27449,6,0,S473X,S473X,0,0,0,0,0,0,0,423439.0,4540845.0,769,POINT (423439 4540845)
27378,6,0,S473X,S473X,0,0,0,0,0,0,0,423274.13031,4540423.31935,771,POINT (423274.13031287654 4540423.319349289)
27357,6,0,S473X,S473X,0,0,0,0,0,0,0,423296.28947,4540191.97777,771,POINT (423296.28946787916 4540191.977771059)
27346,6,0,S473X,S473X,0,0,0,0,0,0,0,423333.3768,4540086.265,771,POINT (423333.3768 4540086.265)
27308,6,0,S473X,S473X,0,0,0,0,0,0,0,423561.0,4539470.0,771,POINT (423561 4539470)
27290,6,0,S473X,S473X,0,0,0,0,0,0,0,423638.0,4539264.0,771,POINT (423638 4539264)
27272,6,0,S473X,S473X,0,0,0,0,0,0,0,423820.0,4538788.0,776,POINT (423820 4538788)
27250,6,0,S473X,S473X,0,0,0,0,0,0,0,423885.0,4538561.0,776,POINT (423885 4538561)
27228,6,0,S473X,S473X,0,0,0,0,0,0,0,424011.873,4538153.577,776,POINT (424011.873 4538153.577)
27204,6,0,S473X,S473X,0,0,0,0,0,0,0,423879.0,4538052.0,776,POINT (423879 4538052)
27166,6,0,S473X,S473X,0,0,0,0,0,0,0,423781.0,4537943.0,780,POINT (423781 4537943)
29821,6,0,S473X,S473X,0,0,0,0,0,0,0,423748.19985,4537904.71138,780,POINT (423748.19985 4537904.71138)
27137,6,0,S473X,S473X,0,0,0,0,0,0,0,423696.1539,4537852.373,780,POINT (423696.1539 4537852.373)
27082,6,0,S473X,S473X,0,0,0,0,0,0,0,423535.9412,4537678.869,775,POINT (423535.9412 4537678.869)
10031,6,0,S473X,S473X,1,0,0,1,0,0,0,423905.0949,4537796.948,780,POINT (423905.0949 4537796.948)
27215,6,0,S473X,S473X,0,0,0,0,0,0,0,424133.0,4537849.0,776,POINT (424133 4537849)
27184,6,0,S473X,S473X,0,0,0,0,0,0,0,424180.0,4537627.0,780,POINT (424180 4537627)
27160,6,0,S473X,S473X,0,0,0,0,0,0,0,424427.0,4537273.0,780,POINT (424427 4537273)
27090,6,0,S473X,S473X,0,0,0,0,0,0,0,424597.0,4536673.0,787,POINT (424597 4536673)
27033,6,0,S473X,S473X,0,0,0,0,0,0,0,424749.0,4536167.0,787,POINT (424749 4536167)
26996,6,0,S473X,S473X,0,0,0,0,0,0,0,424968.0,4535630.0,789,POINT (424968 4535630)
26982,6,0,S473X,S473X,0,0,0,0,0,0,0,424997.0,4535402.0,789,POINT (424997 4535402)
26843,6,0,S473X,S473X,0,0,0,0,0,0,0,424977.6434,4534161.398,793,POINT (424977.6434 4534161.398)
26802,6,0,S473X,S473X,0,0,0,0,0,0,0,424972.0,4533555.0,795,POINT (424972 4533555)
26697,6,0,S473X,S473X,0,0,0,0,0,0,0,424954.0,4530832.0,802,POINT (424954 4530832)
26672,6,0,S473X,S473X,0,0,0,0,0,0,0,424968.0,4530454.0,802,POINT (424968 4530454)
26655,6,0,S473X,S473X,0,0,0,0,0,0,0,424944.0,4530031.0,807,POINT (424944 4530031)
26606,6,0,S473X,S473X,0,0,0,0,0,0,0,424912.0,4528504.0,825,POINT (424912 4528504)
26578,6,0,S473X,S473X,0,0,0,0,0,0,0,424777.0,4528090.0,825,POINT (424777 4528090)
26557,6,0,S473X,S473X,0,0,0,0,0,0,0,424554.0,4527530.0,825,POINT (424554 4527530)
26546,6,0,S473X,S473X,0,0,0,0,0,0,0,424501.0,4527235.0,823,POINT (424501 4527235)
26533,6,0,S473X,S473X,0,0,0,0,0,0,0,424470.0,4526956.0,823,POINT (424470 4526956)
26524,6,0,S473X,S473X,0,0,0,0,0,0,0,424464.0,4526688.0,823,POINT (424464 4526688)
26506,6,0,S473X,S473X,0,0,0,0,0,0,0,424453.0,4526330.0,823,POINT (424453 4526330)
26485,6,0,S473X,S473X,0,0,0,0,0,0,0,424439.0,4525892.0,864,POINT (424439 4525892)
26438,6,0,S473X,S473X,0,0,0,0,0,0,0,424393.0,4524873.0,871,POINT (424393 4524873)
26415,6,0,S473X,S473X,0,0,0,0,0,0,0,424320.0,4524480.0,871,POINT (424320 4524480)
26397,6,0,S473X,S473X,0,0,0,0,0,0,0,424174.0,4524140.0,871,POINT (424174 4524140)
26377,6,0,S473X,S473X,0,0,0,0,0,0,0,424018.0,4523839.0,871,POINT (424018 4523839)
26357,6,0,S473X,S473X,0,0,0,0,0,0,0,423746.0,4523462.0,879,POINT (423746 4523462)
26300,6,0,S473X,S473X,0,0,0,0,0,0,0,422979.0,4522345.0,879,POINT (422979 4522345)
26286,6,0,S473X,S473X,0,0,0,0,0,0,0,422864.0,4521992.0,882,POINT (422864 4521992)
26271,6,0,S473X,S473X,0,0,0,0,0,0,0,422824.0,4521837.0,882,POINT (422824 4521837)
26239,6,0,S473X,S473X,0,0,0,0,0,0,0,422797.0,4521131.0,890,POINT (422797 4521131)
23080,6,0,S473X,S473X,0,0,0,0,0,0,0,422791.78463,4520971.96903,890,POINT (422791.78463 4520971.96903)
26230,6,0,S473X,S473X,0,0,0,0,0,0,0,422784.0,4520781.0,893,POINT (422784 4520781)
26214,6,0,S473X,S473X,0,0,0,0,0,0,0,422762.46296,4520277.31321,893,POINT (422762.46296 4520277.31321)
26201,6,0,S473X,S473X,0,0,0,0,0,0,0,422744.0,4519941.0,893,POINT (422744 4519941)
26142,6,0,S473X,S473X,0,0,0,0,0,0,0,422696.0,4519098.0,945,POINT (422696 4519098)
26118,6,0,S473X,S473X,0,0,0,0,0,0,0,422574.0,4518906.0,945,POINT (422574 4518906)
26066,6,0,S473X,S473X,0,0,0,0,0,0,0,422274.0,4518628.0,945,POINT (422274 4518628)
26038,6,0,S473X,S473X,0,0,0,0,0,0,0,422163.0,4518475.0,945,POINT (422163 4518475)
25988,6,0,S473X,S473X,0,0,0,0,0,0,0,422052.0,4518212.0,945,POINT (422052 4518212)
25963,6,0,S473X,S473X,0,0,0,0,0,0,0,422046.0,4518037.0,945,POINT (422046 4518037)
25939,6,0,S473X,S473X,0,0,0,0,0,0,0,422076.0,4517800.0,945,POINT (422076 4517800)
25765,6,0,S473X,S473X,0,0,0,0,0,0,0,422523.75345,4516610.56811,962,POINT (422523.75345 4516610.56811)
25728,6,0,S473X,S473X,0,0,0,0,0,0,0,422650.0,4516198.0,962,POINT (422650 4516198)
25680,6,0,S473X,S473X,0,0,0,0,0,0,0,422769.0,4515816.0,970,POINT (422769 4515816)
25642,6,0,S473X,S473X,0,0,0,0,0,0,0,422983.0,4515386.0,970,POINT (422983 4515386)
25590,6,0,S473X,S473X,0,0,0,0,0,0,0,423095.0,4515000.0,970,POINT (423095 4515000)
25622,6,0,S473X,S473X,0,0,0,0,0,0,0,423214.0,4515006.0,963,POINT (423214 4515006)
25648,6,0,S473X,S473X,0,0,0,0,0,0,0,423401.0,4514996.0,991,POINT (423401 4514996)
25726,6,0,S473X,S473X,0,0,0,0,0,0,0,423845.8604,4514992.439,994,POINT (423845.8604 4514992.439)
25747,6,0,S473X,S473X,0,0,0,0,0,0,0,423973.7792,4514991.22,994,POINT (423973.7792 4514991.22)
25772,6,0,S473X,S473X,0,0,0,0,0,0,0,424084.0,4514991.0,972,POINT (424084 4514991)
25681,6,0,S473X,S473X,0,0,0,0,0,0,0,424080.0,4514507.0,994,POINT (424080 4514507)
25639,6,0,S473X,S473X,0,0,0,0,0,0,0,424081.0,4514260.0,995,POINT (424081 4514260)
25594,6,0,S473X,S473X,0,0,0,0,0,0,0,424075.0,4514026.0,994,POINT (424075 4514026)
25545,6,0,S473X,S473X,0,0,0,0,0,0,0,424076.0,4513786.0,1031,POINT (424076 4513786)
25570,6,0,S473X,S473X,1,0,0,1,0,0,0,424187.0,4513783.0,1031,POINT (424187 4513783)
25592,6,0,S473X,S473X,0,0,0,0,0,0,0,424316.0,4513783.0,1033,POINT (424316 4513783)
25616,6,0,S473X,S473X,1,0,0,1,0,0,0,424425.0,4513785.0,995,POINT (424425 4513785)
25636,6,0,S473X,S473X,0,0,0,0,0,0,0,424557.0,4513779.0,1035,POINT (424557 4513779)
25657,6,0,S473X,S473X,0,0,0,0,0,0,0,424673.0,4513775.0,1035,POINT (424673 4513775)
25678,6,0,S473X,S473X,1,0,0,1,0,0,0,424797.0,4513777.0,1035,POINT (424797 4513777)
25698,6,0,S473X,S473X,0,0,0,0,0,0,0,424904.0,4513774.0,1035,POINT (424904 4513774)
25720,6,0,S473X,S473X,0,0,0,0,0,0,0,425043.0,4513776.0,998,POINT (425043 4513776)
25704,6,0,S473X,S473X,1,0,0,1,0,0,0,425042.0,4513653.0,1038,POINT (425042 4513653)
25677,6,0,S473X,S473X,0,0,0,0,0,0,0,425041.0,4513532.0,1037,POINT (425041 4513532)
25658,6,0,S473X,S473X,1,0,0,1,0,0,0,425040.0,4513408.0,1037,POINT (425040 4513408)
25635,6,0,S473X,S473X,0,0,0,0,0,0,0,425039.0,4513292.0,1037,POINT (425039 4513292)
25618,6,0,S473X,S473X,1,0,0,1,0,0,0,425040.0,4513176.0,1084,POINT (425040 4513176)
25586,6,0,S473X,S473X,0,0,0,0,0,0,0,425036.0,4513044.0,1083,POINT (425036 4513044)
25568,6,0,S473X,S473X,1,0,0,1,0,0,0,425036.0,4512931.0,1083,POINT (425036 4512931)
25540,6,0,S473X,S473X,0,0,0,0,0,0,0,425034.0,4512807.0,1082,POINT (425034 4512807)
25510,6,0,S473X,S473X,1,0,0,1,0,0,0,425031.0,4512685.0,1082,POINT (425031 4512685)
25490,6,0,S473X,S473X,1,0,0,1,0,0,0,425031.0,4512570.0,1082,POINT (425031 4512570)
25517,6,0,S473X,S473X,0,0,0,0,0,0,0,425157.0,4512568.0,1082,POINT (425157 4512568)
25538,6,0,S473X,S473X,0,0,0,0,0,0,0,425271.0,4512566.0,1085,POINT (425271 4512566)
25557,6,0,S473X,S473X,0,0,0,0,0,0,0,425383.0,4512565.0,1085,POINT (425383 4512565)
25584,6,0,S473X,S473X,0,0,0,0,0,0,0,425509.0,4512564.0,1085,POINT (425509 4512564)
25606,6,0,S473X,S473X,0,0,0,0,0,0,0,425627.0,4512563.0,1088,POINT (425627 4512563)
25651,6,0,S473X,S473X,0,0,0,0,0,0,0,425865.0,4512558.0,1155,POINT (425865 4512558)
25673,6,0,S473X,S473X,0,0,0,0,0,0,0,425993.0,4512559.0,1091,POINT (425993 4512559)
25693,6,0,S473X,S473X,0,0,0,0,0,0,0,426113.0,4512558.0,1094,POINT (426113 4512558)
25713,6,0,S473X,S473X,0,0,0,0,0,0,0,426235.0,4512556.0,1158,POINT (426235 4512556)
25722,6,0,S473X,S473X,0,0,0,0,0,0,0,426271.0,4512557.0,1094,POINT (426271 4512557)
25754,6,0,S473X,S473X,0,0,0,0,0,0,0,426474.0,4512553.0,1158,POINT (426474 4512553)
25831,6,0,S473X,S473X,0,0,0,0,0,0,0,426721.0,4512554.0,1097,POINT (426721 4512554)
25879,6,0,S473X,S473X,0,0,0,0,0,0,0,426961.0,4512548.0,1161,POINT (426961 4512548)
25915,6,0,S473X,S473X,0,0,0,0,0,0,0,427159.0,4512546.0,1163,POINT (427159 4512546)
