TAZID,AreaTAZ,WalkBuff,AreaLocal,WalkLocal
1235,436123.6899999665,1,436123.68999996624,100.0
1236,435509.7800001329,1,435509.7800001329,100.0
1237,168348.99999988894,1,168348.99999988888,100.0
1238,452162.69500000245,1,452162.6950000023,100.0
1239,196298.77499980739,1,196298.77499980736,100.0
1240,434493.4549997366,1,434493.45499973657,100.0
1241,434331.2749997533,1,434331.2749997531,100.0
1242,436143.04999989626,1,436143.0499998963,100.0
1243,524396.8149998746,1,524396.8149998747,100.0
1244,390290.1251933962,1,390290.1251933962,100.0
1245,909419.0150005782,1,257590.51592907362,28.0
1246,526871.2200002684,1,525172.2113796327,100.0
1247,930559.2750002433,1,832537.2011394813,89.0
1248,348647.04500000045,1,241718.9925489754,69.0
1249,669551.204499949,1,669551.2044999489,100.0
1250,470159.1050000534,1,470159.1050000534,100.0
1251,212850.45500028884,1,151058.6902061124,71.0
1252,297081.08500000153,1,216732.68229452,73.0
1253,357485.125005256,1,357485.1250052558,100.0
1254,213223.9492041597,1,213223.94920415976,100.0
1255,220272.34499994406,1,220272.34499994398,100.0
1256,217822.0849999842,1,217822.0849999841,100.0
1257,216063.15000007267,1,216063.15000007267,100.0
1258,433373.2127941901,1,433373.21279419016,100.0
1259,431975.0743198855,1,431975.0743198855,100.0
1260,431120.2499999876,1,431120.2499999877,100.0
1261,435563.35999995115,1,435563.35999995127,100.0
1262,328931.2150001211,1,328931.21500012104,100.0
1263,257503.42999980377,1,257503.42999980372,100.0
1264,431782.9801236158,1,431782.98012361565,100.0
1265,420678.2916730864,1,420678.29167308664,100.0
1266,436137.9419203069,1,436137.94192030694,100.0
1267,434708.4349998209,1,434708.4349998209,100.0
1268,433934.86500018754,1,433934.86500018777,100.0
1269,551792.2699999359,1,551792.2699999358,100.0
1270,712306.9650001754,1,475633.58948034415,67.0
1271,170666.00499993455,1,170666.00499993455,100.0
1272,174773.79500000004,1,174773.79500000007,100.0
1273,166935.45999984737,1,166935.45999984746,100.0
1274,105196.10000002952,1,105196.10000002952,100.0
1275,112475.5265957895,1,112475.52659578949,100.0
1276,175991.77616015787,1,175991.7761601579,100.0
1277,670341.8041205987,1,670341.8041205987,100.0
1278,768788.045024042,1,743372.9349796973,97.0
1279,550029.2299999372,1,323789.57834472996,59.0
1280,371709.51500009967,1,364528.771577695,98.0
1281,2106887.989242048,1,1387742.7467570358,66.0
1282,312707.2099999959,1,312707.2099999959,100.0
1283,198875.1500001862,1,198875.15000018617,100.0
1284,356916.6199998592,1,356916.61999985913,100.0
1285,158657.30000005855,1,158657.30000005857,100.0
1286,593640.9449997086,1,593640.9449997084,100.0
1287,194292.3650003704,1,194292.36500037042,100.0
1288,150055.76512076735,1,150055.76512076732,100.0
1289,184388.71887950166,1,184388.71887950168,100.0
1290,736517.1383301541,1,736517.138330154,100.0
1291,395714.3602001232,1,395714.3602001233,100.0
1292,1170575.0550004912,1,519340.2515816842,44.0
1293,164031.4250000393,1,164031.4250000393,100.0
1294,197788.43999977506,1,197788.43999977506,100.0
1295,193069.00000011086,1,193069.00000011091,100.0
1296,352584.8849998735,1,352584.8849998734,100.0
1297,330149.43000010576,1,330149.4300001057,100.0
1298,655217.9849999776,1,635098.5038715347,97.0
1299,449750.39499982895,1,449750.3949998289,100.0
1300,235329.3600000782,1,183563.28334160044,78.0
1301,339729.79000016133,1,339729.7900001614,100.0
1303,1309108.1463206129,1,1063529.1572238249,81.0
1304,734125.5274246534,1,385454.5075324614,53.0
1306,1340158.249697789,1,1340158.2496977875,100.0
1307,562976.7225955939,1,472880.3509626709,84.0
1310,1269741.7325762445,1,1152528.6122201653,91.0
1311,645410.6299999895,1,620787.3346007031,96.0
1312,1302583.7449999042,1,1042806.8986658378,80.0
1313,1327238.100000748,1,449.5002802516761,0.0
1314,693007.0150000502,1,326078.2845441299,47.0
1315,360373.18000008503,1,360373.18000008503,100.0
1316,1295711.6650002908,1,1006089.2082025908,78.0
1318,370843.22499998834,1,160296.42836350313,43.0
1320,849724.2749993884,1,38245.45837931069,5.0
1322,1480702.4649993049,1,232974.70743726223,16.0
1323,294411.21000018925,1,294411.21000018925,100.0
1324,1354345.2100008356,1,1143602.4985358212,84.0
1325,1371317.2649999284,1,1000963.1157937489,73.0
1326,1052126.2999997109,1,1018151.8589321623,97.0
1327,1353606.2400003741,1,1313555.4211803884,97.0
1328,1358252.6700002586,1,1142951.9739229283,84.0
1329,626022.494999996,1,432137.284875645,69.0
1330,1385017.490000192,1,711466.0478651576,51.0
1331,1922019.070000363,1,1300207.2800201995,68.0
1333,733269.950000397,1,168817.96019723915,23.0
1334,362928.14499979786,1,362928.14499979775,100.0
1335,981516.8199995685,1,960068.6969986665,98.0
1336,974992.8699995884,1,882188.568115697,90.0
1337,572084.6349997992,1,527852.6058127448,92.0
1340,834667.4500001273,1,175972.39971515004,21.0
1341,295897.4599998631,1,295897.4599998632,100.0
1342,1080862.719999416,1,1031357.2113293844,95.0
1343,476904.4900001449,1,476904.49000014487,100.0
1344,422202.6399998934,1,422202.6399998934,100.0
1345,382928.83000023983,1,382928.8300002399,100.0
1346,212681.2900000918,1,212681.29000009174,100.0
1347,673710.7750000126,1,673710.7750000126,100.0
1348,650621.1199998627,1,650621.1199998627,100.0
1349,348535.20499995374,1,348535.20499995386,100.0
1350,675483.4599999156,1,455716.46816084225,67.0
1351,483926.29499997164,1,437764.2405958972,90.0
1352,249401.34499996793,1,249401.344999968,100.0
1353,1112338.8999998115,1,575148.8037448166,52.0
1354,1299632.6450000068,1,1041945.3798041749,80.0
1355,1105946.0799998345,1,911610.897736149,82.0
1356,267928.3500000629,1,267928.35000006325,100.0
1357,649867.8849997168,1,623554.0170022291,96.0
1358,654573.4199998383,1,626421.9334922112,96.0
1359,334110.27000036766,1,273618.62383550644,82.0
1360,651146.3149998746,1,651146.3149998748,100.0
1361,320839.10999987304,1,320839.1099998729,100.0
1362,345167.98500010517,1,345167.98500010517,100.0
1363,654029.0250002492,1,654029.0250002492,100.0
1364,450483.6250000293,1,450483.62500002945,100.0
1365,201736.28775231796,1,201736.28775231793,100.0
1366,651767.3003145948,1,651767.3003145949,100.0
1367,650212.4300000725,1,650212.4300000725,100.0
1368,343696.66000018327,1,343696.66000018327,100.0
1369,458496.3650000686,1,406718.5935684588,89.0
1370,493169.0649997968,1,493169.06499979674,100.0
1371,715083.6249999354,1,715083.6249999354,100.0
1372,1279267.999999998,1,1041624.5296572418,81.0
1373,1298568.0399995905,1,520722.3485481325,40.0
1374,651223.8126052995,1,495365.48190154735,76.0
1375,647820.891955112,1,647820.8919551118,100.0
1376,1298068.0230002536,1,1244431.6330148652,96.0
1377,1300306.5999999316,1,1248516.4617771388,96.0
1378,664502.5600001258,1,629916.2195076878,95.0
1379,670340.8849998432,1,644057.5361406754,96.0
1380,358060.6673048156,1,358060.6673048156,100.0
1381,291363.969519876,1,264813.71424115857,91.0
1382,649696.3613957934,1,622745.4894512153,96.0
1383,332119.4599996618,1,332119.4599996619,100.0
1384,392099.76500026317,1,392099.7650002631,100.0
1385,270539.94499984104,1,270539.9449998411,100.0
1386,643707.5249999681,1,643707.5249999688,100.0
1387,641793.8399999335,1,641043.0586152632,100.0
1388,725984.5049998637,1,621306.1814791829,86.0
1390,636587.8499998146,1,616262.8453524832,97.0
1391,629681.4200002087,1,602087.1893859709,96.0
1392,349709.43000035355,1,349709.43000035355,100.0
1393,300705.4017095413,1,274164.75911486713,91.0
1394,649541.4793800385,1,622510.1876192476,96.0
1395,567161.255000024,1,567161.255000024,100.0
1396,398583.13000020623,1,398583.13000020623,100.0
1397,425864.92999970703,1,425864.92999970703,100.0
1398,223489.62500011703,1,223489.62500011703,100.0
1399,652394.3750000102,1,652394.375000011,100.0
1400,783509.1749999886,1,748390.1568758236,96.0
1405,762346.1427260386,1,94447.79939762375,12.0
1406,703714.9440851873,1,703714.9440851872,100.0
1407,647396.4527615323,1,647396.4527615329,100.0
1408,552107.2149998269,1,552107.2149998267,100.0
1409,694726.8049999337,1,663325.2262501668,95.0
1410,559656.2199998775,1,526626.2977102543,94.0
1411,344882.98000001913,1,344882.98000001913,100.0
1412,384705.82499989634,1,332313.38343354553,86.0
1413,650625.1299999647,1,624388.6177126046,96.0
1414,644207.3899995228,1,644207.3899995228,100.0
1415,914584.5238790421,1,21407.56142604701,2.0
1416,946751.1700007536,1,898927.2794896736,95.0
1417,448074.3149999027,1,393325.5016545843,88.0
1418,616179.924999713,1,616179.9249997126,100.0
1419,774347.005000095,1,724376.1082786345,94.0
1420,354988.71999996895,1,354988.7199999689,100.0
1421,219278.81500019933,1,219278.81500019933,100.0
1422,652041.7600000564,1,625060.3150679538,96.0
1423,645679.8650004672,1,645679.8650004672,100.0
1426,2041968.2750002972,1,1039933.8130691695,51.0
1428,228718.01530490365,1,221116.4588884801,97.0
1433,1760693.9699997865,1,537087.3502164641,31.0
1436,903461.0500001971,1,549787.1820625064,61.0
1437,573101.2149995173,1,533792.9097067232,93.0
1439,788624.479999909,1,184760.94706529763,23.0
1440,1437702.3950000948,1,294638.0111404577,20.0
1441,507357.1849999487,1,96665.66518635041,19.0
1442,128184.40573478573,1,128184.40573478573,100.0
1443,83052.71107617591,1,83052.71107617588,100.0
1444,84303.25024006382,1,84303.2502400638,100.0
1445,168072.39499996582,1,168072.39499996582,100.0
1446,167123.78000002776,1,167123.78000002776,100.0
1447,169912.81500015125,1,169912.8150001513,100.0
1448,261845.35500015176,1,102.71353474985153,0.0
1449,150723.9450000877,1,104269.20398571371,69.0
1451,106019.25373988302,1,93132.37470221877,88.0
1452,154943.05000003814,1,100824.31343347552,65.0
1453,108754.03499984536,1,105411.66293446277,97.0
1454,152408.73499984242,1,152408.7349998424,100.0
1455,214584.50500009346,1,214584.50500009346,100.0
1456,152414.8799999489,1,152414.8799999489,100.0
1457,301742.68500027765,1,301742.6850002776,100.0
1458,209115.94499983778,1,209115.9449998378,100.0
1459,307888.7199998306,1,307888.7199998305,100.0
1460,211405.08000005226,1,211405.08000005217,100.0
1461,352067.89999994216,1,115607.47280328217,33.0
1463,167000.526014301,1,2792.799441686835,2.0
1464,171426.22836671054,1,112843.93125803607,66.0
1465,169414.95000010132,1,169414.95000010132,100.0
1466,169887.98500001308,1,169887.98500001308,100.0
1467,364007.6699999601,1,364007.66999995994,100.0
1468,421511.54500007763,1,421511.5450000777,100.0
1469,729504.0699999313,1,505931.25627677573,69.0
1470,891575.7049999165,1,636477.1167207926,71.0
1471,201216.70177638775,1,180660.61399920916,90.0
1472,170114.8829436978,1,169414.99932128759,100.0
1473,178423.39670497196,1,178423.39670497208,100.0
1474,174226.57999981355,1,174226.57999981355,100.0
1475,176766.8950002391,1,176766.8950002391,100.0
1476,306650.43499998434,1,306650.43499998446,100.0
1477,270730.17499996384,1,270730.1749999637,100.0
1478,474970.22500024555,1,474970.22500024555,100.0
1479,894538.6600002693,1,894538.6600002691,100.0
1480,716521.9499999465,1,710305.5533018926,99.0
1481,275278.3688716041,1,266078.64439861616,97.0
1482,161561.57473449718,1,160065.1382737562,99.0
1483,138342.6999998843,1,138342.69999988427,100.0
1484,139173.36999984403,1,139173.36999984403,100.0
1485,304069.53999983263,1,304069.53999983263,100.0
1486,351458.95000036847,1,351458.95000036835,100.0
1487,329117.24500016426,1,329117.2450001642,100.0
1488,477647.6099998534,1,477647.6099998534,100.0
1489,343439.8900002559,1,336683.3313190811,98.0
1490,142839.66500017972,1,131276.28518894286,92.0
1491,268320.229959664,1,221888.49591569288,83.0
1492,185055.28148449672,1,179991.27732619995,97.0
1493,204908.05444834544,1,204908.05444834544,100.0
1494,203886.66500033683,1,203886.66500033686,100.0
1495,357618.1050001798,1,357618.1050001798,100.0
1496,344205.9999995952,1,344205.9999995952,100.0
1497,345048.789999902,1,345048.789999902,100.0
1498,198924.4999999244,1,198924.49999992433,100.0
1499,436909.3650001021,1,436909.36500010226,100.0
1500,344100.0650000349,1,214913.80070693223,62.0
1501,718405.9249998396,1,83268.98589991468,12.0
1502,1234961.8750000065,1,984902.5960323103,80.0
1503,1011186.2498946406,1,1011186.24989464,100.0
1504,1554032.6465327735,1,1393345.0514945665,90.0
1505,307402.7099999532,1,307402.7099999533,100.0
1506,286760.37000039674,1,286760.3700003968,100.0
1507,176961.71499971635,1,176961.71499971638,100.0
1508,478875.94000007183,1,474350.18679455575,99.0
1509,372903.89999999997,1,350693.446890144,94.0
1510,317464.7149998635,1,317464.7149998635,100.0
1511,379358.3650000279,1,379358.36500002764,100.0
1512,465723.2449999425,1,440736.9126529649,95.0
1513,462223.08499962854,1,462223.0849996285,100.0
1514,344002.0699998916,1,344002.0699998916,100.0
1515,346665.82499992213,1,346665.82499992213,100.0
1516,279427.7850005765,1,279427.7850005766,100.0
1517,607008.564999989,1,607008.5649999895,100.0
1518,248377.47499989296,1,248377.47499989305,100.0
1519,596815.5650000086,1,582473.7851431451,98.0
1520,514514.55750904797,1,514344.20291928906,100.0
1521,962744.364291326,1,962426.9621620415,100.0
1522,242883.32000016072,1,242883.32000016066,100.0
1523,342361.1899998913,1,342361.18999989115,100.0
1524,344248.68999983184,1,344248.68999983184,100.0
1525,430934.3949997535,1,430934.3949997535,100.0
1526,489093.65000014636,1,471315.7433404291,96.0
1527,379257.02499995974,1,321053.34623299487,85.0
1528,522995.68500006176,1,522995.68500006205,100.0
1529,630162.6239397845,1,609131.4052692164,97.0
1530,1273792.795208533,1,1142523.2842943494,90.0
1531,1993657.6493084289,1,897607.9350280608,45.0
1532,553132.8649996375,1,553132.8649996372,100.0
1533,189197.7600000401,1,187872.23754188893,99.0
1534,473657.3690049427,1,473657.36900494265,100.0
1535,200776.9050001627,1,200776.90500016263,100.0
1536,368757.554999846,1,368757.554999846,100.0
1537,340940.7400003125,1,340940.74000031233,100.0
1538,306167.79000000464,1,306167.7900000046,100.0
1539,418082.8449997582,1,418082.8449997583,100.0
1540,248788.8699999894,1,248788.8699999894,100.0
1541,528038.62499979,1,528038.6249997901,100.0
1542,174457.02000034484,1,174457.02000034475,100.0
1543,388399.68999971234,1,388399.6899997123,100.0
1544,292506.16500028805,1,292506.16500028805,100.0
1545,366508.26500010514,1,366508.26500010525,100.0
1546,340961.8800001143,1,340961.8800001142,100.0
1547,277623.1350001349,1,277623.1350001349,100.0
1548,430880.1649999842,1,430880.16499998426,100.0
1549,893183.6950003578,1,893183.6950003579,100.0
1550,320937.44999983395,1,320937.44999983395,100.0
1551,1012224.5849997712,1,1012224.5849997712,100.0
1552,339747.74499971134,1,339747.7449997112,100.0
1553,348088.0449998765,1,348088.0449998765,100.0
1554,1435474.0853940172,1,427339.2039612468,30.0
1555,1108826.0882712896,1,431846.31959870557,39.0
1556,242326.8549996342,1,242326.85499963418,100.0
1557,928564.1449999396,1,928061.4399369825,100.0
1558,609545.5999996595,1,609545.5999996597,100.0
1559,995929.5200001169,1,993503.2988438089,100.0
1560,990594.7349996179,1,970649.7635606695,98.0
1561,528481.5300005836,1,528481.5300005835,100.0
1562,1089020.690000039,1,1069462.4341311334,98.0
1563,999879.8300003081,1,858576.936597639,86.0
1564,666129.8162760773,1,666129.816276077,100.0
1565,607260.3957871613,1,589369.2407462199,97.0
1566,420614.35697797954,1,420614.35697797954,100.0
1567,547659.6221794345,1,521579.7010656353,95.0
1568,418956.19500011986,1,418956.19500012,100.0
1569,369099.52500028256,1,369099.5250002825,100.0
1570,972217.706716586,1,819946.2300880719,84.0
1571,769045.4455968718,1,711548.8003864386,93.0
1572,408857.21059477265,1,408857.2105947727,100.0
1573,758306.755000183,1,758306.755000183,100.0
1574,224956.77565350395,1,224956.775653504,100.0
1575,643880.5992165838,1,643880.5992165837,100.0
1576,506851.2349998863,1,461753.1103392723,91.0
1577,930726.0449999395,1,797988.0362386055,86.0
1578,937750.0600002266,1,811712.6841218406,87.0
1579,328475.6657268747,1,328475.66572687455,100.0
1580,656949.5962086669,1,656949.5962086666,100.0
1581,1035966.0700260974,1,1034741.9921470194,100.0
1582,578020.4550002414,1,574730.0769372559,99.0
1583,367510.5499998163,1,342464.88256191544,93.0
1584,245748.86499997225,1,230178.05887675047,94.0
1585,927158.9649999329,1,891363.8007840781,96.0
1586,829174.5449998517,1,829174.5449998517,100.0
1587,699107.7500000696,1,699107.7500000696,100.0
1588,591890.6550000076,1,539918.612056097,91.0
1589,1306050.9529523398,1,1249479.1629311023,96.0
1590,604191.2334636266,1,600905.5173363468,99.0
1591,1457282.2690029808,1,709432.2814870962,49.0
1592,336212.63000028546,1,327823.61213410273,98.0
1593,405584.7699997925,1,204673.92350842923,50.0
1594,351347.40499985893,1,340579.02362703596,97.0
1595,380413.92000031576,1,272025.65948979225,72.0
1596,373609.48499984544,1,354778.1301139091,95.0
1597,467360.1149997811,1,467360.1149997811,100.0
1598,720494.3737164603,1,720494.3737164609,100.0
1599,488659.17999999796,1,479357.48022313043,98.0
1600,1499026.9550002033,1,1410676.8254461652,94.0
1601,1294797.1749999647,1,1294797.1749999647,100.0
1602,1110184.8949998617,1,1062103.6572294293,96.0
1603,389529.37000009365,1,383184.1406798373,98.0
1604,516564.3879996794,1,496397.1298199081,96.0
1605,690933.3623726994,1,687849.3009016719,100.0
1606,648809.9799998618,1,635111.1992755653,98.0
1607,582871.809999995,1,552630.6315499682,95.0
1608,515057.0234094328,1,515057.0234094328,100.0
1609,621658.8249999349,1,601788.4698726967,97.0
1610,646032.6349997089,1,646032.6349997089,100.0
1611,649486.2300001045,1,623320.8890168044,96.0
1612,488039.77499999915,1,460952.750258196,94.0
1613,826612.3549998008,1,826612.3549998008,100.0
1614,486519.91999998124,1,486519.91999998107,100.0
1615,773284.0550001783,1,710879.6273089851,92.0
1616,284033.15000000765,1,261499.23580562574,92.0
1617,473558.3750001931,1,473558.3750001931,100.0
1618,472937.60499959736,1,416695.8572445813,88.0
1619,304600.5400001776,1,304600.54000017734,100.0
1620,406680.95999999007,1,406680.95999999007,100.0
1621,148193.09499993717,1,148193.09499993714,100.0
1622,373045.55000009586,1,373045.55000009586,100.0
1623,330169.98499987595,1,330169.9849998759,100.0
1624,469293.56500000565,1,319657.39537123434,68.0
1625,499948.77000013174,1,467413.51500319235,93.0
1626,414384.4700000497,1,414384.4700000498,100.0
1627,417452.6332505748,1,416096.5684525542,100.0
1628,218455.04604522866,1,218455.0460452287,100.0
1629,396430.1952680258,1,396196.6216476506,100.0
1630,915590.7300004436,1,654754.8976006563,72.0
1631,1142048.0799995447,1,1030111.2513065605,90.0
1632,442255.4799204886,1,442255.4799204886,100.0
1633,282739.1988090809,1,282739.1988090809,100.0
1634,493736.64992639364,1,493736.6499263937,100.0
1635,377383.2197012034,1,309359.45334710565,82.0
1636,607866.0399994768,1,215702.32302917622,35.0
1637,821939.5399999782,1,821939.5399999785,100.0
1638,654440.6486601048,1,336742.96671194606,51.0
1639,713619.0850001097,1,664787.6406920382,93.0
1640,857372.9692255325,1,371561.10999383614,43.0
1641,267401.8403871306,1,68392.42557498247,26.0
1642,185994.3895202275,1,31239.092322267596,17.0
1643,1153961.7805726612,1,1023772.5308870904,89.0
1644,727835.2763194004,1,502843.65347228217,69.0
1645,554516.0699999862,1,323866.6635589491,58.0
1646,621602.200590256,1,621602.200590256,100.0
1647,320088.65647979284,1,320088.65647979284,100.0
1648,1307148.7800002124,1,216342.36684218366,17.0
1649,456384.99274789327,1,414129.07639518613,91.0
1650,608549.2249998876,1,209823.81421108983,34.0
1651,497851.04499994795,1,395156.3132479109,79.0
1652,914909.5019684101,1,914909.5019684097,100.0
1653,984921.464152094,1,790138.5593877197,80.0
1654,649243.0300000388,1,638257.8708716881,98.0
1655,699556.2949993574,1,665775.4983797319,95.0
1656,462635.4499996415,1,129854.27355039066,28.0
1657,210258.69999988592,1,102208.19009064237,49.0
1658,204047.84499992582,1,121605.25649298434,60.0
1659,809098.072423383,1,752338.3935493277,93.0
1660,649139.288380246,1,649139.288380246,100.0
1661,804868.4049996765,1,796513.4029521728,99.0
1662,373024.115000117,1,117347.41355712275,31.0
1663,686662.8099999474,1,686662.8099999474,100.0
1664,1148821.1815349075,1,1148821.1815349075,100.0
1665,1053315.74883965,1,815862.3446523775,77.0
1666,375549.0400003462,1,375549.0400003463,100.0
1667,382357.29000019433,1,382357.2900001943,100.0
1668,373323.66373738484,1,373323.6637373848,100.0
1669,560279.8347595676,1,555748.0373706763,99.0
1670,679055.7449996449,1,495868.53311658325,73.0
1671,551363.6000001082,1,551363.6000001082,100.0
1672,525383.0150001281,1,471090.5365553158,90.0
1673,694345.3995480972,1,581425.4706832769,84.0
1674,485910.401958845,1,478326.30916526547,98.0
1675,640268.0019724425,1,637677.8269279944,100.0
1676,441423.203227719,1,441423.2032277191,100.0
1677,560975.7199998864,1,537801.7361700098,96.0
1678,573482.641849988,1,566592.8795389156,99.0
1679,313968.11951080477,1,313968.11951080494,100.0
1680,598549.7350002311,1,598549.7350002311,100.0
1681,963021.9029999686,1,826043.0952568183,86.0
1682,384561.8643025311,1,384561.864302531,100.0
1683,794387.5599999182,1,684622.4152270745,86.0
1684,703323.614999897,1,675905.8992577859,96.0
1685,891323.6399998466,1,870803.6203586475,98.0
1686,458158.5899999566,1,458158.58999995654,100.0
1687,568496.2381498308,1,76688.96092879922,13.0
1688,1159820.4200002989,1,854643.5897313781,74.0
1689,687197.5500004761,1,683043.5949441188,99.0
1690,414008.91499991866,1,414008.9149999188,100.0
1691,620543.8550002363,1,551822.4505177184,89.0
1692,411546.2425002282,1,411546.2425002281,100.0
1693,2071038.799999754,1,1083441.957437553,52.0
1694,1774336.4885046338,1,1729197.5918158502,97.0
1695,2013721.3214610473,1,964490.969116831,48.0
1696,700112.5982445373,1,544544.1174483198,78.0
1697,792742.1580640693,1,758126.4637660744,96.0
1698,375934.1567999414,1,300082.1990996694,80.0
1699,560894.8693698633,1,339616.05008512613,61.0
1700,239275.78152811178,1,239275.78152811178,100.0
1701,1379112.9264311735,1,1228636.7360672099,89.0
1702,4016640.572251212,1,3347835.4590669665,83.0
1703,515297.48999984737,1,471957.2454240529,92.0
1704,710271.3850001165,1,516036.99974208075,73.0
1705,1389568.9126924763,1,1361083.8684588417,98.0
1706,498376.98781897663,1,498376.98781897675,100.0
1707,453806.2350000351,1,404136.3868627383,89.0
1708,611902.5399998068,1,592719.9531404695,97.0
1709,654349.7250001134,1,654349.7250001134,100.0
1710,647940.564999788,1,621631.8142687184,96.0
1711,815367.0550000576,1,789037.8616781197,97.0
1712,556498.2700004617,1,556498.2700004617,100.0
1713,457312.31500000606,1,457312.31500000635,100.0
1716,1018846.4150001057,1,437862.01721027435,43.0
1717,607044.8700001593,1,607044.8700001593,100.0
1718,991161.2999997423,1,991161.2999997423,100.0
1719,1013705.1549998618,1,1013704.1612196786,100.0
1720,591583.173553249,1,464558.3765846086,79.0
1721,1209360.7100148317,1,1209360.710014832,100.0
1722,1223158.9899999741,1,1223151.620865464,100.0
1723,1302872.4887944493,1,1302872.488794449,100.0
1724,1302514.6707902094,1,1250584.8630155097,96.0
1725,1294268.6150000286,1,1244485.3816042033,96.0
1726,1309756.5336087383,1,1252581.3494088384,96.0
1727,1181759.5875925135,1,1025460.3550085011,87.0
1729,1147591.884999712,1,45795.74711863299,4.0
1730,1181225.600000436,1,812088.4897701512,69.0
1732,754050.0700001438,1,214217.67684845228,28.0
1733,547122.944999993,1,509867.20088556776,93.0
1734,934314.2083551056,1,934314.2083551057,100.0
1735,1052089.130000044,1,993110.6550087286,94.0
1736,266066.17999993684,1,249776.6371109557,94.0
1737,1266285.279985888,1,1068864.4099431606,84.0
1738,848521.7750002227,1,836708.426927353,99.0
1739,640166.3599997059,1,554871.079660502,87.0
1740,675001.2415500282,1,675001.2415500283,100.0
1741,1094289.442856907,1,1094289.4428569064,100.0
1742,840243.9777634762,1,798284.970321883,95.0
1743,594813.6541282985,1,555497.1937247728,93.0
1744,355906.07998034585,1,355906.07998034585,100.0
1745,1237119.0685064837,1,473153.5628283016,38.0
1748,370002.614999966,1,188335.48348610618,51.0
1749,1146125.9736590986,1,913153.3540408071,80.0
1750,1317246.8588948867,1,626633.1785896195,48.0
1751,727382.6850003962,1,640381.4129821833,88.0
1752,548419.5840402616,1,403318.1157130769,74.0
1753,787372.9565916335,1,650313.6785701597,83.0
1754,1021012.9772573392,1,900081.2214160055,88.0
1757,336351.7120137196,1,470.4150018277084,0.0
1758,691525.3510354154,1,587733.7397983982,85.0
1759,912938.1477699074,1,760014.0368895695,83.0
1760,637332.8472835049,1,637332.8472835048,100.0
1761,866075.8027620051,1,866075.8027620051,100.0
1762,569864.7400000014,1,544609.1732738757,96.0
1763,561847.0899999897,1,553011.4884407807,98.0
1764,575328.8449998278,1,552188.5900552509,96.0
1765,1228808.654492248,1,1021486.560357022,83.0
1771,951463.555688929,1,850184.6700652331,89.0
1772,459539.2887377561,1,459539.288737756,100.0
1773,817041.7260156092,1,751105.1369167209,92.0
1774,395034.7715000884,1,395034.7715000884,100.0
1775,619189.7373313078,1,493983.4426790799,80.0
1776,682440.2652696742,1,547191.6494173171,80.0
1777,652292.5373684894,1,520624.98983244784,80.0
1778,613871.4199999239,1,521412.3216623656,85.0
1779,650935.8500007447,1,624561.176942574,96.0
1780,655138.0899995747,1,627804.0015217788,96.0
1781,771034.7649999812,1,746556.8325914183,97.0
1782,976607.4938843888,1,188272.74964532797,19.0
1786,523644.79500020156,1,523627.97745129926,100.0
1787,814126.5660286134,1,812318.3882833796,100.0
1788,564860.8100004054,1,558799.1649574994,99.0
1789,561200.3949999072,1,561200.3949999072,100.0
1790,305379.3525000627,1,305379.3525000626,100.0
1791,307274.1387792141,1,295636.1726092459,96.0
1792,460549.3907878524,1,460549.39078785223,100.0
1793,313509.32675956836,1,313509.3267595685,100.0
1794,481062.05964657984,1,481062.05964657984,100.0
1795,382078.0525921554,1,382078.05259215535,100.0
1796,301784.84599991306,1,301784.84599991306,100.0
1797,310853.4490534092,1,310853.4490534093,100.0
1798,202831.56282491042,1,202831.56282491036,100.0
1799,257031.7445926804,1,257031.7445926804,100.0
1800,559875.7549154405,1,559875.7549154405,100.0
1801,774838.6730587505,1,774838.6730587507,100.0
1802,560510.3680893204,1,560510.3680893204,100.0
1803,580981.1588622173,1,580981.1588622173,100.0
1804,405162.6374335683,1,405162.63743356825,100.0
1805,404892.55371830857,1,404100.66405261215,100.0
1806,620663.6139466868,1,613121.4939106465,99.0
1807,404696.55500015925,1,404696.5550001593,100.0
1808,740363.7704240513,1,615489.8505324852,83.0
1809,533035.9544232475,1,533035.9544232475,100.0
1810,226685.2399998668,1,226685.2399998668,100.0
1811,406029.08011468314,1,406029.08011468314,100.0
1812,280901.49162124866,1,280901.4916212486,100.0
1813,418235.8978188088,1,418235.89781880914,100.0
1814,568744.9745331511,1,568744.9745331511,100.0
1815,385480.7149999539,1,385480.714999954,100.0
1816,589341.146183816,1,589341.1461838154,100.0
1817,348110.05100882216,1,348110.0510088221,100.0
1818,191928.22100016134,1,191928.2210001614,100.0
1819,261913.61000004676,1,224826.6915283516,86.0
1820,206559.74000031786,1,206559.74000031783,100.0
1821,241950.64999974385,1,241950.64999974382,100.0
1822,478195.17000001064,1,476636.8712034703,100.0
1823,688661.3650000967,1,688661.365000097,100.0
1824,868069.0699999005,1,796086.8902421418,92.0
1825,1475388.8259098807,1,1083024.266854235,73.0
1826,331301.4084371747,1,324485.8045206741,98.0
1827,897537.5981995511,1,533334.8167827718,59.0
1828,1348020.645876875,1,13701.41447212686,1.0
1829,310645.9999998891,1,310645.9999998892,100.0
1830,117837.5850001332,1,117837.5850001332,100.0
1831,717738.5699996616,1,501883.5782317618,70.0
1832,268397.30500004225,1,268397.3050000422,100.0
1833,686668.5469607415,1,683465.8193425525,100.0
1834,892625.1223254474,1,844312.2006280957,95.0
