TAZID,AreaTAZ,WalkBuff,AreaLocal,WalkLocal
702,1337769.3171306942,1,1333809.8051813664,100.0
703,1100147.3988359105,1,1100147.3988359107,100.0
704,1050859.2599999558,1,1050859.2599999558,100.0
705,1946938.5566220272,1,1402935.702243705,72.0
706,801790.8186716564,1,109810.58766289566,14.0
707,2249088.340410382,1,676987.506375558,30.0
709,671371.7650002905,1,44966.131854711086,7.0
710,645256.2150001002,1,644820.5948179499,100.0
711,360579.03499964305,1,360579.0349996429,100.0
712,460718.1540004797,1,361001.06677758327,78.0
713,1310502.499999848,1,336567.021490937,26.0
714,1669369.506246026,1,350016.7185628638,21.0
715,1852604.78297049,1,1531333.9452224951,83.0
719,382673.64499961905,1,480.22216403232085,0.0
720,1120841.9554461641,1,1120841.955446164,100.0
721,876654.9896286188,1,873836.4235510422,100.0
722,843064.7174819119,1,693732.368622458,82.0
723,1162926.8311877474,1,1162926.831187747,100.0
724,3802238.986488949,1,1635474.9992529931,43.0
729,1247106.97713918,1,294384.7140458501,24.0
730,2774903.5855984855,1,1373483.0437617763,49.0
735,672644.5549999591,1,6643.538163346367,1.0
736,733167.955428702,1,317141.48389618436,43.0
737,648877.33522436,1,641590.5623321838,99.0
738,297442.7299367308,1,297442.72993673076,100.0
739,1766559.4364780656,1,1732401.0382145427,98.0
741,325452.451999635,1,325452.4519996351,100.0
742,705612.9600979756,1,705612.9600979757,100.0
744,2789585.263517875,1,1442509.7831566208,52.0
745,1278900.3778211242,1,962653.3281231866,75.0
746,348993.000000208,1,17928.99228717456,5.0
747,1094450.2549999654,1,1094450.2549999661,100.0
748,1636546.316281335,1,1321938.6402195778,81.0
750,1306663.8045007274,1,285979.772177341,22.0
751,1097713.459999806,1,637256.7132895865,58.0
752,625243.1849993875,1,625243.1849993875,100.0
756,1706311.4099997415,1,56726.85944147056,3.0
757,1048260.4404999862,1,828723.3650418927,79.0
758,1234496.2632005175,1,1053386.8591609166,85.0
760,1588669.2690626855,1,764492.7826637446,48.0
761,938531.9533487823,1,635953.3446007164,68.0
764,2042597.9512608103,1,722629.9706478172,35.0
767,1390113.8102641718,1,1388416.4459894376,100.0
768,1211395.8348422537,1,521575.745727397,43.0
769,1555129.7113549795,1,1292173.9892305038,83.0
770,1837939.9103567523,1,1590975.5915450987,87.0
771,1467169.3899997324,1,716702.6463417101,49.0
772,808702.6805045098,1,735640.9480916251,91.0
773,1646445.6996870334,1,741212.4770555868,45.0
774,439144.66499959317,1,439144.6649995929,100.0
775,1689292.9324715063,1,672379.6027755862,40.0
776,1122642.20904569,1,443234.9803168891,39.0
777,728403.8252506815,1,728403.8252506814,100.0
778,2104044.0150000695,1,94529.43309036638,4.0
779,1204119.7691977676,1,891754.3513022257,74.0
780,761830.5953917105,1,761830.5953917105,100.0
781,873191.0797167144,1,873191.0797167147,100.0
782,725024.3725080524,1,724748.3252274543,100.0
785,1830369.4687611582,1,268315.3306909084,15.0
786,2019340.34967429,1,903720.8276342903,45.0
787,969501.5418028164,1,907199.7164570624,94.0
788,516108.5599996378,1,509205.1944511949,99.0
789,802568.5732554632,1,636019.0802181116,79.0
790,935998.9600002929,1,676281.7018997524,72.0
793,1482569.125000054,1,1400871.7292386526,94.0
795,872866.180000064,1,719221.8030081069,82.0
796,960315.2550006129,1,901003.5068496717,94.0
797,831861.2399999015,1,194882.0541996045,23.0
798,754757.2699997814,1,754757.2699997816,100.0
799,979976.7263282378,1,899329.8261159147,92.0
802,444008.36000017496,1,71621.40756289614,16.0
803,469148.6550000298,1,469148.6550000298,100.0
804,441360.16975955194,1,441360.169759552,100.0
805,1915876.9935639992,1,1608189.5346633885,84.0
807,497922.24499964295,1,81728.18586292147,16.0
808,519338.27000013285,1,519338.27000013285,100.0
809,523589.4759489723,1,523589.47594897234,100.0
810,388333.0032997201,1,65229.468871523444,17.0
811,398079.4552260307,1,398079.45522603067,100.0
812,399402.7358372404,1,399402.73583724035,100.0
825,955144.4976307845,1,158939.92446599517,17.0
826,793330.4462653224,1,793330.4462653223,100.0
827,794753.3844050419,1,794753.3844050416,100.0
828,1100586.9836100396,1,901446.3240738668,82.0
830,601430.5950004575,1,245904.83086531475,41.0
831,434835.9356611239,1,434835.935661124,100.0
832,732801.2112399813,1,732801.2112399813,100.0
833,708668.3780793621,1,690520.3322190738,97.0
834,588732.3279866762,1,3654.506319049801,1.0
836,532845.2122798214,1,383579.8723344105,72.0
837,348863.0700000417,1,348863.0700000417,100.0
838,542965.6805447248,1,542965.6805447248,100.0
839,638425.6166940812,1,385290.7535149354,60.0
840,633830.2999999307,1,633830.2999999307,100.0
841,669589.5036607306,1,597981.6695267955,89.0
844,599944.1165182258,1,599944.1165182259,100.0
845,142003.5215333907,1,142003.5215333907,100.0
846,587455.1449999904,1,587455.1449999904,100.0
847,690148.3799998156,1,669519.7281942989,97.0
848,1464503.1649998133,1,3285.718284477256,0.0
850,615925.8700002851,1,611857.8978094194,99.0
851,408535.4299999863,1,154114.20056084258,38.0
852,1323442.950000007,1,17561.414140065062,1.0
854,349503.9699999846,1,349503.9699999846,100.0
855,424630.0254999332,1,424630.0254999332,100.0
856,650294.4900000484,1,556043.8238725006,86.0
857,1461664.835000034,1,10405.070672490549,1.0
865,390294.61238637666,1,33984.99782020054,9.0
870,703036.3175397823,1,46635.30498612025,7.0
871,476141.7378584673,1,162958.55813241936,34.0
872,652811.0507189011,1,626324.484320933,96.0
873,106166.22839093978,1,106166.2283909398,100.0
879,774592.2908732843,1,326189.15158811165,42.0
880,530067.131386383,1,530067.131386383,100.0
882,679553.6850003102,1,126157.49950700096,19.0
883,610475.0799992317,1,610475.0799992316,100.0
884,443090.0699999338,1,443090.06999993365,100.0
885,295555.6300000539,1,295555.6300000539,100.0
886,726251.2049996557,1,607202.7578285006,84.0
887,754972.9600000333,1,86254.48103688922,11.0
890,1355087.7149996026,1,394081.5809588813,29.0
891,316559.11696495186,1,316559.1169649518,100.0
892,1400065.4017748935,1,486920.66213165043,35.0
893,2742110.4204771034,1,1006261.1196203534,37.0
894,1581653.638249995,1,1215290.2481885965,77.0
903,55219270.92378672,1,901673.2930228603,2.0
904,61942842.47573661,1,658668.373220781,1.0
905,72222649.79916906,1,16803.94142797226,0.0
906,208856982.8709044,1,5685853.205249816,3.0
907,41625633.18500165,1,5487911.593476302,13.0
908,4654740.097636746,1,2539328.4615161656,55.0
909,2497414.293321073,1,314096.36436775385,13.0
912,3788876.92187511,1,25908.170547348916,1.0
914,8256429.225001198,1,1007248.3979854402,12.0
917,2819857.9400002277,1,1422.6179280896267,0.0
945,1289998.0415692232,1,798148.6820557442,62.0
946,4464378.001658479,1,2759694.8198452904,62.0
949,850031.6100002172,1,850031.6100002176,100.0
951,1082609.394999929,1,155956.3591991235,14.0
952,533616.8400000958,1,147861.14025542102,28.0
953,706765.475000597,1,131106.85834613215,19.0
954,8235415.044998879,1,2558083.900256009,31.0
955,4442032.319999704,1,963452.6762445226,22.0
958,3232828.579612774,1,787422.3136046152,24.0
960,911587.9449997155,1,625431.6635182917,69.0
961,821820.5449998099,1,591634.6930884795,72.0
962,547199.6399998735,1,471279.7829651438,86.0
963,1833322.7076802673,1,1824779.6285873207,100.0
964,1802577.0976708853,1,485923.10082181595,27.0
965,8259307.555050059,1,1011965.1292976219,12.0
966,187073.90500018376,1,187073.90500018382,100.0
967,497355.36500003975,1,497355.3650000397,100.0
968,344487.0749997189,1,344487.0749997188,100.0
969,362264.66000005504,1,362264.660000055,100.0
970,309279.56499963196,1,309279.564999632,100.0
971,444371.3350000302,1,444371.33500003006,100.0
972,186220.4454828288,1,186220.4454828288,100.0
973,740255.9485606166,1,578419.0196770781,78.0
974,2060537.3847602184,1,1414966.7252815,69.0
975,2530884.990000627,1,1241351.158147132,49.0
976,2926942.949999316,1,1371149.771579591,47.0
977,1755986.2649997508,1,1365473.0266168658,78.0
978,3373928.9549314976,1,3373538.963186403,100.0
979,1394065.1097042575,1,564175.1236269908,40.0
980,500161.64000012464,1,425036.4611885432,85.0
981,745883.1449999829,1,745883.144999983,100.0
982,344222.9550000946,1,344222.95500009466,100.0
983,1238810.4236571055,1,632812.9260178988,51.0
984,846362.7000001244,1,770155.934630005,91.0
985,606524.104999769,1,606524.104999769,100.0
986,392346.8850005119,1,392346.8850005118,100.0
987,524407.7750000311,1,524407.7750000311,100.0
988,267236.4049996333,1,267236.4049996333,100.0
989,397621.9650000028,1,397621.9650000028,100.0
990,195818.18500004322,1,195818.18500004328,100.0
991,301276.4249998443,1,301276.4249998443,100.0
992,115740.82762563431,1,115740.82762563427,100.0
993,174810.8002925189,1,174810.8002925188,100.0
994,290306.7948790796,1,290306.7948790795,100.0
995,351162.3956747948,1,351162.39567479485,100.0
996,251557.54331918413,1,251557.54331918413,100.0
997,245926.0400000501,1,245926.0400000501,100.0
998,196272.39521327865,1,196272.39521327865,100.0
999,171766.33762806002,1,171766.33762806002,100.0
1000,312507.2271801588,1,312507.2271801588,100.0
1001,239132.00618161462,1,239132.00618161465,100.0
1002,318474.0414392425,1,318474.04143924266,100.0
1003,253921.83999992904,1,253921.83999992907,100.0
1004,315637.5532534273,1,315637.5532534272,100.0
1005,731949.5667480303,1,731949.5667480305,100.0
1006,894705.5950796645,1,894705.5950796647,100.0
1007,858079.8281642515,1,798500.4037209967,93.0
1008,2230128.85000028,1,1731872.7809650977,78.0
1009,1761566.7249998057,1,1157072.9484811174,66.0
1010,1294145.6550002454,1,913809.4817400889,71.0
1011,3216168.0749991518,1,803261.1821556764,25.0
1012,2326740.9700005646,1,1175957.0754496567,51.0
1013,793664.5379331928,1,665807.0727891881,84.0
1014,1071001.820414493,1,969933.3167081481,91.0
1015,472889.83095562673,1,472889.8309556268,100.0
1016,555552.045000175,1,555552.0450001751,100.0
1017,589946.460000295,1,589946.460000295,100.0
1018,127930.39999974072,1,127930.39999974072,100.0
1019,328811.7899997685,1,328811.7899997685,100.0
1020,244478.41499951755,1,244478.4149995176,100.0
1021,186168.43000006882,1,186168.43000006877,100.0
1022,123220.97500019065,1,123220.97500019062,100.0
1023,229820.86000008922,1,229820.86000008936,100.0
1024,162721.38500010702,1,162721.38500010702,100.0
1025,90375.86499992677,1,90375.86499992677,100.0
1026,138759.95999986888,1,138759.9599998689,100.0
1027,117315.21500009109,1,117315.2150000911,100.0
1028,58209.73499989646,1,58209.73499989646,100.0
1029,58973.904649957585,1,58973.90464995758,100.0
1030,58292.94000012804,1,58292.94000012804,100.0
1031,58952.17499986105,1,58952.17499986105,100.0
1032,116421.56499995617,1,116421.56499995616,100.0
1033,58964.264999933854,1,58964.264999933854,100.0
1034,58244.29500006402,1,58244.29500006401,100.0
1035,118158.08499998237,1,118158.08499998237,100.0
1036,58347.6500000176,1,58347.6500000176,100.0
1037,58307.900000129644,1,58307.900000129644,100.0
1038,102286.85499983776,1,102286.85499983771,100.0
1039,184152.53606631444,1,184152.53606631435,100.0
1040,58216.15500002815,1,58216.15500002813,100.0
1041,58303.15499995595,1,58303.154999955965,100.0
1042,58200.06000006265,1,58200.06000006265,100.0
1043,244880.8437550076,1,244880.84375500766,100.0
1044,116451.22499987048,1,116451.22499987051,100.0
1045,243879.44999989937,1,243879.44999989937,100.0
1046,175065.4799994935,1,175065.4799994934,100.0
1047,259699.45499993034,1,259699.45499993034,100.0
1048,233277.6350000385,1,233277.63500003854,100.0
1049,249304.7227825308,1,249304.72278253073,100.0
1050,178366.65239409782,1,178366.65239409782,100.0
1051,1580237.5684007278,1,1580237.568400728,100.0
1052,622972.2021675175,1,618006.489229792,99.0
1056,2546743.779999934,1,1674359.3610138444,66.0
1057,1216956.4300001175,1,359447.741542491,30.0
1058,758723.2800000705,1,479012.67587835935,63.0
1059,766994.3299999206,1,588240.6639718956,77.0
1060,342820.52499979455,1,342820.52499979455,100.0
1061,367666.2500006233,1,367666.2500006233,100.0
1062,314750.16999985377,1,314750.16999985377,100.0
1063,255181.23999978675,1,255181.23999978675,100.0
1064,454073.61000063975,1,454073.6100006398,100.0
1065,116609.81999985885,1,116609.81999985885,100.0
1066,116629.41000007938,1,116629.41000007936,100.0
1067,58219.26499999462,1,58219.26499999462,100.0
1068,58280.14500015734,1,58280.14500015734,100.0
1069,58302.75499996597,1,58302.75499996597,100.0
1070,58277.74499996367,1,58277.744999963674,100.0
1071,58252.189999965885,1,58252.18999996589,100.0
1072,58270.744999987655,1,58270.74499998764,100.0
1073,58224.125000037544,1,58224.12500003754,100.0
1074,58242.869999836825,1,58242.86999983682,100.0
1075,58357.74000023849,1,58357.74000023849,100.0
1076,58305.35999993431,1,58305.35999993431,100.0
1077,58285.65500015796,1,58285.65500015796,100.0
1078,58309.144999806,1,58309.144999806005,100.0
1079,58434.10000019055,1,58434.10000019054,100.0
1080,58424.26499990555,1,58424.26499990554,100.0
1081,58368.59000000365,1,58368.59000000367,100.0
1082,58293.77999986557,1,58293.77999986557,100.0
1083,58313.73000001145,1,58313.73000001146,100.0
1084,58252.254999923505,1,58252.25499992351,100.0
1085,58334.95499996075,1,58334.954999960755,100.0
1086,58354.38500019788,1,58354.38500019787,100.0
1087,58337.144999954544,1,58337.14499995454,100.0
1088,58274.79500003589,1,58274.79500003589,100.0
1089,58428.77499986347,1,58428.77499986347,100.0
1090,58260.22000005507,1,58260.22000005507,100.0
1091,58204.625000057786,1,58204.62500005779,100.0
1092,58282.60499999167,1,58282.60499999168,100.0
1093,58177.54999991287,1,58177.54999991287,100.0
1094,116487.49000000003,1,116487.49000000005,100.0
1095,116609.8650000721,1,116609.86500007211,100.0
1096,116617.95500018787,1,116617.95500018788,100.0
1097,175166.29499991707,1,175166.29499991704,100.0
1098,175320.74000017354,1,175320.74000017354,100.0
1099,175090.25000034794,1,175090.25000034794,100.0
1100,233264.9150000503,1,233264.9150000503,100.0
1101,178590.03766142935,1,178590.03766142935,100.0
1102,1517857.3502444436,1,683274.2213500666,45.0
1108,450475.57499932067,1,407040.8985915545,90.0
1109,354526.52499983227,1,166869.1312978637,47.0
1110,259792.9099996982,1,259792.9099996982,100.0
1111,239465.4649999565,1,239465.4649999565,100.0
1112,232966.85500000682,1,232966.8550000068,100.0
1113,148779.09500001647,1,148779.09500001647,100.0
1114,313007.3249999863,1,313007.3249999864,100.0
1115,332658.2750000897,1,197891.03054090653,59.0
1116,118330.17999982928,1,116466.14866689025,98.0
1117,58886.649999988265,1,50264.961696092505,85.0
1118,58580.50500015624,1,58580.50500015624,100.0
1119,58366.46999982806,1,58366.46999982807,100.0
1120,114904.15500014268,1,114904.1550001427,100.0
1121,57771.92499997383,1,57771.92499997383,100.0
1122,57918.65499990725,1,57918.65499990725,100.0
1123,58141.79500008255,1,58141.79500008255,100.0
1124,116661.3950000052,1,116661.39500000521,100.0
1125,58303.794999935824,1,58303.794999935824,100.0
1126,58330.92000021769,1,58330.92000021769,100.0
1127,58185.324999999495,1,58185.32499999949,100.0
1128,116568.812855903,1,116568.81285590297,100.0
1129,58338.57499993872,1,58338.57499993872,100.0
1130,58278.40000017379,1,58278.40000017379,100.0
1131,58228.11499985027,1,58228.11499985028,100.0
1132,116825.56243501579,1,116825.56243501579,100.0
1133,58505.47500010161,1,58505.475000101615,100.0
1134,58363.42000006653,1,58363.42000006653,100.0
1135,58222.719999960405,1,58222.719999960405,100.0
1136,116651.63499996491,1,116651.6349999649,100.0
1137,58442.074999992365,1,58442.074999992365,100.0
1138,58350.96500011309,1,58350.96500011309,100.0
1139,58307.58999984711,1,58307.58999984711,100.0
1140,116560.45000007101,1,116560.45000007101,100.0
1141,58351.670000026585,1,58351.670000026585,100.0
1142,58310.095000122405,1,58310.095000122405,100.0
1143,58200.04000003738,1,58200.04000003737,100.0
1144,116921.56999994695,1,116921.56999994695,100.0
1145,58493.85500014972,1,58493.85500014971,100.0
1146,58377.965000170974,1,58377.965000170974,100.0
1147,58348.039999912435,1,58348.03999991244,100.0
1148,116560.53500001995,1,116560.53500001995,100.0
1149,58392.33499999219,1,58392.33499999219,100.0
1150,58251.35499984425,1,58251.354999844254,100.0
1151,58274.610000040855,1,58274.610000040855,100.0
1152,116424.669999865,1,116424.66999986499,100.0
1153,174971.76000025266,1,174971.76000025254,100.0
1154,58157.004999950936,1,58157.004999950936,100.0
1155,58224.63999993595,1,58224.63999993595,100.0
1156,232899.0950003118,1,232899.0950003117,100.0
1157,116567.90999974344,1,116567.90999974344,100.0
1158,116367.93000000875,1,116367.93000000878,100.0
1159,350141.7700000384,1,350141.77000003844,100.0
1160,173346.34499981187,1,173346.3449998119,100.0
1161,172331.52000018052,1,172331.52000018055,100.0
1162,354547.5511423597,1,354547.55114235973,100.0
1163,205661.0876149792,1,205661.08761497927,100.0
1164,179055.25492301257,1,179055.25492301257,100.0
1165,344915.208100947,1,344915.2081009469,100.0
1166,598646.2505516615,1,598646.2505516614,100.0
1167,573994.66839091,1,573994.6683909099,100.0
1168,276882.2389761114,1,276882.2389761113,100.0
1169,1190349.3076294349,1,36332.92123614432,3.0
1174,1206059.2250001251,1,323253.0637168224,27.0
1175,730089.064999874,1,482310.9276795633,66.0
1176,313120.014999643,1,309926.9733282909,99.0
1177,706108.3799998595,1,588104.1402422562,83.0
1178,517231.43999972363,1,517231.43999972363,100.0
1179,486671.3200008263,1,398811.1565295141,82.0
1180,566684.5700000152,1,498347.1698409397,88.0
1181,286276.50499998574,1,118894.89808573396,42.0
1182,281904.6299997409,1,281904.62999974086,100.0
1183,239596.48500010508,1,239596.48500010508,100.0
1184,137431.4100001724,1,137431.4100001724,100.0
1185,185371.71500004127,1,179161.03822348107,97.0
1186,203732.465000098,1,187036.49382789087,92.0
1187,244642.3599997734,1,224938.21629598615,92.0
1188,243097.20000009955,1,243097.20000009966,100.0
1189,156612.46423165323,1,156612.46423165328,100.0
1190,102361.19245127015,1,102361.19245127012,100.0
1191,178282.4158067253,1,178282.41580672527,100.0
1192,219295.0721148749,1,219295.07211487484,100.0
1193,218888.92999997927,1,218888.92999997924,100.0
1194,438123.63752029336,1,438123.6375202935,100.0
1195,436921.649999828,1,436921.64999982796,100.0
1196,437104.084999935,1,437104.084999935,100.0
1197,437997.9349999959,1,437997.93499999586,100.0
1198,441887.69000003603,1,441887.69000003603,100.0
1199,264577.79111580586,1,264577.7911158059,100.0
1200,363781.9420850878,1,363781.94208508777,100.0
1201,298769.4700002006,1,298769.47000020056,100.0
1202,172819.74369648442,1,172819.7436964844,100.0
1203,474310.25120320276,1,474310.25120320305,100.0
1204,560044.9473544755,1,560044.9473544753,100.0
1205,968834.1471689319,1,653661.9324200485,67.0
1206,1168354.9526308582,1,32006.06664832397,3.0
1209,2991636.0850009397,1,193384.96921426227,6.0
1210,621312.129999813,1,328709.7820552382,53.0
1211,2561489.989999931,1,1187271.0182156563,46.0
1212,2637866.275000412,1,1292580.0069400356,49.0
1213,2661331.7999999444,1,1405598.6738095426,53.0
1214,1489168.8850002391,1,1186174.8091103656,80.0
1215,587185.0050000327,1,587185.0050000327,100.0
1216,730184.7500000142,1,730184.7500000142,100.0
1217,1032607.4200002482,1,1032607.4200002482,100.0
1218,458654.06999993563,1,437825.8087665779,95.0
1219,407896.07000008447,1,343219.63972460467,84.0
1220,425755.4305001914,1,425755.43050019146,100.0
1221,130215.04499971292,1,130215.04499971295,100.0
1222,410575.7950001906,1,410575.79500019056,100.0
1223,215580.03499993324,1,215580.03499993324,100.0
1224,216489.84000005,1,197984.30205215202,91.0
1225,301374.27499990957,1,274719.2759818475,91.0
1226,354161.12999975175,1,354161.1299997518,100.0
1227,213648.30999968783,1,213648.30999968783,100.0
1228,220606.961827543,1,220606.96182754307,100.0
1229,218066.275055073,1,218066.275055073,100.0
1230,217238.61743025098,1,217238.61743025103,100.0
1231,435772.60866391246,1,435772.6086639125,100.0
1232,434333.2393017362,1,434333.2393017362,100.0
1233,434618.7699998112,1,434618.7699998113,100.0
1234,436057.3049999865,1,436057.3049999863,100.0
