TAZID,TAZID_V832,SORT,CO_IDX,CO_TAZID,SUBAREAID,ACRES,DEVACRES,DEVPBLEPCT,X,Y,ADJ_XY,CO_FIPS,CO_NAME,CITY_FIPS,CITY_UGRC,CITY_NAME,DISTSUPER,DSUP_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CBD,TERMTIME,PRKCSTPERM,PRKCSTTEMP,WALK100,ECOEDPASS,FREEFARE,REMM,PLANAREA,SUBPLNAREA,AreaTAZ,WalkBuff,geometry,AreaPrem,WalkPrem
1225,805,797,320,350320,1,74.4711393525,74.4711393525,1.0,423475.513999,4510030.20878999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,12,Salt Lake County - North Central,30,I-15 to MVC - I-80 to 20,302,Small District 302,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,301374.27499990957,1,"POLYGON ((423668.4000000004 4510417.1, 423669.2999999998 4510416, 423663.72303111904 4510334.102593968, 423656.6316374779 4510362.413024322, 423647.3621724954 4510424.902681326, 423645.2744877859 4510467.398479842, 423650.0999999996 4510467.300000001, 423661.4000000004 4510467.199999999, 423671.7999999998 4510467.1, 423668.4000000004 4510417.1))",2123.5374131371004,1.0
1226,1121,798,321,350321,1,87.5150437623,87.5150437623,1.0,423839.479578,4510006.89780999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,354161.12999975175,1,"POLYGON ((424040.9000000004 4510443.300000001, 424040.2999999998 4510382.199999999, 424040.0999999996 4510361.9, 424039.9000000004 4510334.4, 424039.2000000002 4510261.800000001, 424039.0999999996 4510252.4, 424038.7999999998 4510225.1, 424038.7000000002 4510217.5, 424038.5 4510195.199999999, 424038.4000000004 4510187.800000001, 424038.4000000004 4510182.699999999, 424038.2999999998 4510167.4, 424038.2000000002 4510162.300000001, 424038 4510142.5, 424037.4000000004 4510083.5, 424037.2000000002 4510063.800000001, 424037.0999999996 4510054.4, 424036.7999999998 4510026.1, 424036.7000000002 4510016.699999999, 424036.7000000002 4510007.1, 424036.4000000004 4509978.4, 424036.2999999998 4509968.9, 424036.2000000002 4509959.1, 424035.9000000004 4509930, 424035.7999999998 4509920.4, 424035.7000000002 4509912.300000001, 424035.5670133869 4509896.142126503, 423984.5441959878 4509920.274121899, 423930.3585515645 4509952.751747304, 423879.61718979635 4509990.384105978, 423832.8087777352 4510032.808777736, 423790.38410597737 4510079.617189797, 423752.7517473034 4510130.358551565, 423720.27412189945 4510184.544195988, 423693.26400705206 4510241.6522856895, 423671.98152493255 4510301.132838547, 423663.72303111904 4510334.102593968, 423669.2999999998 4510416, 423668.4000000004 4510417.1, 423671.7999999998 4510467.1, 423678.5 4510466.9, 423680.5 4510466.9, 423698.5 4510466.6, 423705.2000000002 4510466.5, 423711.9000000004 4510466.5, 423731.5999999996 4510466.6, 423799.7999999998 4510465.9, 423848.0999999996 4510465.4, 423992.9000000004 4510464.1, 424041.0999999996 4510463.800000001, 424040.9000000004 4510443.300000001))",157508.72090678252,44.0
1227,1122,799,322,350322,1,52.7936013782,52.7936013782,1.0,424155.507552,4510014.54179999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,213648.30999968783,1,"POLYGON ((424267.5999999996 4510461.300000001, 424282.5999999996 4510461.300000001, 424282.2000000002 4510440.800000001, 424280.5 4510379.300000001, 424279.9000000004 4510358.800000001, 424279.4000000004 4510282.699999999, 424279.0999999996 4510262.6, 424277.7999999998 4510194.1, 424277.0999999996 4510152.300000001, 424275.2999999998 4510120.800000001, 424272.9000000004 4510088.9, 424273.0999999996 4510021.300000001, 424273 4510016.199999999, 424272.5999999996 4509974, 424271.4000000004 4509877.9, 424271.0999999996 4509850.800000001, 424271.0437970916 4509845.095404834, 424224.9026813254 4509847.362172496, 424162.41302432213 4509856.631637478, 424101.13283854746 4509871.981524932, 424041.65228568955 4509893.264007052, 424035.5670133869 4509896.142126503, 424035.7000000002 4509912.300000001, 424035.7999999998 4509920.4, 424035.9000000004 4509930, 424036.2000000002 4509959.1, 424036.2999999998 4509968.9, 424036.4000000004 4509978.4, 424036.7000000002 4510007.1, 424036.7000000002 4510016.699999999, 424036.7999999998 4510026.1, 424037.0999999996 4510054.4, 424037.2000000002 4510063.800000001, 424037.4000000004 4510083.5, 424038 4510142.5, 424038.2000000002 4510162.300000001, 424038.2999999998 4510167.4, 424038.4000000004 4510182.699999999, 424038.4000000004 4510187.800000001, 424038.5 4510195.199999999, 424038.7000000002 4510217.5, 424038.7999999998 4510225.1, 424039.0999999996 4510252.4, 424039.2000000002 4510261.800000001, 424039.9000000004 4510334.4, 424040.0999999996 4510361.9, 424040.2999999998 4510382.199999999, 424040.9000000004 4510443.300000001, 424041.0999999996 4510463.800000001, 424089.5 4510463.199999999, 424234.4000000004 4510461.699999999, 424267.5999999996 4510461.300000001))",142842.3125664604,67.0
1228,1123,800,323,350323,1,54.5131166666,54.5131166666,1.0,424396.853458,4510008.91748,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,220606.961827543,1,"POLYGON ((424523.7999999998 4510456.4, 424523.5 4510421.800000001, 424522.5999999996 4510316.9, 424522.5 4510308.9, 424522 4510271.300000001, 424521.9000000004 4510256, 424521.5 4510210.1, 424521.2999999998 4510194.9, 424521.0999999996 4510175.1, 424520.5 4510115.9, 424520.2999999998 4510096.300000001, 424520 4510061.199999999, 424519 4509956.300000001, 424518.5999999996 4509921.300000001, 424518.4000000004 4509894.699999999, 424518.3280509901 4509887.532079862, 424474.86716145254 4509871.981524932, 424413.58697567787 4509856.631637478, 424351.0973186746 4509847.362172496, 424288 4509844.2624, 424271.0437970916 4509845.095404834, 424271.0999999996 4509850.800000001, 424271.4000000004 4509877.9, 424272.5999999996 4509974, 424273 4510016.199999999, 424273.0999999996 4510021.300000001, 424272.9000000004 4510088.9, 424275.2999999998 4510120.800000001, 424277.0999999996 4510152.300000001, 424277.7999999998 4510194.1, 424279.0999999996 4510262.6, 424279.4000000004 4510282.699999999, 424279.9000000004 4510358.800000001, 424280.5 4510379.300000001, 424282.2000000002 4510440.800000001, 424282.5999999996 4510461.300000001, 424410.7000000002 4510460.289999999, 424431.7999999998 4510460.1, 424500.9500000002 4510459.5002, 424501 4510459.4999, 424523.8992999997 4510459.380100001, 424523.7999999998 4510456.4))",147363.50937971796,67.0
1229,1124,801,324,350324,1,53.8853040818,53.8853040818,1.0,424640.657109999,4510008.14025,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,218066.275055073,1,"POLYGON ((424741 4510457, 424766 4510456.699999999, 424766 4510453.800000001, 424765.9000000004 4510428.300000001, 424765 4510343.1, 424764.7000000002 4510314.800000001, 424764.2999999998 4510270.699999999, 424764.2999999998 4510268.800000001, 424763.0999999996 4510138.4, 424762.5999999996 4510094.4, 424762.4000000004 4510059.300000001, 424762.34901085903 4510053.946140161, 424743.1912222648 4510032.808777736, 424696.38281020365 4509990.384105978, 424645.6414484355 4509952.751747304, 424591.4558040122 4509920.274121899, 424534.34771431045 4509893.264007052, 424518.3280509901 4509887.532079862, 424518.4000000004 4509894.699999999, 424518.5999999996 4509921.300000001, 424519 4509956.300000001, 424520 4510061.199999999, 424520.2999999998 4510096.300000001, 424520.5 4510115.9, 424521.0999999996 4510175.1, 424521.2999999998 4510194.9, 424521.5 4510210.1, 424521.9000000004 4510256, 424522 4510271.300000001, 424522.5 4510308.9, 424522.5999999996 4510316.9, 424523.5 4510421.800000001, 424523.7999999998 4510456.4, 424523.8992999997 4510459.380100001, 424523.9000000004 4510459.4, 424547.2999999998 4510459.1, 424617.2999999998 4510458.4, 424640.5999999996 4510458.300000001, 424665.7000000002 4510457.9, 424741 4510457))",121538.76332634284,56.0
1230,1125,802,325,350325,1,53.680782875,53.680782875,1.0,424882.550809999,4510005.82689999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,217238.61743025098,1,"POLYGON ((424762.4000000004 4510059.300000001, 424762.5999999996 4510094.4, 424763.0999999996 4510138.4, 424764.2999999998 4510268.800000001, 424764.2999999998 4510270.699999999, 424764.7000000002 4510314.800000001, 424765 4510343.1, 424765.9000000004 4510428.300000001, 424766 4510453.800000001, 424766 4510456.699999999, 424790.2999999998 4510456.5, 424863.2000000002 4510455.9, 424887.5 4510455.800000001, 424911.5 4510455.6, 424930.1370009689 4510455.419058243, 424928.6378275046 4510424.902681326, 424919.3683625221 4510362.413024322, 424904.01847506745 4510301.132838547, 424882.73599294794 4510241.6522856895, 424855.72587810055 4510184.544195988, 424823.2482526966 4510130.358551565, 424785.61589402263 4510079.617189797, 424762.34901085903 4510053.946140161, 424762.4000000004 4510059.300000001))",44231.78691273438,20.0
1249,806,821,344,350344,1,165.449559535,158.831577154,0.96,422239.944637999,4509055.22278,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,12,Salt Lake County - North Central,30,I-15 to MVC - I-80 to 20,302,Small District 302,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,669551.204499949,1,"POLYGON ((422322.7000000002 4508571, 422193.7000000002 4508581.199999999, 421949.5999999996 4508581.4, 421948.7999999998 4508582.9, 421944.2999999998 4508585.800000001, 421933.5999999996 4508598.1, 421916.2999999998 4508613.199999999, 421867.9000000004 4508655.300000001, 421819.4000000004 4508714.1, 421805.05803536286 4508731.508503129, 421848.41302432213 4508742.368362522, 421910.9026813254 4508751.637827504, 421974 4508754.7376, 422037.0973186746 4508751.637827504, 422099.58697567787 4508742.368362522, 422160.86716145254 4508727.018475068, 422220.34771431045 4508705.735992948, 422277.4558040122 4508678.725878101, 422331.6414484355 4508646.248252696, 422382.38281020365 4508608.615894022, 422427.6832985691 4508567.557924637, 422322.7000000002 4508571))",71741.46116045793,11.0
1252,807,824,347,350347,1,73.4102699377,73.4102699377,1.0,423462.328234,4509117.33586999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,12,Salt Lake County - North Central,30,I-15 to MVC - I-80 to 20,302,Small District 302,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,297081.08500000153,1,"POLYGON ((423641.2000000002 4508693.199999999, 423641.5999999996 4508670.5, 423627.25052475557 4508672.276269994, 423628.6316374779 4508681.586975678, 423640.5771057569 4508729.27595825, 423641.2000000002 4508693.199999999))",443.3267082045066,0.0
1253,1137,825,348,350348,1,88.3364193069,88.3364193069,1.0,423828.205836999,4509123.98940999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,357485.125005256,1,"POLYGON ((424026.5 4508986.1, 424025.9000000004 4508929.4, 424024.5 4508876.4, 424019.9000000004 4508717.4, 424018.21999999974 4508664.5001, 423980 4508665.199999999, 423865 4508667.4, 423826.7000000002 4508668.1, 423824.5999999996 4508668, 423818.5999999996 4508668.1, 423816.5 4508668.1, 423792 4508668.5, 423766.2999999998 4508669.1, 423718.2999999998 4508669.9, 423693.7000000002 4508670.5, 423687.5 4508670.5, 423641.5999999996 4508670.5, 423641.2000000002 4508693.199999999, 423640.5771057569 4508729.27595825, 423643.98152493255 4508742.867161453, 423665.26400705206 4508802.3477143105, 423692.27412189945 4508859.455804012, 423724.7517473034 4508913.641448435, 423762.38410597737 4508964.382810203, 423804.8087777352 4509011.191222264, 423851.61718979635 4509053.615894022, 423902.3585515645 4509091.248252696, 423956.5441959878 4509123.725878101, 424013.65228568955 4509150.735992948, 424028.29445469833 4509155.975044792, 424026.5 4508986.1))",131168.34608042144,37.0
1254,1138,826,349,350349,1,52.6887429324,52.6887429324,1.0,424145.720587,4509113.08182999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,213223.9492041597,1,"POLYGON ((424264.2999999998 4509085.199999999, 424261.9000000004 4508845.300000001, 424260.0999999996 4508666.1, 424260.0497000003 4508666.0996, 424211.7000000002 4508665.699999999, 424157.18039999995 4508665.361500001, 424157.1799999997 4508665.380000001, 424113.8030000003 4508665.092499999, 424066.5999999996 4508664.800000001, 424018.21999999974 4508664.5001, 424019.9000000004 4508717.4, 424024.5 4508876.4, 424025.9000000004 4508929.4, 424026.5 4508986.1, 424028.29445469833 4509155.975044792, 424073.13283854746 4509172.018475068, 424134.41302432213 4509187.368362522, 424196.9026813254 4509196.637827504, 424260 4509199.7376, 424265.38434313424 4509199.473084183, 424264.2999999998 4509085.199999999))",123791.10146176454,58.0
1255,1141,827,350,350350,1,54.4304320063,54.4304320063,1.0,424387.464244999,4509113.28713,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,220272.34499994406,1,"POLYGON ((424510.9000000004 4509142.800000001, 424510.5 4509104.199999999, 424510.4000000004 4509091.300000001, 424510.4000000004 4509078.800000001, 424510 4509041.300000001, 424509.7999999998 4509028.6, 424509.7000000002 4509017.699999999, 424509.5999999996 4509001.300000001, 424509.0999999996 4508952.1, 424508.9000000004 4508935.800000001, 424508.7000000002 4508909.5, 424507.9000000004 4508830.6, 424507.7000000002 4508804.300000001, 424506.5 4508776, 424503.0999999996 4508691.4, 424501.9000000004 4508663.300000001, 424260.0999999996 4508666.1, 424261.9000000004 4508845.300000001, 424264.2999999998 4509085.199999999, 424265.38434313424 4509199.473084183, 424323.0973186746 4509196.637827504, 424385.58697567787 4509187.368362522, 424446.86716145254 4509172.018475068, 424506.34771431045 4509150.735992948, 424510.9956282231 4509148.537693386, 424510.9000000004 4509142.800000001))",127057.1111777411,58.0
1256,1142,828,351,350351,1,53.8249618223,53.8249618223,1.0,424631.767806,4509109.52419999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,217822.0849999842,1,"POLYGON ((424751.7999999998 4508950.199999999, 424751.5999999996 4508933.800000001, 424751.5 4508917.300000001, 424751 4508867.699999999, 424750.7999999998 4508851.300000001, 424750.5999999996 4508828.4, 424750.2000000002 4508760.199999999, 424750.0999999996 4508737.4, 424749.4000000004 4508722, 424747.2000000002 4508676.1, 424746.4000000004 4508660.699999999, 424733.0999999996 4508660.699999999, 424711.9000000004 4508660.5, 424693.4000000004 4508660.800000001, 424680 4508661.199999999, 424667.5999999996 4508661.300000001, 424630.0999999996 4508661.800000001, 424617.5999999996 4508662.1, 424602.7999999998 4508661.6, 424582.2999999998 4508662, 424522 4508662.9, 424501.9000000004 4508663.300000001, 424503.0999999996 4508691.4, 424506.5 4508776, 424507.7000000002 4508804.300000001, 424507.9000000004 4508830.6, 424508.7000000002 4508909.5, 424508.9000000004 4508935.800000001, 424509.0999999996 4508952.1, 424509.5999999996 4509001.300000001, 424509.7000000002 4509017.699999999, 424509.7999999998 4509028.6, 424510 4509041.300000001, 424510.4000000004 4509078.800000001, 424510.4000000004 4509091.300000001, 424510.5 4509104.199999999, 424510.9000000004 4509142.800000001, 424510.9956282231 4509148.537693386, 424563.4558040122 4509123.725878101, 424617.6414484355 4509091.248252696, 424668.38281020365 4509053.615894022, 424715.1912222648 4509011.191222264, 424752.0066095526 4508970.571701902, 424751.7999999998 4508950.199999999))",100281.58166575716,46.0
1257,1143,829,352,350352,1,53.390317289,53.390317289,1.0,424873.905488,4509108.37454,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,216063.15000007267,1,"POLYGON ((424992.5 4508884.699999999, 424992.2000000002 4508849.800000001, 424992 4508826.800000001, 424991.5999999996 4508758.199999999, 424991.2999999998 4508735.300000001, 424990.9000000004 4508720.300000001, 424989.7000000002 4508675.6, 424989.2000000002 4508660.699999999, 424967.2000000002 4508660.6, 424900.7000000002 4508660.6, 424878.5999999996 4508660.6, 424859.4000000004 4508660.800000001, 424801.7000000002 4508661.699999999, 424782.5 4508662, 424775.2999999998 4508661.9, 424764.2000000002 4508661.699999999, 424753.7000000002 4508661.1, 424746.4000000004 4508660.699999999, 424747.2000000002 4508676.1, 424749.4000000004 4508722, 424750.0999999996 4508737.4, 424750.2000000002 4508760.199999999, 424750.5999999996 4508828.4, 424750.7999999998 4508851.300000001, 424751 4508867.699999999, 424751.5 4508917.300000001, 424751.5999999996 4508933.800000001, 424751.7999999998 4508950.199999999, 424752.0066095526 4508970.571701902, 424757.61589402263 4508964.382810203, 424782.58748768823 4508930.712513874, 424785.9659756779 4508930.211362522, 424847.24616145255 4508914.861475068, 424876.6728928875 4508904.332422201, 424909.9558243221 4508912.669362522, 424972.4454813254 4508921.938827504, 424992.900648552 4508922.943725431, 424992.5 4508884.699999999))",62916.10978609509,29.0
1258,1145,830,353,350353,1,107.088758567,107.088758567,1.0,425236.637356,4509104.60979999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,433373.2127941901,1,"POLYGON ((425476.7000000002 4508888.699999999, 425476.5 4508875.300000001, 425476.5 4508867.199999999, 425476.2999999998 4508846.800000001, 425476.2999999998 4508842.9, 425476.2000000002 4508834.800000001, 425476.0999999996 4508829.300000001, 425476 4508813, 425475.9000000004 4508807.699999999, 425475.9000000004 4508796.300000001, 425475.5 4508762.1, 425475.4000000004 4508750.699999999, 425473.9000000004 4508731.199999999, 425469.2000000002 4508672.9, 425467.5999999996 4508653.5, 425451.7000000002 4508653.5, 425403.7000000002 4508654, 425387.5999999996 4508654.199999999, 425377.0999999996 4508654, 425345.2000000002 4508654.1, 425334.5999999996 4508654.1, 425329.5999999996 4508654.199999999, 425314.4000000004 4508654.300000001, 425309.2999999998 4508654.4, 425293.0999999996 4508654.800000001, 425243.9000000004 4508655.9, 425227.5 4508656.4, 425179.9000000004 4508657.199999999, 425132.5999999996 4508658.1, 425036.9000000004 4508659.800000001, 424989.2000000002 4508660.699999999, 424989.7000000002 4508675.6, 424990.9000000004 4508720.300000001, 424991.2999999998 4508735.300000001, 424991.5999999996 4508758.199999999, 424992 4508826.800000001, 424992.2000000002 4508849.800000001, 424992.5 4508884.699999999, 424992.900648552 4508922.943725431, 425035.5428 4508925.0386, 425098.6401186746 4508921.938827504, 425161.12977567787 4508912.669362522, 425222.40996145253 4508897.319475068, 425280.2483286053 4508876.624576388, 425292.89708568953 4508882.606992948, 425352.37763854745 4508903.889475068, 425413.6578243221 4508919.239362522, 425476.1474813254 4508928.508827505, 425477.0916974332 4508928.555213868, 425476.7000000002 4508888.699999999))",122324.78094982736,28.0
1259,1146,831,354,350354,1,106.743272416,106.743272416,1.0,425719.415324,4509099.29105999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,431975.0743198855,1,"POLYGON ((425959 4508930.4, 425959 4508928.9, 425958.9000000004 4508924.199999999, 425958.9000000004 4508922.699999999, 425958.7999999998 4508906.5, 425958.2999999998 4508858, 425958.2000000002 4508841.9, 425958 4508822.6, 425957.4000000004 4508765, 425957.2000000002 4508745.800000001, 425956.5 4508726.4, 425954.2999999998 4508668, 425953.5 4508648.699999999, 425904.7999999998 4508649.300000001, 425758.5999999996 4508651.4, 425709.7999999998 4508652.1, 425685.2999999998 4508652.199999999, 425611.5999999996 4508652.6, 425587 4508652.800000001, 425563.2000000002 4508652.800000001, 425491.5 4508653.300000001, 425467.5999999996 4508653.5, 425469.2000000002 4508672.9, 425473.9000000004 4508731.199999999, 425475.4000000004 4508750.699999999, 425475.5 4508762.1, 425475.9000000004 4508796.300000001, 425475.9000000004 4508807.699999999, 425476 4508813, 425476.0999999996 4508829.300000001, 425476.2000000002 4508834.800000001, 425476.2999999998 4508842.9, 425476.2999999998 4508846.800000001, 425476.5 4508867.199999999, 425476.5 4508875.300000001, 425476.7000000002 4508888.699999999, 425477.0916974332 4508928.555213868, 425539.2448 4508931.6086, 425602.3421186746 4508928.508827505, 425664.83177567786 4508919.239362522, 425726.1119614525 4508903.889475068, 425785.1971144067 4508882.748469296, 425798.7890856895 4508889.176992947, 425858.26963854744 4508910.459475067, 425919.5498243221 4508925.809362521, 425959 4508931.661243289, 425959 4508930.4))",127561.05429243851,30.0
1260,1147,832,355,350355,1,106.532039655,106.532039655,1.0,426200.820914999,4509094.41787999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,431120.2499999876,1,"POLYGON ((426439.5 4508987.4, 426439.4000000004 4508971.4, 426438.7999999998 4508923.699999999, 426438.5999999996 4508907.9, 426438.5 4508903.300000001, 426438.4000000004 4508889.800000001, 426438.2000000002 4508885.300000001, 426438 4508865.4, 426437.2999999998 4508805.6, 426436.9000000004 4508785.800000001, 426436.9000000004 4508780.300000001, 426436.7000000002 4508764.1, 426436.5999999996 4508758.800000001, 426436.2999999998 4508735.6, 426435.2999999998 4508666, 426434.9000000004 4508642.9, 426405.4000000004 4508643.199999999, 426316.7000000002 4508644.1, 426287.0999999996 4508644.4, 426269.2000000002 4508644.6, 426215.4000000004 4508645.1, 426197.4000000004 4508645.300000001, 426148.7000000002 4508645.9, 426002.4000000004 4508648, 425953.5 4508648.699999999, 425954.2999999998 4508668, 425956.5 4508726.4, 425957.2000000002 4508745.800000001, 425957.4000000004 4508765, 425958 4508822.6, 425958.2000000002 4508841.9, 425958.2999999998 4508858, 425958.7999999998 4508906.5, 425958.9000000004 4508922.699999999, 425958.9000000004 4508924.199999999, 425959 4508928.9, 425959 4508930.4, 425959 4508931.661243289, 425982.03948132537 4508935.078827504, 426045.1368 4508938.178599999, 426108.2341186746 4508935.078827504, 426118.3116337088 4508933.583969359, 426144.81048568955 4508946.116992948, 426204.29103854747 4508967.399475068, 426265.57122432214 4508982.749362522, 426328.0608813254 4508992.0188275045, 426391.1582 4508995.1186, 426439.6031623501 4508992.738651613, 426439.5 4508987.4))",152733.8672617623,35.0
1261,1148,833,356,350356,1,107.629955076,107.629955076,1.0,426683.677529999,4509088.35408999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,435563.35999995115,1,"POLYGON ((426925 4508963.1, 426924.9000000004 4508954.800000001, 426924.7999999998 4508934.800000001, 426924.2000000002 4508875.199999999, 426924 4508855.300000001, 426923.7999999998 4508837.800000001, 426923.2999999998 4508785.199999999, 426923.0999999996 4508767.800000001, 426922.9000000004 4508741.699999999, 426922.0999999996 4508663.4, 426921.7999999998 4508637.300000001, 426897.7000000002 4508637.6, 426825.0999999996 4508638.5, 426800.7999999998 4508638.800000001, 426776.7999999998 4508639, 426704.2999999998 4508639.699999999, 426680.0999999996 4508639.9, 426631.2000000002 4508640.5, 426484 4508642.300000001, 426434.9000000004 4508642.9, 426435.2999999998 4508666, 426436.2999999998 4508735.6, 426436.5999999996 4508758.800000001, 426436.7000000002 4508764.1, 426436.9000000004 4508780.300000001, 426436.9000000004 4508785.800000001, 426437.2999999998 4508805.6, 426438 4508865.4, 426438.2000000002 4508885.300000001, 426438.4000000004 4508889.800000001, 426438.5 4508903.300000001, 426438.5999999996 4508907.9, 426438.7999999998 4508923.699999999, 426439.4000000004 4508971.4, 426439.5 4508987.4, 426439.6031623501 4508992.738651613, 426454.2555186746 4508992.0188275045, 426516.7451756779 4508982.749362522, 426578.02536145254 4508967.399475068, 426637.50591431046 4508946.116992948, 426653.73399268644 4508938.441683495, 426710.18303854746 4508958.639475068, 426771.4632243221 4508973.989362522, 426833.9528813254 4508983.258827505, 426897.0502 4508986.3586, 426925.17362686235 4508984.976984633, 426925 4508963.1))",161413.4742574575,37.0
1262,1149,834,357,350357,1,81.2806015034,81.2806015034,1.0,427169.080766999,4509192.60530999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,328931.2150001211,1,"POLYGON ((427408.5 4508958.300000001, 427408.2999999998 4508936.5, 427407.7000000002 4508871.6, 427407.5 4508849.9, 427396.9000000004 4508850, 427365.2000000002 4508850.300000001, 427354.5999999996 4508850.4, 427339.4000000004 4508850.6, 427293.5 4508851, 427278.2999999998 4508851.300000001, 427256 4508851.5, 427188.9000000004 4508852.199999999, 427166.5 4508852.4, 427142.7000000002 4508852.6, 427071.2999999998 4508853.4, 427047.5 4508853.800000001, 427022.7999999998 4508854, 426948.7000000002 4508855, 426924 4508855.300000001, 426924.2000000002 4508875.199999999, 426924.7999999998 4508934.800000001, 426924.9000000004 4508954.800000001, 426925 4508963.1, 426925.17362686235 4508984.976984633, 426960.1475186746 4508983.258827505, 427022.63717567787 4508973.989362522, 427080.9938700866 4508959.371771533, 427121.8646243221 4508969.609362522, 427184.35428132536 4508978.878827505, 427247.4516 4508981.9786, 427310.5489186746 4508978.878827505, 427373.03857567784 4508969.609362522, 427408.53608506406 4508960.717699302, 427408.5 4508958.300000001))",59119.048033320934,18.0
1263,1150,835,358,350358,1,63.6304270471,63.6304270471,1.0,427644.023316,4509260.00738999,0,35,SALT LAKE,67000,SLC,Salt Lake City,6,Salt Lake County,14,Salt Lake County - Northeast,33,SLC East of I-15,331,Small District 331,0,0,0.0,0.0,0,0,0,1,WFRC,Northern Salt Lake County,257503.42999980377,1,"POLYGON ((427408.5 4508958.300000001, 427408.53608506406 4508960.717699302, 427418.60482470813 4508958.195611316, 427408.5 4508958.300000001))",12.217097256092995,0.0
