N,STOP,X,Y,TAZID,geometry
15063,1,424018.0,4496873.0,1802,POINT (424018 4496873)
15068,1,424062.0,4498460.0,1669,POINT (424062 4498460)
10016,1,424253.3785,4501376.055,1633,POINT (424253.3785 4501376.055)
15077,1,424447.0,4503260.0,1619,POINT (424447 4503260)
15080,1,424237.0,4504457.0,1491,POINT (424237 4504457)
15086,1,424229.0,4505924.0,1473,POINT (424229 4505924)
15095,1,424260.0,4508556.0,1444,POINT (424260 4508556)
15104,1,424288.0,4510488.0,1191,POINT (424288 4510488)
15109,1,424322.0,4511422.0,1128,POINT (424322 4511422)
15123,1,424749.7334,4511976.899,1133,POINT (424749.7334 4511976.899)
15127,1,424766.0,4512379.0,1135,POINT (424766 4512379)
15133,1,424766.0,4512872.0,1077,POINT (424766 4512872)
15136,1,424769.0,4513356.0,1034,POINT (424769 4513356)
15135,1,424508.0,4513514.0,1032,POINT (424508 4513514)
15130,1,423849.0,4513526.0,1028,POINT (423849 4513526)
15126,1,423848.0,4513276.0,1070,POINT (423848 4513276)
15119,1,423534.0,4513034.0,1065,POINT (423534 4513034)
10019,1,423276.393,4512777.323,1024,POINT (423276.393 4512777.323)
15069,1,419002.0,4505156.0,1383,POINT (419002 4505156)
15072,1,419836.0,4506302.0,1369,POINT (419836 4506302)
15078,1,420595.0,4507117.0,1351,POINT (420595 4507117)
15085,1,421974.0,4508111.0,1331,POINT (421974 4508111)
10021,1,423610.8845,4513767.165,1027,POINT (423610.8845 4513767.165)
15122,1,422906.0,4513778.0,1022,POINT (422906 4513778)
15110,1,422035.0,4513780.0,1020,POINT (422035 4513780)
15105,1,421101.0,4513789.0,1017,POINT (421101 4513789)
15101,1,420317.0,4513804.0,1016,POINT (420317 4513804)
15093,1,417036.556,4514921.869,965,POINT (417036.556 4514921.869)
15147,1,428961.0,4512319.0,1051,POINT (428961 4512319)
15143,1,428073.0,4512469.0,1051,POINT (428073 4512469)
15139,1,426923.0,4512528.0,1161,POINT (426923 4512528)
15138,1,426277.0,4512521.0,1158,POINT (426277 4512521)
15134,1,425300.0,4512542.0,1147,POINT (425300 4512542)
15059,1,422719.0,4496674.0,1798,POINT (422719 4496674)
15052,1,421813.0,4495654.0,1745,POINT (421813 4495654)
15050,1,420804.0,4495330.0,1744,POINT (420804 4495330)
15042,1,419011.0,4494681.0,1742,POINT (419011 4494681)
15036,1,417814.0,4494239.0,1760,POINT (417814 4494239)
15024,1,415054.0,4492802.0,1773,POINT (415054 4492802)
15016,1,413317.1696,4491658.933,1785,POINT (413317.1696 4491658.933)
15014,1,413272.85,4490227.255,1967,POINT (413272.85 4490227.255)
15011,1,414410.87395,4488306.61369,2010,POINT (414410.8739530015 4488306.613690423)
15107,1,427247.4516,4508338.241,1273,POINT (427247.4516 4508338.241)
15106,1,426897.0502,4508342.621,1272,POINT (426897.0502 4508342.621)
15103,1,426391.1582,4508351.381,1271,POINT (426391.1582 4508351.381)
15102,1,426045.1368,4508294.441,1283,POINT (426045.1368 4508294.441)
15099,1,425539.2448,4508287.871,1460,POINT (425539.2448 4508287.871)
15098,1,425035.5428,4508281.301,1458,POINT (425035.5428 4508281.301)
15097,1,424660.379,4508298.843,1455,POINT (424660.379 4508298.843)
50030,1,436331.2561,4462640.923,2792,POINT (436331.2561 4462640.923)
50035,1,430424.0464,4469659.94,2728,POINT (430424.0464 4469659.94)
50040,1,423964.9278,4475360.891,2605,POINT (423964.9278 4475360.891)
10008,1,423401.1517,4485422.991,2117,POINT (423401.1517 4485422.991)
10010,1,423760.0,4490625.0,1973,POINT (423760 4490625)
10025,1,423899.0206,4525990.539,863,POINT (423899.0206 4525990.539)
10035,1,418900.9502,4545515.674,737,POINT (418900.9502 4545515.674)
10036,1,414829.2683,4549753.942,663,POINT (414829.2683 4549753.942)
10042,1,412820.7567,4560266.171,500,POINT (412820.7567 4560266.171)
25443,1,424070.0,4513299.0,1073,POINT (424070 4513299)
26120,1,429621.1066,4511907.827,1102,POINT (429621.1066 4511907.827)
