A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,geometry
62698,62700,0.08417212745825889,62698_62700,2490,0,0,33,"LINESTRING (420555.3689 4469174.147, 420601.9494 4469301.348)"
62699,62696,0.25101864373263183,62699_62696,2490,0,0,33,"LINESTRING (420535.6617 4469179.522, 420540.852 4468775.581)"
62700,68320,0.056960516789161544,62700_68320,2497,0,0,33,"LINESTRING (420601.9494 4469301.348, 420624.867 4469390.10587)"
62701,62699,0.0936830288608464,62701_62699,2490,0,0,33,"LINESTRING (420587.617 4469321.055, 420535.6617 4469179.522)"
62702,68321,0.07595121023061012,62702_68321,2497,0,0,31,"LINESTRING (420596.6104 4469494.549, 420599.41677 4469372.3499)"
62703,62303,0.049071487569176994,62703_62303,2497,0,0,31,"LINESTRING (420635.3004 4469562.816, 420708.8434 4469534.039)"
62704,62707,0.16037443379147726,62704_62707,2497,0,0,33,"LINESTRING (420647.9677 4469586.381, 420642.5919 4469844.422)"
62705,68321,0.13385168278106302,62705_68321,2497,0,0,33,"LINESTRING (420623.7764 4469586.381, 420599.41677 4469372.3499)"
62706,62703,0.06733355717010418,62706_62703,2497,0,0,31,"LINESTRING (420595.3313 4469663.538, 420635.3004 4469562.816)"
62707,68289,0.0583303595494022,62707_68289,2497,0,0,33,"LINESTRING (420642.5919 4469844.422, 420645.49241 4469938.25056)"
62708,62705,0.16119423750480563,62708_62705,2497,0,0,33,"LINESTRING (420619.7445 4469845.766, 420623.7764 4469586.381)"
62708,62706,0.11424313896031292,62708_62706,2497,0,0,31,"LINESTRING (420619.7445 4469845.766, 420595.3313 4469663.538)"
62709,62711,0.1017268021298048,62709_62711,2499,0,0,33,"LINESTRING (420653.2658 4470467.7, 420653.3278 4470631.413)"
62710,68317,0.07327280832863028,62710_68317,2499,0,0,33,"LINESTRING (420627.4266 4470473.853, 420627.7872 4470355.93269)"
62711,62716,0.1384717231766618,62711_62716,2499,0,0,31,"LINESTRING (420653.3278 4470631.413, 420682.6693 4470852.321)"
62711,62717,0.1915260349540392,62711_62717,2499,0,0,33,"LINESTRING (420653.3278 4470631.413, 420660.5451 4470939.559)"
62712,62710,0.09915255419849742,62712_62710,2499,0,0,33,"LINESTRING (420627.1926 4470633.423, 420627.4266 4470473.853)"
62715,62712,0.11837672064072796,62715_62712,2499,0,0,31,"LINESTRING (420624.2718 4470823.909, 420627.1926 4470633.423)"
62716,61040,0.056388934233065985,62716_61040,2499,0,0,31,"LINESTRING (420682.6693 4470852.321, 420756.1345 4470905.59613)"
62716,62906,0.09285337731315851,62716_62906,2499,0,0,31,"LINESTRING (420682.6693 4470852.321, 420597.5467 4470975.139)"
62718,62712,0.1909556387556549,62718_62712,2499,0,0,33,"LINESTRING (420637.3693 4470940.567, 420627.1926 4470633.423)"
62724,62732,0.2845109480771391,62724_62732,2516,0,0,37,"LINESTRING (420622.0161 4471192.352, 420514.829 4471637.504)"
62725,62733,0.283639383388223,62725_62733,2521,0,0,31,"LINESTRING (420627.7185 4471193.065, 420523.5991 4471637.504)"
62727,61041,0.18999755923928563,62727_61041,2516,0,0,31,"LINESTRING (420561.2341 4471303.34, 420622.02621 4471003.67348)"
62727,62901,0.10562779037465309,62727_62901,2516,0,0,31,"LINESTRING (420561.2341 4471303.34, 420495.6785 4471146.498)"
62728,62733,0.20173790547217318,62728_62733,2521,0,0,31,"LINESTRING (420623.9373 4471328.733, 420523.5991 4471637.504)"
62729,62727,0.14143810430803525,62729_62727,2516,0,0,31,"LINESTRING (420517.7558 4471526.771, 420561.2341 4471303.34)"
62730,62722,0.2839840571192812,62730_62722,2516,0,0,31,"LINESTRING (420502.0352 4471629.586, 420602.7702 4471183.799)"
62730,62729,0.06462892274767194,62730_62729,2516,0,0,31,"LINESTRING (420502.0352 4471629.586, 420517.7558 4471526.771)"
62731,62723,0.2838014775865319,62731_62723,2516,0,0,37,"LINESTRING (420508.6899 4471636.627, 420608.4727 4471190.927)"
62732,62734,0.5729220921691909,62732_62734,2524,0,0,37,"LINESTRING (420514.829 4471637.504, 420325.6541 4472539.915)"
62733,62735,0.5727302695510199,62733_62735,2524,0,0,33,"LINESTRING (420523.5991 4471637.504, 420335.9346 4472539.915)"
62734,62742,0.19737724103885182,62734_62742,2526,0,0,37,"LINESTRING (420325.6541 4472539.915, 420353.2283 4472856.363)"
62735,62740,0.19561404033536606,62735_62740,2526,0,0,33,"LINESTRING (420335.9346 4472539.915, 420361.1877 4472853.71)"
62737,62731,0.575603295754608,62737_62731,2524,0,0,37,"LINESTRING (420314.3945 4472542.363, 420508.6899 4471636.627)"
62738,62730,0.5811434220812866,62738_62730,2524,0,0,33,"LINESTRING (420302.6454 4472543.342, 420502.0352 4471629.586)"
62740,62744,0.2927805884457495,62740_62744,2526,0,0,34,"LINESTRING (420361.1877 4472853.71, 420510.7307 4473300.533)"
62741,62737,0.19512778180031873,62741_62737,2526,0,0,37,"LINESTRING (420347.9221 4472854.595, 420314.3945 4472542.363)"
62742,62746,0.29767664491503504,62742_62746,2526,0,0,37,"LINESTRING (420353.2283 4472856.363, 420501.402 4473311.935)"
62743,62738,0.1973910355180982,62743_62738,2526,0,0,33,"LINESTRING (420338.194 4472859.016, 420302.6454 4472543.342)"
62744,62748,0.36660424438662814,62744_62748,2527,0,0,31,"LINESTRING (420510.7307 4473300.533, 420728.2984 4473848.943)"
62744,62756,0.6617264117058175,62744_62756,2520,0,0,33,"LINESTRING (420510.7307 4473300.533, 420833.768 4474315.299)"
62745,62741,0.29653859462399657,62745_62741,2526,0,0,37,"LINESTRING (420491.0367 4473309.862, 420347.9221 4472854.595)"
62746,62757,0.6557856509760993,62746_62757,2520,0,0,37,"LINESTRING (420501.402 4473311.935, 420820.2287 4474318.007)"
62747,62743,0.296030468587144,62747_62743,2526,0,0,34,"LINESTRING (420482.7445 4473312.971, 420338.194 4472859.016)"
62748,62749,0.10864159371527789,62748_62749,2527,0,0,31,"LINESTRING (420728.2984 4473848.943, 420850.2364 4473974.245)"
62749,62223,0.13873099144702664,62749_62223,2527,0,0,31,"LINESTRING (420850.2364 4473974.245, 421070.4355 4474011.12)"
62751,62223,0.12612725449206236,62751_62223,2586,0,0,31,"LINESTRING (420869.4784 4474039.717, 421070.4355 4474011.12)"
62752,62747,0.4757016890344325,62752_62747,2520,0,0,31,"LINESTRING (420626.1106 4474064.993, 420482.7445 4473312.971)"
62753,62756,0.1074359129615493,62753_62756,2586,0,0,31,"LINESTRING (420854.9217 4474143.697, 420833.768 4474315.299)"
62754,62751,0.1132626946595878,62754_62751,2586,0,0,31,"LINESTRING (420727.7663 4474154.36, 420869.4784 4474039.717)"
62755,62752,0.0758463640928884,62755_62752,2520,0,0,31,"LINESTRING (420698.8186 4474163.038, 420626.1106 4474064.993)"
62757,62763,0.21050137821873027,62757_62763,2587,0,0,37,"LINESTRING (420820.2287 4474318.007, 420911.0717 4474644.368)"
62758,62745,0.6580271142003299,62758_62745,2520,0,0,37,"LINESTRING (420806.6895 4474320.714, 420491.0367 4473309.862)"
62759,62747,0.6581871976030995,62759_62747,2520,0,0,33,"LINESTRING (420791.7963 4474326.13, 420482.7445 4473312.971)"
62760,62754,0.15663324628068226,62760_62754,2520,0,0,31,"LINESTRING (420722.6885 4474406.385, 420727.7663 4474154.36)"
62762,60025,0.33244050206279535,62762_60025,2588,0,0,33,"LINESTRING (420927.4488 4474635.009, 421036.56765 4475158.77284)"
62763,62766,0.5916534401031263,62763_62766,2588,0,0,37,"LINESTRING (420911.0717 4474644.368, 421114.3438 4475574.589)"
62764,62758,0.20825548585424677,62764_62758,2587,0,0,37,"LINESTRING (420893.3844 4474644.461, 420806.6895 4474320.714)"
62766,71498,0.4331455583288485,62766_71498,2587,0,0,37,"LINESTRING (421114.3438 4475574.589, 421098.135 4476271.479)"
62767,62764,0.5937888395419563,62767_62764,2588,0,0,37,"LINESTRING (421098.4688 4475577.803, 420893.3844 4474644.461)"
62768,62772,0.4330174281250097,62768_62772,2587,0,0,33,"LINESTRING (421124.4664 4475577.883, 421107.4303 4476274.547)"
62769,60026,0.26375481916095744,62769_60026,2588,0,0,33,"LINESTRING (421088.1875 4475578.952, 420995.51806 4475164.71999)"
62770,62769,0.42502618110576984,62770_62769,2587,0,0,33,"LINESTRING (421081.7139 4476262.933, 421088.1875 4475578.952)"
62771,62767,0.4283247957801765,62771_62767,2587,0,0,37,"LINESTRING (421090.839 4476267.081, 421098.4688 4475577.803)"
62900,62728,0.11215896239832425,62900_62728,2516,0,0,31,"LINESTRING (420580.9036 4471153.436, 420623.9373 4471328.733)"
62901,62902,0.16387409044199397,62901_62902,2516,0,0,31,"LINESTRING (420495.6785 4471146.498, 420245.2824 4471063.704)"
62901,62903,0.14980609693112965,62901_62903,2516,0,0,31,"LINESTRING (420495.6785 4471146.498, 420278.0087 4471042.846)"
62903,62907,0.24919002245288635,62903_62907,2494,0,0,33,"LINESTRING (420278.0087 4471042.846, 419884.4314 4470965.884)"
62904,61035,0.16440213631978204,62904_61035,2494,0,0,33,"LINESTRING (420282.8797 4471026.771, 420547.26256 4471016.58691)"
62904,62900,0.20121567776204335,62904_62900,2516,0,0,31,"LINESTRING (420282.8797 4471026.771, 420580.9036 4471153.436)"
62904,62909,0.184916244761572,62904_62909,2494,0,0,31,"LINESTRING (420282.8797 4471026.771, 420571.7303 4470955.168)"
62905,62900,0.2089742665010251,62905_62900,2516,0,0,31,"LINESTRING (420278.0087 4471007.287, 420580.9036 4471153.436)"
62906,62903,0.20296051255646738,62906_62903,2494,0,0,31,"LINESTRING (420597.5467 4470975.139, 420278.0087 4471042.846)"
62907,62910,0.3838706477706399,62907_62910,2494,0,0,33,"LINESTRING (419884.4314 4470965.884, 419279.5938 4470840.1)"
62908,62904,0.19957084708354528,62908_62904,2494,0,0,33,"LINESTRING (419967.5729 4470965.644, 420282.8797 4471026.771)"
62909,62715,0.08785238021135841,62909_62715,2494,0,0,31,"LINESTRING (420571.7303 4470955.168, 420624.2718 4470823.909)"
62910,62912,0.33094233584843247,62910_62912,2491,0,0,33,"LINESTRING (419279.5938 4470840.1, 418756.7935 4470738.408)"
62911,62908,0.4501253873455034,62911_62908,2494,0,0,33,"LINESTRING (419258.2225 4470818.728, 419967.5729 4470965.644)"
62912,62916,0.52912870440708,62912_62916,2427,0,0,33,"LINESTRING (418756.7935 4470738.408, 417922.068 4470569.982)"
62913,62911,0.3279551303810088,62913_62911,2491,0,0,33,"LINESTRING (418740.7191 4470715.027, 419258.2225 4470818.728)"
62916,62921,0.4357745822114054,62916_62921,2427,0,0,33,"LINESTRING (417922.068 4470569.982, 417234.5879 4470431.396)"
62918,62913,0.573117176250207,62918_62913,2427,0,0,33,"LINESTRING (417836.7447 4470531.882, 418740.7191 4470715.027)"
62920,62922,0.12453471170240804,62920_62922,2426,0,0,31,"LINESTRING (417054.8824 4470440.119, 417253.1989 4470411.167)"
62921,62920,0.11179557144948148,62921_62920,2426,0,0,31,"LINESTRING (417234.5879 4470431.396, 417054.8824 4470440.119)"
62921,62923,0.3093524595619642,62921_62923,2426,0,0,33,"LINESTRING (417234.5879 4470431.396, 416737.4227 4470405.23)"
62922,62918,0.37027653614495526,62922_62918,2427,0,0,33,"LINESTRING (417253.1989 4470411.167, 417836.7447 4470531.882)"
62923,62925,0.6103539971781206,62923_62925,2419,0,0,33,"LINESTRING (416737.4227 4470405.23, 415755.8066 4470369.474)"
62924,62922,0.29972346422933316,62924_62922,2426,0,0,33,"LINESTRING (416771.3939 4470388.098, 417253.1989 4470411.167)"
62925,62928,0.13786496668987958,62925_62928,2419,0,0,33,"LINESTRING (415755.8066 4470369.474, 415538.5038 4470324.68)"
62926,62922,0.10994926502762059,62926_62922,2426,0,0,31,"LINESTRING (417083.1158 4470362.366, 417253.1989 4470411.167)"
62927,62924,0.6277908137865402,62927_62924,2419,0,0,33,"LINESTRING (415761.7653 4470350.488, 416771.3939 4470388.098)"
62928,62932,0.33354573852413305,62928_62932,2419,0,0,33,"LINESTRING (415538.5038 4470324.68, 415018.9423 4470189.781)"
62929,62927,0.16512652005092326,62929_62927,2419,0,0,33,"LINESTRING (415501.5276 4470296.668, 415761.7653 4470350.488)"
62932,62936,0.40704377692016763,62932_62936,2419,0,0,33,"LINESTRING (415018.9423 4470189.781, 414385.56063 4470022.60814)"
62933,62929,0.3050267246152121,62933_62929,2419,0,0,33,"LINESTRING (415026.5655 4470172.629, 415501.5276 4470296.668)"
62936,62939,0.08933534329075797,62936_62939,2419,0,0,33,"LINESTRING (414385.56063 4470022.60814, 414249.63599 4469975.76184)"
62937,62933,0.3839543029295004,62937_62933,2419,0,0,33,"LINESTRING (414430.22401 4470010.78548, 415026.5655 4470172.629)"
62938,62937,0.11438949838532719,62938_62937,2419,0,0,33,"LINESTRING (414254.96339 4469954.45227, 414430.22401 4470010.78548)"
62939,62940,0.060333107244823436,62939_62940,2419,0,0,33,"LINESTRING (414249.63599 4469975.76184, 414152.99969 4469966.31978)"
62940,62942,0.2316724115368294,62940_62942,2420,0,0,33,"LINESTRING (414152.99969 4469966.31978, 413780.45756 4469981.21231)"
62941,62938,0.06376748633336426,62941_62938,2419,0,0,33,"LINESTRING (414153.08634 4469942.09658, 414254.96339 4469954.45227)"
62942,62944,0.1209385846407462,62942_62944,2420,0,0,33,"LINESTRING (413780.45756 4469981.21231, 413591.83025 4469933.24272)"
62943,62941,0.2304361845421831,62943_62941,2420,0,0,33,"LINESTRING (413782.51628 4469956.50764, 414153.08634 4469942.09658)"
62944,62948,0.15204410624481524,62944_62948,2420,0,0,33,"LINESTRING (413591.83025 4469933.24272, 413388.63866 4469796.90968)"
62945,62943,0.11708062071502648,62945_62943,2420,0,0,33,"LINESTRING (413599.81437 4469910.43096, 413782.51628 4469956.50764)"
62948,62951,0.12976643623628203,62948_62951,2410,0,0,33,"LINESTRING (413388.63866 4469796.90968, 413303.47798 4469606.22381)"
62949,62945,0.14229668274230628,62949_62945,2420,0,0,33,"LINESTRING (413412.70581 4469778.39649, 413599.81437 4469910.43096)"
62951,62956,0.3350511702901744,62951_62956,2402,0,0,33,"LINESTRING (413303.47798 4469606.22381, 413290.04936 4469067.1798)"
62952,62949,0.12346951186593612,62952_62949,2420,0,0,33,"LINESTRING (413323.84249 4469600.66985, 413412.70581 4469778.39649)"
62956,62961,0.39913489863487894,62956_62961,2402,0,0,33,"LINESTRING (413290.04936 4469067.1798, 413277.19518 4468424.96467)"
62958,62952,0.28772047839820186,62958_62952,2402,0,0,33,"LINESTRING (413315.13154 4469137.71172, 413323.84249 4469600.66985)"
62960,62958,0.3816536465266704,62960_62958,2402,0,0,33,"LINESTRING (413302.56146 4468523.62988, 413315.13154 4469137.71172)"
62961,62963,0.8296888107223949,62961_62963,2398,0,0,33,"LINESTRING (413277.19518 4468424.96467, 413231.91489 4467090.48126)"
62962,62960,0.19096134762464573,62962_62960,2400,0,0,33,"LINESTRING (413297.78342 4468216.34529, 413302.56146 4468523.62988)"
62963,62971,0.0960063174802282,62963_62971,2396,0,0,33,"LINESTRING (413231.91489 4467090.48126, 413225.67243 4466936.10061)"
62970,62962,0.8000243919351905,62970_62962,2398,0,0,33,"LINESTRING (413242.12961 4466930.03744, 413297.78342 4468216.34529)"
62971,61018,0.2537158732341409,62971_61018,2396,0,0,33,"LINESTRING (413225.67243 4466936.10061, 413175.97348 4466530.8214)"
62976,62978,0.29899141421203873,62976_62978,2359,0,0,33,"LINESTRING (413078.63498 4466254.37784, 412919.34724 4465800.32884)"
62977,61019,0.19025270317010118,62977_61019,2359,0,0,33,"LINESTRING (413100.2462 4466239.12286, 413198.82125 4466529.00204)"
62978,62980,0.6160169668444124,62978_62980,2357,0,0,33,"LINESTRING (412919.34724 4465800.32884, 412271.15489 4465050.20721)"
62979,62977,0.29751037086396187,62979_62977,2359,0,0,33,"LINESTRING (412941.92911 4465787.2593, 413100.2462 4466239.12286)"
62980,62983,0.24458570644049318,62980_62983,2352,0,0,33,"LINESTRING (412271.15489 4465050.20721, 412037.58449 4464733.37476)"
62981,62979,0.6159302025924264,62981_62979,2357,0,0,33,"LINESTRING (412293.80142 4465037.26634, 412941.92911 4465787.2593)"
62983,62986,0.2616016228268583,62983_62986,2349,0,0,33,"LINESTRING (412037.58449 4464733.37476, 411688.16487 4464498.53025)"
62984,62981,0.24891244453895076,62984_62981,2352,0,0,33,"LINESTRING (412068.75222 4464705.87382, 412293.80142 4465037.26634)"
62986,62988,0.290144507606191,62986_62988,2349,0,0,33,"LINESTRING (411688.16487 4464498.53025, 411313.14568 4464220.3313)"
62987,62984,0.2716259372216823,62987_62984,2326,0,0,33,"LINESTRING (411700.14433 4464470.88812, 412068.75222 4464705.87382)"
62988,62990,0.2766511072975856,62988_62990,2348,0,0,33,"LINESTRING (411313.14568 4464220.3313, 411072.5119 4463845.73645)"
62989,62987,0.2790243695776603,62989_62987,2326,0,0,33,"LINESTRING (411337.95328 4464205.44674, 411700.14433 4464470.88812)"
62990,71607,0.5950540519684375,62990_71607,2324,0,0,33,"LINESTRING (411072.5119 4463845.73645, 410866.60877 4462910.4897)"
62991,62989,0.2749063369721516,62991_62989,2326,0,0,33,"LINESTRING (411094.83874 4463835.81341, 411337.95328 4464205.44674)"
62992,62996,0.5041478272179345,62992_62996,2321,0,0,33,"LINESTRING (410859.16649 4462600.39463, 410844.28192 4461789.18591)"
62992,66469,0.2633445582253944,62992_66469,2344,0,0,31,"LINESTRING (410859.16649 4462600.39463, 410797.14747 4462181.14608)"
62993,71608,0.191963564733302,62993_71608,2321,0,0,33,"LINESTRING (410888.93561 4462597.91386, 410901.3902 4462906.59735)"
62996,62998,0.5148740867252439,62996_62998,2284,0,0,33,"LINESTRING (410844.28192 4461789.18591, 410836.83964 4460960.61187)"
62997,62993,0.5026066044768773,62997_62993,2321,0,0,33,"LINESTRING (410874.05105 4461789.18591, 410888.93561 4462597.91386)"
62998,63003,0.4531942411177297,62998_63003,2284,0,0,33,"LINESTRING (410836.83964 4460960.61187, 410836.83964 4460231.26825)"
62999,62997,0.5164040043566949,62999_62997,2311,0,0,33,"LINESTRING (410869.08953 4460958.1311, 410874.05105 4461789.18591)"
63002,62999,0.4516632801734286,63002_62999,2311,0,0,33,"LINESTRING (410864.12801 4460231.26825, 410869.08953 4460958.1311)"
63003,63005,0.8879141133962623,63003_63005,2283,0,0,33,"LINESTRING (410836.83964 4460231.26825, 410805.32953 4458802.66001)"
63004,63002,0.8836459450820938,63004_63002,2304,0,0,33,"LINESTRING (410866.21082 4458809.18301, 410864.12801 4460231.26825)"
63005,63007,0.8010033691321002,63005_63007,2298,0,0,33,"LINESTRING (410805.32953 4458802.66001, 411140.83137 4457557.99813)"
63006,63004,0.7972981804224627,63006_63004,2298,0,0,33,"LINESTRING (411200.07494 4457570.25542, 410866.21082 4458809.18301)"
63007,63009,0.4924427279776901,63007_63009,2295,0,0,33,"LINESTRING (411140.83137 4457557.99813, 411405.44515 4456810.97194)"
63008,63006,0.48850623218310885,63008_63006,2295,0,0,33,"LINESTRING (411466.32644 4456830.54093, 411200.07494 4457570.25542)"
63009,63011,0.6272009627837224,63009_63011,2295,0,0,33,"LINESTRING (411405.44515 4456810.97194, 411849.00887 4455904.27552)"
63010,63008,0.6226038363387505,63010_63008,2295,0,0,33,"LINESTRING (411911.8947 4455933.08042, 411466.32644 4456830.54093)"
63011,63013,0.6827418231331457,63011_63013,2218,0,0,33,"LINESTRING (411849.00887 4455904.27552, 412478.41698 4455003.64954)"
63012,63010,0.6765348136917471,63012_63010,2218,0,0,33,"LINESTRING (412542.26189 4455045.34893, 411911.8947 4455933.08042)"
63013,63015,1.107355695339422,63013_63015,3497,0,0,33,"LINESTRING (412478.41698 4455003.64954, 413974.7245 4454035.669)"
63014,63012,1.0769101420372607,63014_63012,3497,0,0,33,"LINESTRING (413981.5184 4454079.83, 412542.26189 4455045.34893)"
63015,63018,0.516777168847171,63015_63018,2218,0,0,33,"LINESTRING (413974.7245 4454035.669, 414504.3464 4453394.439)"
63018,63020,0.3840345317199882,63018_63020,2291,0,0,33,"LINESTRING (414504.3464 4453394.439, 414837.5515 4452873.91)"
63019,63014,0.551495918984285,63019_63014,2218,0,0,33,"LINESTRING (414541.3028 4453391.08, 413981.5184 4454079.83)"
63020,63023,1.068060960031658,63020_63023,2217,0,0,33,"LINESTRING (414837.5515 4452873.91, 415863.4325 4451494.746)"
63020,63816,0.5578405101530852,63020_63816,2291,0,0,35,"LINESTRING (414837.5515 4452873.91, 414749.2307 4451980.51)"
63021,63019,0.5152238184570096,63021_63019,2291,0,0,33,"LINESTRING (415066.8855 4452749.764, 414541.3028 4453391.08)"
63022,63817,1.0596436151424724,63022_63817,2217,0,0,33,"LINESTRING (415883.8143 4451525.318, 414871.5211 4452897.689)"
63023,63025,1.3115399406549206,63023_63025,2217,0,0,33,"LINESTRING (415863.4325 4451494.746, 417680.8045 4450421.307)"
63024,63022,1.3071289243811655,63024_63022,2217,0,0,33,"LINESTRING (417701.8267 4450467.005, 415883.8143 4451525.318)"
63025,63026,2.6655213711530563,63025_63026,3524,0,0,33,"LINESTRING (417680.8045 4450421.307, 421697.0926 4448914.252)"
63026,63029,0.2130177488713648,63026_63029,2440,0,0,31,"LINESTRING (421697.0926 4448914.252, 421950.9466 4448683.856)"
63026,63034,0.7876433790918913,63026_63034,2440,0,0,33,"LINESTRING (421697.0926 4448914.252, 422864.5609 4448420.499)"
63027,63024,2.762303989017448,63027_63024,3524,0,0,33,"LINESTRING (421863.2132 4448903.288, 417701.8267 4450467.005)"
63028,63027,0.2344838218293333,63028_63027,2440,0,0,31,"LINESTRING (422237.6801 4448856.616, 421863.2132 4448903.288)"
63029,63031,0.04996880924878516,63029_63031,2440,0,0,31,"LINESTRING (421950.9466 4448683.856, 421953.346 4448603.475)"
63029,63929,0.3847724790863957,63029_63929,2440,0,0,31,"LINESTRING (421950.9466 4448683.856, 422567.6037 4448740.243)"
63030,63031,0.39182259791654156,63030_63031,2440,0,0,31,"LINESTRING (422582.0004 4448652.663, 421953.346 4448603.475)"
63030,63929,0.055150186986716594,63030_63929,2440,0,0,31,"LINESTRING (422582.0004 4448652.663, 422567.6037 4448740.243)"
63031,63933,0.24039121534387511,63031_63933,2440,0,0,31,"LINESTRING (421953.346 4448603.475, 421659.9046 4448351.361)"
63032,63034,0.30212061305783366,63032_63034,2440,0,0,31,"LINESTRING (422383.4815 4448490.979, 422864.5609 4448420.499)"
63033,63027,0.7020084863368176,63033_63027,2440,0,0,33,"LINESTRING (422898.5304 4448451.072, 421863.2132 4448903.288)"
63033,63030,0.23318469881969497,63033_63030,2440,0,0,31,"LINESTRING (422898.5304 4448451.072, 422582.0004 4448652.663)"
63034,63036,3.6808268017172976,63034_63036,3523,0,0,33,"LINESTRING (422864.5609 4448420.499, 428265.3376 4445987.013)"
63035,63033,3.6722636651145653,63035_63033,3523,0,0,33,"LINESTRING (428289.3346 4446029.008, 422898.5304 4448451.072)"
63036,63038,1.8407800706004944,63036_63038,3523,0,0,33,"LINESTRING (428265.3376 4445987.013, 430862.1761 4444561.36)"
63037,63035,1.8565081500547749,63037_63035,3523,0,0,33,"LINESTRING (430908.0037 4444590.523, 428289.3346 4446029.008)"
63038,63040,0.3367830626374437,63038_63040,3523,0,0,33,"LINESTRING (430862.1761 4444561.36, 431307.9531 4444253.066)"
63039,63037,0.33860892844011975,63039_63037,3523,0,0,33,"LINESTRING (431345.4484 4444265.564, 430908.0037 4444590.523)"
63040,63042,0.7526029410649746,63040_63042,3247,0,0,33,"LINESTRING (431307.9531 4444253.066, 431832.8868 4443161.537)"
63041,63039,0.7397825670340851,63041_63039,3247,0,0,33,"LINESTRING (431874.5482 4443199.032, 431345.4484 4444265.564)"
63042,63100,0.5951198680807792,63042_63100,3247,0,0,33,"LINESTRING (431832.8868 4443161.537, 432695.2778 4442744.923)"
63100,63102,0.8635619573723398,63100_63102,3251,0,0,33,"LINESTRING (432695.2778 4442744.923, 434085.014 4442753.839)"
63101,63041,0.584673666366788,63101_63041,3523,0,0,33,"LINESTRING (432720.2746 4442786.585, 431874.5482 4443199.032)"
63102,63107,0.4820095657586426,63102_63107,3251,0,0,33,"LINESTRING (434085.014 4442753.839, 434860.7266 4442756.532)"
63103,63101,0.8530491040848251,63103_63101,3251,0,0,33,"LINESTRING (434093.0943 4442778.08, 432720.2746 4442786.585)"
63106,63103,0.4753151232157029,63106_63103,3251,0,0,33,"LINESTRING (434858.0332 4442780.773, 434093.0943 4442778.08)"
63107,63108,1.5703311364628372,63107_63108,3252,0,0,33,"LINESTRING (434860.7266 4442756.532, 437387.8436 4442776.604)"
63108,63113,0.49866330309335144,63108_63113,3243,0,0,33,"LINESTRING (437387.8436 4442776.604, 438190.3603 4442778.44)"
63109,63106,1.5834051506444236,63109_63106,3252,0,0,33,"LINESTRING (437406.2078 4442798.641, 434858.0332 4442780.773)"
63112,63109,0.4804098107193596,63112_63109,3243,0,0,33,"LINESTRING (438179.3418 4442794.968, 437406.2078 4442798.641)"
63113,63114,0.16305500004584111,63113_63114,3243,0,0,33,"LINESTRING (438190.3603 4442778.44, 438451.5205 4442804.03)"
63114,63117,0.07358973972395425,63114_63117,3243,0,0,31,"LINESTRING (438451.5205 4442804.03, 438569.3971 4442792.585)"
63114,63143,0.4615242090204713,63114_63143,3242,0,0,33,"LINESTRING (438451.5205 4442804.03, 439188.6385 4442895.319)"
63115,63112,0.17104925899683684,63115_63112,3243,0,0,33,"LINESTRING (438453.191 4442822.963, 438179.3418 4442794.968)"
63116,63115,0.06712676875914655,63116_63115,3243,0,0,31,"LINESTRING (438555.5378 4442857.54, 438453.191 4442822.963)"
63117,63124,0.1284058286372775,63117_63124,3243,0,0,31,"LINESTRING (438569.3971 4442792.585, 438712.2843 4442643.297)"
63117,63126,0.09694042077732554,63117_63126,3243,0,0,31,"LINESTRING (438569.3971 4442792.585, 438724.8015 4442806.319)"
63124,63326,0.17694968352946638,63124_63326,3242,0,0,31,"LINESTRING (438712.2843 4442643.297, 438753.3548 4442361.502)"
63124,63331,0.10624779329010474,63124_63331,3242,0,0,31,"LINESTRING (438712.2843 4442643.297, 438714.7531 4442472.326)"
63126,63131,0.0730492711306508,63126_63131,3242,0,0,31,"LINESTRING (438724.8015 4442806.319, 438841.629 4442819.432)"
63127,63116,0.10855239196349495,63127_63116,3243,0,0,31,"LINESTRING (438728.701 4442880.644, 438555.5378 4442857.54)"
63129,63341,0.13012992612010468,63129_63341,3242,0,0,31,"LINESTRING (438809.1472 4442901.315, 438807.5234 4443110.732)"
63131,63141,0.12287058711205794,63131_63141,3242,0,0,31,"LINESTRING (438841.629 4442819.432, 439038.3283 4442839.698)"
63135,63127,0.11564916556072906,63135_63127,3242,0,0,31,"LINESTRING (438913.3179 4442904.241, 438728.701 4442880.644)"
63140,63135,0.07191711435046899,63140_63135,3242,0,0,31,"LINESTRING (439026.7602 4442927.184, 438913.3179 4442904.241)"
63140,63341,0.17766766999067232,63140_63341,3242,0,0,31,"LINESTRING (439026.7602 4442927.184, 438807.5234 4443110.732)"
63141,63143,0.09958814313097918,63141_63143,3242,0,0,31,"LINESTRING (439038.3283 4442839.698, 439188.6385 4442895.319)"
63142,63115,0.45741075540551557,63142_63115,3242,0,0,33,"LINESTRING (439182.2653 4442924.635, 438453.191 4442822.963)"
63142,63140,0.09663960994963249,63142_63140,3242,0,0,31,"LINESTRING (439182.2653 4442924.635, 439026.7602 4442927.184)"
63143,63145,0.37912942160755203,63143_63145,3242,0,0,33,"LINESTRING (439188.6385 4442895.319, 439798.69028 4442906.16255)"
63144,63142,0.3832759933068764,63144_63142,3242,0,0,33,"LINESTRING (439798.69028 4442946.74535, 439182.2653 4442924.635)"
