N,X,Y,TAZID,HOT_ZONEID,geometry
15009,416357.1527,4486143.11,2074,0,POINT (416357.1527 4486143.11)
15010,422797.0,4479814.0,2157,0,POINT (422797 4479814)
15011,414410.87395,4488306.61369,2010,0,POINT (414410.8739530015 4488306.613690423)
15012,413538.4262,4489498.555,1975,0,POINT (413538.4262 4489498.555)
15013,413280.6977,4489870.182,1967,0,POINT (413280.6977 4489870.182)
15014,413272.85,4490227.255,1967,0,POINT (413272.85 4490227.255)
15015,418027.2496,4486141.396,2077,0,POINT (418027.2496 4486141.396)
15016,413317.1696,4491658.933,1785,0,POINT (413317.1696 4491658.933)
15017,419615.0,4486133.0,2079,0,POINT (419615 4486133)
15018,423854.69845,4482641.2895,2149,0,POINT (423854.69845 4482641.2895)
15019,423848.03486,4483121.06763,2140,0,POINT (423848.03486 4483121.06763)
15020,424627.0,4482024.0,2154,0,POINT (424627 4482024)
15021,424487.0,4482184.0,2153,0,POINT (424487 4482184)
15022,423610.36699,4483125.51002,2140,0,POINT (423610.36699 4483125.51002)
15023,420928.0,4486122.0,2080,0,POINT (420928 4486122)
15024,415054.0,4492802.0,1773,0,POINT (415054 4492802)
15025,421761.0,4486131.0,2081,0,POINT (421761 4486131)
15026,423274.96654,4484695.89491,2117,0,POINT (423274.96654 4484695.89491)
15027,423388.24749,4484627.03787,2127,0,POINT (423388.24749 4484627.03787)
15028,423363.81434,4484855.82096,2117,0,POINT (423363.81434 4484855.82096)
15029,422489.0,4486563.0,2117,0,POINT (422489 4486563)
15030,415990.7776,4493600.684,1759,0,POINT (415990.7776 4493600.684)
15031,423253.88716,4486577.06309,2117,0,POINT (423253.88716 4486577.06309)
15032,416158.2578,4493609.737,1759,0,POINT (416158.2578 4493609.737)
15033,416627.0,4493800.0,1751,0,POINT (416627 4493800)
15034,415378.0039,4495589.511,1737,0,POINT (415378.0039 4495589.511)
15035,427297.0,4483798.0,2136,0,POINT (427297 4483798)
15036,417814.0,4494239.0,1760,0,POINT (417814 4494239)
15037,427977.0,4484343.0,2124,0,POINT (427977 4484343)
15038,425889.7097,4486568.083,2121,0,POINT (425889.7097 4486568.083)
15039,428291.0,4484757.0,2124,0,POINT (428291 4484757)
15040,426810.0,4486568.0,2122,0,POINT (426810 4486568)
15041,427118.866,4486445.849,2123,0,POINT (427118.866 4486445.849)
15042,419011.0,4494681.0,1742,0,POINT (419011 4494681)
15043,428325.0,4485502.0,2124,0,POINT (428325 4485502)
15044,426156.8878,4487686.105,2107,0,POINT (426156.8878 4487686.105)
15045,427787.2209,4486436.946,2114,0,POINT (427787.2209 4486436.946)
15046,425630.3295,4488641.506,1930,0,POINT (425630.3295 4488641.506)
15047,415155.0,4499918.0,1566,0,POINT (415155 4499918)
15048,415100.0,4500525.0,1566,0,POINT (415100 4500525)
15049,413352.0,4502429.0,1428,0,POINT (413352 4502429)
15050,420804.0,4495330.0,1744,0,POINT (420804 4495330)
15051,425124.0,4491486.0,1898,0,POINT (425124 4491486)
15052,421813.0,4495654.0,1745,0,POINT (421813 4495654)
15053,424991.0,4492658.0,1875,0,POINT (424991 4492658)
15054,421969.0,4495791.0,1745,0,POINT (421969 4495791)
15055,422022.0,4495984.0,1727,0,POINT (422022 4495984)
15056,425051.0,4493564.0,1876,0,POINT (425051 4493564)
15057,422158.0,4496552.0,1790,0,POINT (422158 4496552)
15058,413374.0,4505628.0,1356,0,POINT (413374 4505628)
15059,422719.0,4496674.0,1798,0,POINT (422719 4496674)
15060,423195.0,4496749.0,1800,0,POINT (423195 4496749)
15061,425062.0,4495085.0,1819,0,POINT (425062 4495085)
15062,424468.0,4495877.0,1812,0,POINT (424468 4495877)
15063,424018.0,4496873.0,1802,0,POINT (424018 4496873)
15064,423271.0,4497623.0,1786,0,POINT (423271 4497623)
15065,423361.0,4497865.0,1667,0,POINT (423361 4497865)
15066,413404.0,4508531.0,1323,0,POINT (413404 4508531)
15067,423793.0,4498280.0,1668,0,POINT (423793 4498280)
15068,424062.0,4498460.0,1669,0,POINT (424062 4498460)
15069,419002.0,4505156.0,1383,0,POINT (419002 4505156)
15070,419109.0,4505156.0,1384,0,POINT (419109 4505156)
15071,419120.0,4506310.0,1368,0,POINT (419120 4506310)
15072,419836.0,4506302.0,1369,0,POINT (419836 4506302)
15073,424445.0,4501758.0,1628,0,POINT (424445 4501758)
15074,419869.0,4506472.0,1351,0,POINT (419869 4506472)
15075,420350.0,4507072.0,1351,0,POINT (420350 4507072)
15076,413458.0,4514040.0,977,0,POINT (413458 4514040)
15077,424447.0,4503260.0,1619,0,POINT (424447 4503260)
15078,420595.0,4507117.0,1351,0,POINT (420595 4507117)
15079,421039.0,4507126.0,1353,0,POINT (421039 4507126)
15080,424237.0,4504457.0,1491,0,POINT (424237 4504457)
15081,421773.0,4507275.0,1353,0,POINT (421773 4507275)
15082,415180.0,4513929.0,978,0,POINT (415180 4513929)
15083,421896.0,4507386.0,1353,0,POINT (421896 4507386)
15084,421927.0,4507610.0,1331,0,POINT (421927 4507610)
15085,421974.0,4508111.0,1331,0,POINT (421974 4508111)
15086,424229.0,4505924.0,1473,0,POINT (424229 4505924)
15087,416896.0,4513700.0,1014,0,POINT (416896 4513700)
15088,422223.0,4508478.0,1439,0,POINT (422223 4508478)
15089,417370.0,4513343.0,1014,0,POINT (417370 4513343)
15090,418210.0,4513198.0,1014,0,POINT (418210 4513198)
15091,423039.0,4508453.0,1440,0,POINT (423039 4508453)
15092,423466.0,4508340.0,1441,0,POINT (423466 4508340)
15093,417036.556,4514921.869,965,0,POINT (417036.556 4514921.869)
15094,424255.2792,4508304.672,1451,0,POINT (424255.2792 4508304.672)
15095,424260.0,4508556.0,1444,0,POINT (424260 4508556)
15096,419098.0,4513813.0,965,0,POINT (419098 4513813)
15097,424660.379,4508298.843,1455,0,POINT (424660.379 4508298.843)
15098,425035.5428,4508281.301,1458,0,POINT (425035.5428 4508281.301)
15099,425539.2448,4508287.871,1460,0,POINT (425539.2448 4508287.871)
15100,424275.5237,4509590.245,1228,0,POINT (424275.5237 4509590.245)
15101,420317.0,4513804.0,1016,0,POINT (420317 4513804)
15102,426045.1368,4508294.441,1283,0,POINT (426045.1368 4508294.441)
15103,426391.1582,4508351.381,1271,0,POINT (426391.1582 4508351.381)
15104,424288.0,4510488.0,1191,0,POINT (424288 4510488)
15105,421101.0,4513789.0,1017,0,POINT (421101 4513789)
15106,426897.0502,4508342.621,1272,0,POINT (426897.0502 4508342.621)
15107,427247.4516,4508338.241,1273,0,POINT (427247.4516 4508338.241)
15108,423829.0,4511830.0,1120,0,POINT (423829 4511830)
15109,424322.0,4511422.0,1128,0,POINT (424322 4511422)
15110,422035.0,4513780.0,1020,0,POINT (422035 4513780)
15111,423356.0,4512558.0,1114,0,POINT (423356 4512558)
15112,424180.0,4511826.0,1124,0,POINT (424180 4511826)
15113,423836.0,4512262.0,1122,0,POINT (423836 4512262)
15114,424323.0,4511820.0,1128,0,POINT (424323 4511820)
15115,423340.0,4512836.0,1024,0,POINT (423340 4512836)
15116,423835.0,4512554.0,1123,0,POINT (423835 4512554)
15117,423366.0,4513034.0,1065,0,POINT (423366 4513034)
15118,424748.0,4511818.0,1132,0,POINT (424748 4511818)
15119,423534.0,4513034.0,1065,0,POINT (423534 4513034)
15120,423823.0,4512819.0,1068,0,POINT (423823 4512819)
15121,423856.0,4512793.0,1068,0,POINT (423856 4512793)
15122,422906.0,4513778.0,1022,0,POINT (422906 4513778)
15123,424749.7334,4511976.899,1133,0,POINT (424749.7334 4511976.899)
15124,424185.0,4512557.0,1127,0,POINT (424185 4512557)
15125,423848.0,4513037.0,1069,0,POINT (423848 4513037)
15126,423848.0,4513276.0,1070,0,POINT (423848 4513276)
15127,424766.0,4512379.0,1135,0,POINT (424766 4512379)
15128,424752.11865,4512548.30938,1135,0,POINT (424752.11865 4512548.30938)
15129,424764.0,4512554.0,1135,0,POINT (424764 4512554)
15130,423849.0,4513526.0,1028,0,POINT (423849 4513526)
15131,423915.0,4513527.0,1028,0,POINT (423915 4513527)
15132,423856.0,4513764.0,1029,0,POINT (423856 4513764)
15133,424766.0,4512872.0,1077,0,POINT (424766 4512872)
15134,425300.0,4512542.0,1147,0,POINT (425300 4512542)
15135,424508.0,4513514.0,1032,0,POINT (424508 4513514)
15136,424769.0,4513356.0,1034,0,POINT (424769 4513356)
15137,424768.0,4513516.0,1034,0,POINT (424768 4513516)
15138,426277.0,4512521.0,1158,0,POINT (426277 4512521)
15139,426923.0,4512528.0,1161,0,POINT (426923 4512528)
15140,427192.0,4512286.0,1164,0,POINT (427192 4512286)
15141,427147.0,4512528.0,1161,0,POINT (427147 4512528)
15142,428069.0,4512266.0,1166,0,POINT (428069 4512266)
15143,428073.0,4512469.0,1051,0,POINT (428073 4512469)
15144,428094.0,4512501.0,1051,0,POINT (428094 4512501)
15145,428424.0,4512502.0,1051,0,POINT (428424 4512502)
15146,428649.0,4512370.0,1051,0,POINT (428649 4512370)
15147,428961.0,4512319.0,1051,0,POINT (428961 4512319)
15148,429519.0,4512697.0,1052,0,POINT (429519 4512697)
15149,429459.0,4513376.0,1007,0,POINT (429459 4513376)
15150,419495.9824,4513809.33519,979,0,POINT (419495.9824 4513809.33519)
15151,420711.02195,4513795.33449,1016,0,POINT (420711.02195 4513795.33449)
15152,422585.009,4513776.97754,1020,0,POINT (422585.009 4513776.97754)
15153,423327.40837,4513770.42613,1025,0,POINT (423327.40837 4513770.42613)
15154,424053.17531,4513522.97214,1028,0,POINT (424053.17531 4513522.97214)
15155,424294.83848,4513516.82816,1030,0,POINT (424294.83848 4513516.82816)
15156,424768.51487,4513079.86005,1078,0,POINT (424768.51487 4513079.86005)
15157,424766.00262,4512599.48659,1076,0,POINT (424766.00262 4512599.48659)
15158,427896.73902,4512266.56405,1164,0,POINT (427896.73902 4512266.56405)
15159,426501.14806,4512522.94529,1161,0,POINT (426501.14806 4512522.94529)
15160,426029.21544,4512527.58798,1158,0,POINT (426029.21544 4512527.58798)
15161,425541.97493,4512538.10869,1151,0,POINT (425541.97493 4512538.10869)
15162,424074.17795,4512557.14313,1127,0,POINT (424074.17795 4512557.14313)
15163,424314.94734,4512555.53535,1131,0,POINT (424314.94734 4512555.53535)
15164,424558.37227,4512551.01912,1135,0,POINT (424558.37227 4512551.01912)
15165,425020.05965,4512545.23837,1139,0,POINT (425020.05965 4512545.23837)
15166,423833.13191,4512054.13496,1121,0,POINT (423833.13191 4512054.13496)
15167,429597.02285,4512417.97714,1052,0,POINT (429597.02285 4512417.97714)
15168,429929.18888,4512237.59559,1102,0,POINT (429929.18888 4512237.59559)
15169,419112.68248,4505492.53588,1384,0,POINT (419112.68248 4505492.53588)
15170,424920.91724,4512424.21158,1139,0,POINT (424920.91724 4512424.21158)
15171,425044.51451,4512462.03141,1143,0,POINT (425044.51451 4512462.03141)
15172,423631.12643,4512554.92686,1119,0,POINT (423631.12643 4512554.92686)
15173,413300.53991,4491109.12261,1785,0,POINT (413300.53991 4491109.12261)
15174,413286.9063,4490617.61235,1967,0,POINT (413286.9063 4490617.61235)
15175,413827.89591,4489092.34735,1975,0,POINT (413827.89591 4489092.34735)
15176,414081.20208,4488734.10005,1996,0,POINT (414081.20208 4488734.10005)
15177,423441.69919,4484492.74051,2134,0,POINT (423441.69919 4484492.74051)
15178,423454.88334,4483631.94249,2140,0,POINT (423454.88334 4483631.94249)
15179,423390.46868,4483429.81374,2140,0,POINT (423390.46868 4483429.81374)
15180,417018.71539,4565603.96446,339,0,POINT (417018.7153893528 4565603.9644594)
15181,416568.80825,4566018.30946,339,0,POINT (416568.80825469334 4566018.309458361)
15182,414063.06123,4566395.58067,310,0,POINT (414063.0612290856 4566395.580674636)
15183,412730.56554,4566381.98752,186,0,POINT (412730.56554121943 4566381.9875164945)
15184,411530.11242,4566360.6777,185,0,POINT (411530.1124212379 4566360.677697796)
15185,410052.63166,4566396.19406,184,0,POINT (410052.63165818376 4566396.194062293)
15186,408504.11817,4566381.98752,182,0,POINT (408504.1181661366 4566381.9875164945)
15187,406991.12104,4566410.40061,180,0,POINT (406991.12103858596 4566410.400608092)
15188,404824.6228,4566445.91697,179,0,POINT (404824.6228042998 4566445.916972588)
15189,401983.31364,4566467.22679,177,0,POINT (401983.31364458025 4566467.226791286)
15190,400768.65398,4566516.9497,165,0,POINT (400768.65397880017 4566516.949701581)
15191,400669.20816,4567092.31481,165,0,POINT (400669.20815821 4567092.314806424)
20001,406710.41,4485158.44,934,0,POINT (406710.41 4485158.44)
20002,407056.6496,4485338.784,932,0,POINT (407056.6496 4485338.784)
20003,409732.1805,4482722.284,936,0,POINT (409732.1805 4482722.284)
20004,407325.5005,4485253.241,934,0,POINT (407325.5005 4485253.241)
20005,407525.1019,4485310.27,932,0,POINT (407525.1019 4485310.27)
20006,407398.0,4485499.0,932,0,POINT (407398 4485499)
20007,407072.9436,4486088.308,932,0,POINT (407072.9436 4486088.308)
20008,409740.7409,4483427.046,2041,0,POINT (409740.7409 4483427.046)
20009,407439.5584,4485799.09,932,0,POINT (407439.5584 4485799.09)
20010,410287.6765,4483006.344,2044,0,POINT (410287.6765 4483006.344)
20011,407946.0,4485358.0,932,0,POINT (407946 4485358)
20012,407015.9147,4486397.894,924,0,POINT (407015.9147 4486397.894)
20013,407447.7054,4486080.161,932,0,POINT (407447.7054 4486080.161)
20014,408332.0,4485203.0,934,0,POINT (408332 4485203)
20015,407647.3068,4486088.308,932,0,POINT (407647.3068 4486088.308)
20016,407077.5865,4486696.696,924,0,POINT (407077.5865 4486696.696)
20017,407455.8524,4486369.379,930,0,POINT (407455.8524 4486369.379)
20018,408653.4607,4485261.388,932,0,POINT (408653.4607 4485261.388)
20019,408832.6946,4485249.168,2034,0,POINT (408832.6946 4485249.168)
20020,409056.737,4485090.301,934,0,POINT (409056.737 4485090.301)
20021,410786.6475,4483404.812,2044,0,POINT (410786.6475 4483404.812)
20022,407572.4687,4486691.903,930,0,POINT (407572.4687 4486691.903)
20023,408834.5743,4485525.951,932,0,POINT (408834.5743 4485525.951)
20024,409364.0,4484999.0,934,0,POINT (409364 4484999)
20025,411572.7788,4483021.933,2048,0,POINT (411572.7788 4483021.933)
20026,409761.4521,4484870.332,2034,0,POINT (409761.4521 4484870.332)
20027,408331.6544,4486320.497,931,0,POINT (408331.6544 4486320.497)
20028,408637.1667,4486080.161,932,0,POINT (408637.1667 4486080.161)
20029,408832.6946,4485913.148,932,0,POINT (408832.6946 4485913.148)
20030,407356.3407,4487428.209,924,0,POINT (407356.3407 4487428.209)
20031,407814.1266,4486980.842,930,0,POINT (407814.1266 4486980.842)
20032,409969.4379,4484831.341,2035,0,POINT (409969.4379 4484831.341)
20033,408637.1667,4486324.571,931,0,POINT (408637.1667 4486324.571)
20034,412057.4429,4483009.205,2050,0,POINT (412057.4429 4483009.205)
20035,411573.0642,4483679.585,2044,0,POINT (411573.0642 4483679.585)
20036,409764.6218,4485521.347,932,0,POINT (409764.6218 4485521.347)
20037,407287.085,4488008.225,929,0,POINT (407287.085 4488008.225)
20038,408123.906,4487171.858,930,0,POINT (408123.906 4487171.858)
20039,410436.0,4484945.0,2036,0,POINT (410436 4484945)
20040,410760.0,4484665.0,2035,0,POINT (410760 4484665)
20041,412542.1612,4483012.326,2051,0,POINT (412542.1612 4483012.326)
20042,407339.0268,4488233.306,928,0,POINT (407339.0268 4488233.306)
20043,410602.5854,4484987.26,2036,0,POINT (410602.5854 4484987.26)
20044,412541.6942,4483074.048,2049,0,POINT (412541.6942 4483074.048)
20045,412486.8677,4483189.966,2049,0,POINT (412486.8677 4483189.966)
20046,412432.0413,4483252.625,2045,0,POINT (412432.0413 4483252.625)
20047,412566.7577,4483144.539,2049,0,POINT (412566.7577 4483144.539)
20048,410718.9449,4485011.796,2035,0,POINT (410718.9449 4485011.796)
20049,412406.9778,4483326.249,2045,0,POINT (412406.9778 4483326.249)
20050,412645.0812,4483133.573,2051,0,POINT (412645.0812 4483133.573)
20051,408641.2402,4487167.785,931,0,POINT (408641.2402 4487167.785)
20052,407879.4962,4487933.602,930,0,POINT (407879.4962 4487933.602)
20053,408641.2402,4487224.814,931,0,POINT (408641.2402 4487224.814)
20054,410621.0022,4485245.095,2036,0,POINT (410621.0022 4485245.095)
20055,408490.5208,4487391.827,931,0,POINT (408490.5208 4487391.827)
20056,411573.1802,4484336.655,2044,0,POINT (411573.1802 4484336.655)
20057,414452.1509,4481492.953,2056,0,POINT (414452.1509 4481492.953)
20058,414577.5909,4481385.87,2056,0,POINT (414577.5909 4481385.87)
20059,409773.6726,4486304.203,931,0,POINT (409773.6726 4486304.203)
20060,410703.8777,4485374.013,2036,0,POINT (410703.8777 4485374.013)
20061,412405.4113,4483675.572,2045,0,POINT (412405.4113 4483675.572)
20062,413360.9578,4482757.621,2051,0,POINT (413360.9578 4482757.621)
20063,413281.0679,4482837.511,2052,0,POINT (413281.0679 4482837.511)
20064,413224.675,4482923.666,2051,0,POINT (413224.675 4482923.666)
20065,412394.446,4483760.161,2045,0,POINT (412394.446 4483760.161)
20066,414302.625,4481862.409,2057,0,POINT (414302.625 4481862.409)
20067,408250.1844,4487921.382,930,0,POINT (408250.1844 4487921.382)
20068,413480.0096,4482701.228,2051,0,POINT (413480.0096 4482701.228)
20069,407624.7065,4488562.271,929,0,POINT (407624.7065 4488562.271)
20070,413194.9121,4483019.221,2051,0,POINT (413194.9121 4483019.221)
20071,410703.8777,4485516.743,2036,0,POINT (410703.8777 4485516.743)
20072,411589.6453,4484653.13,2037,0,POINT (411589.6453 4484653.13)
20073,414296.1403,4481963.421,2055,0,POINT (414296.1403 4481963.421)
20074,412378.7813,4483902.71,2043,0,POINT (412378.7813 4483902.71)
20075,412193.9379,4484090.686,2043,0,POINT (412193.9379 4484090.686)
20076,412318.7495,4483976.127,2043,0,POINT (412318.7495 4483976.127)
20077,412146.9438,4484167.443,2043,0,POINT (412146.9438 4484167.443)
20078,413190.1183,4483131.13,2052,0,POINT (413190.1183 4483131.13)
20079,414332.1691,4482068.374,2057,0,POINT (414332.1691 4482068.374)
20080,408494.0616,4487910.455,930,0,POINT (408494.0616 4487910.455)
20081,412139.1114,4484278.663,2043,0,POINT (412139.1114 4484278.663)
20082,415088.4186,4481356.294,2056,0,POINT (415088.4186 4481356.294)
20083,408571.8555,4487908.46,930,0,POINT (408571.8555 4487908.46)
20084,413901.3899,4482582.176,2055,0,POINT (413901.3899 4482582.176)
20085,410160.6548,4486373.453,933,0,POINT (410160.6548 4486373.453)
20086,412183.2271,4484379.385,2043,0,POINT (412183.2271 4484379.385)
20087,411595.0,4485009.0,2037,0,POINT (411595 4485009)
20088,414407.3596,4482217.189,2057,0,POINT (414407.3596 4482217.189)
20089,414111.8869,4482538.054,2055,0,POINT (414111.8869 4482538.054)
20090,407763.4057,4488954.205,928,0,POINT (407763.4057 4488954.205)
20091,411224.1518,4485516.743,933,0,POINT (411224.1518 4485516.743)
20092,414435.5561,4482322.142,2057,0,POINT (414435.5561 4482322.142)
20093,412117.0,4484643.0,2037,0,POINT (412117 4484643)
20094,409047.0,4487731.0,931,0,POINT (409047 4487731)
20095,413191.1874,4483596.017,2045,0,POINT (413191.1874 4483596.017)
20096,409802.187,4486992.625,931,0,POINT (409802.187 4486992.625)
20097,414269.5103,4482539.881,2055,0,POINT (414269.5103 4482539.881)
20098,412342.6094,4484493.415,2043,0,POINT (412342.6094 4484493.415)
20099,414437.1226,4482428.662,2057,0,POINT (414437.1226 4482428.662)
20100,410384.6972,4486503.805,933,0,POINT (410384.6972 4486503.805)
20101,411593.0,4485302.0,2036,0,POINT (411593 4485302)
20102,412394.446,4484568.46,2043,0,POINT (412394.446 4484568.46)
20103,414407.3596,4482564.945,2057,0,POINT (414407.3596 4482564.945)
20104,409842.922,4487171.858,931,0,POINT (409842.922 4487171.858)
20105,412394.446,4484640.517,2043,0,POINT (412394.446 4484640.517)
20106,414382.2961,4482662.066,2052,0,POINT (414382.2961 4482662.066)
20107,414504.4808,4482574.344,2052,0,POINT (414504.4808 4482574.344)
20108,415474.0368,4481663.036,2056,0,POINT (415474.0368 4481663.036)
20109,414385.4291,4482754.488,2052,0,POINT (414385.4291 4482754.488)
20110,410555.7841,4486589.348,933,0,POINT (410555.7841 4486589.348)
20111,413193.0,4483967.0,2043,0,POINT (413193 4483967)
20112,408045.2079,4489118.59,929,0,POINT (408045.2079 4489118.59)
20113,414639.1972,4482564.945,2052,0,POINT (414639.1972 4482564.945)
20114,409324.8611,4487907.463,930,0,POINT (409324.8611 4487907.463)
20115,414423.0243,4482837.511,2052,0,POINT (414423.0243 4482837.511)
20116,409924.392,4487338.872,931,0,POINT (409924.392 4487338.872)
20117,414749.1363,4482514.582,2052,0,POINT (414749.1363 4482514.582)
20118,411597.0917,4485687.098,2030,0,POINT (411597.0917 4485687.098)
20119,415631.7897,4481660.115,2056,0,POINT (415631.7897 4481660.115)
20120,414936.8264,4482369.136,2052,0,POINT (414936.8264 4482369.136)
20121,410708.4819,4486626.354,931,0,POINT (410708.4819 4486626.354)
20122,414460.6196,4482886.071,2052,0,POINT (414460.6196 4482886.071)
20123,415028.2357,4482345.112,2057,0,POINT (415028.2357 4482345.112)
20124,412403.1959,4484974.601,2037,0,POINT (412403.1959 4484974.601)
20125,409409.0689,4487978.049,1990,0,POINT (409409.0689 4487978.049)
20126,409481.1425,4487916.026,931,0,POINT (409481.1425 4487916.026)
20127,415895.1002,4481538.007,2056,0,POINT (415895.1002 4481538.007)
20128,412806.0377,4484635.556,2043,0,POINT (412806.0377 4484635.556)
20129,409961.0534,4487481.444,931,0,POINT (409961.0534 4487481.444)
20130,412102.0,4485342.0,2037,0,POINT (412102 4485342)
20131,414529.5443,4482939.331,2052,0,POINT (414529.5443 4482939.331)
20132,410708.4819,4486764.48,931,0,POINT (410708.4819 4486764.48)
20133,415120.4519,4482379.693,2057,0,POINT (415120.4519 4482379.693)
20134,420579.9375,4476922.646,2061,0,POINT (420579.9375 4476922.646)
20135,408123.4863,4489392.564,928,0,POINT (408123.4863 4489392.564)
20136,420590.8539,4476930.639,2061,0,POINT (420590.8539 4476930.639)
20137,409449.4152,4488085.639,929,0,POINT (409449.4152 4488085.639)
20138,420602.0426,4476936.563,2061,0,POINT (420602.0426 4476936.563)
20139,410380.6237,4487171.858,931,0,POINT (410380.6237 4487171.858)
20140,420612.6563,4476948.822,2061,0,POINT (420612.6563 4476948.822)
20141,412405.0977,4485168.584,2037,0,POINT (412405.0977 4485168.584)
20142,414604.7348,4482969.094,2052,0,POINT (414604.7348 4482969.094)
20143,413202.5819,4484387.929,2089,0,POINT (413202.5819 4484387.929)
20144,407461.0383,4490129.863,928,0,POINT (407461.0383 4490129.863)
20145,416058.94237,4481427.8648,2056,0,POINT (416058.94237 4481427.8648)
20146,412481.1695,4485172.388,2038,0,POINT (412481.1695 4485172.388)
20147,415224.1386,4482460.449,2053,0,POINT (415224.1386 4482460.449)
