N,X,Y,TAZID,HOT_ZONEID,geometry
23285,410291.9448,4512931.208,1009,0,POINT (410291.9448 4512931.208)
23286,408643.1271,4514580.28,975,0,POINT (408643.1271 4514580.28)
23287,424786.0,4498438.0,1660,0,POINT (424786 4498438)
23288,419614.0,4503610.0,1574,0,POINT (419614 4503610)
23289,417162.6176,4506063.882,1364,0,POINT (417162.6176 4506063.882)
23290,429450.1802,4493776.6,1857,0,POINT (429450.1802 4493776.6)
23291,424980.0,4498247.0,1660,0,POINT (424980 4498247)
23292,423721.0,4499508.0,1657,0,POINT (423721 4499508)
23293,417181.0,4506052.0,1364,0,POINT (417181 4506052)
23294,417209.568,4506032.385,1364,0,POINT (417209.568 4506032.385)
23295,417197.0,4506051.0,1364,0,POINT (417197 4506051)
23296,426234.0,4497020.0,1805,0,POINT (426234 4497020)
23297,420964.0,4502299.0,1590,0,POINT (420964 4502299)
23298,407957.4563,4515318.061,955,0,POINT (407957.4563 4515318.061)
23299,416976.0,4506353.0,1345,0,POINT (416976 4506353)
23300,426310.6116,4497030.03,1805,0,POINT (426310.6116 4497030.03)
23301,425164.0,4498189.0,1787,0,POINT (425164 4498189)
23302,418254.623,4505119.689,1396,0,POINT (418254.623 4505119.689)
23303,417846.0,4505540.0,1366,0,POINT (417846 4505540)
23304,417454.4359,4505943.411,1366,0,POINT (417454.4359 4505943.411)
23305,422757.0,4500642.0,1639,0,POINT (422757 4500642)
23306,413466.0,4509933.0,1211,0,POINT (413466 4509933)
23307,419849.0,4503556.0,1575,0,POINT (419849 4503556)
23308,426734.7015,4496670.433,1806,0,POINT (426734.7015 4496670.433)
23309,423907.0,4499507.0,1658,0,POINT (423907 4499507)
23310,419048.3915,4504368.711,1395,0,POINT (419048.3915 4504368.711)
23311,431333.0,4492092.0,1905,0,POINT (431333 4492092)
23312,427660.0,4495771.0,1853,0,POINT (427660 4495771)
23313,419530.0,4503908.0,1573,0,POINT (419530 4503908)
23314,413018.0,4510428.0,1210,0,POINT (413018 4510428)
23315,421112.0,4502337.0,1590,0,POINT (421112 4502337)
23316,423044.0,4500413.0,1640,0,POINT (423044 4500413)
23317,425082.0,4498391.0,1660,0,POINT (425082 4498391)
23318,414688.0,4508800.0,1324,0,POINT (414688 4508800)
23319,409550.6724,4513940.424,975,0,POINT (409550.6724 4513940.424)
23320,414686.0,4508806.0,1324,0,POINT (414686 4508806)
23321,413085.0,4510414.0,1210,0,POINT (413085 4510414)
23322,414681.0,4508820.0,1324,0,POINT (414681 4508820)
23323,414679.0,4508826.0,1211,0,POINT (414679 4508826)
23324,413098.0,4510411.0,1210,0,POINT (413098 4510411)
23325,426739.0,4496774.0,1805,0,POINT (426739 4496774)
23326,417167.9856,4506349.254,1364,0,POINT (417167.9856 4506349.254)
23327,417157.75219,4506355.31214,1345,0,POINT (417157.75219 4506355.31214)
23328,417202.0,4506336.0,1364,0,POINT (417202 4506336)
23329,414759.7249,4508779.5,1324,0,POINT (414759.7249 4508779.5)
23330,424036.0,4499506.0,1658,0,POINT (424036 4499506)
23331,413131.0,4510411.0,1210,0,POINT (413131 4510411)
23332,417212.0,4506341.0,1364,0,POINT (417212 4506341)
23333,413142.0,4510415.0,1210,0,POINT (413142 4510415)
23334,417223.0,4506334.0,1365,0,POINT (417223 4506334)
23335,408648.696,4514908.841,975,0,POINT (408648.696 4514908.841)
23336,419638.79689,4503909.3707,1398,0,POINT (419638.79689 4503909.3707)
23337,418254.623,4505327.224,1383,0,POINT (418254.623 4505327.224)
23338,414734.2028,4508848.214,1211,0,POINT (414734.2028 4508848.214)
23339,417242.057,4506346.7,1365,0,POINT (417242.057 4506346.7)
23340,416394.0,4507197.0,1344,0,POINT (416394 4507197)
23341,425296.0,4498296.0,1661,0,POINT (425296 4498296)
23342,420644.0,4502961.0,1580,0,POINT (420644 4502961)
23343,417250.10641,4506351.67257,1346,0,POINT (417250.10641 4506351.67257)
23344,419712.0,4503910.0,1398,0,POINT (419712 4503910)
23345,413205.0,4510426.0,1210,0,POINT (413205 4510426)
23346,429599.2839,4494031.733,1859,0,POINT (429599.2839 4494031.733)
23347,425297.0,4498370.0,1661,0,POINT (425297 4498370)
23348,417345.0,4506346.0,1365,0,POINT (417345 4506346)
23349,418577.6932,4505117.549,1383,0,POINT (418577.6932 4505117.549)
23350,426539.2683,4497157.061,1805,0,POINT (426539.2683 4497157.061)
23351,426748.0,4496953.0,1805,0,POINT (426748 4496953)
23352,427392.0,4496314.0,1849,0,POINT (427392 4496314)
23353,427823.0,4495885.0,1849,0,POINT (427823 4495885)
23354,413297.0,4510425.0,1210,0,POINT (413297 4510425)
23355,425575.0,4498154.0,1661,0,POINT (425575 4498154)
23356,429616.0,4494124.0,1858,0,POINT (429616 4494124)
23357,421849.0,4501896.0,1591,0,POINT (421849 4501896)
23358,432251.0,4491507.0,1906,0,POINT (432251 4491507)
23359,419854.9972,4503904.431,1575,0,POINT (419854.9972 4503904.431)
23360,426244.0,4497518.0,1794,0,POINT (426244 4497518)
23361,423044.0,4500721.0,1632,0,POINT (423044 4500721)
23362,409898.0,4513867.0,1008,0,POINT (409898 4513867)
23363,419595.0,4504173.0,1398,0,POINT (419595 4504173)
23364,419054.0,4504721.0,1384,0,POINT (419054 4504721)
23365,418256.7625,4505530.48,1383,0,POINT (418256.7625 4505530.48)
23366,419619.0,4504174.0,1398,0,POINT (419619 4504174)
23367,409897.0,4513905.0,975,0,POINT (409897 4513905)
23368,417162.8772,4506644.263,1345,0,POINT (417162.8772 4506644.263)
23369,417458.3512,4506349.408,1347,0,POINT (417458.3512 4506349.408)
23370,416494.0,4507316.0,1337,0,POINT (416494 4507316)
23371,424814.0,4499001.0,1659,0,POINT (424814 4499001)
23372,427892.8754,4495923.693,1837,0,POINT (427892.8754 4495923.693)
23373,409878.6626,4513948.938,975,0,POINT (409878.6626 4513948.938)
23374,415062.0634,4508779.5,1325,0,POINT (415062.0634 4508779.5)
23375,417177.0,4506669.0,1345,0,POINT (417177 4506669)
23376,415062.0634,4508787.353,1325,0,POINT (415062.0634 4508787.353)
23377,427346.4072,4496512.132,1849,0,POINT (427346.4072 4496512.132)
23378,417190.0,4506674.0,1345,0,POINT (417190 4506674)
23379,416595.0,4507269.0,1344,0,POINT (416595 4507269)
23380,417215.2381,4506660.865,1345,0,POINT (417215.2381 4506660.865)
23381,428024.0,4495854.0,1854,0,POINT (428024 4495854)
23382,415062.0634,4508832.508,1212,0,POINT (415062.0634 4508832.508)
23383,413467.0,4510431.0,1172,0,POINT (413467 4510431)
23384,413076.0,4510825.0,1171,0,POINT (413076 4510825)
23385,427634.4291,4496268.288,1837,0,POINT (427634.4291 4496268.288)
23386,427087.0,4496816.0,1806,0,POINT (427087 4496816)
23387,415064.0267,4508850.177,1212,0,POINT (415064.0267 4508850.177)
23388,413089.0,4510826.0,1171,0,POINT (413089 4510826)
23389,427730.5181,4496188.766,1837,0,POINT (427730.5181 4496188.766)
23390,419657.86927,4504217.25337,1398,0,POINT (419657.86927 4504217.25337)
23391,411862.6641,4512069.086,1054,0,POINT (411862.6641 4512069.086)
23392,426754.0,4497178.0,1795,0,POINT (426754 4497178)
23393,413114.0,4510820.0,1171,0,POINT (413114 4510820)
23394,408648.696,4515293.089,956,0,POINT (408648.696 4515293.089)
23395,428227.5303,4495714.948,1837,0,POINT (428227.5303 4495714.948)
23396,419543.435,4504190.00711,1397,0,POINT (419543.435 4504190.00711)
23397,413125.0,4510822.0,1171,0,POINT (413125 4510822)
23398,427575.0639,4496373.375,1837,0,POINT (427575.0639 4496373.375)
23399,420651.0,4503299.0,1575,0,POINT (420651 4503299)
23400,424451.0,4499500.0,1659,0,POINT (424451 4499500)
23401,418425.786,4505528.34,1383,0,POINT (418425.786 4505528.34)
23402,421456.0,4502506.0,1581,0,POINT (421456 4502506)
23403,423056.0,4500908.0,1631,0,POINT (423056 4500908)
23404,420423.0,4503542.0,1575,0,POINT (420423 4503542)
23405,419270.6532,4504715.88,1397,0,POINT (419270.6532 4504715.88)
23406,428483.0,4495505.0,1854,0,POINT (428483 4495505)
23407,417124.0,4506889.0,1345,0,POINT (417124 4506889)
23408,431817.0,4492209.0,1905,0,POINT (431817 4492209)
23409,417142.0,4506889.0,1345,0,POINT (417142 4506889)
23410,410287.0,4513752.0,1009,0,POINT (410287 4513752)
23411,426865.6417,4497182.468,1795,0,POINT (426865.6417 4497182.468)
23412,428396.5144,4495651.993,1837,0,POINT (428396.5144 4495651.993)
23413,432518.0,4491551.0,1907,0,POINT (432518 4491551)
23414,432407.0,4491678.0,1906,0,POINT (432407 4491678)
23415,408643.1271,4515454.585,956,0,POINT (408643.1271 4515454.585)
23416,426054.0,4498057.0,1788,0,POINT (426054 4498057)
23417,424050.1609,4500061.163,1642,0,POINT (424050.1609 4500061.163)
23418,409547.3778,4514575.631,975,0,POINT (409547.3778 4514575.631)
23419,427422.0,4496707.0,1849,0,POINT (427422 4496707)
23420,423721.0,4500412.0,1640,0,POINT (423721 4500412)
23421,426053.0,4498081.0,1661,0,POINT (426053 4498081)
23422,423729.0,4500407.0,1640,0,POINT (423729 4500407)
23423,423104.0,4501033.0,1632,0,POINT (423104 4501033)
23424,417065.8182,4507081.029,1345,0,POINT (417065.8182 4507081.029)
23425,420251.0,4503903.0,1399,0,POINT (420251 4503903)
23426,427575.0639,4496582.488,1837,0,POINT (427575.0639 4496582.488)
23427,423395.0,4500769.0,1632,0,POINT (423395 4500769)
23428,432620.0,4491551.0,1907,0,POINT (432620 4491551)
23429,419061.2287,4505113.27,1384,0,POINT (419061.2287 4505113.27)
23430,415381.0,4508799.0,1325,0,POINT (415381 4508799)
23431,423742.0,4500439.0,1640,0,POINT (423742 4500439)
23432,427514.4797,4496668.479,1837,0,POINT (427514.4797 4496668.479)
23433,415380.0,4508804.0,1325,0,POINT (415380 4508804)
23434,425875.0,4498310.0,1661,0,POINT (425875 4498310)
23435,423751.0,4500440.0,1641,0,POINT (423751 4500440)
23436,415383.0,4508811.0,1325,0,POINT (415383 4508811)
23437,417458.3512,4506736.11,1346,0,POINT (417458.3512 4506736.11)
23438,417855.0,4506340.0,1366,0,POINT (417855 4506340)
23439,431961.7741,4492234.434,1896,0,POINT (431961.7741 4492234.434)
23440,407962.6418,4516236.067,955,0,POINT (407962.6418 4516236.067)
23441,415383.0,4508816.0,1212,0,POINT (415383 4508816)
23442,418263.1812,4505939.132,1367,0,POINT (418263.1812 4505939.132)
23443,418674.0,4505531.0,1367,0,POINT (418674 4505531)
23444,415440.9683,4508773.61,1325,0,POINT (415440.9683 4508773.61)
23445,419859.2763,4504358.013,1399,0,POINT (419859.2763 4504358.013)
23446,426984.8559,4497233.28,1795,0,POINT (426984.8559 4497233.28)
23447,417139.8896,4507092.523,1345,0,POINT (417139.8896 4507092.523)
23448,419521.0,4504716.0,1384,0,POINT (419521 4504716)
23449,412942.0,4511307.0,1171,0,POINT (412942 4511307)
23450,432485.8321,4491763.595,1907,0,POINT (432485.8321 4491763.595)
23451,417042.8305,4507213.847,1337,0,POINT (417042.8305 4507213.847)
23452,425336.0,4498927.0,1661,0,POINT (425336 4498927)
23453,412957.0,4511317.0,1171,0,POINT (412957 4511317)
23454,417084.0,4507195.0,1345,0,POINT (417084 4507195)
23455,420649.0,4503631.0,1575,0,POINT (420649 4503631)
23456,412213.6745,4512067.131,1054,0,POINT (412213.6745 4512067.131)
23457,410284.0,4513997.0,976,0,POINT (410284 4513997)
23458,432090.0843,4492196.88,1896,0,POINT (432090.0843 4492196.88)
23459,423211.0,4501083.0,1632,0,POINT (423211 4501083)
23460,412974.0,4511328.0,1171,0,POINT (412974 4511328)
23461,423804.6697,4500497.889,1641,0,POINT (423804.6697 4500497.889)
23462,432691.0,4491613.0,1907,0,POINT (432691 4491613)
23463,415468.4536,4508838.397,1212,0,POINT (415468.4536 4508838.397)
23464,417120.7332,4507202.353,1346,0,POINT (417120.7332 4507202.353)
23465,412990.0,4511339.0,1171,0,POINT (412990 4511339)
23466,426761.0,4497581.0,1796,0,POINT (426761 4497581)
23467,424840.0,4499504.0,1643,0,POINT (424840 4499504)
23468,417028.5025,4507321.23,1337,0,POINT (417028.5025 4507321.23)
23469,412336.0,4512026.0,1055,0,POINT (412336 4512026)
23470,419059.0892,4505310.108,1383,0,POINT (419059.0892 4505310.108)
23471,429589.3436,4494780.565,1859,0,POINT (429589.3436 4494780.565)
23472,432510.6405,4491859.285,1907,0,POINT (432510.6405 4491859.285)
23473,412351.0,4512029.0,1055,0,POINT (412351 4512029)
23474,420991.0,4503413.0,1581,0,POINT (420991 4503413)
23475,421133.0,4503292.0,1581,0,POINT (421133 4503292)
23476,412385.0,4512043.0,1055,0,POINT (412385 4512043)
23477,417101.2796,4507329.5,1326,0,POINT (417101.2796 4507329.5)
23478,429123.0,4495315.0,1838,0,POINT (429123 4495315)
23479,410279.88368,4514141.33575,975,0,POINT (410279.88368 4514141.33575)
23480,420931.0,4503510.0,1581,0,POINT (420931 4503510)
23481,427547.0,4496895.0,1837,0,POINT (427547 4496895)
23482,417263.0,4507180.0,1346,0,POINT (417263 4507180)
23483,419737.3895,4504705.879,1398,0,POINT (419737.3895 4504705.879)
23484,412399.0,4512050.0,1055,0,POINT (412399 4512050)
23485,429526.3888,4494936.295,1859,0,POINT (429526.3888 4494936.295)
23486,423839.7508,4500647.569,1641,0,POINT (423839.7508 4500647.569)
23487,417000.6864,4507498.638,1326,0,POINT (417000.6864 4507498.638)
23488,426448.0,4498053.0,1794,0,POINT (426448 4498053)
23489,422461.07,4502083.209,1593,0,POINT (422461.07 4502083.209)
23490,420888.0,4503620.0,1581,0,POINT (420888 4503620)
23491,423700.0,4500813.0,1640,0,POINT (423700 4500813)
23492,423763.0,4500752.0,1640,0,POINT (423763 4500752)
23493,426247.0,4498269.0,1663,0,POINT (426247 4498269)
23494,413470.2768,4511047.111,1171,0,POINT (413470.2768 4511047.111)
23495,421373.0,4503147.0,1581,0,POINT (421373 4503147)
23496,417017.44263,4507505.63361,1326,0,POINT (417017.4426335225 4507505.633610207)
23497,410669.0,4513864.0,976,0,POINT (410669 4513864)
23498,420649.0,4503895.0,1575,0,POINT (420649 4503895)
23499,429513.0,4495045.0,1858,0,POINT (429513 4495045)
23500,417048.32174,4507520.51511,1326,0,POINT (417048.32173966005 4507520.515107141)
23501,410674.0,4513894.0,976,0,POINT (410674 4513894)
23502,423774.0,4500797.0,1640,0,POINT (423774 4500797)
23503,419864.0751,4504709.213,1399,0,POINT (419864.0751 4504709.213)
23504,423781.0,4500797.0,1641,0,POINT (423781 4500797)
23505,417060.0965,4507526.841,1326,0,POINT (417060.0965 4507526.841)
23506,419063.3683,4505526.201,1384,0,POINT (419063.3683 4505526.201)
23507,421453.0,4503141.0,1581,0,POINT (421453 4503141)
23508,418263.7383,4506336.324,1367,0,POINT (418263.7383 4506336.324)
23509,426529.0,4498075.0,1663,0,POINT (426529 4498075)
23510,423758.0,4500846.0,1632,0,POINT (423758 4500846)
23511,425138.0,4499472.0,1649,0,POINT (425138 4499472)
23512,423765.0,4500845.0,1632,0,POINT (423765 4500845)
23513,417463.0,4507152.0,1347,0,POINT (417463 4507152)
23514,429678.0,4494939.0,1859,0,POINT (429678 4494939)
23515,415066.0,4509561.0,1211,0,POINT (415066 4509561)
23516,415861.0,4508790.0,1325,0,POINT (415861 4508790)
23517,427621.9679,4497031.984,1831,0,POINT (427621.9679 4497031.984)
23518,415861.0,4508796.0,1325,0,POINT (415861 4508796)
23519,410736.3168,4513928.193,976,0,POINT (410736.3168 4513928.193)
23520,415864.0,4508803.0,1325,0,POINT (415864 4508803)
23521,423921.6069,4500745.796,1641,0,POINT (423921.6069 4500745.796)
23522,416718.1969,4507950.732,1337,0,POINT (416718.1969 4507950.732)
23523,423839.0,4500833.0,1641,0,POINT (423839 4500833)
23524,415865.0,4508811.0,1212,0,POINT (415865 4508811)
23525,424852.0,4499830.0,1643,0,POINT (424852 4499830)
23526,419540.0,4505143.0,1385,0,POINT (419540 4505143)
23527,413473.9147,4511209.126,1104,0,POINT (413473.9147 4511209.126)
23528,427326.8639,4497356.403,1795,0,POINT (427326.8639 4497356.403)
23529,416741.16915,4507943.21389,1337,0,POINT (416741.1691477641 4507943.213889079)
23530,427258.4623,4497446.302,1829,0,POINT (427258.4623 4497446.302)
23531,419570.0,4505144.0,1385,0,POINT (419570 4505144)
23532,412125.0,4512599.0,1055,0,POINT (412125 4512599)
23533,416765.9821,4507960.972,1326,0,POINT (416765.9821 4507960.972)
23534,426494.0,4498244.0,1663,0,POINT (426494 4498244)
23535,412145.0,4512593.0,1055,0,POINT (412145 4512593)
23536,420835.0,4503911.0,1576,0,POINT (420835 4503911)
23537,412166.0,4512584.0,1055,0,POINT (412166 4512584)
23538,424052.5767,4500699.021,1642,0,POINT (424052.5767 4500699.021)
23539,419496.44091,4505085.84308,1384,0,POINT (419496.4409067199 4505085.843081678)
23540,427596.5616,4497159.016,1832,0,POINT (427596.5616 4497159.016)
23541,423917.0,4500842.0,1641,0,POINT (423917 4500842)
23542,416788.1682,4507971.211,1326,0,POINT (416788.1682 4507971.211)
23543,411878.6678,4512884.144,1009,0,POINT (411878.6678 4512884.144)
23544,426746.0,4498023.0,1794,0,POINT (426746 4498023)
23545,419243.0,4505527.0,1384,0,POINT (419243 4505527)
23546,433123.0,4491647.0,1907,0,POINT (433123 4491647)
23547,427121.0,4497655.0,1796,0,POINT (427121 4497655)
23548,425341.0,4499436.0,1650,0,POINT (425341 4499436)
23549,412177.0,4512602.0,1055,0,POINT (412177 4512602)
23550,423512.7942,4501282.819,1632,0,POINT (423512.7942 4501282.819)
23551,422029.0,4502770.0,1577,0,POINT (422029 4502770)
23552,426730.0,4498087.0,1663,0,POINT (426730 4498087)
23553,414407.4824,4510411.395,1211,0,POINT (414407.4824 4510411.395)
23554,410275.91971,4514553.58862,975,0,POINT (410275.91971 4514553.58862)
23555,419621.55125,4505089.75278,1385,0,POINT (419621.5512465728 4505089.7527797995)
23556,409547.3778,4515283.041,956,0,POINT (409547.3778 4515283.041)
23557,432537.2209,4492316.468,1847,0,POINT (432537.2209 4492316.468)
23558,423926.2844,4500930.557,1633,0,POINT (423926.2844 4500930.557)
23559,408648.696,4516228.651,956,0,POINT (408648.696 4516228.651)
23560,427129.0,4497766.0,1829,0,POINT (427129 4497766)
23561,426928.0,4497972.0,1796,0,POINT (426928 4497972)
23562,427038.0,4497870.0,1796,0,POINT (427038 4497870)
23563,427633.6939,4497282.139,1832,0,POINT (427633.6939 4497282.139)
23564,419433.55631,4505523.22079,1384,0,POINT (419433.55631 4505523.22079)
23565,419588.0,4505340.0,1385,0,POINT (419588 4505340)
23566,427385.4938,4497547.928,1829,0,POINT (427385.4938 4497547.928)
23567,418265.3207,4506672.993,1348,0,POINT (418265.3207 4506672.993)
23568,423577.1565,4501366.639,1632,0,POINT (423577.1565 4501366.639)
23569,421975.0,4502969.0,1577,0,POINT (421975 4502969)
23570,421814.0,4503133.0,1577,0,POINT (421814 4503133)
23571,420662.0,4504290.0,1399,0,POINT (420662 4504290)
23572,419860.04283,4505091.70763,1385,0,POINT (419860.0428319175 4505091.707628859)
23573,429543.0,4495413.0,1843,0,POINT (429543 4495413)
23574,419450.29641,4505523.22079,1384,0,POINT (419450.29641 4505523.22079)
23575,420264.0,4504704.0,1399,0,POINT (420264 4504704)
23576,421860.0,4503120.0,1577,0,POINT (421860 4503120)
23577,426765.0,4498217.0,1663,0,POINT (426765 4498217)
23578,421938.0,4503045.0,1577,0,POINT (421938 4503045)
23579,423789.0,4501206.0,1632,0,POINT (423789 4501206)
23580,423797.0,4501207.0,1632,0,POINT (423797 4501207)
23581,417466.1334,4507544.451,1327,0,POINT (417466.1334 4507544.451)
23582,419065.0,4505948.0,1367,0,POINT (419065 4505948)
23583,422909.0,4502120.0,1593,0,POINT (422909 4502120)
23584,417885.0,4507148.0,1347,0,POINT (417885 4507148)
23585,425677.0,4499357.0,1662,0,POINT (425677 4499357)
23586,423805.0,4501234.0,1632,0,POINT (423805 4501234)
23587,423810.0,4501235.0,1632,0,POINT (423810 4501235)
23588,427064.8717,4497986.928,1829,0,POINT (427064.8717 4497986.928)
23589,423817.0,4501235.0,1633,0,POINT (423817 4501235)
23590,418727.4608,4506332.807,1367,0,POINT (418727.4608 4506332.807)
23591,423593.6212,4501466.925,1632,0,POINT (423593.6212 4501466.925)
23592,424172.0,4500892.0,1643,0,POINT (424172 4500892)
23593,425354.0,4499717.0,1649,0,POINT (425354 4499717)
23594,424146.1266,4500932.896,1634,0,POINT (424146.1266 4500932.896)
23595,419601.0,4505479.0,1385,0,POINT (419601 4505479)
23596,423804.0,4501282.0,1632,0,POINT (423804 4501282)
23597,424878.0,4500210.0,1649,0,POINT (424878 4500210)
23598,416346.0208,4508744.162,1325,0,POINT (416346.0208 4508744.162)
23599,419550.0,4505541.0,1369,0,POINT (419550 4505541)
23600,427175.0,4497921.0,1829,0,POINT (427175 4497921)
23601,424061.9317,4501049.833,1633,0,POINT (424061.9317 4501049.833)
23602,427025.0,4498095.0,1664,0,POINT (427025 4498095)
23603,419604.0,4505517.0,1385,0,POINT (419604 4505517)
23604,433407.0,4491718.0,1907,0,POINT (433407 4491718)
23605,421465.0,4503664.0,1578,0,POINT (421465 4503664)
23606,427528.16,4497602.649,1829,0,POINT (427528.16 4497602.649)
23607,410577.2964,4514555.259,976,0,POINT (410577.2964 4514555.259)
23608,423671.4547,4501466.925,1626,0,POINT (423671.4547 4501466.925)
23609,426243.0,4498905.0,1661,0,POINT (426243 4498905)
23610,423580.15,4501580.681,1626,0,POINT (423580.15 4501580.681)
23611,429529.0,4495632.0,1839,0,POINT (429529 4495632)
23612,408654.2648,4516512.661,956,0,POINT (408654.2648 4516512.661)
23613,423506.807,4501664.502,1626,0,POINT (423506.807 4501664.502)
23614,416399.0,4508781.0,1325,0,POINT (416399 4508781)
23615,427052.5357,4498129.674,1664,0,POINT (427052.5357 4498129.674)
23616,416387.0,4508797.0,1325,0,POINT (416387 4508797)
23617,416396.0,4508788.0,1325,0,POINT (416396 4508788)
23618,416673.7505,4508512.65,1325,0,POINT (416673.7505 4508512.65)
23619,427139.0,4498050.0,1664,0,POINT (427139 4498050)
23620,416390.0,4508805.0,1325,0,POINT (416390 4508805)
23621,421136.0,4504059.0,1576,0,POINT (421136 4504059)
23622,416701.1307,4508500.263,1325,0,POINT (416701.1307 4508500.263)
23623,413152.2478,4512051.617,1055,0,POINT (413152.2478 4512051.617)
23624,419720.0,4505486.0,1385,0,POINT (419720 4505486)
23625,423449.9287,4501763.291,1626,0,POINT (423449.9287 4501763.291)
23626,432595.6979,4492630.118,1847,0,POINT (432595.6979 4492630.118)
23627,416731.53149,4508503.06688,1326,0,POINT (416731.53149224 4508503.06687842)
23628,419434.49376,4505902.08269,1368,0,POINT (419434.49376 4505902.08269)
23629,419689.0,4505555.0,1369,0,POINT (419689 4505555)
23630,419764.60408,4505485.17473,1385,0,POINT (419764.60408 4505485.17473)
23631,416395.1018,4508854.103,1212,0,POINT (416395.1018 4508854.103)
23632,416560.0,4508696.0,1325,0,POINT (416560 4508696)
23633,427041.9619,4498217.789,1664,0,POINT (427041.9619 4498217.789)
23634,419596.0,4505664.0,1369,0,POINT (419596 4505664)
23635,416754.2074,4508520.313,1326,0,POINT (416754.2074 4508520.313)
23636,429564.0,4495726.0,1839,0,POINT (429564 4495726)
23637,418066.0,4507230.0,1327,0,POINT (418066 4507230)
23638,419804.29659,4505516.655,1385,0,POINT (419804.29659 4505516.655)
23639,427710.0,4497599.0,1832,0,POINT (427710 4497599)
23640,425957.0,4499353.0,1662,0,POINT (425957 4499353)
23641,419767.0,4505547.0,1369,0,POINT (419767 4505547)
23642,424407.0,4500922.0,1643,0,POINT (424407 4500922)
23643,419705.0,4505628.0,1369,0,POINT (419705 4505628)
23644,419866.0,4505468.0,1385,0,POINT (419866 4505468)
23645,416696.0108,4508640.205,1325,0,POINT (416696.0108 4508640.205)
23646,419662.0,4505676.0,1369,0,POINT (419662 4505676)
23647,433216.0,4492133.0,1848,0,POINT (433216 4492133)
23648,419843.0,4505519.0,1385,0,POINT (419843 4505519)
23649,419560.0,4505805.0,1369,0,POINT (419560 4505805)
23650,420667.5283,4504699.211,1400,0,POINT (420667.5283 4504699.211)
23651,416728.68759,4508645.57778,1326,0,POINT (416728.68759388867 4508645.577784695)
23652,423434.9607,4501933.926,1626,0,POINT (423434.9607 4501933.926)
23653,416523.0,4508871.0,1212,0,POINT (416523 4508871)
23654,425218.0,4500180.0,1649,0,POINT (425218 4500180)
23655,419750.0,4505648.0,1369,0,POINT (419750 4505648)
23656,419502.0,4505902.0,1369,0,POINT (419502 4505902)
23657,419071.9264,4506334.946,1349,0,POINT (419071.9264 4506334.946)
23658,432673.6672,4492736.439,1848,0,POINT (432673.6672 4492736.439)
23659,419765.0,4505662.0,1369,0,POINT (419765 4505662)
23660,417469.4305,4507963.182,1327,0,POINT (417469.4305 4507963.182)
23661,432969.5961,4492463.547,1848,0,POINT (432969.5961 4492463.547)
23662,422511.0,4502924.0,1577,0,POINT (422511 4502924)
23663,424895.0,4500557.0,1644,0,POINT (424895 4500557)
23664,419969.0,4505486.0,1386,0,POINT (419969 4505486)
23665,416683.0,4508777.0,1325,0,POINT (416683 4508777)
23666,416682.0,4508785.0,1325,0,POINT (416682 4508785)
23667,423393.0504,4502074.624,1626,0,POINT (423393.0504 4502074.624)
23668,429639.0,4495835.0,1840,0,POINT (429639 4495835)
23669,424393.0,4501091.0,1634,0,POINT (424393 4501091)
23670,415077.0,4510412.0,1212,0,POINT (415077 4510412)
23671,419975.0,4505517.0,1369,0,POINT (419975 4505517)
23672,426772.0,4498720.0,1663,0,POINT (426772 4498720)
23673,411584.2443,4513911.371,976,0,POINT (411584.2443 4513911.371)
23674,418270.0,4507229.0,1328,0,POINT (418270 4507229)
23675,411652.0,4513852.0,1009,0,POINT (411652 4513852)
23676,413348.829,4512156.918,1055,0,POINT (413348.829 4512156.918)
23677,424340.2425,4501169.109,1634,0,POINT (424340.2425 4501169.109)
23678,416722.0,4508796.0,1326,0,POINT (416722 4508796)
23679,432939.4716,4492578.729,1848,0,POINT (432939.4716 4492578.729)
23680,425606.0,4499915.0,1650,0,POINT (425606 4499915)
23681,411638.0,4513886.0,976,0,POINT (411638 4513886)
23682,416722.0,4508805.0,1213,0,POINT (416722 4508805)
23683,427455.0,4498072.0,1664,0,POINT (427455 4498072)
23684,427474.0,4498057.0,1829,0,POINT (427474 4498057)
23685,424036.6732,4501510.332,1633,0,POINT (424036.6732 4501510.332)
23686,419612.67758,4505899.89303,1369,0,POINT (419612.67758 4505899.89303)
23687,418332.0,4507228.0,1328,0,POINT (418332 4507228)
23688,427712.7775,4497853.198,1822,0,POINT (427712.7775 4497853.198)
23689,408654.2648,4516919.185,943,0,POINT (408654.2648 4516919.185)
23690,416870.0,4508705.0,1326,0,POINT (416870 4508705)
23691,410283.84765,4515275.03116,976,0,POINT (410283.84765 4515275.03116)
23692,419523.0,4506063.0,1369,0,POINT (419523 4506063)
23693,429636.0,4495954.0,1839,0,POINT (429636 4495954)
23694,426246.0,4499352.0,1650,0,POINT (426246 4499352)
23695,416675.5314,4508928.624,1212,0,POINT (416675.5314 4508928.624)
23696,423390.0568,4502221.311,1617,0,POINT (423390.0568 4502221.311)
23697,419283.7406,4506330.667,1349,0,POINT (419283.7406 4506330.667)
23698,424664.0,4500956.0,1634,0,POINT (424664 4500956)
23699,421464.0,4504161.0,1400,0,POINT (421464 4504161)
23700,416711.6242,4508932.49553,1212,0,POINT (416711.62420378043 4508932.495529477)
23701,413480.9827,4512159.016,1055,0,POINT (413480.9827 4512159.016)
23702,425661.0,4499983.0,1650,0,POINT (425661 4499983)
