Z,X,Y,ACRES,DEVACRES,SQMILE,CBD,PRKCSTPERM,PRKCSTTEMP,POP5,EMP5,DEVACRE5,URBANVAL,ATYPE,TERMTIME
2035,411155.30120,4484881.21500,392.76,392.76,0.61369,0,0.00,0.00,8265,935,2451,4.16,2,1
2036,410549.44070,4485342.55900,282.72,282.72,0.44176,0,0.00,0.00,7473,416,2502,3.33,2,1
2037,412122.00000,4484975.00000,150.59,150.59,0.23530,0,0.00,0.00,9791,1708,1885,7.07,3,1
2038,412809.00000,4485022.00000,126.51,126.51,0.19767,0,0.00,0.00,10635,2060,1682,8.86,3,1
2039,413736.00000,4485005.00000,210.98,210.98,0.32966,0,0.00,0.00,15159,2122,1122,17.42,4,2
2040,414529.35950,4485221.19500,99.18,99.18,0.15496,0,0.00,0.00,13959,1963,1212,14.87,3,1
2041,409507.00000,4483948.00000,258.35,258.35,0.40368,0,0.00,0.00,8358,74,5258,1.62,2,1
2042,411935.00000,4484034.00000,209.44,209.44,0.32725,0,0.00,0.00,8724,900,1978,5.35,3,1
2043,412726.00000,4484227.00000,189.32,189.32,0.29581,0,0.00,0.00,9364,1634,1326,9.61,3,1
2044,410630.00000,4483644.00000,441.34,441.34,0.68960,0,0.00,0.00,9201,381,2976,3.36,2,1
2045,412804.00000,4483482.00000,130.11,130.11,0.20330,0,0.00,0.00,9203,177,1365,7.01,3,1
2046,413598.00000,4483600.00000,128.67,128.67,0.20105,0,0.00,0.00,12781,425,1287,10.61,3,1
2047,415356.02000,4483509.86300,235.61,233.25,0.36814,0,0.00,0.00,15043,661,1998,8.21,3,1
2048,410863.00000,4481939.00000,913.56,776.52,1.42743,0,0.00,0.00,11908,136,2843,4.29,2,1
2049,412053.00000,4483241.00000,101.61,101.61,0.15877,0,0.00,0.00,9556,385,1705,6.07,3,1
2050,412415.00000,4482444.00000,338.29,236.80,0.52858,0,0.00,0.00,13062,91,2123,6.24,3,1
2051,413534.00000,4482472.00000,116.97,116.97,0.18277,0,0.00,0.00,14834,231,1600,9.57,3,1
2052,414206.00000,4482764.00000,220.07,220.07,0.34386,0,0.00,0.00,14374,267,1640,9.10,3,1
2053,416088.41220,4482650.57100,408.53,404.44,0.63832,0,0.00,0.00,14781,378,2983,5.22,3,1
2054,413537.00000,4481508.00000,383.00,325.55,0.59843,0,0.00,0.00,14834,231,1600,9.57,3,1
2055,414095.00000,4482228.00000,97.60,97.60,0.15249,0,0.00,0.00,15629,231,1644,9.80,3,1
2056,415825.79700,4481020.67600,823.20,782.04,1.28624,0,0.00,0.00,20946,274,2897,7.42,3,1
2057,414825.94900,4482030.99500,175.77,174.02,0.27465,0,0.00,0.00,19760,267,2525,8.05,3,1
2058,417005.71530,4481461.34000,404.67,404.67,0.63230,0,0.00,0.00,13264,44,3595,3.72,2,1
2059,417956.00000,4479778.00000,633.16,620.49,0.98931,0,0.00,0.00,8527,102,3608,2.42,2,1
2060,418662.01150,4480318.75300,387.68,383.80,0.60575,0,0.00,0.00,6951,102,2981,2.40,2,1
2061,420271.00000,4478306.00000,1219.34,1146.18,1.90522,0,0.00,0.00,3227,1723,4717,1.44,2,1
2062,415626.00000,4487070.00000,224.16,224.16,0.35025,0,0.00,0.00,11405,2490,1906,8.69,3,1
2063,416261.00000,4487253.00000,300.07,300.07,0.46887,0,0.00,0.00,11310,4283,1900,10.62,3,1
2064,416966.00000,4487006.00000,249.92,249.92,0.39050,0,0.00,0.00,10400,6564,1931,12.42,3,1
2065,417504.00000,4486992.00000,219.75,219.75,0.34336,0,0.00,0.00,9435,6550,1924,11.95,3,1
2066,418312.00000,4487111.00000,423.88,423.88,0.66232,0,0.00,0.00,10376,2596,1849,8.52,3,1
2067,419266.00000,4486951.00000,228.80,228.80,0.35750,0,0.00,0.00,12701,3360,1903,10.33,3,1
2068,419297.00000,4487984.00000,80.10,80.10,0.12516,0,0.00,0.00,11714,2857,2193,8.04,3,1
2069,420020.00000,4487060.00000,414.25,414.25,0.64726,0,0.00,0.00,11962,3345,1773,10.65,3,1
2070,420946.00000,4487079.00000,390.82,390.82,0.61066,0,0.00,0.00,14134,3386,2231,9.47,3,1
2071,421686.00000,4487065.00000,340.05,336.65,0.53133,0,0.00,0.00,11499,2503,2521,6.62,3,1
2072,414587.00000,4485858.00000,81.32,81.32,0.12706,0,0.00,0.00,14323,2096,1572,11.87,3,1
2073,415382.84330,4485824.59500,209.03,209.03,0.32661,0,0.00,0.00,11415,1382,1558,9.16,3,1
2074,416135.08660,4485756.57300,155.38,155.38,0.24279,0,0.00,0.00,5523,5101,1742,9.24,3,1
2075,416889.62220,4485730.11000,140.11,140.11,0.21892,0,0.00,0.00,5037,4475,1477,9.68,3,1
2076,417675.44290,4485790.22700,135.29,135.29,0.21139,0,0.00,0.00,8755,4786,1775,10.51,3,1
2077,418326.00000,4485700.00000,186.44,186.44,0.29132,0,0.00,0.00,9541,3489,1694,9.90,3,1
2078,419248.00000,4485769.00000,135.14,135.14,0.21115,0,0.00,0.00,12719,3277,1800,10.83,3,1
2079,419979.00000,4485686.00000,184.79,184.79,0.28873,0,0.00,0.00,12838,2914,1989,9.49,3,1
2080,420855.00000,4485581.00000,239.78,239.78,0.37465,0,0.00,0.00,11945,2825,2474,7.19,3,1
2081,421841.00000,4485591.00000,286.99,272.64,0.44843,0,0.00,0.00,9559,5446,2770,7.52,3,1
2082,415478.87440,4485096.36000,196.99,196.99,0.30779,0,0.00,0.00,8318,1397,1286,8.72,3,1
2083,416215.11250,4484980.32200,164.99,164.99,0.25779,0,0.00,0.00,2499,3780,1534,6.73,3,1
2084,416911.09270,4484939.99500,100.89,100.89,0.15764,0,0.00,0.00,4555,4716,1427,10.03,3,1
2085,417529.44340,4484961.46600,123.94,123.94,0.19366,0,0.00,0.00,6891,4942,1457,11.75,3,1
2086,418349.00000,4484924.00000,194.72,194.72,0.30426,0,0.00,0.00,8308,2334,1360,9.66,3,1
2087,419203.00000,4484964.00000,134.39,134.39,0.20999,0,0.00,0.00,11171,1471,1503,9.46,3,1
2088,419994.25810,4485004.40700,186.49,186.49,0.29139,0,0.00,0.00,10098,1544,1642,8.10,3,1
2089,413555.00000,4484419.00000,78.39,78.39,0.12248,0,0.00,0.00,13258,1557,1216,13.55,3,1
2090,414184.00000,4483973.00000,173.36,173.36,0.27088,0,0.00,0.00,12636,1192,1512,9.99,3,1
2091,414598.24780,4484351.02600,79.59,79.59,0.12436,0,0.00,0.00,11026,1730,1459,10.01,3,1
2092,415316.13720,4484184.24400,216.88,216.88,0.33888,0,0.00,0.00,7453,1224,1560,6.40,3,1
2093,416591.00000,4484165.00000,225.56,225.56,0.35244,0,0.00,0.00,3122,2224,1796,4.30,2,1
2094,417636.79600,4484124.11600,185.96,185.96,0.29056,0,0.00,0.00,5941,2348,1769,6.11,3,1
2095,418456.00000,4484157.00000,163.60,163.60,0.25562,0,0.00,0.00,6589,1546,1638,5.98,3,1
2096,419110.00000,4484189.00000,100.65,100.65,0.15726,0,0.00,0.00,7871,743,1706,5.52,3,1
2097,419892.00000,4484132.00000,216.74,216.74,0.33866,0,0.00,0.00,8853,933,1872,5.76,3,1
2098,420855.00000,4484331.00000,248.97,248.97,0.38902,0,0.00,0.00,7527,988,2240,4.27,2,1
2099,421863.00000,4484415.00000,408.90,400.72,0.63891,0,0.00,0.00,6212,5531,2430,7.27,3,1
2100,414311.00000,4483274.00000,170.68,170.68,0.26669,0,0.00,0.00,14359,445,1394,10.96,3,1
2101,422588.00000,4487703.00000,337.86,334.48,0.52791,0,0.00,0.00,6847,8804,1955,12.83,3,1
2102,423117.00000,4487857.00000,259.21,259.21,0.40501,0,0.00,0.00,5966,10525,1941,14.30,3,1
2103,423707.00000,4488021.00000,124.91,124.91,0.19518,0,0.00,0.00,4179,13732,1705,19.12,4,2
2104,424221.00000,4487471.00000,184.72,184.72,0.28862,0,0.00,0.00,5123,15857,1531,24.78,4,2
2105,424900.00000,4488137.00000,204.80,204.80,0.32001,0,0.00,0.00,8102,13406,1299,27.60,4,2
2106,425599.00000,4488026.00000,96.54,96.54,0.15085,0,0.00,0.00,10386,8015,1460,18.48,4,2
2107,426013.00000,4488137.00000,79.96,79.96,0.12494,0,0.00,0.00,8663,5450,1273,15.67,4,2
2108,424967.00000,4487009.00000,216.77,216.77,0.33871,0,0.00,0.00,6220,16081,1632,24.20,4,2
2109,425774.00000,4487009.00000,268.49,268.49,0.41951,0,0.00,0.00,7469,9161,1440,18.36,4,2
2110,426609.00000,4487474.00000,181.05,181.05,0.28290,0,0.00,0.00,8533,5471,1323,15.01,4,2
2111,423760.00000,4487020.00000,151.70,151.70,0.23704,0,0.00,0.00,4158,17635,2087,19.48,4,2
2112,426418.00000,4486908.00000,68.56,68.56,0.10713,0,0.00,0.00,8183,7086,1464,15.61,4,2
2113,427307.00000,4486677.00000,88.27,88.27,0.13792,0,0.00,0.00,6570,5648,1282,14.24,3,1
2114,427958.00000,4486529.00000,60.79,56.53,0.09498,0,0.00,0.00,9349,2921,1716,8.97,3,1
2115,428951.00000,4486705.00000,142.28,142.28,0.22231,0,0.00,0.00,7836,489,1669,5.30,3,1
2116,429829.00000,4486737.00000,259.89,205.31,0.40608,0,0.00,0.00,7080,749,1645,5.25,3,1
2117,422844.00000,4485753.00000,498.91,493.93,0.77955,0,0.00,0.00,4010,12921,2155,14.27,3,1
2118,423784.00000,4486082.00000,216.94,216.94,0.33897,0,0.00,0.00,3720,23765,1938,27.31,4,2
2119,424332.02280,4485910.27000,104.39,104.39,0.16311,0,0.00,0.00,7752,17094,1690,25.52,4,2
2120,424898.00000,4485936.00000,245.73,238.35,0.38395,0,0.00,0.00,8663,12580,1796,19.32,4,2
2121,425764.00000,4486219.00000,166.47,166.47,0.26011,0,0.00,0.00,6201,8514,1483,16.06,4,2
2122,426499.00000,4486190.00000,123.61,123.61,0.19315,0,0.00,0.00,5034,5772,1350,12.58,3,1
2123,427210.00000,4486077.00000,167.94,167.94,0.26240,0,0.00,0.00,3279,4662,1130,11.45,3,1
2124,428015.00000,4485309.00000,276.53,276.53,0.43207,0,0.00,0.00,6488,2951,1806,6.98,3,1
2125,428059.00000,4486231.00000,43.40,43.40,0.06781,0,0.00,0.00,7052,2987,1629,8.12,3,1
2126,428832.84920,4485859.03700,339.99,322.99,0.53124,0,0.00,0.00,6166,1248,1666,5.25,3,1
2127,423676.02140,4484821.47800,171.98,171.98,0.26872,0,0.00,0.00,6758,15119,1875,20.30,4,2
2128,424268.00000,4484771.00000,159.03,159.03,0.24849,0,0.00,0.00,7157,14604,1464,25.54,4,2
2129,424903.00000,4484679.00000,264.48,264.48,0.41326,0,0.00,0.00,8444,13345,1557,23.17,4,2
2130,425733.00000,4485468.00000,161.51,161.51,0.25236,0,0.00,0.00,9256,6572,1679,13.61,3,1
2131,426353.00000,4485401.00000,71.51,71.51,0.11174,0,0.00,0.00,7499,3930,1764,8.86,3,1
2132,427157.00000,4485356.00000,233.21,233.21,0.36440,0,0.00,0.00,4824,4026,1517,8.68,3,1
2133,422648.00000,4484079.00000,205.67,201.56,0.32136,0,0.00,0.00,3709,8641,1964,11.00,3,1
2134,423329.05800,4484216.86800,141.58,141.58,0.22121,0,0.00,0.00,3186,8921,1306,16.57,4,2
2135,425860.00000,4484664.00000,315.59,315.59,0.49311,0,0.00,0.00,11012,2760,1871,8.94,3,1
2136,427061.00000,4484387.00000,455.56,455.56,0.71182,0,0.00,0.00,10509,1434,2236,6.03,3,1
2137,428780.00000,4484356.00000,304.31,161.28,0.47548,0,0.00,0.00,10728,479,2475,4.73,2,1
2138,422883.00000,4483014.00000,189.22,189.22,0.29566,0,0.00,0.00,3842,4908,1614,8.68,3,1
2139,423906.00000,4483898.00000,120.79,120.79,0.18873,0,0.00,0.00,6545,12009,1259,24.95,4,2
2140,423659.97280,4483300.20500,155.56,155.56,0.24306,0,0.00,0.00,1811,6502,1259,12.13,3,1
2141,424231.36440,4483319.65700,120.37,120.37,0.18809,0,0.00,0.00,2236,6857,1064,15.44,4,2
2142,424761.00000,4483394.00000,78.81,78.81,0.12315,0,0.00,0.00,3465,6077,956,16.78,4,2
2143,424736.00000,4483901.00000,46.24,46.24,0.07225,0,0.00,0.00,5653,9234,1187,20.87,4,2
2144,425340.00000,4483232.00000,127.89,127.89,0.19982,0,0.00,0.00,5280,4840,959,15.95,4,2
2145,426170.00000,4483396.00000,194.50,194.50,0.30390,0,0.00,0.00,12014,3330,2122,8.91,3,1
2146,427101.00000,4483203.00000,359.46,359.46,0.56165,0,0.00,0.00,12983,687,2552,5.64,3,1
2147,428357.00000,4483234.00000,373.44,324.89,0.58350,0,0.00,0.00,11897,356,2807,4.50,2,1
2148,428807.00000,4482270.00000,1104.32,298.17,1.72550,0,0.00,0.00,13438,289,3658,3.84,2,1
2149,423774.00000,4482469.00000,204.46,204.46,0.31946,0,0.00,0.00,2100,2752,1210,6.44,3,1
2150,424844.00000,4482767.00000,113.79,113.79,0.17780,0,0.00,0.00,4377,5636,969,16.55,4,2
2151,425566.00000,4482567.00000,96.57,96.57,0.15089,0,0.00,0.00,7428,3695,1186,12.71,3,1
2152,427318.00000,4482450.00000,421.80,379.62,0.65906,0,0.00,0.00,11805,299,2381,5.22,3,1
2153,424355.00000,4482194.00000,96.09,96.09,0.15014,0,0.00,0.00,5057,6140,1171,15.17,4,2
2154,424689.00000,4482031.00000,84.97,84.97,0.13277,0,0.00,0.00,7205,5863,1324,14.61,3,1
2155,425572.00000,4481649.00000,321.10,272.93,0.50172,0,0.00,0.00,8245,2903,1327,10.74,3,1
2156,428112.65930,4481287.39700,557.86,357.03,0.87165,0,0.00,0.00,13160,283,3314,4.15,2,1
2157,423284.00000,4480296.00000,262.70,233.81,0.41047,0,0.00,0.00,9306,3889,1838,9.44,3,1
2158,424240.00000,4481334.00000,284.05,275.53,0.44382,0,0.00,0.00,5972,3748,1544,8.89,3,1
2159,424787.00000,4480573.00000,506.23,161.99,0.79098,0,0.00,0.00,6212,2572,1494,7.72,3,1
2160,426956.00000,4480825.00000,315.02,97.66,0.49222,0,0.00,0.00,9442,367,2023,5.04,3,1
2161,422912.00000,4479113.00000,253.10,227.79,0.39547,0,0.00,0.00,2834,280,2389,1.43,2,1
2162,416779.00000,4483185.00000,274.56,274.56,0.42899,0,0.00,0.00,12664,1435,2442,6.40,3,1
2163,417614.00000,4483176.00000,269.84,269.84,0.42163,0,0.00,0.00,11503,1515,2208,6.63,3,1
2164,418471.00000,4483142.00000,229.51,229.51,0.35861,0,0.00,0.00,5352,1528,1879,4.53,2,1
2165,419269.00000,4483104.00000,235.09,235.09,0.36732,0,0.00,0.00,5826,697,1825,3.98,2,1
2166,420009.00000,4483161.00000,244.68,244.68,0.38232,0,0.00,0.00,6591,839,2011,4.14,2,1
2167,420768.00000,4483209.00000,345.25,341.80,0.53945,0,0.00,0.00,6278,737,1951,4.00,2,1
2168,421600.00000,4483529.00000,88.54,88.54,0.13834,0,0.00,0.00,4089,839,2095,2.78,2,1
2169,421782.00000,4482514.00000,233.94,233.94,0.36553,0,0.00,0.00,5625,2194,1699,5.98,3,1
2170,422588.00000,4482319.00000,148.15,145.19,0.23149,0,0.00,0.00,7151,3366,1469,9.61,3,1
2171,417655.00000,4482057.00000,214.51,214.51,0.33517,0,0.00,0.00,12841,154,2568,5.12,3,1
2172,418440.00000,4481948.00000,240.49,240.49,0.37576,0,0.00,0.00,6715,396,2279,3.31,2,1
2173,419202.00000,4481914.00000,239.43,239.43,0.37411,0,0.00,0.00,4313,419,2068,2.51,2,1
2174,419860.00000,4482021.00000,154.47,154.47,0.24136,0,0.00,0.00,5575,459,2153,3.03,2,1
2175,420467.00000,4481669.00000,221.13,218.92,0.34552,0,0.00,0.00,6747,136,2083,3.37,2,1
2176,421206.00000,4481752.00000,217.69,187.22,0.34015,0,0.00,0.00,11044,1920,1966,7.64,3,1
2177,421827.00000,4481677.00000,72.81,72.81,0.11377,0,0.00,0.00,9730,2348,1696,8.60,3,1
2178,422585.00000,4481733.00000,221.22,221.22,0.34565,0,0.00,0.00,7358,2624,1468,8.71,3,1
2179,423402.00000,4481707.00000,100.76,100.76,0.15744,0,0.00,0.00,8238,5540,1446,13.63,3,1
2180,419034.00000,4480907.00000,293.68,290.74,0.45887,0,0.00,0.00,4341,59,2795,1.60,2,1
2181,420349.00000,4480540.00000,436.63,432.26,0.68223,0,0.00,0.00,6269,70,2279,2.81,2,1
2182,421522.00000,4480566.00000,302.42,299.39,0.47253,0,0.00,0.00,10270,2084,2375,6.14,3,1
2183,422391.00000,4480965.00000,146.16,146.16,0.22837,0,0.00,0.00,8714,2651,1578,9.00,3,1
2184,422816.00000,4480619.00000,176.44,171.15,0.27569,0,0.00,0.00,10424,3833,1749,10.50,3,1
2185,421800.54160,4479104.41500,695.08,625.58,1.08607,0,0.00,0.00,6250,741,3753,2.07,2,1
2186,420913.00000,4478535.00000,714.40,700.11,1.11625,0,0.00,0.00,3227,1739,4136,1.65,2,1
2187,439579.88520,4516681.72500,913.11,264.80,1.42673,0,0.00,0.00,1522,10,2076,0.74,1,1
2188,437466.00000,4514646.00000,1744.30,1081.47,2.72547,0,0.00,0.00,1466,238,1913,1.02,2,1
2189,434574.29700,4512522.82100,1011.40,313.53,1.58031,0,0.00,0.00,5516,9558,2474,10.23,3,1
2190,437811.31260,4505192.07200,1738.73,191.26,2.71677,0,0.00,0.00,5854,1176,1715,4.83,2,1
2191,443185.49590,4504737.20300,1812.16,0.00,2.83149,0,0.00,0.00,173,121,4494,0.09,1,1
2192,446996.66540,4499124.43000,1578.79,663.09,2.46685,0,0.00,0.00,507,394,2558,0.52,1,1
2193,439485.37660,4498157.44900,2840.12,284.01,4.43768,0,0.00,0.00,3309,693,1293,3.67,2,1
2194,450121.40830,4497142.88500,583.48,361.76,0.91169,0,0.00,0.00,548,1026,2798,0.95,1,1
2195,450717.25730,4495147.48400,770.23,546.86,1.20348,0,0.00,0.00,548,1026,2798,0.95,1,1
2196,446345.81470,4493785.37500,670.60,261.54,1.04782,0,0.00,0.00,548,1026,2798,0.95,1,1
2197,444627.11370,4492408.85400,651.13,240.92,1.01739,0,0.00,0.00,510,926,2437,1.00,1,1
2198,440213.60540,4491139.97100,1830.96,0.00,2.86087,0,0.00,0.00,924,986,1234,2.40,2,1
2199,435593.48150,4491254.32000,402.04,80.41,0.62819,0,0.00,0.00,4582,469,1610,3.45,2,1
2200,431460.14590,4514283.59300,15048.34,0.00,23.51303,0,0.00,0.00,4081,50051,1795,60.01,4,2
2201,442098.00000,4518838.00000,12465.09,0.00,19.47671,0,0.00,0.00,1522,15,2076,0.75,1,1
2202,431510.89850,4519683.91800,8263.34,0.00,12.91147,0,0.00,0.00,8419,404,2971,3.12,2,1
2203,438482.32290,4512782.88600,3913.71,0.00,6.11517,0,0.00,0.00,1522,10,2076,0.74,1,1
2204,443386.00000,4512756.00000,4795.33,0.00,7.49271,0,0.00,0.00,1097,15,4986,0.23,1,1
2205,435338.00670,4509876.61200,3476.51,0.00,5.43205,0,0.00,0.00,5679,598,1442,4.80,2,1
2206,445973.51050,4507613.10100,10398.73,3223.61,16.24801,0,0.00,0.00,173,121,4494,0.09,1,1
2207,439979.04040,4508249.33900,4163.47,416.35,6.50542,0,0.00,0.00,83,70,3831,0.06,1,1
2208,436854.00000,4506467.00000,2898.63,0.00,4.52911,0,0.00,0.00,8751,2800,2191,6.64,3,1
2209,444323.00000,4505775.00000,1859.21,0.00,2.90502,0,0.00,0.00,173,121,4494,0.09,1,1
2210,445887.00000,4501782.00000,10364.74,0.00,16.19490,0,0.00,0.00,415,348,4794,0.24,1,1
2211,437074.00000,4501100.00000,12816.64,0.00,20.02600,0,0.00,0.00,6351,1724,1987,4.99,2,1
2212,438908.00000,4494922.00000,13610.87,0.00,21.26699,0,0.00,0.00,2133,966,1171,3.53,2,1
2213,445674.00000,4496442.00000,8773.59,0.00,13.70873,0,0.00,0.00,571,1026,3082,0.87,1,1
2214,452089.09560,4496055.11500,780.22,0.00,1.21910,0,0.00,0.00,548,1026,2798,0.95,1,1
2215,447495.00000,4492053.00000,2069.30,724.26,3.23329,0,0.00,0.00,548,1026,2798,0.95,1,1
2216,437561.00000,4488828.00000,17563.14,0.00,27.44241,0,0.00,0.00,2388,315,1238,2.46,2,1
2217,416178.00000,4449606.00000,5903.82,5785.74,9.22472,0,0.00,0.00,5,0,18751,0.00,1,1
2218,413662.71170,4455223.69900,949.72,902.23,1.48393,0,0.00,0.00,0,807,6057,0.28,1,1
2219,403940.00000,4457320.00000,2779.88,2752.08,4.34356,0,0.00,0.00,198,28,6713,0.04,1,1
2220,407080.55620,4456454.24700,918.69,918.69,1.43546,0,0.00,0.00,208,28,3767,0.07,1,1
2221,408636.99000,4456705.94900,620.23,614.03,0.96911,0,0.00,0.00,194,28,2945,0.09,1,1
2222,406448.73910,4458244.90000,1128.44,1117.16,1.76319,0,0.00,0.00,216,28,3498,0.08,1,1
2223,407420.43220,4457685.02700,207.07,207.07,0.32354,0,0.00,0.00,208,28,3855,0.07,1,1
2224,408338.00000,4457682.00000,217.05,217.05,0.33915,0,0.00,0.00,194,28,2815,0.09,1,1
2225,409202.00000,4457749.00000,163.93,163.93,0.25614,0,0.00,0.00,43,0,2189,0.02,1,1
2226,410348.00000,4457720.00000,295.09,295.09,0.46108,0,0.00,0.00,23,0,2270,0.01,1,1
2227,407499.00000,4458586.00000,201.57,201.57,0.31495,0,0.00,0.00,166,24,2659,0.08,1,1
2228,408390.00000,4458567.00000,162.14,162.14,0.25334,0,0.00,0.00,152,24,1706,0.12,1,1
2229,409208.00000,4458561.00000,165.63,165.63,0.25879,0,0.00,0.00,20,0,1740,0.01,1,1
2230,410251.00000,4458537.00000,251.76,251.76,0.39337,0,0.00,0.00,0,0,1791,0.00,1,1
2231,409209.00000,4459375.00000,169.38,169.38,0.26466,0,0.00,0.00,3,0,1622,0.00,1,1
2232,405768.16470,4462979.41500,1276.17,1237.89,1.99402,0,0.00,0.00,872,107,2797,0.39,1,1
2233,406819.00000,4462659.00000,168.75,168.75,0.26368,0,0.00,0.00,471,0,2739,0.17,1,1
2234,407641.00000,4462640.00000,163.08,163.08,0.25481,0,0.00,0.00,2,0,1608,0.00,1,1
2235,408430.00000,4462651.00000,151.34,151.34,0.23647,0,0.00,0.00,0,0,1603,0.00,1,1
2236,409222.00000,4462583.00000,167.68,167.68,0.26200,0,0.00,0.00,0,0,1529,0.00,1,1
2237,406787.00000,4463461.00000,180.85,180.85,0.28258,0,0.00,0.00,413,107,2722,0.23,1,1
2238,407646.00000,4463452.00000,161.12,161.12,0.25175,0,0.00,0.00,43,32,1585,0.07,1,1
2239,408413.12070,4463451.79400,166.76,166.76,0.26057,0,0.00,0.00,10,0,1543,0.01,1,1
2240,409257.00000,4463420.00000,154.10,154.10,0.24077,0,0.00,0.00,0,0,1544,0.00,1,1
2241,406001.32960,4464405.48500,275.21,242.19,0.43002,0,0.00,0.00,633,118,3593,0.24,1,1
2242,406815.69785,4464351.31477,209.86,209.86,0.32791,0,0.00,0.00,433,107,1778,0.37,1,1
2243,407652.00000,4464327.00000,191.43,191.43,0.29911,0,0.00,0.00,63,32,1694,0.08,1,1
2244,408475.00000,4464311.00000,191.35,191.35,0.29899,0,0.00,0.00,11,0,1706,0.01,1,1
2245,409312.00000,4464339.00000,196.52,196.52,0.30706,0,0.00,0.00,0,0,1640,0.00,1,1
2246,406271.55130,4466099.10500,1053.58,1032.51,1.64621,0,0.00,0.00,643,118,4603,0.19,1,1
2247,406888.30820,4465125.22000,168.29,168.29,0.26295,0,0.00,0.00,636,118,2578,0.34,1,1
2248,407683.00000,4465454.00000,264.45,264.45,0.41320,0,0.00,0.00,264,43,2545,0.14,1,1
2249,408474.00000,4465189.00000,159.61,159.61,0.24940,0,0.00,0.00,13,0,1820,0.01,1,1
2250,409426.00000,4465185.00000,221.05,221.05,0.34538,0,0.00,0.00,0,0,1811,0.00,1,1
2251,407898.00000,4466572.00000,128.39,128.39,0.20061,0,0.00,0.00,223,11,3301,0.07,1,1
2252,408493.45060,4466159.50600,198.92,198.92,0.31081,0,0.00,0.00,22,0,2490,0.01,1,1
2253,409444.07820,4466169.65900,268.71,268.71,0.41986,0,0.00,0.00,2,0,1839,0.00,1,1
2254,405554.00000,4467896.00000,1760.36,1725.15,2.75056,0,0.00,0.00,242,11,4946,0.05,1,1
2255,407466.23900,4467657.46300,632.87,632.87,0.98886,0,0.00,0.00,222,11,5008,0.05,1,1
2256,409427.00000,4467050.00000,328.19,328.19,0.51280,0,0.00,0.00,0,0,1771,0.00,1,1
2257,408789.00000,4467801.00000,287.42,287.42,0.44910,0,0.00,0.00,21,0,2152,0.01,1,1
2258,409614.00000,4468071.00000,166.00,166.00,0.25938,0,0.00,0.00,0,0,1538,0.00,1,1
2259,407649.30820,4469242.72000,518.03,507.67,0.80943,0,0.00,0.00,19,0,2988,0.01,1,1
2260,408848.00000,4468921.00000,166.88,166.88,0.26074,0,0.00,0.00,0,0,1952,0.00,1,1
2261,409672.00000,4468900.00000,166.63,166.63,0.26036,0,0.00,0.00,0,0,1284,0.00,1,1
2262,408862.00000,4469737.00000,165.66,165.66,0.25885,0,0.00,0.00,0,0,1831,0.00,1,1
2263,409683.00000,4469723.00000,166.92,166.92,0.26082,0,0.00,0.00,0,13,1478,0.02,1,1
2264,407752.84920,4471094.72900,737.26,729.89,1.15197,0,0.00,0.00,0,0,3128,0.00,1,1
2265,408877.00000,4470550.00000,163.73,163.73,0.25583,0,0.00,0.00,0,13,2046,0.01,1,1
2266,409703.00000,4470535.00000,166.05,166.05,0.25945,0,0.00,0.00,0,13,1469,0.02,1,1
2267,408890.00000,4471359.00000,165.33,165.33,0.25833,0,0.00,0.00,0,0,2663,0.00,1,1
2268,409713.00000,4471340.00000,162.88,162.88,0.25449,0,0.00,0.00,0,13,2089,0.01,1,1
2269,409779.00000,4472346.00000,793.11,785.18,1.23923,0,0.00,0.00,0,13,2652,0.01,1,1
2270,407168.00000,4472405.00000,899.47,899.47,1.40542,0,0.00,0.00,0,0,3746,0.00,1,1
2271,405177.60830,4460916.69100,1018.11,1007.93,1.59080,0,0.00,0.00,502,0,3971,0.13,1,1
2272,406239.73830,4460488.73000,255.33,255.33,0.39896,0,0.00,0.00,502,0,2920,0.17,1,1
2273,406089.14260,4461735.37500,247.62,247.62,0.38691,0,0.00,0.00,502,0,3880,0.13,1,1
2274,406891.00000,4461713.00000,185.30,185.30,0.28953,0,0.00,0.00,502,0,3060,0.16,1,1
2275,407632.00000,4461617.00000,245.75,243.29,0.38398,0,0.00,0.00,2,0,1865,0.00,1,1
2276,407353.00000,4460498.00000,371.07,371.07,0.57979,0,0.00,0.00,502,0,2096,0.24,1,1
2277,407436.00000,4459458.00000,253.64,253.64,0.39631,0,0.00,0.00,182,24,2920,0.08,1,1
2278,408397.00000,4459402.00000,165.18,165.18,0.25809,0,0.00,0.00,21,0,1842,0.01,1,1
2279,408382.00000,4460324.00000,186.92,186.92,0.29206,0,0.00,0.00,2,0,1960,0.00,1,1
2280,409220.00000,4460183.00000,166.92,166.92,0.26082,0,0.00,0.00,0,0,1551,0.00,1,1
2281,410080.00000,4460049.00000,203.51,203.51,0.31798,0,0.00,0.00,2,0,1432,0.00,1,1
2282,410102.00000,4459239.00000,150.10,150.10,0.23453,0,0.00,0.00,2,0,1653,0.00,1,1
2283,410645.00000,4459899.00000,126.88,126.88,0.19825,0,0.00,0.00,7,0,1288,0.01,1,1
2284,410649.00000,4460978.00000,78.61,78.61,0.12283,0,0.00,0.00,0,1,1156,0.00,1,1
2285,410054.00000,4460987.00000,166.53,166.53,0.26020,0,0.00,0.00,0,0,1363,0.00,1,1
